,ChIP
0,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
1,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
2,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
3,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
4,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
5,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
6,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
7,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
9,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
10,2017_PNAS_Li___STAT3_noIL21-CD4
11,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
12,2017_PNAS_Li___STAT5B_noIL2-CD8
13,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
14,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
15,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
16,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
17,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
18,2016_SCIENCE_Mackay___Hobit_invitro-CD8
19,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
20,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
21,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
22,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
23,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
24,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
25,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
26,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
27,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
28,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
29,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
30,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
31,2017_PNAS_Li___H3K4me3-noIL2-CD4
32,2017_PNAS_Li___H3K4me3_IL2-CD4
33,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
34,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
35,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
36,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
37,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
38,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
39,2017_PNAS_Li___H3K27Ac-noIL2-CD4
40,2017_PNAS_Li___H3K27Ac_IL2-CD4
41,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
42,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
43,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
44,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
45,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
46,2021_GoldrathLab_Brd4___BRD4_TE-CD8
47,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
48,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
49,2021_GoldrathLab_Brd4___BRD4_MP-CD8
50,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
51,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
52,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
53,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
54,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
55,2017_PNAS_Li___STAT5B_IL2-CD4
56,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
57,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
58,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
59,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
60,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
61,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
62,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
63,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
64,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
65,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
66,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
67,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
68,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
69,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
70,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
71,2017_PNAS_Li___STAT5B_IL2-CD8
72,2017_PNAS_Li___STAT5B_IL2-WT-CD4
73,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
74,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
75,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
76,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
77,2017_PNAS_Li___STAT3_IL21-CD4
78,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
79,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
80,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
81,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
82,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
83,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
84,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
