,ChIP
0,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
1,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
2,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
3,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
4,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
5,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
6,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
7,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
8,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
9,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
10,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
11,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
12,2017_PNAS_Li___H3K27Ac-noIL2-CD4
13,2017_PNAS_Li___H3K27Ac_IL2-CD4
14,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
15,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
16,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
17,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
18,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
19,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
20,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
21,2017_PNAS_Li___H3K4me3-noIL2-CD4
22,2017_PNAS_Li___H3K4me3_IL2-CD4
23,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
24,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
25,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
26,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
27,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
28,2021_GoldrathLab_Brd4___BRD4_TE-CD8
29,2021_GoldrathLab_Brd4___BRD4_MP-CD8
30,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
31,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
32,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
33,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
34,2017_PNAS_Li___STAT5B_IL2-CD4
35,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
36,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
37,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
38,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
39,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
40,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
41,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
42,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
43,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
44,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
45,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
46,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
47,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
48,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
49,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
50,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
51,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
52,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
53,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
54,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
55,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
56,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
57,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
58,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
59,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
60,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
61,2017_PNAS_Li___STAT5B_IL2-CD8
62,2017_PNAS_Li___STAT3_IL21-CD4
63,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
64,2017_PNAS_Li___STAT5B_IL2-WT-CD4
65,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
66,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
67,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
68,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
69,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
70,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
71,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
72,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
73,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
74,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
75,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
76,2017_PNAS_Li___STAT5B_noIL2-CD8
77,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
78,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
79,2017_PNAS_Li___STAT3_noIL21-CD4
80,2016_SCIENCE_Mackay___Hobit_invitro-CD8
81,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
82,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
83,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
84,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
