ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,8091,1.0000,0.9062,0.7860,0.1099,0.0046,0.5239,0.2115,0.1921,0.0128,0.2078,0.6525,0.5276,0.1989,0.2520,0.4574,0.0165,0.2945,0.7994,0.7890,0.8117,0.8018,0.7848,0.8106,0.7924,0.8120,0.6519,0.7167,0.6781,0.8052,0.7823,0.7679,0.7747,0.7747,0.0946,0.3810,0.3425,0.0500,0.7155,0.7920,0.8009,0.7725,0.7668,0.7699,0.5464,0.2293,0.1909,0.7690,0.7879,0.5805,0.0138,0.6511,0.0293,0.2311,0.5864,0.0265,0.5482,0.6197,0.6204,0.1061,0.7564,0.5194,0.3724,0.1034,0.3201,0.0237,0.0445,0.0147,0.4219,0.0037,0.8003,0.7765,0.7853,0.2096,0.7891,0.2684,0.3268,0.3469,0.3610,0.7791,0.4272,0.3720,0.2446
2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,7425,0.9062,1.0000,0.7616,0.1105,0.0047,0.5107,0.2077,0.2052,0.0122,0.2072,0.6366,0.5197,0.2004,0.2589,0.4588,0.0159,0.3059,0.7761,0.7659,0.7988,0.7836,0.7655,0.7895,0.7729,0.7962,0.6323,0.7123,0.6788,0.7812,0.7655,0.7519,0.7646,0.7646,0.0911,0.3834,0.3421,0.0483,0.7079,0.7740,0.7852,0.7672,0.7450,0.7504,0.5607,0.2311,0.1920,0.7581,0.7786,0.5772,0.0131,0.6434,0.0300,0.2445,0.5831,0.0272,0.5668,0.6235,0.6203,0.1128,0.7378,0.5243,0.3915,0.1049,0.3263,0.0243,0.0494,0.0160,0.4373,0.0038,0.7755,0.7704,0.7757,0.2091,0.7740,0.2713,0.3400,0.3478,0.3694,0.7591,0.4369,0.3721,0.2402
2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,14161,0.7860,0.7616,1.0000,0.1093,0.0038,0.5164,0.1943,0.1915,0.0105,0.1940,0.6736,0.5186,0.1946,0.2517,0.4731,0.0150,0.2958,0.9416,0.9479,0.8964,0.9176,0.9361,0.9048,0.9275,0.8861,0.5852,0.7253,0.6608,0.9168,0.8857,0.9295,0.8861,0.8778,0.1485,0.4653,0.4310,0.0763,0.6583,0.9120,0.8899,0.7808,0.9359,0.9367,0.5841,0.3096,0.2593,0.7933,0.8289,0.5697,0.0113,0.6855,0.0248,0.2145,0.5608,0.0248,0.5608,0.6684,0.6466,0.1011,0.9079,0.5585,0.3804,0.0915,0.3130,0.0218,0.0451,0.0135,0.4417,0.0030,0.9378,0.8908,0.7587,0.2920,0.9208,0.2658,0.3336,0.3169,0.3492,0.9263,0.4306,0.3453,0.2174
2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,821,0.1099,0.1105,0.1093,1.0000,0.0000,0.1052,0.0725,0.3098,0.0311,0.1887,0.1188,0.1193,0.2011,0.2150,0.1705,0.0238,0.1860,0.1050,0.1062,0.1103,0.1066,0.1061,0.1074,0.1058,0.1109,0.0998,0.1188,0.1176,0.1089,0.1115,0.1080,0.1143,0.1163,0.1250,0.1331,0.1388,0.0788,0.1083,0.1116,0.1144,0.1232,0.1103,0.1100,0.1615,0.1281,0.1323,0.1182,0.1184,0.1388,0.0373,0.1493,0.1012,0.2016,0.1432,0.0335,0.1692,0.1414,0.1609,0.3094,0.1108,0.1765,0.1955,0.0611,0.2000,0.0110,0.0812,0.0241,0.1908,0.0130,0.1029,0.1136,0.1182,0.1389,0.1084,0.0855,0.1988,0.2236,0.2579,0.1070,0.2100,0.1371,0.1554
2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,214,0.0046,0.0047,0.0038,0.0000,1.0000,0.0071,0.0075,0.0108,0.0000,0.0036,0.0064,0.0056,0.0037,0.0056,0.0044,0.0000,0.0048,0.0038,0.0038,0.0047,0.0038,0.0046,0.0039,0.0038,0.0047,0.0037,0.0039,0.0032,0.0039,0.0046,0.0043,0.0045,0.0046,0.0090,0.0045,0.0032,0.0088,0.0055,0.0045,0.0047,0.0045,0.0039,0.0039,0.0024,0.0068,0.0080,0.0045,0.0043,0.0064,0.0000,0.0052,0.0000,0.0101,0.0052,0.0000,0.0076,0.0063,0.0066,0.0210,0.0044,0.0063,0.0055,0.0000,0.0045,0.0000,0.0152,0.0435,0.0080,0.0000,0.0038,0.0045,0.0046,0.0071,0.0044,0.0028,0.0064,0.0070,0.0062,0.0043,0.0050,0.0063,0.0033
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,5045,0.5239,0.5107,0.5164,0.1052,0.0071,1.0000,0.3535,0.1665,0.0099,0.2007,0.5421,0.5359,0.1973,0.2456,0.3807,0.0141,0.2929,0.5179,0.5176,0.5172,0.5198,0.5163,0.5179,0.5209,0.5166,0.4284,0.4760,0.4473,0.5334,0.4989,0.4933,0.4989,0.4873,0.1253,0.3795,0.3490,0.0618,0.5328,0.5082,0.5200,0.5142,0.5098,0.5166,0.4029,0.2647,0.2287,0.5087,0.5159,0.5322,0.0099,0.5201,0.0281,0.2078,0.4701,0.0281,0.4081,0.4487,0.4709,0.0939,0.5022,0.4042,0.3355,0.0985,0.2839,0.0253,0.0497,0.0170,0.3732,0.0043,0.5238,0.5026,0.5207,0.2305,0.5036,0.2500,0.3021,0.2807,0.2921,0.4996,0.3320,0.3224,0.2366
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,1603,0.2115,0.2077,0.1943,0.0725,0.0075,0.3535,1.0000,0.1164,0.0222,0.1416,0.2427,0.2686,0.1330,0.1566,0.2067,0.0217,0.1813,0.1958,0.1956,0.1998,0.1977,0.1941,0.1992,0.1959,0.1986,0.2040,0.2085,0.1984,0.2020,0.1952,0.1852,0.1931,0.1956,0.0862,0.1560,0.1547,0.0306,0.2371,0.1973,0.2037,0.2164,0.1946,0.1958,0.1788,0.1164,0.1068,0.2141,0.2121,0.2600,0.0259,0.2297,0.0498,0.1253,0.2422,0.0315,0.2111,0.2124,0.2271,0.0984,0.1889,0.2027,0.1955,0.1345,0.1771,0.0353,0.0695,0.0219,0.1978,0.0114,0.1944,0.1950,0.2069,0.1122,0.1916,0.1794,0.1622,0.1462,0.1661,0.1885,0.1671,0.2220,0.2087
2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,1642,0.1921,0.2052,0.1915,0.3098,0.0108,0.1665,0.1164,1.0000,0.0212,0.2763,0.2024,0.2083,0.2881,0.3207,0.3026,0.0315,0.2857,0.1895,0.1902,0.1997,0.1894,0.1904,0.1900,0.1894,0.1994,0.1893,0.2138,0.2042,0.1954,0.2025,0.1953,0.2065,0.2092,0.1259,0.2231,0.2314,0.0819,0.1966,0.2053,0.2073,0.2108,0.2028,0.1994,0.2714,0.2188,0.2056,0.2043,0.2088,0.2224,0.0284,0.2528,0.0845,0.3164,0.2327,0.0405,0.3011,0.2683,0.2643,0.2425,0.1949,0.3027,0.3322,0.0809,0.3265,0.0268,0.1351,0.0390,0.3612,0.0072,0.1854,0.2085,0.2099,0.1935,0.1985,0.1188,0.4118,0.3140,0.3664,0.1944,0.3374,0.2173,0.1830
2017_PNAS_Li___STAT5B_noIL2-CD8,282,0.0128,0.0122,0.0105,0.0311,0.0000,0.0099,0.0222,0.0212,1.0000,0.0143,0.0107,0.0069,0.0182,0.0340,0.0118,0.1724,0.0048,0.0105,0.0098,0.0077,0.0092,0.0099,0.0093,0.0100,0.0086,0.0073,0.0097,0.0075,0.0102,0.0108,0.0099,0.0106,0.0100,0.0221,0.0167,0.0128,0.0000,0.0098,0.0091,0.0094,0.0080,0.0100,0.0102,0.0084,0.0135,0.0079,0.0080,0.0086,0.0141,0.6111,0.0135,0.2051,0.0300,0.0103,0.0000,0.0165,0.0126,0.0109,0.0199,0.0103,0.0113,0.0128,0.0000,0.0158,0.0000,0.0563,0.0667,0.0160,0.2000,0.0099,0.0106,0.0091,0.0163,0.0095,0.0109,0.0147,0.0138,0.0122,0.0101,0.0099,0.0147,0.0199
2017_PNAS_Li___STAT5B_IL2-WT-CD4,1746,0.2078,0.2072,0.1940,0.1887,0.0036,0.2007,0.1416,0.2763,0.0143,1.0000,0.2537,0.3168,0.8483,0.5564,0.3997,0.0247,0.3553,0.1991,0.1963,0.2060,0.2029,0.1992,0.2054,0.1992,0.2086,0.2129,0.2171,0.1992,0.1971,0.2042,0.1918,0.2000,0.2054,0.0968,0.1900,0.1917,0.0529,0.2136,0.1970,0.2034,0.2149,0.1989,0.2002,0.2540,0.1820,0.1658,0.2179,0.2189,0.2151,0.0179,0.2254,0.0632,0.2528,0.2370,0.0377,0.2716,0.2541,0.2380,0.1264,0.1912,0.2716,0.2923,0.0849,0.2978,0.0273,0.1033,0.0213,0.2816,0.0074,0.1932,0.2020,0.2076,0.1650,0.1984,0.1382,0.2808,0.2531,0.3033,0.1934,0.3077,0.2333,0.2155
