ChIP,ChIP gene #,2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2021_GoldrathLab_Brd4___BRD4_TE-CD8,8410,1.0000,0.7353,0.8657,0.7250,0.6993,0.8339,0.2023,0.0000,0.4576,0.2239,0.3887,0.0116,0.3284,0.6523,0.5072,0.3120,0.4375,0.6165,0.0389,0.4539,0.8230,0.8230,0.8418,0.8188,0.7940,0.8294,0.8047,0.8389,0.5902,0.7786,0.6803,0.8151,0.8311,0.8477,0.8720,0.8606,0.1319,0.3594,0.3262,0.0456,0.5955,0.8694,0.8621,0.7862,0.8367,0.8140,0.6846,0.1971,0.1728,0.8566,0.8503,0.6174,0.0078,0.7443,0.0349,0.2672,0.5303,0.0388,0.7643,0.7820,0.7348,0.1284,0.8384,0.7568,0.6632,0.1853,0.6179,0.0545,0.0881,0.0233,0.6607,0.0039,0.8072,0.8306,0.8000,0.2635,0.8366,0.2874,0.5365,0.3372,0.4598,0.8477,0.5434,0.3527,0.2054
2021_GoldrathLab_Brd4___BRD4_NAV-CD8,7333,0.7353,1.0000,0.7481,0.6768,0.6680,0.7057,0.1973,0.0046,0.4408,0.2500,0.3583,0.0092,0.3362,0.6240,0.5203,0.3120,0.4187,0.5318,0.0417,0.4426,0.7133,0.7076,0.7235,0.7065,0.7113,0.7061,0.7093,0.7211,0.5941,0.6730,0.6078,0.7063,0.7123,0.6974,0.7089,0.7143,0.1125,0.3386,0.3175,0.0543,0.6410,0.7133,0.7232,0.6891,0.7138,0.7027,0.5970,0.1917,0.1787,0.7372,0.7251,0.6245,0.0046,0.6667,0.0227,0.2664,0.5947,0.0415,0.6318,0.6538,0.6314,0.1376,0.7143,0.6469,0.5776,0.1991,0.5336,0.0651,0.1152,0.0231,0.5843,0.0000,0.7033,0.6910,0.6821,0.2623,0.7049,0.2838,0.5040,0.3644,0.4364,0.7030,0.4798,0.3767,0.2283
2021_GoldrathLab_Brd4___BRD4_MP-CD8,7086,0.8657,0.7481,1.0000,0.6993,0.6667,0.7874,0.2090,0.0000,0.4767,0.2267,0.3937,0.0123,0.3518,0.6434,0.5344,0.3294,0.4500,0.6185,0.0412,0.4902,0.7888,0.7829,0.8129,0.7838,0.7710,0.7886,0.7816,0.8041,0.5611,0.7206,0.6283,0.7855,0.8082,0.7954,0.8299,0.8310,0.1479,0.3382,0.3235,0.0482,0.5969,0.8213,0.8201,0.7807,0.7960,0.7733,0.6522,0.1939,0.1822,0.8000,0.8089,0.6324,0.0082,0.7373,0.0369,0.2771,0.5294,0.0367,0.7518,0.7703,0.7011,0.1358,0.7793,0.7509,0.6548,0.1815,0.6081,0.0576,0.1020,0.0247,0.6581,0.0041,0.7730,0.7960,0.7821,0.2537,0.7908,0.2727,0.5301,0.3563,0.4739,0.8013,0.5310,0.3673,0.2073
2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,8091,0.7250,0.6768,0.6993,1.0000,0.8638,0.7425,0.1681,0.0000,0.4219,0.2275,0.3268,0.0132,0.3052,0.5751,0.4981,0.2771,0.3846,0.5273,0.0442,0.4180,0.7384,0.7384,0.7671,0.7322,0.7196,0.7432,0.7295,0.7525,0.6198,0.6828,0.6192,0.7570,0.7440,0.7393,0.7406,0.7345,0.0859,0.3146,0.2895,0.0339,0.5992,0.7509,0.7432,0.6985,0.7276,0.7224,0.5964,0.1512,0.1383,0.7518,0.7568,0.5714,0.0088,0.6198,0.0261,0.2336,0.5224,0.0349,0.6418,0.6632,0.6423,0.1212,0.7053,0.6339,0.5502,0.1695,0.5180,0.0526,0.1048,0.0175,0.5500,0.0044,0.7342,0.7219,0.7591,0.2176,0.7353,0.2869,0.4662,0.3195,0.3889,0.7393,0.4708,0.3418,0.2121
2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,7425,0.6993,0.6680,0.6667,0.8638,1.0000,0.7013,0.1579,0.0047,0.4113,0.2089,0.3130,0.0141,0.3013,0.5581,0.4900,0.2827,0.3785,0.4926,0.0423,0.4073,0.6977,0.6921,0.7192,0.7079,0.6780,0.7017,0.6931,0.7109,0.6293,0.6938,0.6280,0.7321,0.7079,0.6987,0.6986,0.7098,0.0776,0.3062,0.2752,0.0360,0.5875,0.7031,0.7010,0.6779,0.6980,0.6983,0.5799,0.1411,0.1138,0.7138,0.7089,0.5656,0.0094,0.6414,0.0326,0.2265,0.5342,0.0372,0.6268,0.6263,0.6196,0.1290,0.6756,0.6138,0.5336,0.1855,0.4945,0.0561,0.0963,0.0140,0.5385,0.0047,0.6933,0.6867,0.7206,0.2055,0.6895,0.2876,0.4517,0.3333,0.3942,0.6987,0.4797,0.3275,0.2036
2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,14161,0.8339,0.7057,0.7874,0.7425,0.7013,1.0000,0.1723,0.0034,0.4579,0.1993,0.3533,0.0136,0.3221,0.6689,0.5286,0.3030,0.4300,0.6139,0.0339,0.4545,0.9604,0.9539,0.9435,0.9205,0.9203,0.9307,0.9133,0.9404,0.5574,0.7450,0.6554,0.8997,0.9398,0.9541,0.9046,0.8878,0.1684,0.4047,0.3779,0.0574,0.5623,0.9208,0.9203,0.7641,0.9568,0.9532,0.6933,0.2282,0.1980,0.8595,0.9208,0.5552,0.0068,0.6555,0.0339,0.2542,0.4882,0.0373,0.7558,0.8191,0.6424,0.1119,0.9338,0.8007,0.7007,0.1616,0.6151,0.0475,0.0915,0.0203,0.6656,0.0034,0.9505,0.9248,0.8245,0.3020,0.9608,0.2593,0.5249,0.3030,0.4108,0.9670,0.5051,0.3030,0.1791
2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,821,0.2023,0.1973,0.2090,0.1681,0.1579,0.1723,1.0000,0.0000,0.1243,0.1200,0.4052,0.0000,0.2177,0.1852,0.1989,0.2101,0.2400,0.2239,0.0690,0.2517,0.1661,0.1623,0.1712,0.1621,0.1632,0.1633,0.1614,0.1747,0.1534,0.1688,0.1818,0.1607,0.1825,0.1728,0.1831,0.1877,0.0612,0.1346,0.1267,0.0145,0.1510,0.1730,0.1754,0.1566,0.1729,0.1678,0.2269,0.0885,0.1400,0.1723,0.1730,0.2333,0.0000,0.2475,0.0690,0.2330,0.2134,0.0500,0.2092,0.1923,0.2525,0.3934,0.1799,0.1984,0.2232,0.1209,0.2400,0.0476,0.1449,0.0943,0.2207,0.0000,0.1561,0.1769,0.1801,0.1417,0.1705,0.1491,0.2135,0.2857,0.3333,0.1728,0.2911,0.2000,0.2045
2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,214,0.0000,0.0046,0.0000,0.0000,0.0047,0.0034,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0049,0.0063,0.0108,0.0149,0.0103,0.0000,0.0000,0.0033,0.0033,0.0034,0.0035,0.0035,0.0034,0.0036,0.0034,0.0060,0.0000,0.0051,0.0036,0.0000,0.0033,0.0000,0.0036,0.0000,0.0079,0.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,0.0069,0.0000,0.0000,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0909,0.0000,0.0000,0.0000,0.0042,0.0039,0.0000,0.0000,0.0069,0.0078,0.0090,0.0000,0.0102,0.0000,0.0000,0.0000,0.0096,0.0000,0.0068,0.0068,0.0039,0.0106,0.0066,0.0000,0.0122,0.0000,0.0080,0.0033,0.0065,0.0000,0.0000
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,5045,0.4576,0.4408,0.4767,0.4219,0.4113,0.4579,0.1243,0.0000,1.0000,0.3944,0.2450,0.0216,0.2742,0.5405,0.4925,0.2568,0.3465,0.4310,0.0496,0.3547,0.4567,0.4615,0.4708,0.4739,0.4772,0.4708,0.4787,0.4642,0.3881,0.4291,0.4110,0.4891,0.4586,0.4536,0.4552,0.4460,0.1801,0.3085,0.3077,0.0541,0.4413,0.4655,0.4669,0.4900,0.4644,0.4623,0.3929,0.2011,0.1834,0.4723,0.4757,0.4808,0.0145,0.4890,0.0278,0.2604,0.3835,0.0276,0.4313,0.4559,0.3951,0.1032,0.4724,0.4327,0.4062,0.1677,0.3859,0.0483,0.1224,0.0360,0.4417,0.0072,0.4613,0.4595,0.4812,0.2692,0.4525,0.2840,0.3917,0.1558,0.2843,0.4585,0.2946,0.2849,0.1925
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,1603,0.2239,0.2500,0.2267,0.2275,0.2089,0.1993,0.1200,0.0000,0.3944,1.0000,0.1477,0.0159,0.2137,0.2571,0.2959,0.2063,0.2050,0.2212,0.0294,0.2313,0.1967,0.2007,0.2069,0.2063,0.2035,0.2069,0.2064,0.2062,0.2350,0.2128,0.1916,0.2065,0.1979,0.1954,0.2070,0.2036,0.1089,0.1491,0.1494,0.0400,0.2312,0.2091,0.2077,0.2181,0.1959,0.1952,0.1974,0.1102,0.1091,0.2113,0.2091,0.2921,0.0164,0.2683,0.0145,0.1345,0.2857,0.0143,0.1928,0.2091,0.2311,0.1341,0.2034,0.1880,0.1949,0.1702,0.1689,0.0137,0.0875,0.0154,0.2072,0.0000,0.1987,0.1959,0.2107,0.1250,0.1967,0.2193,0.1915,0.1343,0.1948,0.1993,0.1648,0.2667,0.2258
