ChIP,ChIP gene #,2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2021_GoldrathLab_Brd4___BRD4_TE-CD8,8410,1.0000,0.7253,0.8327,0.7158,0.7163,0.8135,0.2115,0.0000,0.4249,0.2061,0.3296,0.0077,0.3456,0.6232,0.4982,0.3259,0.4296,0.5618,0.0309,0.4354,0.7891,0.7880,0.8155,0.7890,0.7832,0.8097,0.7785,0.8188,0.5882,0.7518,0.6413,0.7869,0.7862,0.8127,0.8418,0.8191,0.1099,0.3310,0.2892,0.0373,0.5861,0.8400,0.8451,0.7634,0.8039,0.7929,0.6424,0.1900,0.1600,0.8561,0.8384,0.5752,0.0039,0.7509,0.0309,0.2357,0.5056,0.0385,0.7046,0.7352,0.7453,0.1313,0.7915,0.7254,0.6263,0.1849,0.5860,0.0500,0.0760,0.0116,0.5993,0.0039,0.7753,0.8155,0.7379,0.2100,0.8165,0.2697,0.4529,0.3550,0.4483,0.8095,0.5019,0.3038,0.2137
2021_GoldrathLab_Brd4___BRD4_NAV-CD8,7333,0.7253,1.0000,0.7422,0.6679,0.6679,0.6731,0.2182,0.0047,0.4250,0.2283,0.3162,0.0047,0.3632,0.6047,0.5203,0.3405,0.4364,0.5490,0.0377,0.4492,0.6820,0.6818,0.6852,0.6689,0.6744,0.6634,0.6689,0.6721,0.5779,0.6255,0.5798,0.6656,0.6814,0.6688,0.6779,0.6934,0.1034,0.3240,0.3077,0.0500,0.6218,0.6777,0.6869,0.6856,0.6743,0.6678,0.5896,0.2025,0.1624,0.7032,0.7031,0.6245,0.0000,0.6747,0.0233,0.2466,0.5911,0.0421,0.6180,0.6223,0.6627,0.1284,0.6823,0.6619,0.5667,0.1920,0.5283,0.0561,0.0926,0.0094,0.5469,0.0000,0.6797,0.6688,0.6439,0.2311,0.6730,0.2696,0.4332,0.3937,0.4267,0.6709,0.4390,0.3213,0.2546
2021_GoldrathLab_Brd4___BRD4_MP-CD8,7086,0.8327,0.7422,1.0000,0.6691,0.6630,0.7443,0.2236,0.0000,0.4219,0.2125,0.3469,0.0085,0.3862,0.5855,0.5172,0.3592,0.4556,0.6226,0.0342,0.4857,0.7314,0.7197,0.7574,0.7303,0.7190,0.7403,0.7138,0.7492,0.5714,0.7117,0.5970,0.7333,0.7383,0.7333,0.7755,0.7887,0.1210,0.3123,0.2873,0.0369,0.5875,0.7685,0.7789,0.7556,0.7403,0.7231,0.6173,0.1853,0.1575,0.7809,0.7721,0.5697,0.0043,0.7082,0.0298,0.2552,0.5323,0.0381,0.7197,0.7263,0.7500,0.1453,0.7157,0.7163,0.6300,0.1844,0.5815,0.0508,0.0979,0.0128,0.5954,0.0043,0.7179,0.7346,0.7046,0.2023,0.7373,0.2764,0.4574,0.3808,0.4708,0.7357,0.5040,0.3193,0.2311
2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,8091,0.7158,0.6679,0.6691,1.0000,0.8648,0.7314,0.1967,0.0000,0.3900,0.2161,0.3092,0.0087,0.3268,0.5596,0.4792,0.3004,0.3945,0.5073,0.0348,0.4062,0.7353,0.7403,0.7558,0.7285,0.7228,0.7329,0.7233,0.7418,0.6120,0.6727,0.6061,0.7374,0.7133,0.7261,0.7209,0.7085,0.0703,0.3071,0.2724,0.0289,0.5968,0.7492,0.7416,0.6898,0.7106,0.7101,0.5801,0.1609,0.1373,0.7483,0.7525,0.5538,0.0043,0.6171,0.0259,0.2282,0.4862,0.0343,0.5901,0.6228,0.6429,0.1186,0.6806,0.6162,0.5312,0.1777,0.4947,0.0472,0.0996,0.0130,0.5221,0.0043,0.7386,0.6943,0.7086,0.1736,0.7247,0.2705,0.4038,0.3471,0.3904,0.7284,0.4588,0.3025,0.2194
2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,7425,0.7163,0.6679,0.6630,0.8648,1.0000,0.7152,0.1807,0.0000,0.3922,0.2000,0.2738,0.0088,0.3071,0.5415,0.4715,0.2908,0.3591,0.4624,0.0310,0.3922,0.7190,0.7240,0.7336,0.7233,0.7119,0.7279,0.7124,0.7368,0.5984,0.6727,0.5992,0.7322,0.7023,0.7102,0.7043,0.6973,0.0632,0.2694,0.2444,0.0295,0.6024,0.7267,0.7424,0.6963,0.7055,0.7105,0.5567,0.1418,0.1047,0.7430,0.7415,0.5587,0.0044,0.6350,0.0264,0.2125,0.4960,0.0351,0.5614,0.5729,0.6180,0.1212,0.6645,0.6047,0.5087,0.1814,0.4718,0.0482,0.0873,0.0088,0.4873,0.0044,0.7222,0.6837,0.6906,0.1504,0.7035,0.2603,0.3745,0.3375,0.3760,0.7070,0.4563,0.2762,0.2137
2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,14161,0.8135,0.6731,0.7443,0.7314,0.7152,1.0000,0.1836,0.0000,0.4123,0.1830,0.3019,0.0098,0.3333,0.6355,0.5162,0.3117,0.3935,0.5541,0.0262,0.4169,0.9423,0.9397,0.9331,0.9013,0.9196,0.9209,0.9097,0.9302,0.5519,0.7419,0.6254,0.9065,0.8939,0.9464,0.8766,0.8439,0.1368,0.3677,0.3419,0.0554,0.5603,0.9045,0.8857,0.7244,0.9644,0.9481,0.6851,0.2273,0.1889,0.8371,0.8914,0.4952,0.0033,0.6452,0.0262,0.2164,0.4643,0.0361,0.6827,0.7380,0.6463,0.1078,0.8981,0.7619,0.6486,0.1726,0.5860,0.0459,0.0787,0.0098,0.5774,0.0033,0.9331,0.9088,0.7628,0.2492,0.9497,0.2541,0.4419,0.3105,0.3856,0.9494,0.4513,0.2582,0.1895
2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,821,0.2115,0.2182,0.2236,0.1967,0.1807,0.1836,1.0000,0.0000,0.1411,0.1188,0.5050,0.0000,0.2734,0.2056,0.2247,0.2602,0.3071,0.2448,0.0323,0.2917,0.1705,0.1677,0.1815,0.1717,0.1717,0.1738,0.1747,0.1809,0.1865,0.2025,0.2136,0.1753,0.1972,0.1795,0.1944,0.2044,0.0638,0.1364,0.1284,0.0000,0.1735,0.1831,0.1856,0.1796,0.1776,0.1779,0.2500,0.1121,0.1262,0.1855,0.1869,0.2558,0.0000,0.2548,0.0847,0.2708,0.2393,0.0469,0.2432,0.2241,0.2524,0.4516,0.1924,0.2191,0.2419,0.1327,0.2450,0.0606,0.1429,0.0351,0.2565,0.0000,0.1661,0.1854,0.1992,0.1417,0.1778,0.1724,0.2611,0.3217,0.4000,0.1801,0.3200,0.2143,0.2366
2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,214,0.0000,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0040,0.0047,0.0000,0.0052,0.0000,0.0000,0.0000,0.0054,0.0000,0.0033,0.0033,0.0041,0.0000,0.0032,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,5045,0.4249,0.4250,0.4219,0.3900,0.3922,0.4123,0.1411,0.0000,1.0000,0.4060,0.2283,0.0153,0.2606,0.4821,0.4673,0.2582,0.3247,0.3850,0.0376,0.3065,0.4272,0.4248,0.4305,0.4354,0.4305,0.4257,0.4330,0.4290,0.3527,0.4038,0.3613,0.4444,0.3893,0.4121,0.4074,0.3979,0.1757,0.3387,0.3242,0.0643,0.3756,0.4053,0.4155,0.4348,0.4164,0.4167,0.3651,0.2229,0.1950,0.4235,0.4232,0.4646,0.0077,0.4378,0.0299,0.2174,0.3800,0.0144,0.3672,0.4030,0.4100,0.1007,0.4369,0.3818,0.3425,0.1491,0.3184,0.0435,0.1241,0.0231,0.3652,0.0077,0.4257,0.4211,0.4205,0.2197,0.4127,0.2426,0.3333,0.1771,0.2769,0.4135,0.2651,0.2727,0.2194
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,1603,0.2061,0.2283,0.2125,0.2161,0.2000,0.1830,0.1188,0.0000,0.4060,1.0000,0.1333,0.0000,0.1799,0.2512,0.2807,0.1818,0.2105,0.2183,0.0156,0.2065,0.1854,0.1863,0.1887,0.1871,0.1871,0.1887,0.1862,0.1881,0.2299,0.2016,0.1896,0.1910,0.1759,0.1789,0.1815,0.1949,0.0978,0.1892,0.2000,0.0411,0.2222,0.1945,0.1890,0.2134,0.1809,0.1812,0.1886,0.1111,0.1471,0.1978,0.1944,0.3072,0.0000,0.2417,0.0156,0.1182,0.2687,0.0000,0.1737,0.1984,0.2166,0.0964,0.1918,0.1808,0.1858,0.1546,0.1792,0.0290,0.0800,0.0000,0.1990,0.0000,0.1887,0.1848,0.1984,0.1129,0.1810,0.2124,0.1637,0.1591,0.1973,0.1795,0.1437,0.2232,0.2211
