All_ranked,All_ranked_likelihood,Arm_ranked,Arm_ranked_likelihood,Cl13_ranked,Cl13_ranked_likelihood,Arm_unique,Cl13_unique,Arm-Cl13_common,Union_likelihood_genes,Arm_Ms,Cl13_Ms,All_Ms,Arm_Mu,Cl13_Mu,All_Mu,Arm_Velocity,Cl13_Velocity,All_Velocity
Tcf7,0.8320021797937451,Tcf7,0.6784935785481769,Tcf7,0.815656028449358,Polr2k,Cd300lf,Kntc1,Gatad1,0.2454657107591629,0.21190442144870758,0.22765231132507324,0.28657111525535583,0.1931944489479065,0.2360067069530487,,-0.04761921241879463,0.014096969570010222
Dek,0.682780163634213,Aff3,0.6688956975222845,Dek,0.7926725760347756,Khdrbs1,Trp73,Il23r,Rad51,0.07863214612007141,0.04083718731999397,0.057121869176626205,0.2152993083000183,0.17548255622386932,0.19816380739212036,0.012088971068283607,0.04252544417977333,0.01145673618026488
Aff3,0.607528890765471,Hells,0.5668524234306999,Lgals3,0.6751160836445194,Cbx3,Fli1,Brip1,Trbc1,12.183014869689941,15.09924602508545,13.61341667175293,1.4331167936325073,2.0405611991882324,1.7616121768951416,,0.44288885593414307,0.7493233869144809
Mcm3,0.5915319316566796,Hat1,0.5585293144406535,Tnfsf8,0.6222780722661009,Pcgf5,Kmt5b,Ifngr1,Rbbp7,1.886833667755127,1.452696442604065,1.6574491262435913,0.5583426356315613,0.3743124306201935,0.46102187037467957,-0.09150911529134172,-0.009952805005013943,-0.0767512548710997
Hells,0.5677873510470619,Cbx5,0.52506220975081,Mcm4,0.6078060419345102,Maf,Smad1,Mcm8,E2f8,0.24613864719867706,0.10625625401735306,0.173431858420372,0.04882543161511421,0.020534472540020943,0.0334736704826355,,-0.007169573102146387,-0.03348445502386181
Mcm4,0.5503078163668679,Sell,0.5244714173233501,Aff3,0.5803058069432354,Kcnip3,Trbc1,Cxcr6,Paxip1,0.2961837947368622,0.25817781686782837,0.2698592245578766,0.19003042578697205,0.1197456642985344,0.15278072655200958,0.004250121147252561,-0.03542228415608406,
Ifngr1,0.49121399053591297,Crtam,0.518369955223619,Slamf6,0.5546499908640636,Mef2d,E2f8,Tcerg1,Atf1,0.9215011596679688,0.7951972484588623,0.8594270348548889,0.6959492564201355,0.7612147331237793,0.7362242341041565,0.005447583845099378,-0.09692363440990448,
Tnfsf8,0.4680987152407322,Mcm7,0.5175549093764593,Ifngr1,0.5535779783131632,Itgb1,Polr2a,Rad51,Kdm7a,0.38949596881866455,0.45820480585098267,0.4264402389526367,0.9313106536865234,1.1616489887237549,1.057603359222412,0.05259570065278892,0.2067139446735382,0.0568567774824399
Mcm5,0.4618675682954853,Mcm3,0.5108110366960448,Mcm5,0.5487990535531182,Zeb2,Taf1,Rbbp7,Aurkb,0.20291094481945038,0.1528230607509613,0.1786319613456726,0.0021175749134272337,0.003950505517423153,0.003481668885797262,,-0.0024548820219933987,-0.010204218700179945
Rbbp7,0.4502845928989948,Tnfsf4,0.510460010681919,Cxcr6,0.546124300172775,Nrp1,Aurkb,Ccr2,Taf1,0.39596760272979736,0.3311285078525543,0.3615824282169342,0.8705551624298096,0.7270476222038269,0.790468692779541,,0.05278009548783302,0.035464658512223836
Lgals3,0.4446435475257203,Ssrp1,0.49414775074297795,Hells,0.510813344924405,Klrc1,Wbp11,Kdm7a,Polr2a,1.0491901636123657,0.9852684140205383,1.0114398002624512,2.1083836555480957,1.628800868988037,1.8564646244049072,,-0.09669937938451767,
Slamf6,0.44058021476030457,Ezh2,0.4909598608185065,Nsd2,0.49742709747326597,Klrk1,Rere,Pecam1,Ighm,0.7771269083023071,2.4806196689605713,1.695636510848999,0.44472500681877136,0.9385209083557129,0.7076003551483154,0.13175808945592613,0.19145353138446808,
Uhrf1,0.44042077485572956,Uhrf1,0.478460155232058,Timeless,0.4932606280090756,Zhx2,Mcm5,Psip1,Klra4,0.005164284724742174,0.0,0.002224217401817441,0.007035455666482449,0.0,0.0033316549379378557,0.0029369818271713496,0.0,0.0015541984201133264
Ssrp1,0.43935065874740276,Rbbp7,0.47103255405234973,Uhrf1,0.4881897514971332,Smarcc1,Zfhx2,Cd74,Cd74,0.030300365760922432,0.051013026386499405,0.0422554686665535,0.04475674405694008,0.10383130609989166,0.07826728373765945,0.010615528243383849,-0.01097290962934494,0.013803338290652618
Timeless,0.42863779204801733,Ccr7,0.4705561902083282,Tox,0.48117141477621167,Pa2g4,Smyd2,Tox,Wbp11,0.9062700867652893,0.6966559886932373,0.7964001297950745,0.30056020617485046,0.25180959701538086,0.2745658755302429,,0.004175033885985613,
Tcf12,0.42835013049625453,Snrpd1,0.4683672815449526,Rbbp7,0.4774014574303562,Ccr7,Epas1,Hells,Hells,1.2917113304138184,0.7893378138542175,1.0200926065444946,1.0471673011779785,0.5611980557441711,0.7778833508491516,-0.07983162612378773,-0.09954043477773666,-0.10348600660130013
Havcr2,0.42804092885205297,Tox,0.4627973417721118,Mcm3,0.4744256837550372,Tnfrsf9,Pax5,Actb,Nsd1,0.5311751961708069,0.6479302644729614,0.5959339141845703,0.8500095009803772,1.0465071201324463,0.9703355431556702,0.000521506439532965,-0.819625973701477,
Cbx5,0.42364790575898326,Mcm6,0.4617478877569754,Mcm7,0.467492707872745,Cd226,Kat2b,Prdm1,Actb,180.53497314453125,150.28280639648438,164.0147247314453,53.24180603027344,36.66123962402344,44.24479293823242,0.44575842120410586,-2.7442562580108643,-1.4699563620736937
Nap1l1,0.4168663153037002,Tnfsf8,0.45754187491305004,Crtam,0.45753454831326873,Batf,Lair1,Dnmt1,Prdm1,0.37530696392059326,0.24376964569091797,0.30338406562805176,0.41616860032081604,0.3660684823989868,0.3893464207649231,0.038756309078735486,0.001024038763716817,0.0468078127869437
Snrpd1,0.4157617784417744,Mcm4,0.44723066198769057,Atad2,0.44776975874631136,Ddx5,Btla,E2f1,Dnmt1,1.4362716674804688,1.14541494846344,1.2693140506744385,0.42492401599884033,0.23639194667339325,0.32419806718826294,-0.03848691040203161,-0.024359412491321564,-0.05163694361419881
Zfp36l1,0.40687678633429325,Dpy30,0.4386349079704756,Chaf1a,0.4450291979170098,Nfxl1,Myb,Tox2,Klra1,0.0043035708367824554,0.002196976449340582,0.002998348092660308,0.0026787957176566124,0.0018132486147806048,0.002034936798736453,0.0031176018711892312,0.0009009480127133429,0.0072212772946551726
Tox,0.4052211487151573,Fasl,0.4382664160360211,Prdm1,0.43002076008771256,Srrm1,Smurf2,Timeless,Tox2,0.014101478271186352,0.17878946661949158,0.10088030993938446,0.017079543322324753,0.20749343931674957,0.11848219484090805,0.002827391232860718,0.05849494785070419,0.024371361239609295
Mcm6,0.3957388944534507,Scml4,0.4367976080616227,Havcr2,0.4277997601544896,Paxip1,Ehmt2,Bard1,Mcm5,1.830073356628418,1.2441216707229614,1.5044963359832764,0.10456709563732147,0.04250429943203926,0.0711982250213623,,-0.029026469215750694,-0.11795799720386749
Orc1,0.3934522784115134,Itgb1,0.4335661605435063,Cd83,0.423216865645708,Atf1,Tcof1,Klrg1,Zfhx2,0.07293403148651123,0.148301362991333,0.11704940348863602,0.026659436523914337,0.026561081409454346,0.02667686529457569,,0.0015338464872911572,
Crtam,0.3879531334453921,Timeless,0.43305698361719547,Actb,0.42026600537745085,Tet3,Taf6,Mbd4,Smyd2,0.062003012746572495,0.08642120659351349,0.07630712538957596,0.029923394322395325,0.049591392278671265,0.04045604169368744,,-0.015179304406046867,-0.003768019297103264
Cxcr6,0.3800308450613805,Pecam1,0.42427438378276155,Zfp36l1,0.4199257806008495,Ighm,Trim25,Cbx5,Klrg1,1.121346354484558,0.0772089958190918,0.565367579460144,0.35688260197639465,0.027267705649137497,0.18569326400756836,0.45448946143580427,0.0026228015776723623,0.19895144928774106
Ar,0.37988137541932543,Nsd2,0.4233200100937464,Hnrnpab,0.4145912109648747,Klra4,Ly86,Supt16,Sox5,0.007024162914603949,0.010849290527403355,0.009377161972224712,0.2117142528295517,1.3261464834213257,0.8151358962059021,0.0014524952487896595,0.8801072835922241,
Actb,0.37982757454065064,Suz12,0.423152874914998,Thy1,0.4000422882804743,Rora,Lgals3,Slamf6,Pax5,0.0,0.0018398466054350138,0.0011791713768616319,0.0025528043042868376,0.00729821901768446,0.005990125704556704,,-0.002516532316803932,0.0008665108775788894
