All_ranked,All_ranked_likelihood,Arm_ranked,Arm_ranked_likelihood,Cl13_ranked,Cl13_ranked_likelihood,Arm_unique,Cl13_unique,Arm-Cl13_common,Union_likelihood_genes,Arm_Ms,Cl13_Ms,All_Ms,Arm_Mu,Cl13_Mu,All_Mu,Arm_Velocity,Cl13_Velocity,All_Velocity
Atad2,0.47775998137847936,Atad2,0.5463930275236815,Hells,0.6159314229313166,Il23r,Lair1,Brca1,Kntc1,0.1699615865945816,0.160422682762146,0.16600748896598816,0.5738019943237305,0.4502115249633789,0.5194988250732422,0.03186138228807587,-0.02383691444993019,0.02180929685426565
Nsd2,0.44922552390415815,Nsd2,0.4432915237470102,Atad2,0.5910801343168018,Cbx5,Chaf1b,Kntc1,Il23r,0.0004720607539638877,0.0,0.0003809933550655842,0.021670348942279816,0.011746549047529697,0.019303254783153534,0.00018546193040307212,0.011746549047529697,2.867592145542716e-05
Brca1,0.42644131556593384,Mcm4,0.416262327960289,Mcm4,0.5681120845883679,Kcnip3,Trp73,Aff3,Trp73,0.006453367881476879,0.005043040961027145,0.0060046883299946785,0.00776358088478446,0.01451343297958374,0.009693492203950882,,0.003880358301103115,
Mcm6,0.424487805283845,Brca1,0.4109799858779265,Dnmt1,0.49629169115843486,Fcgr2b,Mcm3,Supt16,Brip1,0.33478397130966187,0.35582998394966125,0.3427598178386688,1.2109521627426147,0.920336127281189,1.109756588935852,0.03587891177820888,0.10347413271665573,0.03874445050862753
Ezh2,0.41919804730479004,Uhrf1,0.3997661966537684,Nsd2,0.48536311471512644,Id2,Ythdc1,Itgb1,Padi2,0.18347413837909698,0.16727790236473083,0.1788947731256485,0.18955662846565247,0.1003093346953392,0.15770196914672852,0.029552815818272935,-0.01744404435157776,
Hells,0.40012070509236275,Mcm6,0.39185229017569456,Rfc1,0.4709926284886683,Zeb2,Phip,Slamf6,Ifngr1,2.5413482189178467,3.1672985553741455,2.7633562088012695,3.3288488388061523,3.3949849605560303,3.3480100631713867,-0.14876077082986047,0.4740680754184723,0.3318017493330298
Mcm4,0.3883072122687893,Klra1,0.37989737504941407,Mcm3,0.4600047482968486,Nrp1,Elf1,Tcf7,Mcm8,0.11187101900577545,0.09621530026197433,0.10709956288337708,0.15873895585536957,0.13378682732582092,0.1523437350988388,0.013546420764024453,0.01336063351482153,0.012361164871782676
Timeless,0.37845796083308514,Brip1,0.3724744028733813,Uhrf1,0.4559221239534709,Ifngr1,Mxd3,Snrpd1,Ythdc1,1.3003188371658325,1.2567667961120605,1.2873789072036743,2.150954484939575,2.2844088077545166,2.208301067352295,,0.03994082286953926,
Cenpk,0.3766081548976721,Timeless,0.37008450233072965,Brca1,0.4506691866040082,Padi2,Trbc1,Brip1,Kmt5b,0.14612184464931488,0.16426272690296173,0.15145570039749146,0.2688959538936615,0.27027350664138794,0.2660212516784668,0.024180472177101665,-0.008187295868992805,0.021104019657307092
E2f8,0.3730510213969788,Ezh2,0.3614217931883721,E2f8,0.4389367508373146,Klrc1,Rarg,Hnrnpd,Cxcr6,1.5708328485488892,2.9184410572052,2.055649995803833,0.24761854112148285,0.5352950096130371,0.35052332282066345,0.053596628998619326,0.08468136191368103,0.10886240462214603
Cd226,0.3707190705270504,Wdhd1,0.35940619152221126,Mcm5,0.4382637576172103,Klrk1,Suv39h1,Mcm8,Tcerg1,0.9065185785293579,0.9068793654441833,0.9021766781806946,0.4777901768684387,0.5352538824081421,0.4936331510543823,0.048531094290492106,0.05585261434316635,0.06501475273706192
Rfc1,0.3694528728316162,Rbbp7,0.35728006548941516,E2f1,0.4381413738536188,Klrd1,Jaml,Ezh2,Btg1,1.5252004861831665,1.5845333337783813,1.5458686351776123,0.039888422936201096,0.030044646933674812,0.03611567243933678,0.17003986828370923,-0.025109272450208664,
Uhrf1,0.3687920460075256,Rbbp4,0.3542965719827153,Dek,0.4188209343974432,Ctla4,Mybl1,Wdhd1,Rad51,0.12597906589508057,0.10513952374458313,0.1187167838215828,0.3897577226161957,0.46248921751976013,0.41334086656570435,0.027439997621881047,0.08813026547431946,0.019879167436813547
Pdcd1,0.36709187245989805,Cenpk,0.3484584162127987,Rbl1,0.3979943731236493,Kmt5b,Hnrnpr,Cxcr6,Trbc1,10.236276626586914,12.05765438079834,10.867707252502441,1.3216907978057861,1.8295520544052124,1.50890052318573,,0.3564196825027466,0.14730529772468703
Dnmt1,0.36425117709058485,Dnmt1,0.344250390730115,Bard1,0.3924730196879716,Btg1,Zfp143,Tcerg1,Cd226,0.5549876093864441,1.3616687059402466,0.8450462818145752,0.47932207584381104,1.6595832109451294,0.9015836715698242,0.10610628545924831,-0.1575545221567154,0.09143409330846596
Wdhd1,0.3635702791792664,Bard1,0.32972902182389124,Timeless,0.3921133952673352,Cd37,Vax2,Crtam,Sp100,1.7761317491531372,1.6303975582122803,1.7206052541732788,2.4091224670410156,1.9620548486709595,2.2491166591644287,0.1646477846368937,-0.8472251892089844,0.007835028270297287
Ighm,0.3623465350713345,Fasl,0.32861038857646857,Cenpk,0.39156411379643863,Mxd1,Trip13,Klf3,Rbbp7,2.2269046306610107,2.0322577953338623,2.150728464126587,0.6409193277359009,0.5049635767936707,0.5916761755943298,-0.04345744397844139,-0.041160374879837036,
Mcm5,0.3621174057085577,E2f8,0.3184979220817534,Mcm6,0.3915319385044971,Ccr7,Taf1,Rad51,E2f8,0.5230690836906433,0.4163510203361511,0.48542332649230957,0.13753139972686768,0.12270108610391617,0.1313009262084961,-0.05181585530590998,-0.029365234076976776,-0.03312924656344456
Ctla4,0.357677750890203,Hells,0.31539687419251405,Brip1,0.3911705685267146,Cd226,Itgax,Mcm6,Klra6,0.0035825546365231276,0.002694410737603903,0.0030200500041246414,0.0017276937142014503,0.0,0.0011598319979384542,0.0022674120031983347,0.0,0.001949327111697529
Bard1,0.3502394795871584,Kntc1,0.3141381062938073,Ezh2,0.38563078618791996,Sp100,Mybl2,Suz12,Batf,1.5075430870056152,2.455909252166748,1.856899619102478,1.033164381980896,1.7902225255966187,1.3020026683807373,0.1805231535715506,0.1880141943693161,-0.01319677975899307
Brip1,0.33655186758847816,Tcerg1,0.31125123608170324,Mcm7,0.3807616289704079,Rbbp7,Psip1,Fasl,Ccr2,0.18204133212566376,0.10211220383644104,0.15275561809539795,0.24794742465019226,0.055239856243133545,0.1811225265264511,0.005522932988004377,0.04254846274852753,0.0135920231973721
E2f1,0.3358870395412537,Mcm7,0.30913932818587697,Nap1l1,0.3787243061794265,Klra6,Nap1l1,E2f8,Paxip1,0.42864924669265747,0.4565386474132538,0.43551042675971985,0.2428150177001953,0.19770662486553192,0.2241692990064621,0.007807684135349805,0.0002998345298692584,0.010555577258929031
Paxip1,0.33158846293553507,Fkbp5,0.30823435796294485,Brca2,0.3704276908070278,Sema7a,Pou2af1,Batf,Kdm7a,0.22743310034275055,0.26337677240371704,0.2383996844291687,0.6663578152656555,0.7326676249504089,0.6882777214050293,-0.007765317799379909,0.17994244396686554,-0.0026565647095919583
Klrg1,0.3270753284783113,Klrg1,0.30681614482318653,Wdhd1,0.3685234749877867,Srrm1,Slc3a2,Mcm4,Aurkb,0.5404209494590759,0.4821469485759735,0.517781674861908,0.03305701166391373,0.0422850139439106,0.036210522055625916,-0.014933369211926974,-0.0015367640880867839,-0.041670445855541756
Aurkb,0.3242633950043388,Orc1,0.306387268855653,Hnrnpd,0.359902194079088,Dpp4,Foxn3,Paxip1,Taf1,0.48197323083877563,0.43207380175590515,0.4626297354698181,1.1199443340301514,1.0885164737701416,1.108940601348877,,-0.08121810853481293,
Mcm7,0.32330591086780575,Klra6,0.304175528851393,Wbp11,0.356374219964027,Zfpm1,Fmr1,Ccr2,Ighm,0.4176231324672699,1.479848027229309,0.805356502532959,0.3530772924423218,0.8292136788368225,0.5273560285568237,0.058290952612341,0.05129191651940346,0.12211497041908974
Mcm3,0.32197757855856507,E2f1,0.3031118554647354,Kntc1,0.3501673903097191,Abcb1a,Wbp11,Cd53,Klra4,0.0032131432089954615,0.0,0.0018423827132210135,0.004578376654535532,0.0022778408601880074,0.003358201589435339,0.0022472989660423906,0.0022778408601880074,0.0016151767480733403
Id2,0.3211471560587842,Klrk1,0.30022931211985365,Mybl2,0.34931940609902273,Ighm,Lgals9,Kdm7a,Psip1,2.0268900394439697,1.8166844844818115,1.947439193725586,0.684217095375061,0.5894666910171509,0.6455581188201904,,0.02761063538491726,
Rbbp4,0.32020809998679856,Suz12,0.2987271682609794,Orc1,0.3484844676347295,Klra4,E2f6,Aurkb,Pou2af1,0.029498087242245674,0.02522427588701248,0.02799294888973236,0.02219899743795395,0.026646848767995834,0.02425135299563408,,0.01210849080234766,
Fasl,0.3168783251721079,Aurkb,0.29853420263546393,Taf1,0.3437627875096181,Irf4,Id3,Smad7,Cd74,0.026156816631555557,0.01879635453224182,0.02280733920633793,0.029425540938973427,0.08730092644691467,0.04871560260653496,0.010525102234672568,-0.006208752281963825,0.02162380939885123
Tox,0.31567392282017737,Klra8,0.29789976922324163,Tcerg1,0.340202178927249,Foxp1,Tnfrsf25,Tnfsf8,Tox,0.09155844897031784,0.7893192172050476,0.3437868654727936,1.4391753673553467,7.709913730621338,3.683000087738037,0.023777523703741237,1.1869761943817139,0.056377937485977615
Orc1,0.3136659314372836,Irf4,0.2967935498635106,Suz12,0.32345316413771197,Runx3,E2f3,Il2ra,Wbp11,0.9473842978477478,0.943757951259613,0.9465786814689636,0.309398889541626,0.2771705389022827,0.298623263835907,,0.00878998450934887,
Baz1b,0.31355324113590727,Supt16,0.2958720786366087,Rbbp4,0.3211265281184288,Il7r,Ccr9,Cd74,Hells,1.6439987421035767,1.5468682050704956,1.6058552265167236,1.321204423904419,1.174544334411621,1.2662372589111328,-0.19414650495039354,-0.010646331124007702,-0.10732013060651631
Tcerg1,0.31314785793084843,Padi2,0.2931921571317499,Paxip1,0.3195041023587194,Tox,Rnf19a,Uhrf1,E2f6,0.02781727723777294,0.031431496143341064,0.028972679749131203,0.04232412576675415,0.05243247002363205,0.04713565856218338,,0.012046453543007374,
Ifngr1,0.309453089170209,Id2,0.293145999039207,Klf3,0.31267461446850614,Itgal,Rnf20,Taf15,Dnmt1,2.016118288040161,2.168121099472046,2.0642013549804688,0.5982603430747986,0.5478403568267822,0.5717254281044006,-0.06370016265219523,-0.004003348760306835,0.18106165298288224
Cxcr6,0.30708348075802355,Cbx5,0.291131751317052,E2f3,0.3080755226635458,Havcr2,Dek,Cd83,Klra1,0.03459922969341278,0.0009644796373322606,0.022974295541644096,0.015193010680377483,0.0014930068282410502,0.010882033035159111,0.056969353432150295,0.00024764027330093086,0.013185684092989671
Kntc1,0.30662683814394376,Cd226,0.2902681600780307,Mcm8,0.3075390624993905,Klra8,Atf3,Hells,E2f1,0.44221213459968567,0.5046693682670593,0.46465039253234863,0.305372416973114,0.2576049268245697,0.28830456733703613,0.10801996259329429,0.011568529531359673,0.07760426985569617
Hnrnpr,0.3051046727748491,Brca2,0.2886453260777029,Aurkb,0.30372640902121834,Bclaf1,Cd28,Chaf1a,Fkbp5,0.969550609588623,1.097126841545105,1.0127543210983276,1.3411449193954468,1.696825623512268,1.4527063369750977,0.07374428918854777,-1.1395543813705444,
Klra3,0.30479901705456264,Fosb,0.2853875852601008,Cxcr6,0.3017691871318007,Ube2b,Mef2c,Rbbp4,Tox2,0.007395541295409203,0.033241186290979385,0.016304882243275642,0.00840289518237114,0.07647580653429031,0.032095279544591904,,0.05031007528305054,0.009156662263106678
Cbx5,0.30372804663510544,Sema7a,0.2849803465795673,Chaf1b,0.2983605971783765,Il10ra,Tox2,Dnmt1,Mcm5,2.7156717777252197,2.5792293548583984,2.6554791927337646,0.1544727236032486,0.11610785871744156,0.1392691284418106,0.0661398733246719,-0.026034576818346977,-0.16192290540150656
Hnrnpd,0.30090596381634693,Ctla4,0.28481775202179743,Suv39h1,0.29807315460904965,Parp1,E2f2,Klra1,Timeless,0.6406652927398682,0.5162028670310974,0.59432053565979,0.31403884291648865,0.2583014965057373,0.2925984859466553,0.012690482385287524,-0.031750716269016266,0.015939826788594486
Rbl1,0.2970880395243743,Rad51,0.28408012804651106,Supt16,0.29732485543246717,Cx3cr1,Rfc1,E2f1,Bard1,0.35322919487953186,0.3341467082500458,0.34700602293014526,0.5708670616149902,0.5421839356422424,0.5631173253059387,0.015964763237507614,0.025664832442998886,0.037069232925168616
Nrp1,0.2929470629320849,Parp1,0.2838900476675055,Rad51,0.2905502105718476,Cd6,Dnmt3b,Cenpk,Smyd2,0.10332528501749039,0.08760777860879898,0.09883202612400055,0.044159598648548126,0.05408256873488426,0.04824283346533775,0.009117783474386213,0.042466189712285995,0.019464812797108315
Supt16,0.29206873544577355,Ccr2,0.2819642921785037,Kdm7a,0.2871905287165821,Klra3,Tcf7l2,Mcm5,Klrg1,1.2642172574996948,0.13216662406921387,0.8501913547515869,0.3757260739803314,0.045432016253471375,0.25345557928085327,0.2080645890929552,0.0018437276594340801,0.1297589256855361
E2f3,0.2888311994883464,Paxip1,0.28163515382721566,Ccr6,0.2850850340962007,Fkbp5,Ccr6,Bard1,Pdcd1,0.33546847105026245,1.1417955160140991,0.6196369528770447,0.2696288228034973,0.8738791346549988,0.49070024490356445,,0.17510665953159332,0.07496974935636905
Itgb1,0.2880465693805903,Baz1b,0.28145868009386377,Tcf7,0.2811446559069222,Tnf,Mbd4,Timeless,Icos,1.4390888214111328,2.254178762435913,1.7440778017044067,2.719529628753662,3.4852631092071533,3.0021955966949463,0.009130005931428499,0.45893529057502747,
Fosb,0.2856508690989064,Mcm5,0.2755282840561916,E2f6,0.28075422876605965,Il18r1,Sfmbt1,Itga1,Fkbp1a,3.356196403503418,3.9936065673828125,3.59028697013855,0.2444940060377121,0.26293352246284485,0.2504264712333679,-0.02178955500030395,-0.18388941884040833,
Rad51,0.27805896635111993,Klra3,0.27332713860943,Fmr1,0.28069220035622494,Icos,Eed,Nsd2,Mbd4,0.18561747670173645,0.15372644364833832,0.17430034279823303,0.2065524011850357,0.1834649294614792,0.19989228248596191,,0.08222273737192154,
Brca2,0.276586233322589,Mcm8,0.2702385132723359,Trip13,0.2796720111748745,Fkbp1a,,Smyd2,Lair1,0.3144034445285797,0.25301381945610046,0.2891094386577606,0.17316760122776031,0.0818411111831665,0.14073501527309418,,0.002325218403711915,
Tardbp,0.2735246485263426,Hnrnpd,0.2688621093491896,Foxn3,0.2783301231705592,Baz1b,,Klrg1,Cbx5,1.2553400993347168,1.2252585887908936,1.2477929592132568,0.520259439945221,0.4535019099712372,0.4978095293045044,0.015851479472817596,-0.2976292371749878,0.07773985938693705
Mcm8,0.27312021921093127,Il2ra,0.26328859019389456,Sfmbt1,0.2780743777776733,,,Mcm7,Supt16,2.8645737171173096,2.8828125,2.8596935272216797,1.000206470489502,0.982559323310852,0.9912842512130737,-0.06602136656072628,-0.05012144893407822,-0.07768777956557345
Havcr2,0.27284144400520505,Tox,0.26323550675278284,Hnrnpr,0.2769381431237536,,,Brca2,Slamf6,0.5438339114189148,0.8038415312767029,0.6412617564201355,0.30922430753707886,0.4283880293369293,0.3479645550251007,-0.012804867078618875,0.01814100705087185,-0.01799783216051235
Chaf1a,0.2706042811342483,Klrc1,0.2602922984859558,Rarg,0.2752011826213359,,,Atad2,Zeb2,0.2057608664035797,0.12458100914955139,0.1731467843055725,1.991272211074829,0.9869694709777832,1.6343451738357544,0.03771339586605421,0.5119725465774536,0.04210795266120941
Il2ra,0.2617888461390247,Klrd1,0.258668258774181,E2f2,0.2751239933796747,,,Orc1,Hnrnpd,3.961019515991211,3.8321948051452637,3.9154043197631836,1.9482619762420654,1.6197887659072876,1.8242809772491455,0.005106189255175608,-0.04709656536579132,-0.010461537202389114
Snrpd1,0.2615868268504662,Il10ra,0.2565731830218694,Mbd4,0.27411231532958286,,,Fosb,Ctla4,1.3305976390838623,3.0875020027160645,1.9755135774612427,4.413856506347656,8.768446922302246,6.010822772979736,0.11827081596138574,1.5411419868469238,0.27871003666432853
Klrk1,0.2592093599927877,Srrm1,0.2547931787821672,Snrpd1,0.27360978638172995,,,Rbl1,Crtam,0.23418579995632172,0.36597275733947754,0.28474387526512146,0.2692003548145294,0.2424093633890152,0.25841325521469116,-0.02543322535858845,-0.12167798727750778,-0.036591431084324125
Klf3,0.24080005791260037,Zeb2,0.2540606378520454,Chaf1a,0.2720840782173241,,,,Mxd1,0.09282919019460678,0.09335748851299286,0.09203535318374634,0.3547365665435791,0.43668776750564575,0.38357898592948914,0.016237524184751464,0.041465092450380325,
Cd53,0.23556898739903886,Rbl1,0.25305355203078705,Zfp143,0.27163219882643724,,,,Mcm6,3.3077495098114014,3.5339243412017822,3.3772573471069336,1.8878190517425537,1.8337414264678955,1.8817698955535889,0.21571816497586482,0.10149559378623962,0.20082597459616633
Runx3,0.23447451254564386,Cd53,0.25001235090847845,Cd74,0.26859538804681826,,,,Rarg,0.021273093298077583,0.025487713515758514,0.023054298013448715,0.02430078014731407,0.03192951902747154,0.028092624619603157,,0.0046760509721934795,
Itgal,0.2344231416453096,Slamf6,0.24428534548490602,Klra1,0.26549771886289675,,,,Suv39h1,0.2877431809902191,0.2749815881252289,0.28749918937683105,0.04908735305070877,0.05571044981479645,0.05385793745517731,,0.012865413911640644,
Suz12,0.23352821080936664,Kdm7a,0.24414581394901616,Ccr2,0.2596983156577136,,,,Fasl,0.3192009925842285,0.3086257874965668,0.3179234564304352,0.5671564936637878,0.39506012201309204,0.5048706531524658,0.041625196913785335,0.023356730118393898,0.0329259917300978
Ccr2,0.23290736649397784,Itga1,0.2415359583281101,Slamf6,0.2580784668753312,,,,Sema7a,0.15701617300510406,0.19563063979148865,0.17251093685626984,0.4606793224811554,0.51161128282547,0.48220500349998474,0.011936040351994992,0.1425856500864029,
Ttf2,0.2307853848434589,Nrp1,0.24119851990786426,Il2ra,0.25580961556652476,,,,Mcm4,1.0290085077285767,0.9826242923736572,1.006925106048584,1.739773154258728,1.3946317434310913,1.6144150495529175,0.0228336587034451,-0.08804267644882202,0.04960241282518264
Kmt5b,0.2305936757945283,Abcb1a,0.24073647580254678,Itga1,0.2550422012162679,,,,Cd53,2.961765766143799,3.174572467803955,3.0283384323120117,1.8241757154464722,1.5488969087600708,1.718133568763733,-0.01919730898232397,0.014792879112064838,-0.00821508899552036
Kdm7a,0.229570207561541,Cxcr6,0.2406129457474914,Fosb,0.2520390476866987,,,,Dpp4,0.45366060733795166,0.3843144178390503,0.42867377400398254,0.7880203723907471,0.690387487411499,0.7513136863708496,0.0032074532780112506,-0.10905241966247559,
Batf,0.2291388397159322,Fcgr2b,0.23664141728611635,Itgax,0.2501092075169392,,,,Smad7,0.8492690920829773,0.7955014705657959,0.8331080079078674,0.3690519630908966,0.4019787907600403,0.3785002529621124,0.08747112132527245,0.035321079194545746,0.11903714578087417
