wilcoxon,t-test,t-test_overestim_var
Ccl5,Ccl5,Ccl5
Lgals1,S100a4,S100a4
S100a10,S100a6,S100a6
S100a6,Lgals1,Lgals1
S100a4,Ahnak,Ahnak
Nkg7,Ly6c2,Ly6c2
Ahnak,S100a10,S100a10
Ly6c2,Gzmb,Gzmb
Tmsb4x,Itgb1,Nkg7
Gzmb,Nkg7,Itgb1
Itga4,Hopx,Hopx
Itgb1,Bhlhe40,Itga4
Lsp1,Il18rap,Tmsb4x
Srgn,Tmsb4x,Bhlhe40
Hopx,Itga4,Il18rap
Ctsd,Ctla2a,Ctla2a
Rac2,Rora,Rora
Sub1,Klrc1,Klrc1
Myl6,Ifng,Trav14-1
Trav14-1,Ccr2,Ifng
Il18rap,Trav14-1,Id2
Bhlhe40,Id2,Ccr2
Abracl,Ctsd,Lsp1
Hmgb2,Lsp1,Ctsd
Laptm5,Ccl4,Srgn
Id2,Srgn,Ccl4
Ctla2a,Klrk1,Sub1
Crip1,Zeb2,Myl6
Ifng,Tnfaip3,Hmgb2
Rora,Sub1,Klrk1
H2-D1,Hmgb2,Abracl
Klrc1,Lgals3,Tnfaip3
S100a13,Myl6,Rac2
Ms4a4b,Dusp5,S100a13
S100a11,Il18r1,Crip1
Ccl4,S100a13,H2-D1
Cyba,Abracl,Zeb2
Rap1b,Plek,Lgals3
Trac,Crip1,Il18r1
Cd48,Rac2,Dusp5
Actg1,Cx3cr1,Laptm5
Ccr2,Klrc2,Cd48
Tnfaip3,H2-D1,Plek
Actb,Laptm5,S100a11
Il18r1,Cd48,Klrc2
Gmfg,Dennd4a,Ms4a4b
H2az1,S100a11,Cx3cr1
Klrk1,Ms4a4b,Rap1b
Dnajc15,Rap1b,Dennd4a
Dusp5,Cd28,Cyba
Itgal,Klrg1,Actg1
Ppp1r12a,Itgal,Trac
Lgals3,Actg1,Itgal
Cd28,Cyba,Cd28
Vim,Trac,Actb
H3f3b,Zyx,Zyx
Dennd4a,Actb,Ppp1r12a
Zyx,Ppp1r12a,Klrg1
Sh3bgrl3,Bcl2a1b,Prr13
Pycard,Prr13,Pim1
Zeb2,Pim1,Bcl2a1b
Cdc42,Slamf7,Vim
