wilcoxon,t-test,t-test_overestim_var
Ccl5,Ccl5,Ccl5
Tpt1,Btg1,Hcst
Btg1,Hcst,Tpt1
H2-K1,Tpt1,Btg1
Hcst,H2-K1,H2-K1
Fau,Fau,Fau
H2-D1,H2-D1,H2-D1
Rps27,B2m,B2m
B2m,Rps27,Rps27
Ptpn18,Ptpn18,Ptpn18
Laptm5,Laptm5,Laptm5
Cd52,Trav14-1,Trav14-1
Ptprc,Cd52,Cd52
H2-Q7,Ptprc,Ptprc
Sp100,Klrd1,Klrd1
Trav14-1,H2-Q7,H2-Q7
Rpl18a,Sp100,Sp100
Junb,Rpl18a,Rpl18a
Jak1,Junb,Junb
Klrd1,Jak1,Jak1
Fxyd5,Il18rap,Il18rap
Trac,Fxyd5,Fxyd5
Srgn,Srgn,Srgn
Ly6c2,Trac,Trac
Cd8b1,Rps14,Ypel3
Rpl17,Ypel3,Rps14
Rps14,Rpl17,Rpl17
Ms4a4b,Cd8b1,Rps24
Rac2,Rps24,Cd8b1
Rps24,Rac2,Rac2
Ppp1r12a,Ly6c2,Ly6c2
Nkg7,Nkg7,Ppp1r12a
Pnrc1,Ppp1r12a,Nkg7
Cox7a2l,Ms4a4b,Pnrc1
Cd3d,Pnrc1,Ms4a4b
Il18rap,Rpl34,Rpl34
Rpl34,Itgb1,Itgb1
Dock2,Cx3cr1,Cx3cr1
Itgb1,Rps13,Rps13
Rps13,Dock2,Dock2
Rpl30,Cd3d,Ccr2
Epsti1,Ccr2,Cd3d
Cd3g,Cox7a2l,Cox7a2l
Gabarapl2,Rpl30,Rpl30
Zfp36l2,Ogt,Ogt
Itgal,Zfp36l2,Zfp36l2
Rpl24,Slfn2,Pdcd4
Ier2,Pdcd4,Slfn2
Slfn2,Rpl24,Rpl24
Ddx5,Itgal,Itgal
Gimap6,Epsti1,Zeb2
Ets1,Gabarapl2,Gabarapl2
Cd3e,Zeb2,Epsti1
Ypel3,Ier2,Ier2
Rpl19,Gimap6,Trbv13-3
Pfdn5,Cd3g,Gimap6
Srsf5,Trbv13-3,Cd3g
Ahnak,Ets1,Rpl19
Rps15a,Rpl19,Ets1
Stk17b,Ddx5,Ddx5
Gmfg,Rps15a,Il18r1
S100a4,Il18r1,Rps15a
Cd2,Rora,Rora
Selplg,Ahnak,Ahnak
Itm2b,Txk,Txk
Eif3f,Cd3e,Pfdn5
Rsrp1,Pfdn5,Cd3e
Rpl37a,Stk17b,Srsf5
Gimap3,Srsf5,Stk17b
Shisa5,Rsrp1,Cd226
Apbb1ip,Ier5,Rsrp1
Ogt,Cd226,Ier5
Il18r1,Selplg,Selplg
Macf1,Tm6sf1,Tm6sf1
Lck,S100a4,Macf1
Ccr2,Rpl37a,Rpl37a
Rora,Macf1,S100a4
Npc2,Itm2b,Itm2b
H2-T23,Cd2,Cd2
Mbnl1,Gmfg,Gimap3
Sept1,Gimap3,Cd37
Itga4,Cd37,Gmfg
Pdcd4,Apbb1ip,Apbb1ip
Cx3cr1,Atp2b1,Atp2b1
Rpl27,Klrc1,Klrc1
Tspo,Eif3f,Eif3f
Fyn,Txnip,Txnip
Bcl11b,Arl4c,Arl4c
Myl6,Ccl4,Shisa5
Clk1,Shisa5,Ccdc88c
Il2rg,Myl6,Ccl4
Ier5,Ccdc88c,H2-T23
Atp2b1,H2-T23,Myl6
Uqcrh,Tnrc6b,Tnrc6b
Arhgap45,Bcl11b,Bcl11b
Btg2,Btg2,Gimap5
Fyb,Gimap5,Btg2
Gm8369,Rpl27,Rpl27
Gimap5,Tnfaip3,Tnfaip3
Ccdc88c,Lck,Tut4
Klrc1,Tut4,Lck
Trbv13-3,Sp110,Sp110
Tnfaip3,Klf3,Klf3
Rap1b,Fyn,Fyn
Id2,Itga4,Itga4
Ubb,Clk1,Clk1
Tmem50a,Il2rg,Il2rg
Txk,Npc2,Npc2
Cd53,Arhgap45,Arhgap45
Atp5h,Sept1,Sept1
Arl4c,Ubb,Gm8369
Rps7,Gm8369,Ubb
Zeb2,Tspo,Rnf166
S100a13,Rnf166,Tspo
Arl6ip5,Mbnl1,Mbnl1
