wilcoxon,t-test,t-test_overestim_var
Trav14-1,Trav14-1,Trav14-1
Ccl5,Ccl5,Ccl5
Hcst,Hcst,Hcst
Itgb1,Itgb1,Itgb1
Trac,Trbv13-3,Trbv13-3
Laptm5,Il18rap,Il18rap
S100a4,Trac,Trdc
Trbv13-3,Trdc,Trac
Il18rap,S100a4,S100a4
Ahnak,Laptm5,Cx3cr1
Cd52,Cx3cr1,Laptm5
Trdc,Rora,Rora
Itga4,Ahnak,Ahnak
Rora,Btg1,Btg1
Sp100,Cd52,Cd52
H2-D1,H2-D1,Zeb2
Btg1,H2-K1,H2-D1
Ptprc,Zeb2,H2-K1
H2-K1,Itga4,Itga4
Gabarapl2,Sp100,Sp100
Ppp1r12a,Ptprc,Ptprc
Jak1,Jak1,Jak1
Cd3e,Ppp1r12a,Ppp1r12a
Itgal,Gabarapl2,Gabarapl2
Cx3cr1,Il18r1,Il18r1
Nkg7,Ptpn18,Ptpn18
Dock2,Itgal,Itgal
Ptpn18,Junb,Junb
Rac2,Nkg7,B2m
Junb,B2m,Nkg7
Il18r1,Dock2,Dock2
Ier2,Cd3e,Cd3e
Fxyd5,Ypel3,Ogt
Tpt1,Ogt,Ypel3
Srgn,Fxyd5,Fxyd5
Cd8b1,Srgn,Ier2
B2m,Ier2,Srgn
Zfp36l2,Rac2,Rac2
Apbb1ip,Klrd1,Klrd1
Zeb2,Zfp36l2,Zfp36l2
Fau,Fau,Fau
Klrd1,Cd8b1,Cd8b1
Ogt,Apbb1ip,Apbb1ip
Ypel3,Ccr2,Ccr2
Ets1,Tpt1,Klrc1
Gmfg,Klrc1,Tpt1
Rps27,Slfn2,Atp2b1
Rps14,Atp2b1,Slfn2
Slfn2,Ets1,Cxcr6
Ly6c2,Ms4a4b,Ets1
Selplg,Cxcr6,Ms4a4b
Cd3g,H2-Q7,H2-Q7
Cox7a2l,Rps14,S1pr5
Atp2b1,S1pr5,Rps14
H2-Q7,Selplg,Selplg
Klrc1,Atxn1,Atxn1
Ms4a4b,Ier5,Ier5
Eif3f,Cd226,Cd226
Itm2b,Ccdc88c,Ccdc88c
Hopx,Gmfg,Gmfg
Spn,Ly6c2,Dapk2
Rap1b,Hopx,Hopx
Rsrp1,Rap1b,Rap1b
Ccr2,Rps27,Ly6c2
Pnrc1,Cox7a2l,Cox7a2l
Ccdc88c,Id2,Bhlhe40
Macf1,Dapk2,Id2
Sept1,Bhlhe40,Rps27
Id2,S100a10,Cd3g
Bcl11b,Cd3g,Itm2b
Bhlhe40,Itm2b,Rnf166
Fyn,Rnf166,S100a10
Rpl17,Spn,Spn
Ier5,Macf1,Bcl11b
Arl6ip5,Bcl11b,Macf1
Ddx5,Rsrp1,Rsrp1
Srsf5,Ccl4,Dock5
Rpl18a,Dock5,Ccl4
Lck,Pnrc1,Pnrc1
1810058I24Rik,Eif3f,Eif3f
Ucp2,Pdcd4,Dusp5
Rpl30,Dusp5,Pdcd4
Uqcrh,Fyn,Fyn
Tspo,Ctsd,Ctsd
Ctsd,Ddx5,Ifitm10
Rpl34,Sept1,Ddx5
Cd2,Ifitm10,Sept1
Cxcr6,1810058I24Rik,1810058I24Rik
Atxn1,Lck,Lck
Pfdn5,Rpl17,Fryl
Ccl4,Fryl,Klrg1
Rpl24,Srsf5,Klrc2
Epsti1,Klrg1,Srsf5
Ostf1,Klrc2,Rinl
Dusp5,Rinl,Ucp2
Arhgap45,Ucp2,Rpl17
Cd3d,Arl6ip5,Arl6ip5
Rps24,Myl6,Crot
Tmem50a,Lsp1,Gprin3
Stk24,Cd2,Lfng
S100a13,Rpl34,Myl6
Gimap5,Crot,Cd2
Mbnl1,Lfng,Lsp1
Cd226,Rpl30,Cd37
Zyx,Gprin3,Rpl34
Pdcd4,Cd37,Rpl30
Rpl27,Tspo,Ankrd12
Diaph1,Rpl24,Tspo
Rinl,mt-Co1,Slc4a7
Atp5h,Ankrd12,Rpl24
S100a10,Slc4a7,mt-Co1
Ankrd44,Tprgl,Tprgl
Lsp1,Runx2,Runx2
Tnfaip3,Rpl18a,Stk24
mt-Co1,Stk24,Mxd4
H2-Q6,Epsti1,Gimap5
Btg2,Gimap5,Epsti1
Rps13,Mxd4,Uqcrh
Cnot6l,Uqcrh,Rpl18a
Shisa5,Cd3d,Tm6sf1
Tprgl,Tnfaip3,Borcs7
Ripor2,Tm6sf1,Klrb1c
S100a11,S100a13,Tnfaip3
Selenow,Borcs7,Arntl
Gimap3,Zyx,Cd3d
Itgb2,Anxa1,S100a13
Cd37,Arntl,Anxa1
Rnf166,Igkc,Igkc
Ncor1,Atp5h,Zyx
Tax1bp1,Klrb1c,Zmiz1
Myl6,Zmiz1,Atp5h
Gabarap,Gna15,Gna15
Klrc2,Ostf1,Cd84
Xrn2,Cd84,Pou2f2
Macroh2a1,Klf3,Ostf1
Fryl,Pou2f2,Klf3
Dennd4a,Arhgap45,Itgax
Rpl19,Itgax,Arhgap45
Atp1b3,Pfdn5,Pfdn5
Tbc1d10c,Rpl27,Ankrd44
Ctla2a,Ankrd44,Sp110
Ankrd11,Sp110,Rpl27
Prr13,Ripor2,Ripor2
Clk1,Btg2,Crebrf
Themis,Crebrf,Arhgef18
Sp110,Arhgef18,Btg2
Rpl37a,Cnot6l,Cnot6l
Il2rg,Tmem50a,Tmem50a
Gm8369,Txnip,Diaph1
Stk17b,Diaph1,Txnip
Tln1,Pitpnc1,Pitpnc1
Klrg1,H2-Q6,Fcgr2b
Ifi203,9930111J21Rik2,H2-Q6
Rps11,Stard10,Stard10
Kmt2e,S100a11,9930111J21Rik2
Arpc2,Fcgr2b,Itga1
Rps15a,Ctsa,Msi2
Map1lc3b,Msi2,Ctsa
Arhgap30,Itga1,S100a11
Nop53,Arpc2,As3mt
Ctsw,Cirbp,Cirbp
Lfng,As3mt,Ptpn4
S1pr5,Itgb2,Fam204a
Tut4,Fam204a,Arpc2
Arhgef1,Ptpn4,Itgb2
H2-T23,Zdhhc20,Zdhhc20
Srrm2,Dennd4a,Dennd4a
Tm6sf1,Snx10,Snx10
Gimap4,Tnrc6b,Nrp1
Pnisr,Nrp1,Tnrc6b
Ankrd12,Mbnl1,Mbnl1
Serf2,Rbl2,Rbl2
Rpl29,Tmem71,Tmem71
Cd247,Slc50a1,Slc50a1
Zc3hav1,Fasl,Fasl
Klf3,Zfhx2,Zfhx2
Msn,Foxn3,Tnfrsf25
Klf13,Gimap3,Foxn3
Ube2d3,Tnfrsf25,Gimap3
Nfkbia,Crtam,Crtam
