wilcoxon,t-test,t-test_overestim_var
Trav14-1,Trav14-1,Trav14-1
Trac,Trbv13-3,Trbv13-3
Trbv13-3,Trdc,Trdc
Trdc,Trac,Trac
Itgb1,Itgb1,Itgb1
Dapk2,Dapk2,Dapk2
Jak1,Ccl5,Ccl5
Cx3cr1,Ide,Ide
Il18rap,Hexa,Hexa
Ppp1r12a,S100a4,Rexo2
Rexo2,Rexo2,Mmp16
Cd3e,Cx3cr1,Cx3cr1
Ahnak,Il18rap,S100a4
Ide,Mmp16,Il18rap
Itga4,Jak1,Jak1
Sp100,Ahnak,Trdv2-2
Rora,Itga4,Ahnak
Gabarapl2,Ppp1r12a,Itga4
S100a4,Trdv2-2,Crtam
Rap1b,Crtam,Ppp1r12a
Snx5,Nkg7,Nkg7
Hopx,Casp1,Casp1
Spn,Sp100,Sp100
Ccl5,Rap1b,Rap1b
Apbb1ip,Cd3e,Cd3e
Crtam,Rora,Rora
Hcst,Hopx,Hopx
Slfn2,S100a10,Casp4
Casp1,Casp4,S100a10
Ier2,Laptm5,Laptm5
Fxyd5,Fxyd5,Fxyd5
Ptpn6,Gabarapl2,Gabarapl2
Atp1b3,Hcst,Snx5
Klrd1,Snx5,Ptpn6
Prr13,Myl6,Hcst
Cxcr6,Ptpn6,Myl6
Diaph1,Snx10,Snx10
Itgal,Apbb1ip,Apbb1ip
Rsrp1,Klrd1,Klrd1
Laptm5,Lgals1,Lgals1
Ptprc,Ier2,Ier2
Pitpnc1,Rac2,Cd40lg
Ccr2,Cd40lg,Rac2
Reep5,Cxcr6,Cxcr6
Zeb2,Gnas,Gnas
Gnas,S100a6,S100a6
Ccl4,Reep5,Reep5
Nkg7,Spn,Ccdc50
Snx10,Ccdc50,Spn
Hexa,Pitpnc1,Pitpnc1
Rac2,Slamf7,Slamf7
Dock2,Ccr2,Ccr2
Ccdc50,Slfn2,Slfn2
Serpinb9,Atp1b3,Zeb2
Slamf7,Zeb2,Atp1b3
Arl6ip5,Itgal,Itgal
Il18r1,Prr13,Prr13
Arhgef1,Serpinb9,Serpinb9
Xrn2,Il18r1,Il18r1
S100a13,Galnt3,Galnt3
Dusp5,Dock2,Anxa1
Casp4,Anxa1,Dock2
Malt1,Ccl4,Tcf4
Cd52,S1pr5,S1pr5
Ddx5,Rsrp1,Ccl4
Kif21b,Tcf4,Rsrp1
Dusp2,Gna15,Dock5
Dnajc1,Dock5,Gna15
S1pr4,Ptprc,Ptprc
Tax1bp1,Kif21b,Kif21b
Rbms1,Cpne3,Cpne3
Anxa1,Cd52,Stard10
Cd3g,Stard10,Diaph1
Gna15,Diaph1,Cd52
Arglu1,Lsp1,Trdv5
Plek,Nrp1,Nrp1
Ubald2,Dusp5,Dusp5
Sept1,Trdv5,Lsp1
Dennd4a,Malt1,Malt1
Atrx,Plek,Plek
Lgals1,Cd3g,Socs2
Csde1,S1pr4,Tnrc18
Ptp4a2,Tnrc18,Serpinb1a
Myl6,Socs2,Cd3g
Arhgap30,Serpinb1a,S1pr4
Ogt,Cry1,Cry1
Macroh2a1,Dnajc1,Dnajc1
Chsy1,Ubald2,Ubald2
Ypel3,Xrn2,Dnajc5
Ube2h,Dnajc5,Xrn2
Ube2d3,N4bp1,N4bp1
Ube2b,Arhgef1,Hilpda
Arpc5l,Hilpda,Pik3ca
Dnajc5,Pik3ca,Arhgef1
Ybx3,Msi2,Msi2
Ncor1,Srgn,Nck2
S1pr5,Arl6ip5,Srgn
Dock5,Dusp2,Arl6ip5
Bin2,Nck2,Dusp2
Tspo,Kidins220,Kidins220
Srgn,St3gal4,St3gal4
Myl12b,Zfp652,Zfp652
Rab10,S100a13,S100a13
Fmnl1,Ddx5,Ddx5
Pik3r1,Ube2h,Rmdn1
Npm3,Rmdn1,Trav22
Klrc2,Ube2b,Trgc2
Rnf115,Ctsd,Ube2h
,Zmiz1,Ube2b
,Ddx17,Zmiz1
,Nedd4,Ctsd
,Trgc2,Nedd4
,Trav22,Ddx17
,Rab10,Rab10
,Fmnl1,Fmnl1
,Ypel3,Trdv1
,Rbms1,Fbxo17
,Chsy1,Ypel3
,Fbxo17,Nfic
,Rnf115,Rbms1
,Nfic,Chsy1
,Trdv1,Rnf115
,Nhsl2,Nhsl2
,Arhgap30,Gna12
,Gna12,Arhgap30
,Arglu1,Arglu1
,Dennd4a,Dennd4a
,Abracl,Tbx21
,Tbx21,Abracl
,Myl12b,Myl12b
,Atrx,3830403N18Rik
,Rb1cc1,Tnks1bp1
,Mapre2,Rb1cc1
,Tnks1bp1,Atrx
,Gabpb2,Mapre2
,Sept1,Gabpb2
,Dtx1,Abhd13
,Tax1bp1,Dtx1
,Ptpn1,Sept1
,3830403N18Rik,Ptpn1
,Abhd13,Tax1bp1
,Rnf13,Rnf13
,Gpr171,Gpr171
,Ybx3,Ybx3
,Tbkbp1,Tbkbp1
,Klrc2,Arntl
,Arntl,Fcgr2b
,Ostf1,Klrc2
,Fcgr2b,Fgfbp3
,Ncor1,
,Klf3,
,Axin1,
,Arpc5l,
,Arhgap4,
,Cyba,
,Fgfbp3,
,Wasf2,
,Usp48,
,Mrpl52,
,Ogt,
,Rbm7,
,Srpr,
,Mxd4,
,Smg6,
,Mfhas1,
,Fcho2,
,Cdca4,
,Crot,
,Cdc37l1,
,Pcmtd2,
,Rhog,
,Bin3,
,Cd48,
,Klrc1,
,Zbtb7b,
,Atxn1,
,Ero1lb,
,Gnptab,
