gene_names,A8P,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.4206181764602661,0.4120159447193146,0.03644555062055588,0.9975599666692053,0.5971110463142395,0.03644555062055588,0.9007345361838226,0.345098078250885,0.03644555062055588,0.8811225494092656,0.3664798438549042
Lypla1,0.30224609375,0.2019980400800705,0.6567317247390747,0.0003298667349151769,4.090721130371094,0.6567317247390747,5.58662150272321e-06,4.921970844268799,0.6567317247390747,1.442153879221644e-06,5.179677963256836
Gm37988,0.0005745338858105242,0.0,19.132450103759766,0.9975599666692053,0.11148089915513992,19.132450103759766,0.46640337296023215,1.0,19.132450103759766,0.45976570729612287,1.0
Tcea1,0.42688098549842834,0.36423298716545105,0.2771349251270294,0.07589786857008232,2.395704984664917,0.2771349251270294,0.031956905878253894,2.53881573677063,0.2771349251270294,0.020710558843557925,2.6851823329925537
Atp6v1h,0.3417189121246338,0.2754685878753662,0.3611657917499542,0.039162948041092126,2.662457227706909,0.3611657917499542,0.01044149633410307,2.952542304992676,0.3611657917499542,0.005998083288602684,3.1186859607696533
Rb1cc1,0.5737361907958984,0.49541744589805603,0.2732473313808441,0.028454433681245252,2.7812366485595703,0.2732473313808441,0.017045780833655655,2.7782506942749023,0.2732473313808441,0.010050157496921246,2.944751501083374
Pcmtd1,0.296284943819046,0.37769898772239685,-0.41227155923843384,0.10385180587745413,-2.259303331375122,-0.41227155923843384,0.0023439790019417887,-3.4349496364593506,-0.41227155923843384,0.000981281246548871,-3.6664981842041016
Rrs1,0.15368136763572693,0.21136921644210815,-0.5027010440826416,0.38008665185709306,-1.5767664909362793,-0.5027010440826416,0.005164641920495604,-3.1905324459075928,-0.5027010440826416,0.0023374639836178813,-3.415294885635376
Adhfe1,0.0008459222153760493,0.0022032582201063633,-1.3820198774337769,0.9975599666692053,0.02579035796225071,-1.3820198774337769,0.6142282946066654,-0.7653028964996338,-1.3820198774337769,0.5630963583678855,-0.8314900994300842
Mybl1,0.01080887671560049,0.0011397801572456956,3.2523696422576904,0.9975599666692053,0.5828167200088501,3.2523696422576904,0.006333237237763688,3.1233842372894287,3.2523696422576904,0.00522448599716471,3.1661369800567627
Vcpip1,0.22795207798480988,0.24076971411705017,-0.08853010088205338,1.0,-0.0022311306092888117,-0.08853010088205338,0.7055740315983214,-0.6276467442512512,-0.08853010088205338,0.671288462352162,-0.6670698523521423
Sgk3,0.03053252026438713,0.11536514759063721,-1.9797265529632568,0.03301132466565429,-2.7267441749572754,-1.9797265529632568,1.8930668112654993e-10,-6.7724151611328125,-1.9797265529632568,2.0244992687786863e-12,-7.4147162437438965
Mcmdc2,0.001471830764785409,0.00246193609200418,-0.7428956031799316,0.9975599666692053,0.09423691034317017,-0.7428956031799316,0.801799827872036,-0.4876944422721863,-0.7428956031799316,0.7673347766884823,-0.5283014178276062
Ppp1r42,0.0,0.0,0.0,0.9975599666692053,0.07718199491500854,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.29374974966049194,0.2554023265838623,0.23074209690093994,0.23011672299934544,1.8679101467132568,0.23074209690093994,0.15120634745866254,1.8224821090698242,0.23074209690093994,0.118083386810133,1.9291908740997314
Cspp1,0.23314376175403595,0.25232285261154175,-0.1284451186656952,0.9975599666692053,0.13144762814044952,-0.1284451186656952,0.5329793985609362,-0.891867458820343,-0.1284451186656952,0.4888942474588281,-0.9511794447898865
Arfgef1,0.3896736204624176,0.3600413501262665,0.13681112229824066,0.42669034830367875,1.5024584531784058,0.13681112229824066,0.38648400965903157,1.2161041498184204,0.13681112229824066,0.3409468629671429,1.2890814542770386
Prex2,0.004531997721642256,0.0009570213151164353,2.246102809906006,0.9975599666692053,0.2059447020292282,2.246102809906006,0.22578695739519938,1.5877432823181152,2.246102809906006,0.20846289229323853,1.6169073581695557
