gene_names,A5T,A8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6723896265029907,0.4206181764602661,-0.8748570680618286,7.296312513431015e-28,-11.173860549926758,-0.8748570680618286,3.7705059115839076e-32,-12.242205619812012,-0.8748570680618286,5.381371785787295e-31,-12.011564254760742
Lypla1,0.32460933923721313,0.30224609375,-0.11995366960763931,2.685893586944825e-07,-5.3831024169921875,-0.11995366960763931,0.33007534439782465,-1.2599513530731201,-0.11995366960763931,0.34382669925176157,-1.2388921976089478
Gm37988,0.0010231626220047474,0.0005745338858105242,-0.8328941464424133,0.9976967267654268,-0.026725657284259796,-0.8328941464424133,0.6983404206651139,-0.5658512711524963,-0.8328941464424133,0.7087076956667292,-0.5523454546928406
Tcea1,0.45901015400886536,0.42688098549842834,-0.12957391142845154,0.00024966292941195896,-3.9170687198638916,-0.12957391142845154,0.2068493642001119,-1.5799332857131958,-0.12957391142845154,0.21875639662819246,-1.5544847249984741
Atp6v1h,0.3721000552177429,0.3417189121246338,-0.14609657227993011,1.1824989211905066e-07,-5.533344745635986,-0.14609657227993011,0.20635129651647388,-1.581291913986206,-0.14609657227993011,0.21919155147972386,-1.5531421899795532
Rb1cc1,0.3387714922428131,0.5737361907958984,0.9424073100090027,2.530508417954899e-10,6.557032585144043,0.9424073100090027,2.3325079801291446e-24,10.578481674194336,0.9424073100090027,1.0717119060609036e-23,10.425436019897461
Pcmtd1,0.15880261361598969,0.296284943819046,1.0026806592941284,0.012450572066771118,2.7781260013580322,1.0026806592941284,1.1045291314267829e-14,8.062203407287598,1.0026806592941284,2.5943929959354343e-14,7.954193592071533
Rrs1,0.2693662643432617,0.15368136763572693,-0.8960152268409729,3.4913420227163006e-25,-10.599974632263184,-0.8960152268409729,1.9973080016443427e-14,-7.972086429595947,-0.8960152268409729,8.157794346596546e-14,-7.792923927307129
Adhfe1,0.0007311067311093211,0.0008459222153760493,0.21052546799182892,0.9976967267654268,0.007039347197860479,0.21052546799182892,0.9879034287497396,0.12120024114847183,0.21052546799182892,0.9894222411758963,0.11994024366140366
Mybl1,0.01575610414147377,0.01080887671560049,-0.5472705364227295,0.29085347652042937,-1.4017547369003296,-0.5472705364227295,0.2816015636253795,-1.3722485303878784,-0.5472705364227295,0.30159427902032077,-1.3470262289047241
