,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.36981905,-1.1777775287628174,False,,,,,,,,,,,,,,,,-0.11448299884796143
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.9371372,-0.28150177001953125,False,,,,,,,,,,,,,,,,-0.2813441753387451
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6667691,-0.785455584526062,False,,,,,,,,,,,,,,,,-0.5530029535293579
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.39889124,-0.6173419952392578,False,,,,,,,,,,,,,,,,-0.214788556098938
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4144037,-1.3916597366333008,False,,,,,,,,,,,,,,,,-1.2694737911224365
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.9227853,-9.718332290649414,False,,,,,,,,,,,,,,,,-5.576463222503662
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.36660737,-1.5138592720031738,False,,,,,,,,,,,,,,,,0.0711526870727539
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.68451744,-0.526658296585083,False,,,,,,,,,,,,,,,,-0.4309335947036743
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.008227261,-6.651939392089844,False,,,,,,,,,,,,,,,,0.004924297332763672
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.3840322,-6.058030605316162,False,,,,,,,,,,,,,,,,-5.946706295013428
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.104276665,-1.7099616527557373,False,,,,,,,,,,,,,,,,0.06018012762069702
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.08461568,0.3563597798347473,True,2.4211804278904587,8.008263632081317,0.9274440750407904,13.853584452886484,0.06033428281545641,0.04579458013176918,0.352941632270813,0.09064207329226347,0.0,0.0,0.4936749732311986,0.20590989232989376,1.9146769291496484,1.4638676740350849,0.8847765480534042,0.386401891708374
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5439149,-0.5033668279647827,False,,,,,,,,,,,,,,,,-0.42462921142578125
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,12.870271,-1.922424554824829,False,,,,,,,,,,,,,,,,-1.918431282043457
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.098217405,-0.3272331953048706,False,,,,,,,,,,,,,,,,-0.07098865509033203
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5969761,-1.0221986770629883,False,,,,,,,,,,,,,,,,-0.16282165050506592
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.05759708,-5.7985053062438965,False,,,,,,,,,,,,,,,,-0.018190383911132812
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2649002,-1.3874974250793457,False,,,,,,,,,,,,,,,,-1.2796525955200195
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.1752112,-0.322155237197876,False,,,,,,,,,,,,,,,,-0.2668788433074951
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.021762729,-0.04991042613983154,False,,,,,,,,,,,,,,,,-0.01520073413848877
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.76398945,-0.9998748302459717,False,,,,,,,,,,,,,,,,-0.9984797239303589
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.4329497,-1.0629069805145264,False,,,,,,,,,,,,,,,,-1.0470860004425049
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.7436287,-2.683251142501831,False,,,,,,,,,,,,,,,,-2.310682535171509
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.6534934,-0.3255922794342041,False,,,,,,,,,,,,,,,,-0.32249343395233154
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.6868686,-1.0054221153259277,False,,,,,,,,,,,,,,,,-0.9602049589157104
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.2566461,-0.7012841701507568,False,,,,,,,,,,,,,,,,-0.05797994136810303
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,1.8857403,-3.6253647804260254,False,,,,,,,,,,,,,,,,-2.7760567665100098
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.043508414,-4.895865440368652,False,,,,,,,,,,,,,,,,-0.00701594352722168
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.2063277,-1.2525248527526855,False,,,,,,,,,,,,,,,,-1.216569185256958
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.45563686,-0.5288082361221313,False,,,,,,,,,,,,,,,,-0.5284870862960815
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.3074346,-0.5470750331878662,False,,,,,,,,,,,,,,,,-0.48736894130706787
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.103415824,-2.2982866764068604,False,,,,,,,,,,,,,,,,-0.07612431049346924
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.668315,-1.819988489151001,False,,,,,,,,,,,,,,,,-1.815122127532959
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,16.254831,-0.2515721321105957,False,,,,,,,,,,,,,,,,-0.21386373043060303
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.4415153,-0.4037214517593384,False,,,,,,,,,,,,,,,,-0.3543792963027954
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.39151865,-0.364285945892334,False,,,,,,,,,,,,,,,,-0.2085806131362915
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.3359295,-0.18570280075073242,False,,,,,,,,,,,,,,,,-0.028356313705444336
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,2.0644593,-2.4533376693725586,False,,,,,,,,,,,,,,,,-2.3606834411621094
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.521534,-0.538284182548523,False,,,,,,,,,,,,,,,,-0.4936540126800537
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.61060345,-0.5296266078948975,False,,,,,,,,,,,,,,,,-0.2183549404144287
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,1.2299069,-0.7130498886108398,False,,,,,,,,,,,,,,,,-0.6963679790496826
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,2.2423842,-2.655637741088867,False,,,,,,,,,,,,,,,,-1.7513623237609863
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.4346147,-6.4362053871154785,False,,,,,,,,,,,,,,,,-4.024487495422363
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.8613976,-0.22861790657043457,False,,,,,,,,,,,,,,,,-0.22797012329101562
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.1600626,-0.3667997121810913,False,,,,,,,,,,,,,,,,-0.36434245109558105
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.29079494,-1.1285560131072998,False,,,,,,,,,,,,,,,,-0.04270660877227783
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.4022188,-0.7770758867263794,False,,,,,,,,,,,,,,,,-0.7505353689193726
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.7642235,-4.317811489105225,False,,,,,,,,,,,,,,,,-0.18705713748931885
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.77609,-0.8387815952301025,False,,,,,,,,,,,,,,,,-0.8321316242218018
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.3743929,-1.2694275379180908,False,,,,,,,,,,,,,,,,-1.1537799835205078
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,7.5708203,-4.104283332824707,False,,,,,,,,,,,,,,,,-2.2312865257263184
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.3715299,-1.0951809883117676,False,,,,,,,,,,,,,,,,-0.2636069059371948
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.06706434,-0.3056744337081909,False,,,,,,,,,,,,,,,,-0.06577694416046143
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.879797,-0.2637488842010498,False,,,,,,,,,,,,,,,,-0.22921240329742432
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,0.6739848,-1.01023268699646,False,,,,,,,,,,,,,,,,-1.0102038383483887
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.1037629,-0.6720837354660034,False,,,,,,,,,,,,,,,,-0.6261043548583984
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.1840756,-1.2241253852844238,False,,,,,,,,,,,,,,,,-1.2098822593688965
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.6661341,-2.7468130588531494,False,,,,,,,,,,,,,,,,-1.8323016166687012
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.23760197,-1.0181515216827393,False,,,,,,,,,,,,,,,,-0.078652024269104
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.8449918,-0.6289924383163452,False,,,,,,,,,,,,,,,,-0.6280452013015747
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.47090513,-0.37053990364074707,False,,,,,,,,,,,,,,,,-0.15466082096099854
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.2550117,-1.2851626873016357,False,,,,,,,,,,,,,,,,-1.269798994064331
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.2724567,-0.6261780261993408,False,,,,,,,,,,,,,,,,-0.1128305196762085
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.0061808,-2.6166915893554688,False,,,,,,,,,,,,,,,,-2.613919734954834
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,17.985918,-13.873528480529785,False,,,,,,,,,,,,,,,,-11.441681861877441
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.34949967,-1.33296537399292,False,,,,,,,,,,,,,,,,-0.19062936305999756
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,2.625878,-1.3524811267852783,False,,,,,,,,,,,,,,,,-1.348142385482788
