,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.575663,-2.1361868381500244,False,,,,,,,,,,,,,,,,-0.012356400489807129
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.4990125,0.2938193678855896,True,0.029042058816034257,0.26390440054272274,0.13642380554043512,15.178417908351891,0.9101184721291066,0.03281304985284805,0.048582229763269424,0.2342669715293686,0.0,0.0,0.14116498942803213,0.09879296216803081,0.12389316860233143,0.9329664477529563,5.476697819165021,0.3020768165588379
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.5598569,-1.6030330657958984,False,,,,,,,,,,,,,,,,-1.6030259132385254
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.5654606,-0.6228572130203247,False,,,,,,,,,,,,,,,,0.23325514793395996
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,0.57233614,0.13412725925445557,True,0.1891490100820826,0.17827138566061693,0.20772937720527793,21.544437154153215,2.547518260180951,0.3211246430873871,0.16166414320468903,0.20292356869866426,0.0,0.0,0.30840071885864706,1.2183191670120532,0.7035719575039272,1.3686912405138998,3.3865216777206752,0.13477516174316406
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.285984,-2.212836742401123,False,,,,,,,,,,,,,,,,-1.4624345302581787
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.42539695,0.6167165040969849,True,0.8978463619015978,0.8988042846368729,0.3591585675543527,12.240164095489535,0.2302874855697155,0.3037693500518799,0.6232688426971436,0.6356604743544672,0.0,0.0,0.39116949035974574,0.9023145893083777,2.0855678700167557,0.13792628774114887,2.2827919947147373,0.6564930975437164
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.4447314,-0.7444045543670654,False,,,,,,,,,,,,,,,,-0.006437540054321289
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003983976,-2.4678115844726562,False,,,,,,,,,,,,,,,,0.2926844358444214
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,5.8662524,-5.900814056396484,False,,,,,,,,,,,,,,,,-5.757614612579346
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.14535408,-3.062594413757324,False,,,,,,,,,,,,,,,,-0.14065086841583252
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13810569,0.7791855931282043,True,1.9091766543715656,4.711403180205541,0.630395278085709,9.754390604294708,0.06285955343395472,0.12613089382648468,0.9480953216552734,0.4543460394288895,0.0,0.0,0.47771343351692375,0.2920531037702143,1.9850706550581703,0.25968587142957045,1.5194658775854935,0.791081503033638
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.46940136,-0.8947980403900146,False,,,,,,,,,,,,,,,,-0.8803294897079468
