ID,count
ENSMUSE00001343744,0
ENSMUSE00000522066,0
ENSMUSE00001339323,0
ENSMUSE00000869502,7
ENSMUSE00001343235,4
ENSMUSE00001341983,0
ENSMUSE00001342074,0
ENSMUSE00001345089,0
ENSMUSE00001336948,0
ENSMUSE00001341225,46
ENSMUSE00001004195,1
ENSMUSE00001345236,0
ENSMUSE00001345397,27
ENSMUSE00000837314,281
ENSMUSE00001255376,275
ENSMUSE00000730558,554
ENSMUSE00001230529,195
ENSMUSE00000777602,66
ENSMUSE00000703287,351
ENSMUSE00001206040,348
ENSMUSE00000747600,0
ENSMUSE00000912814,0
ENSMUSE00001338479,1161
ENSMUSE00000385288,1157
ENSMUSE00001342184,943
ENSMUSE00000230808,292
ENSMUSE00001341886,106
ENSMUSE00001345433,321
ENSMUSE00001341804,1
ENSMUSE00001342914,0
ENSMUSE00001343112,0
ENSMUSE00000154063,1
ENSMUSE00000554252,1
ENSMUSE00000863532,1
ENSMUSE00000863721,454
ENSMUSE00000230531,1413
ENSMUSE00000997941,497
ENSMUSE00000154068,944
ENSMUSE00000848395,216
ENSMUSE00001276978,539
ENSMUSE00000858689,66
ENSMUSE00000850861,302
ENSMUSE00000854166,36
ENSMUSE00001254227,33
ENSMUSE00001243306,164
ENSMUSE00001310124,97
ENSMUSE00001246930,85
ENSMUSE00001054859,5
ENSMUSE00001344827,1
ENSMUSE00000824119,43
ENSMUSE00000794948,43
ENSMUSE00000630855,7
ENSMUSE00000630853,7
ENSMUSE00000796004,1
ENSMUSE00000746001,1
ENSMUSE00000775067,3
ENSMUSE00000730905,0
ENSMUSE00001339893,0
ENSMUSE00001339810,9
ENSMUSE00001337469,0
ENSMUSE00001337169,0
ENSMUSE00001341158,0
ENSMUSE00001343950,2
ENSMUSE00000630850,923
ENSMUSE00001298878,820
ENSMUSE00001253077,742
ENSMUSE00001289349,894
ENSMUSE00001273110,312
ENSMUSE00001339503,57
ENSMUSE00001237796,120
ENSMUSE00001304350,182
ENSMUSE00000501172,37
ENSMUSE00000664209,0
ENSMUSE00001344861,0
ENSMUSE00001345188,0
ENSMUSE00001344143,0
ENSMUSE00001346220,0
ENSMUSE00001338294,12
ENSMUSE00001339509,0
ENSMUSE00001341492,7
ENSMUSE00000660495,5
ENSMUSE00001337974,0
ENSMUSE00001340748,0
ENSMUSE00001344273,6
ENSMUSE00000522850,0
ENSMUSE00000463933,51
ENSMUSE00000754750,110
ENSMUSE00001146417,113
ENSMUSE00001238822,37
ENSMUSE00000713089,27
ENSMUSE00000553798,1
ENSMUSE00001104564,2
ENSMUSE00001144804,2
ENSMUSE00001175967,0
ENSMUSE00001320401,306
ENSMUSE00000553717,306
ENSMUSE00001332231,11
ENSMUSE00001317996,69
ENSMUSE00001323164,42
ENSMUSE00001328436,53
ENSMUSE00000441750,55
ENSMUSE00000403774,56
ENSMUSE00001272844,13
ENSMUSE00001338319,0
ENSMUSE00000793282,1
ENSMUSE00001330861,15
ENSMUSE00001328527,35
ENSMUSE00001308033,560
ENSMUSE00000813321,71
ENSMUSE00001290187,57
ENSMUSE00001291361,38
ENSMUSE00001255443,523
ENSMUSE00001375985,52
ENSMUSE00001329916,62
ENSMUSE00001335581,81
ENSMUSE00001296903,61
ENSMUSE00001264927,104
ENSMUSE00001232269,10
ENSMUSE00001319119,55
ENSMUSE00001320539,17
ENSMUSE00000437961,153
ENSMUSE00000842702,16
ENSMUSE00000785480,13
ENSMUSE00001214644,11
ENSMUSE00000757737,14
ENSMUSE00000846663,0
ENSMUSE00000714198,0
ENSMUSE00001328030,6
ENSMUSE00001332127,1
ENSMUSE00000847095,0
ENSMUSE00000604640,21
ENSMUSE00001323408,0
ENSMUSE00001327265,2
ENSMUSE00001329717,0
ENSMUSE00001322541,9
ENSMUSE00000317484,9
ENSMUSE00001319596,0
ENSMUSE00001323222,0
ENSMUSE00000728032,57
ENSMUSE00001265206,7
ENSMUSE00001321665,57
ENSMUSE00001338877,0
ENSMUSE00001324278,2
ENSMUSE00001318393,0
ENSMUSE00001339941,0
ENSMUSE00001323765,0
ENSMUSE00001002979,0
ENSMUSE00001315176,0
ENSMUSE00001117731,1
ENSMUSE00001310078,0
ENSMUSE00001114091,0
ENSMUSE00001332287,9
ENSMUSE00000360632,9
ENSMUSE00000412216,9
ENSMUSE00001331115,0
ENSMUSE00000630782,0
ENSMUSE00000576165,0
ENSMUSE00001331416,2
ENSMUSE00001317776,0
ENSMUSE00001331848,9
ENSMUSE00000553058,0
ENSMUSE00000847868,0
ENSMUSE00000966774,0
ENSMUSE00001325743,0
ENSMUSE00000458133,0
ENSMUSE00001343997,0
ENSMUSE00000712472,136
ENSMUSE00000959346,22
ENSMUSE00000901644,21
ENSMUSE00001338186,0
ENSMUSE00001338750,0
ENSMUSE00000664342,0
ENSMUSE00001323159,0
ENSMUSE00001335144,406
ENSMUSE00001328383,201
ENSMUSE00000323790,401
ENSMUSE00001332309,178
ENSMUSE00001339118,51
ENSMUSE00000847453,0
ENSMUSE00001333874,0
ENSMUSE00000333451,126
ENSMUSE00000752331,17
ENSMUSE00001330863,1
ENSMUSE00000851730,0
ENSMUSE00000856646,0
ENSMUSE00001344677,6
ENSMUSE00001129360,0
ENSMUSE00000955715,47
ENSMUSE00000949710,35
ENSMUSE00000962983,47
ENSMUSE00000956845,4
ENSMUSE00001323570,1
ENSMUSE00000153123,6
ENSMUSE00000153122,5
ENSMUSE00001321406,24
ENSMUSE00001342986,0
ENSMUSE00001335933,0
ENSMUSE00000744355,0
ENSMUSE00000153118,0
ENSMUSE00001320519,0
ENSMUSE00001333532,0
ENSMUSE00001322417,1
ENSMUSE00001326895,4
ENSMUSE00000848044,0
ENSMUSE00000552637,3
ENSMUSE00000853181,0
ENSMUSE00000343325,0
ENSMUSE00001319771,23
ENSMUSE00001331993,0
ENSMUSE00001335677,0
ENSMUSE00001322495,0
ENSMUSE00001320153,0
ENSMUSE00000320302,2
ENSMUSE00000739065,0
ENSMUSE00000335163,3
ENSMUSE00000456367,3
ENSMUSE00001328637,0
ENSMUSE00001335930,0
ENSMUSE00001329976,0
ENSMUSE00001330333,45
ENSMUSE00001345365,0
ENSMUSE00001332535,1
ENSMUSE00001431675,1
ENSMUSE00000522784,0
ENSMUSE00001333839,0
ENSMUSE00000522705,0
ENSMUSE00000154269,0
ENSMUSE00001327913,0
ENSMUSE00001322052,0
ENSMUSE00000702429,98
ENSMUSE00000359134,44
ENSMUSE00001324966,2
ENSMUSE00000866389,3
ENSMUSE00000307757,17
ENSMUSE00001322050,0
ENSMUSE00001335804,1
ENSMUSE00000869172,11
ENSMUSE00000154283,11
ENSMUSE00001337510,0
ENSMUSE00000783693,11
ENSMUSE00001250100,10
ENSMUSE00001323225,10
ENSMUSE00001335002,0
ENSMUSE00001057894,0
ENSMUSE00000552033,0
ENSMUSE00000801083,0
ENSMUSE00001043125,0
ENSMUSE00000604341,0
ENSMUSE00000777650,0
ENSMUSE00001080066,0
ENSMUSE00000812190,0
ENSMUSE00000746613,0
ENSMUSE00001159547,2
ENSMUSE00001335324,0
ENSMUSE00001166640,0
ENSMUSE00000848063,0
ENSMUSE00000522630,0
ENSMUSE00001299960,0
ENSMUSE00000522792,0
ENSMUSE00001325996,0
ENSMUSE00001141295,0
ENSMUSE00001329771,0
ENSMUSE00000843988,3
ENSMUSE00000828983,5
ENSMUSE00000415509,3
ENSMUSE00001341802,0
ENSMUSE00001339614,0
ENSMUSE00001341604,0
ENSMUSE00001106756,0
ENSMUSE00000779838,1
ENSMUSE00000630577,1
ENSMUSE00000771935,1
ENSMUSE00000824430,0
ENSMUSE00000438739,1040
ENSMUSE00001332512,673
ENSMUSE00000604180,1049
ENSMUSE00001328337,177
ENSMUSE00000604170,195
ENSMUSE00001325958,0
ENSMUSE00000718074,0
ENSMUSE00000722672,0
ENSMUSE00001343258,0
ENSMUSE00001327480,0
ENSMUSE00000846621,0
ENSMUSE00001335968,3
ENSMUSE00001318485,53
ENSMUSE00001346211,0
ENSMUSE00000515713,0
ENSMUSE00001322232,0
ENSMUSE00000707877,0
ENSMUSE00001317458,0
ENSMUSE00001328586,0
ENSMUSE00001073847,0
ENSMUSE00001331888,18
ENSMUSE00001334083,0
ENSMUSE00001324309,2
ENSMUSE00001335396,0
ENSMUSE00000357611,2
ENSMUSE00001319148,0
ENSMUSE00000155452,0
ENSMUSE00001335421,0
ENSMUSE00001320447,0
ENSMUSE00000974500,2
ENSMUSE00001324636,0
ENSMUSE00000604018,5
ENSMUSE00000710475,0
ENSMUSE00001330080,29
ENSMUSE00001327350,1
ENSMUSE00000314986,10
ENSMUSE00001321831,7
ENSMUSE00001343665,0
ENSMUSE00001345284,1
ENSMUSE00001340606,0
ENSMUSE00001339568,0
ENSMUSE00001340659,0
ENSMUSE00000847905,0
ENSMUSE00001337817,1
ENSMUSE00001336080,17
ENSMUSE00000847260,0
ENSMUSE00001324065,0
ENSMUSE00000522448,0
ENSMUSE00001321351,7
ENSMUSE00000522485,0
ENSMUSE00001331817,0
ENSMUSE00001331516,0
ENSMUSE00001341333,3
ENSMUSE00001344311,3
ENSMUSE00000838203,13
ENSMUSE00000314015,46
ENSMUSE00001291302,22
ENSMUSE00001259247,6
ENSMUSE00000797594,9
ENSMUSE00001341229,0
ENSMUSE00001209361,94
ENSMUSE00001339858,0
ENSMUSE00001370886,45
ENSMUSE00001372034,84
ENSMUSE00001254967,43
ENSMUSE00001343440,0
ENSMUSE00001337074,2
ENSMUSE00001355270,0
ENSMUSE00001240522,6
ENSMUSE00001373845,42
ENSMUSE00001229339,1
ENSMUSE00001321242,4
ENSMUSE00001371641,12
ENSMUSE00001374678,10
ENSMUSE00001318670,0
ENSMUSE00001375945,2
ENSMUSE00001375622,3
ENSMUSE00001337147,0
ENSMUSE00001326203,0
ENSMUSE00000701649,270
ENSMUSE00001329092,47
ENSMUSE00001341456,149
ENSMUSE00001211447,129
