wilcoxon,t-test,t-test_overestim_var
Ube2c,Cenpf,Ube2c
Cenpf,Ube2c,Cenpf
Nusap1,Nusap1,Nusap1
Birc5,Hmmr,Hmmr
Tubb4b,Tpx2,Tpx2
Arl6ip1,Cenpe,Cenpe
Cdca8,Arl6ip1,Arl6ip1
Hmmr,Cdca8,Cdca8
Tpx2,Tuba1c,Tubb4b
Cenpe,Tubb4b,Tuba1c
Tuba1c,Cdc20,Cdc20
Calm2,Plk1,Birc5
Cks2,Calm2,Plk1
H2ax,Birc5,Calm2
Cdc20,H2ax,H2ax
Top2a,Cks2,Cks2
Plk1,Ckap5,Cdca3
Smc4,Ccnb1,Prc1
Cdca3,Cdca3,Ckap5
Ube2s,Prc1,Ccnb1
Tubb5,Knl1,Smc4
Bub3,Incenp,Incenp
Prc1,Smc4,Knl1
Cdk1,Cdk1,Cdk1
Ckap5,Kif11,Top2a
Ubb,Top2a,Ube2s
Incenp,Bub3,Kif11
Ccnb1,Ube2s,Bub3
Knl1,Ubb,Ubb
Kif11,Tacc3,Tubb5
Jpt1,Tubb5,Tacc3
Tacc3,Bub1b,Bub1b
Racgap1,Kif22,Aurkb
Ccna2,Aurkb,Kif22
Mki67,Cenpa,Ccna2
Cenpa,Ccna2,Cenpa
Aurkb,Racgap1,Racgap1
Kif22,Aspm,Jpt1
Bub1b,Jpt1,Aspm
Cdkn2d,Cdkn2d,Cdkn2d
Aspm,Mki67,Mki67
Kif23,Kif23,Kif23
Smc2,Kif20b,Kif20b
Kif20b,Dlgap5,Dlgap5
Dlgap5,Kif4,Kif4
Rad21,Cdkn3,Ckap2l
Hmgb2,Aurka,Cdkn3
Ckap2l,Ckap2l,Aurka
Kif4,Kif20a,Kif20a
Reep4,Fzr1,Fzr1
H2az2,Smc2,Smc2
Cdkn3,Reep4,H2az2
Fzr1,H2az2,Reep4
Aurka,Cdc25b,Hmgb2
Kif20a,Rad21,Rad21
Cdc25b,Hmgb2,Cdc25b
Bub1,Kif2c,Kif2c
Mis18bp1,Cep55,Cep55
Ccnb2,Mis18bp1,Mis18bp1
Cit,Bub1,Bub1
Clic1,Ncapg,Ncapg
Cep55,Cit,Ccnb2
Ncapg,Depdc1a,Cit
Kif2c,Ccnb2,Depdc1a
Depdc1a,Kif14,Kif14
Apobec3,Prr11,Prr11
Sgo2a,Sgo2a,Sgo2a
Tuba1b,Ect2,Apobec3
Dbf4,Arhgap19,Ect2
Shcbp1,Kpna2,Shcbp1
Ect2,Apobec3,Dbf4
Prr11,Shcbp1,Arhgap19
Arhgap19,Ckap2,Kpna2
Kif14,Dbf4,Ckap2
Ckap2,Sapcd2,Clic1
Spag5,Spag5,Tuba1b
Ubc,Clic1,Sapcd2
Tax1bp1,Tuba1b,Spag5
Akirin2,Spc25,Spc25
Spc25,Gpsm2,Kif15
Kpna2,Akirin2,Akirin2
Kif15,Kifc1,Gpsm2
Spc24,Kif15,Tax1bp1
Ptprc,Pimreg,Kifc1
Cks1b,Tax1bp1,Spc24
Sapcd2,Spc24,Pimreg
Emp3,Knstrn,Cks1b
