"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000001",1701.32151081776,-0.67481635018198,0.19388954643028,-3.48041636388393,0.000500635103392502,0.00174001852948289
"ENSMUSG00000000003",0.0474375977968173,0,7.35483790748911,0,1,NA
"ENSMUSG00000000028",995.064553352172,-0.976529713075295,0.248486442670091,-3.92991143734876,8.4977154694888e-05,0.000343712958719208
"ENSMUSG00000000037",1.66843330816786,3.85272875367379,4.41885519936508,0.871883911069855,0.383271711645133,NA
"ENSMUSG00000000049",1.10049141013358,-0.518550459687663,3.09820183075567,-0.167371426399676,0.867077806453622,NA
"ENSMUSG00000000056",265.820024047919,-0.80039327118556,0.259512682033086,-3.08421640482107,0.00204089083145362,0.00624200771133398
"ENSMUSG00000000058",18.0580486226462,-3.71235086095914,1.51515801763314,-2.4501410531149,0.0142800261961683,0.0352514673559707
"ENSMUSG00000000078",2059.65155456506,-0.251396263703921,0.209657794888978,-1.19907902225646,0.23049722018547,0.351688840877225
"ENSMUSG00000000085",45.0171770851084,2.89409502362949,0.587384978034284,4.92708382382324,8.34659536825655e-07,4.68335200088657e-06
"ENSMUSG00000000088",13149.3256856376,-0.753468327296864,0.211936814394605,-3.55515548088773,0.000377755637164788,0.00134645179111795
"ENSMUSG00000000093",0.833974806742692,2.81500192125802,5.56310083055651,0.506013104381648,0.612847450305245,NA
"ENSMUSG00000000094",0.730445150156794,0,4.58440684867876,0,1,NA
"ENSMUSG00000000103",0,NA,NA,NA,NA,NA
"ENSMUSG00000000120",1.31265432772076,-1.20997074948468,2.91703006313389,-0.414795433470697,0.678291662797897,NA
"ENSMUSG00000000125",1.8983099007691,3.79631567649743,2.33891982224007,1.62310637602855,0.104566666855338,NA
"ENSMUSG00000000126",3.25797625853244,1.23118755670124,2.97110914194083,0.414386512875454,0.678591064691793,0.777327007794958
"ENSMUSG00000000127",9.08898378211513,2.15537280904793,1.01417849754022,2.1252400975524,0.0335665837941346,0.0739480288436438
"ENSMUSG00000000131",834.043420291976,-0.0209042132398815,0.187088578627903,-0.111734309989374,0.911034074220773,0.947712275282817
"ENSMUSG00000000134",124.513649644893,0.730028119211653,0.327827845575382,2.22686427972692,0.0259563457770658,0.0592101416072687
