wilcoxon,t-test,t-test_overestim_var
H2az1,Stmn1,Cks1b
Ptma,Cks1b,Stmn1
Cks1b,Hmgb2,Birc5
Stmn1,Birc5,Ccnb2
Hmgb2,H2az1,Hmgb2
Ppia,Ptma,Pclaf
Ran,Ccnb2,Ptma
Ccnb2,Ppia,H2az1
Birc5,Pclaf,Ran
Hsp90b1,Ran,Cdca8
Pclaf,Hsp90b1,Ppia
Gapdh,Hmgn2,Hmgn2
Cenpa,Cenpa,Cenpa
Hmgn2,Gapdh,Hsp90b1
Anp32b,Lgals1,Cdca3
Lgals1,Selenoh,1500009L16Rik
Cdca8,Anxa2,Fkbp2
Hmgb1,Anp32b,Ube2c
Selenoh,Cdca8,Pdia6
Anxa2,Fkbp2,Selenoh
Txn1,Dbi,Anp32b
1500009L16Rik,Pdia6,Mki67
Dbi,1500009L16Rik,Gapdh
Tubb5,Nucks1,Lmnb1
Cdca3,Cdca3,Anxa2
Nucks1,Txn1,Cdkn3
Ube2c,Vim,Spc24
Ybx1,Ube2c,Nucks1
Pdia6,Hmgb1,Tuba1b
Fkbp2,Lmnb1,Lgals1
Prdx1,Tubb5,Ccna2
Lmnb1,Calr,Dbi
Vim,Tuba1b,Dut
Rps17,Ybx1,Hmgb1
Mki67,Mki67,Tubb5
Rps27l,Rps27l,Anp32e
Eif5a,Prdx1,Txn1
Hsp90aa1,Anp32e,Sdf2l1
Calr,Dut,Hmmr
Cdkn3,Manf,Cdc20
Ube2s,Dynll1,Rrm2
Dut,Lsm5,Tpx2
Rps2,Ube2s,Ube2s
Tuba1b,Spc24,Vim
Manf,Pdia3,Ybx1
Anp32e,Sdf2l1,Hsp90aa1
Spc24,Rps17,Manf
Atp5b,Cdkn3,Tubb4b
Dynll1,Atp5b,Rps27l
Pdia3,Calm3,Ccnb1
Hsp90ab1,Hsp90aa1,Calr
Ccna2,Ccna2,Prdx1
Sdf2l1,Ddx39,Gmnn
Lsm5,Eif5a,Ddx39
Cmtm7,Calm1,Rps2
Nme1,Cmtm7,Lsm5
Tubb4b,Ywhah,Lig1
Calm1,Tubb4b,Eif5a
Ywhah,Rps2,Pdia3
Calm3,Hsp90ab1,Dynll1
Cox5a,Cox5b,Cmtm7
Ddx39,Snrpd1,Mcm5
Ldha,Rrm2,Rps17
Snrpd1,Nme1,Mcm3
Hmmr,Alyref,Smc2
Cdc20,Ldha,Cenpw
Alyref,Atpif1,Gzma
Rrm2,Cox5a,Tacc3
Ccnb1,Gzma,Asf1b
Cox5b,Hnrnpab,Atp5b
Tpx2,Ywhae,Hsp90ab1
Gzma,Gmnn,Calm3
Ranbp1,Canx,Alyref
Ywhae,Cdc20,Ywhah
Hnrnpab,Hmmr,Cep55
Gzmb,Hspd1,Hspd1
Hspd1,Tpx2,Snrpd1
Gmnn,Cenpw,Mad2l1
Smc2,Mcm3,Mcm7
Mcm3,Mcm5,Nme1
Cenpw,Ranbp1,Knstrn
Nap1l1,Ccnb1,Ranbp1
Atpif1,Smc2,Rfc4
Snrpg,Swi5,Atpif1
Hnrnpa2b1,Banf1,Hnrnpab
Lig1,Tpm3,Uhrf1
Mcm5,Lig1,Rrm1
Rpl41,Lsm2,Calm1
Cbx3,Nap1l1,Ldha
Tacc3,Gzmb,Lsm2
Canx,Rpl28,Canx
Mif,Pgk1,Tpi1
Pgk1,Cbx3,Kif15
Knstrn,Atp5pb,Rnaseh2b
Tpm3,Phgdh,Phgdh
Swi5,Mcm7,Tmpo
Dek,Tacc3,Cenpe
Snrpe,Tmpo,Ywhae
Mad2l1,Dnajb11,Fabp5
Mcm7,Hpf1,Cks2
Pcna,Asf1b,Hells
Set,Hnrnpa2b1,Cox5a
Asf1b,Dek,Cox5b
Banf1,Pcna,Banf1
Tpi1,Rasgrp2,Nap1l1
Lsm2,Tpi1,Tyms
Tmpo,Rrm1,Pcna
Cks2,Snrpe,Hpf1
Phgdh,Snrpg,Swi5
Cenpe,Cks2,Pgk1
Rrm1,Mad2l1,Stip1
Rasgrp2,Rnaseh2b,Cbx3
Atp5pb,Knstrn,Dnajb11
Uhrf1,Sec61b,Tk1
Rfc4,Rfc4,Gzmb
Rpl28,Actg1,Hmgb3
Rnaseh2b,Lgals3,Ppih
Cep55,Mif,Dek
Lgals3,Eif1ax,Mcm4
Atp5a1,Stip1,Dlgap5
Dnajb11,Rps26,Nasp
Sec61b,Ssr2,Tpm3
Slc25a5,Nasp,Tipin
Rpl10,Tyms,Rasgrp2
Rpsa,Set,Mcm2
Hpf1,Uhrf1,Lsm3
Hells,Prelid1,Eif1ax
Tyms,Cep55,Rpl28
Rps26,Cd48,Dctpp1
Fabp5,Anapc5,Hnrnpa2b1
Snrpf,Atp5j,Ccdc34
Srsf3,Lsm3,Lgals3
Stip1,Pfn1,Ckap2
Cd48,Ndufa4,Rad51
Nasp,Rpl10,Mif
Mrpl18,Ppih,Ssr2
Kif15,Atp5j2,Cenpm
Atp5j2,Exosc8,Orc6
Ppih,Mrpl18,Anapc5
Ndufa4,Psmb6,Rfc3
Cox7a2,Mcm4,Set
Atp5j,Snrpf,Atp5pb
Hmgb3,Fabp5,Exosc8
Mcm4,Cacybp,Anapc15
Actg1,Hells,Snrpg
Ssr2,Kif15,Clspn
Eif1ax,Cox7a2,Cacybp
Lsm3,Serpinb6b,Cenpf
Hspa5,Etfb,Ppil1
Dctpp1,Slc25a5,Fignl1
Tipin,Atp5a1,Cisd1
Mcm2,Cenpe,Snrpe
Anapc5,Dctpp1,Cdca7
Pfn1,Tipin,Mrpl18
Tk1,Lsm6,Etfb
Eif4a1,Pycard,Rfc5
Cacybp,Hmgb3,Actg1
Psma4,Lsm4,Sec61b
Exosc8,Ppil1,Cenph
Anapc15,Mcm2,Bub1b
Cenpf,Ostc,Nek2
Ccdc34,Cisd1,Rps26
Dlgap5,Tk1,Snrpf
Park7,Ndufb8,Racgap1
Hint1,Psma4,Knl1
Lsm4,Tcp1,Ncapd2
Slbp,Park7,Pfn1
Lsm6,Cfl1,Nans
Etfb,Anapc15,Serpinb6b
Ppil1,Nans,Psmb6
Rps8,Rbbp7,Dhfr
Orc6,Tmem14c,Rbbp7
Rfc3,Tuba1a,Lrrc59
Pycard,Cct8,Atp5j
Psmb6,Psma7,Creld2
Prelid1,Reep5,Depdc1a
Ostc,Hspa5,Bub1
Cisd1,Rpsa,Prdx4
Serpinb6b,Orc6,Rpl10
Rfc5,Srsf3,Cd48
Racgap1,Hdgf,Atp5a1
Mcm6,Hint1,Prelid1
Cfl1,Rps8,Lsm6
Psma7,Snrpa1,Slc25a5
Creld2,Racgap1,Mcm6
Tcp1,Dlgap5,Cox7a2
Nans,Mdh2,Ndufa4
Ckap2,Psmb2,Slbp
Tmed2,Cycs,Tcp1
Ppa1,Ccdc34,Tuba1a
Rbbp7,Spcs2,Hsph1
Tuba1a,Lrrc59,Rpl41
Ncapd2,Mtch1,Atp5j2
Lrrc59,Slbp,Snrpa1
Ndufb8,Rfc3,Ska1
Mdh2,Med30,Plk1
Cct8,Mcm6,Srsf3
Prdx4,Hsph1,Shcbp1
Hsph1,Eif4a1,Cenps
Mt1,Ndufb9,Rpsa
Ndufb9,Ndufc1,Chchd10
Snrpa1,Rfc5,Hdgf
Clspn,Rpl41,Ncapg
Hnrnpa3,Lman2,Hspa5
