X_paga1,X_paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,paga1,paga2,velocity_paga1,velocity_paga2
497.71391884483035,1986.6895642000354,-4.5218325,2.8238957,2.7688944,-1.8118293,-0.9658384,-0.92069346,1.5656936,-2.5433493,-0.11714319,0.6454188,-0.4075304,1.4431331,-0.018058328,-1.4106133,-0.09699424,-1.2796421,0.64615846,1.7322588,0.29161152,0.15356965,497.71391884483035,1986.6895642000354,-2.8431898455518105,18.99199487537795
438.2588937224971,2222.627599716208,-6.010168,1.2718999,2.1375666,-0.9910892,-0.71056384,0.21102656,-0.6488329,-0.6733707,-0.9077614,1.0224313,-1.0605357,-2.4250543,0.66775185,0.020849586,-0.4241898,-0.06537424,1.518155,0.8223213,0.2819998,-0.044639464,438.2588937224971,2222.627599716208,0.47364373763536893,43.51760021695535
-860.3056222676248,4224.812203278342,-4.6744585,2.3594086,0.47267133,-0.0178261,0.1312761,-2.2858837,-1.2139913,1.7731365,-2.468694,-0.27760494,0.6444326,-0.6738885,-0.36129445,-0.28952503,1.3367419,0.9560712,-1.2080181,-0.39363393,0.037416674,0.14992966,-860.3056222676248,4224.812203278342,67.1026059902802,25.61618806619288
1551.4754948111456,-2688.5356353171564,14.838155,10.324528,2.551512,0.84603995,-1.7440004,1.0101987,-1.5023803,0.81460965,1.9215609,-0.696954,1.773023,-0.09035488,0.5861913,0.6797778,0.7778036,2.1071854,1.848182,-1.8221418,-0.9163432,-0.8437782,1551.4754948111456,-2688.5356353171564,6.121954688363346,-8.03794955435641
-3176.6974413162047,4141.248670180644,-0.9335196,-1.5367284,1.2784754,-2.5788875,-0.3490091,4.165127,0.32248798,0.32808864,-0.48070535,1.0556409,0.42131418,-2.164312,1.1081114,0.5999604,-1.3312218,-0.22222188,0.5735668,0.51965004,1.0404787,0.6500151,-3176.6974413162047,4141.248670180644,-98.2695872122635,-4.142311334331398
-4073.535626668982,3818.6087648878856,0.46342853,-6.4299135,0.7049786,0.09092611,0.11249411,3.1866925,-0.15201621,-0.45033363,-0.53183806,1.6783974,-0.6504448,-0.8716955,0.36812422,0.5734066,2.185655,0.53020024,-1.2692641,0.9232945,0.13469543,-0.05686549,-4073.535626668982,3818.6087648878856,-82.07625267758392,-35.62081305330966
-764.5371847455797,4751.425299817304,-3.560702,5.0618553,4.268333,-0.18586446,-1.3508196,-0.07730044,4.248658,-3.8976288,-2.0237343,4.8805647,-1.1195066,0.57632536,-0.8242106,-1.0790286,-0.93766135,0.65011805,-0.16880797,0.26096126,-0.9870752,-0.5041181,-764.5371847455797,4751.425299817304,1.5777709757933829,-4.233687225852849
-1723.6359503718595,1757.7761537099664,-4.986731,1.1260408,-2.4453619,1.773836,-0.29573935,1.2060454,-1.3896836,-1.4366962,1.4547466,-0.16497338,-0.23024334,-0.50933975,0.8052689,-0.4484297,0.051863033,-0.08210465,0.28310743,1.614779,1.0976558,-0.4464452,-1723.6359503718595,1757.7761537099664,19.391162206808623,17.92254418634815
105.94296713233568,-1106.1105751207215,-5.805925,4.666013,-0.2607992,-0.475611,0.9757042,0.28583038,0.11620188,-1.7947574,-0.38197094,1.0655322,0.32237163,-1.0009761,-0.22371836,0.25086096,-1.4881431,-0.7515363,1.400819,-0.805737,0.15428491,-0.62760544,105.94296713233568,-1106.1105751207215,-4.892794676476802,3.5183861573489015
-1304.3620062503517,-723.7502661488749,10.424165,4.292339,0.47743085,-2.1081574,-1.7643203,0.14796539,0.05046086,0.6248775,1.6807839,-0.7866525,0.73388386,0.37787965,-0.27752063,0.8417554,0.49958187,-0.477669,-1.5726334,0.8307789,0.94232553,0.023378067,-1304.3620062503517,-723.7502661488749,58.58967605022212,-37.21932000821147
-3798.8237503490227,3801.774988600297,-4.328427,-4.298855,-1.0336213,1.6321843,0.26993293,2.7717934,-0.72228974,0.16644567,2.4020355,-1.1429577,0.21562679,0.35989043,0.0054083117,0.454581,-0.11273466,1.3415476,-0.7835471,0.19848652,0.519112,0.47995412,-3798.8237503490227,3801.774988600297,-65.69965809164215,-52.08957547165319
576.3298114719312,1712.8716818280775,-5.0559444,2.9498103,1.6987523,-2.099179,0.753734,-1.7204683,0.022233445,-0.399065,-1.0345694,-0.47428614,-0.10503877,0.9454097,0.6477421,-0.5685625,-0.67559433,-0.98211837,0.33680514,-0.73174256,-0.0054902374,-0.75121903,576.3298114719312,1712.8716818280775,5.511066533619662,47.912149816737916
