,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.2759448,-0.16176843643188477,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.515344,-0.05482661724090576,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.648373,-0.4676591157913208,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.35464168,0.005226016044616699,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2392657,-1.5775392055511475,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.6463327,-13.869256973266602,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.46330476,-1.543273687362671,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.7961706,-0.678697943687439,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0029933113,-6.299861431121826,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.029152,-7.62773323059082,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.05057613,-0.8749790191650391,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.09440954,0.7092285454273224,True,1.4282390244833216,3.5425427212999625,0.3446805515059232,36.40286363906108,0.04338816840201617,0.08834636211395264,0.962097704410553,1.0706415457510632,0.0,0.0,0.48679479466431613,0.3749575726927048,4.090354837156061,0.033246468284448064,2.927696815540881
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.8847994,-0.9309767484664917,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,57.356945,-0.6864955425262451,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.25606143,-0.31478142738342285,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.63615876,-1.9744536876678467,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.07405543,-4.215949535369873,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.98656166,-1.8473281860351562,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.5960026,0.4970216155052185,True,0.05990586882609024,0.028096039357383872,0.13718703639862914,20.63298842695834,3.797187829017639,0.4908674657344818,0.07109922170639038,0.2329093886198206,0.0,0.0,0.34005600709640693,2.212714414337824,0.32625579911059344,0.6476127647128169,5.155318561620657
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.08415102,-0.16370880603790283,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.72461313,-1.0680501461029053,False,,,,,,,,,,,,,,,
