wilcoxon,t-test,t-test_overestim_var
Rps24,Rps27,Rps27
Rps14,Rps24,Rps24
Rpl21,Rps28,Rps28
Rpl13,Rps29,Rps29
Rps28,Rps16,Rps16
Rpl12,Rps15a,Rps15a
Rps19,Rpl13,Rpl13
Rps27,Rps14,Rps14
Rps29,Rpl35a,Rpl35a
Rplp1,Rpl12,Rps7
Rps7,Rps19,Rpl12
Rpl35a,Rps7,Rps19
Rps18,Rpl37a,Rpl37a
Rps15a,Rpl23,Rpl23
Rpl18a,Rpl18a,Rpl18a
Rpl23,Rps23,Rps23
Rps16,Rps15,Malat1
Rpl36,Rpl36,Rps15
Rps4x,Malat1,Rps18
Rpl17,Rpl9,Rpl36
Rps27a,Rps18,Rpl9
Rpl37a,Rplp2,Rps27a
Rpl9,Rps27a,Rplp2
Rplp2,Rpl23a,Rplp1
Rps23,Rplp1,Rpl23a
Rps20,Rpl26,Rpl26
Rps9,Rps6,Rps20
Rps15,Rpl38,Rpl31
Rpl31,Rpl19,Rpl38
Rpl26,Rps20,Rps21
Rpl23a,Rps8,Rps8
Rpl19,Rps3,Rps6
Rps3,Rps21,Rpl27a
Rps3a1,Rpl31,Rps3
Rps6,Rpl27a,Rpl19
Rpl38,Rpl17,Rpl17
Rpl27a,Rpl37,Rpl36a
Rps8,Rpl36a,Rpl37
Rpl8,Rpl30,Rpl30
Rpl39,Rpl39,Rpl39
Malat1,Rps5,Rps5
Rps5,Tpt1,Rps9
Rps21,Rps9,Tpt1
Fau,Rps25,Rps4x
Rpl37,Rps27rt,Rps25
Rpl32,Rpl35,Rpl35
Rpl30,Fau,Fau
Rpl34,Rps4x,Rps27rt
Rpl36a,Rpl5,Rpl5
Rpl5,Rps13,Rpl21
Tpt1,Rpl21,Rpl32
Rps25,Rpl3,Rps3a1
Rpl35,Rpl18,Rpl18
Rpl18,Rpl32,Rpl3
Rpl15,Sell,Rps13
Rps27rt,Rps3a1,Rpl8
Eef1a1,Rps26,Rps26
Rps26,Rpl14,Rpl11
Rpl14,Rps10,Rpl34
Rpl11,Rpl11,Rpl14
Rpl3,Rpl8,Rps10
Rpl10a,Rpl34,Rpl15
Rps13,Rpl15,Sell
Rpl6,Ccr7,Eef1a1
Rps17,Tcf7,Rps17
Rps10,Eef1a1,Tcf7
Rpl4,Rps17,Rpl6
Rpl7,Rgs10,Ccr7
Rps12,Rpl6,Rpl10a
Rack1,Rpl7,Rpl7
Btg1,Rpl10a,Btg1
Eef1b2,Btg1,Rpl4
Rpl10,Rpl4,Rgs10
Rplp0,Lef1,Lef1
Rps11,Il7r,Rpl10
Sell,Rpl10,Rpl22
Rpl22,Dapl1,Rps11
Tcf7,Ltb,Ltb
Lef1,Rpl22,Rplp0
Rpl13a,Bcl2,Il7r
Ccr7,Rps11,Eef1b2
Npm1,Rplp0,Bcl2
Ltb,Rpl13a,Rpl13a
Rgs10,Eef1b2,Dapl1
Eef1g,Emb,Rack1
Emb,Actn1,Emb
Rpl27,Rack1,Rps12
mt-Nd2,Rps12,Npm1
Bcl2,Npm1,Actn1
Il7r,Peli1,Peli1
