gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-0.6542221,1.1414496158916312e-17,-8.75078,-0.6542221,5.3568057112691056e-17,-8.721315,-0.6542221,2.4536045663460956e-11,-6.9890895,-0.0045826957
Lypla1,-0.795854,4.878517116498559e-28,-11.170632,-0.795854,5.753115989346039e-15,-8.125202,-0.795854,1.7398433389675815e-09,-6.3272796,-0.01905671
Gm37988,-19.779638,1.0,-0.10748031,-19.779638,0.0077846892849984,-2.908732,-19.779638,0.342902057735176,-1.2486941,-9.713485e-05
Tcea1,-0.4448539,6.073778565162983e-12,-7.073302,-0.4448539,2.469299330801213e-07,-5.422862,-0.4448539,4.585541463640119e-05,-4.3812885,0.042811338
Rgs20,,,,,,,,,,
Atp6v1h,-0.3913664,1.500403359288328e-14,-7.881535,-0.3913664,0.0001085141454418,-4.127329,-0.3913664,0.0028804553514388,-3.2937384,-0.032269426
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.3237535,1.0,0.30276892,0.3237535,0.0006818843075331,3.6532059,0.3237535,0.0072742631527913,3.0019922,0.025617436
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,1.012273,7.285462955266907e-06,4.6964264,1.012273,1.6669403114521038e-17,8.878501,1.012273,3.016003229471915e-13,7.6204996,0.07513011
Sntg1,,,,,,,,,,
Rrs1,-0.16605547,1.6846476444896277e-08,-5.842652,-0.16605547,0.2043664576273157,-1.4803084,-0.16605547,0.3580629747041337,-1.2171206,0.0062359706
Adhfe1,0.03292873,1.0,-0.044647,0.03292873,1.0,0.021105263,0.03292873,1.0,0.016949577,-0.0010401858
Vxn,,,,,,,,,,
Mybl1,-3.6666203,0.1026855054632773,-1.9284316,-3.6666203,4.130287875849738e-15,-8.101249,-3.6666203,3.0918688631718934e-05,-4.4781737,-0.0011968003
Vcpip1,0.092132926,0.0001041164889696,-4.1012883,0.092132926,0.4959604797483661,0.8089274,0.092132926,0.639071430610275,0.6676384,0.020100001
Sgk3,1.4977087,0.6225510062104859,0.87415725,1.4977087,1.986092764122944e-09,6.28405,1.4977087,3.652874875059116e-08,5.8229685,0.016009593
