gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-0.10056415,1.0,-0.87841994,-0.10056415,0.7317687279631699,-0.6277166,-0.10056415,0.9927841402742488,-0.42910984,-0.011741079
Lypla1,-0.12041477,1.0,-0.09919868,-0.12041477,0.7472527352576153,-0.599836,-0.12041477,0.9927841402742488,-0.39719558,0.0028077422
Gm37988,-19.562181,1.0,-0.034190264,-19.562181,0.0248702770397702,-2.9084215,-19.562181,0.9927841402742488,-0.3971762,-0.00016247775
Tcea1,-0.15907554,1.0,-0.46763834,-0.15907554,0.5621862218005257,-0.97168016,-0.15907554,0.9927841402742488,-0.63326895,-0.035510894
Rgs20,,,,,,,,,,
Atp6v1h,0.14812097,1.0,1.40963,0.14812097,0.6506112994625816,0.78932333,0.14812097,0.9927841402742488,0.5245634,-0.0065091997
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.2921846,1.0,-0.9702,-0.2921846,0.3832249517757552,-1.4274951,-0.2921846,0.9927841402742488,-0.94997513,-0.029424667
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,0.051949576,1.0,0.8284834,0.051949576,0.9319100728663986,0.20742135,0.051949576,0.9927841402742488,0.13820185,0.0017504451
Sntg1,,,,,,,,,,
Rrs1,-0.2670378,1.0,-0.7456761,-0.2670378,0.5414945020384861,-1.0643734,-0.2670378,0.9927841402742488,-0.7261276,-0.022985576
Adhfe1,-20.011395,1.0,-0.034190264,-20.011395,0.0353821250747396,-2.7695446,-20.011395,0.9927841402742488,-0.37821108,-0.0008941236
Vxn,,,,,,,,,,
Mybl1,-1.0047491,1.0,-0.2926405,-1.0047491,0.4102851771813416,-1.3383881,-1.0047491,0.9927841402742488,-0.7107527,0.0023221625
Vcpip1,0.39506996,0.9942951349011196,1.427722,0.39506996,0.3454385396421177,1.5176799,0.39506996,0.9927841402742488,1.1205951,0.004763898
Sgk3,-0.87639374,1.0,-0.4425381,-0.87639374,0.1497982535675227,-2.1124704,-0.87639374,0.9927841402742488,-1.0838648,-0.004729503
Mcmdc2,0.35377866,1.0,0.09799644,0.35377866,0.9294913856081418,0.21310218,0.35377866,0.9948730657804936,0.12338378,0.0009785389
Tcf24,,,,,,,,,,
