gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,0.70407844,1.5350121939193674e-19,9.325031,0.70407844,1.1501338612865482e-31,12.54829,0.70407844,1.2985531795559212e-14,8.188655,-0.007084023
Lypla1,0.42616177,5.350103792049289e-10,6.5143785,0.42616177,2.8459244731508175e-06,5.0238566,0.42616177,0.0022625841184958414,3.5060153,-0.046492845
Gm37988,-0.34318137,1.0,-0.0008165241,-0.34318137,0.8701346079358288,-0.24388672,-0.34318137,0.9441750130651092,-0.15269314,-0.00079436717
Tcea1,0.35567263,6.653219494321336e-07,5.292981,0.35567263,6.397712598082702e-07,5.3226905,0.35567263,0.0020087647066559786,3.5414531,0.0010187923
Rgs20,,,,,,,,,,
Atp6v1h,0.10112271,0.00018397636870844266,4.0813546,0.10112271,0.3106838209225996,1.2650326,0.10112271,0.6750317859398529,0.8236806,0.031186175
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-1.1922193,5.5127605230022606e-11,-6.857332,-1.1922193,4.2994627413768716e-45,-15.126955,-1.1922193,5.141620893206242e-15,-8.33986,-0.11767695
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.8800919,0.11836499559576288,-1.9994633,-0.8800919,1.076959152333489e-15,-8.436908,-0.8800919,1.619214955534532e-05,-4.7553687,0.0009913906
Sntg1,,,,,,,,,,
Rrs1,0.7742226,7.422452513356647e-20,9.402683,0.7742226,1.564268131653095e-14,8.143318,0.7742226,4.431737510138867e-08,5.903164,0.06577738
Adhfe1,0.6799967,1.0,0.077978045,0.6799967,0.7112429170698684,0.49755284,0.6799967,0.8580671114697439,0.35280833,0.00042931826
Vxn,,,,,,,,,,
Mybl1,1.3407129,0.24527500869810973,1.6278088,1.3407129,0.00096331830933634,3.6362252,1.3407129,0.010674428454381827,3.0183349,0.0007549787
Vcpip1,-0.21988918,0.48584173079289417,1.2081153,-0.21988918,0.06696438707344343,-2.1467228,-0.21988918,0.366620086933295,-1.3853323,0.02227612
Sgk3,0.4034506,0.022355622779323483,2.6796823,0.4034506,0.07909453445685792,2.0696867,0.4034506,0.34780402766271673,1.4255152,0.014624353
