gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,0.51650786,5.073531702387773e-10,6.553012,0.51650786,3.965549692162379e-15,8.355261,0.51650786,3.4629451303426224e-07,5.5790405,0.0024089827
Lypla1,0.27421898,9.568639267213806e-06,4.786821,0.27421898,0.004421379055142,3.2072654,0.27421898,0.10152848921238304,2.1732318,-0.030273585
Gm37988,3.1820006,1.0,0.3264423,3.1820006,0.11717723223701602,1.9038953,3.1820006,0.21374076941720901,1.789468,0.0051463996
Tcea1,0.2715328,0.0003373185942915492,3.9647608,0.2715328,0.0006886573540607908,3.7598648,0.2715328,0.043206942541633736,2.5526323,-0.008741134
Rgs20,,,,,,,,,,
Atp6v1h,-0.049367867,0.2424313358885375,1.671814,-0.049367867,0.682340677386929,-0.55885667,-0.049367867,0.871637194225632,-0.37291062,-0.031026043
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.6179947,0.019615116145307383,-2.7582211,-0.6179947,1.740523435741647e-12,-7.4872103,-0.6179947,5.7069951359456144e-05,-4.515119,-0.0052229133
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-1.0163381,0.005605641297263822,-3.180072,-1.0163381,3.8490200940974654e-17,-8.9101,-1.0163381,3.6133252780146725e-06,-5.1202946,-0.0015324855
Sntg1,,,,,,,,,,
Rrs1,0.59417975,9.295289792326872e-12,7.1492815,0.59417975,3.2678261409608785e-08,5.925436,0.59417975,0.00016177352870007863,4.263165,0.02532415
Adhfe1,0.07064348,1.0,0.08408573,0.07064348,0.9804500835764813,0.05977876,0.07064348,0.9998887374036735,0.0341779,0.0016331539
Vxn,,,,,,,,,,
Mybl1,-0.35223794,1.0,-0.37233385,-0.35223794,0.49051945374368333,-0.8940008,-0.35223794,0.806151139700461,-0.60506797,-0.010148979
Vcpip1,0.01763631,0.010515902498062245,2.9752684,0.01763631,0.9152300374775043,0.17260405,0.01763631,0.9652391371012092,0.112938374,-0.016567806
Sgk3,-0.18562779,0.7919759447014605,0.865846,-0.18562779,0.45841695991211745,-0.95322764,-0.18562779,0.8128776366415994,-0.5852093,-0.024026958
