gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-0.32087705,2.9351211914632166e-07,-5.4098463,-0.32087705,9.839438693470847e-07,-5.2282853,-0.32087705,0.0001375346781513989,-4.2207093,0.07598605
Lypla1,0.11858163,0.11821385773175933,-1.9102796,0.11858163,0.24230802874398563,1.4593545,0.11858163,0.4125448438380351,1.2130227,0.030036582
Gm37988,1.0682137,1.0,-0.0129702985,1.0682137,0.5887256939611679,0.7109327,1.0682137,0.6777174623767457,0.6591352,0.00042357476
Tcea1,-0.15443006,0.0019025094190475722,-3.4092631,-0.15443006,0.053027555800426736,-2.270128,-0.15443006,0.15605569864943952,-1.8568224,0.008289161
Rgs20,,,,,,,,,,
Atp6v1h,0.33219472,0.9834040377283839,0.45886707,0.33219472,0.00014096024706967207,4.1448073,0.33219472,0.00216756409426063,3.4851053,0.0071579334
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.5700946,2.9709334096220297e-07,5.407559,0.5700946,1.38456765472552e-13,7.7514515,0.5700946,1.8704930321293514e-09,6.395812,-0.018720388
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,0.30365497,0.9259081532351898,0.53162587,0.30365497,0.004910504333964347,3.1557136,0.30365497,0.03375669855103436,2.5584657,-0.028543038
Sntg1,,,,,,,,,,
Rrs1,-0.6908717,4.533206844124784e-19,-9.192306,-0.6908717,2.4002435767970094e-12,-7.349804,-0.6908717,7.13469046841336e-08,-5.7765126,0.0039175064
Adhfe1,-0.42437217,1.0,-0.06967992,-0.42437217,0.8389289989284019,-0.30360046,-0.42437217,0.8906565440155179,-0.23868968,-9.7236916e-05
Vxn,,,,,,,,,,
Mybl1,-3.8993616,0.05880195415475827,-2.226884,-3.8993616,5.183507211692426e-21,-9.709652,-3.8993616,3.6445526843334334e-07,-5.489411,-0.0020647896
Vcpip1,-0.009631323,0.0011970992411190022,-3.5408134,-0.009631323,0.9581680867266145,-0.10181855,-0.009631323,0.9739915446170774,-0.082662225,-0.020286858
Sgk3,-1.171367,5.4383592539740246e-05,-4.324974,-1.171367,2.2924012696663074e-08,-5.9147177,-1.171367,8.564453858476966e-05,-4.334176,-0.011043022
