gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,0.46907684,2.409244776968689e-07,5.4576125,0.46907684,6.876623252357778e-16,8.553705,0.46907684,1.7121455810487139e-06,5.250423,0.0078148255
Lypla1,0.22982188,6.506552624968766e-07,5.2674212,0.22982188,0.012274840021034121,2.8424811,0.22982188,0.1910396446263861,1.8443846,-0.0020948057
Gm37988,-19.665043,1.0,-0.07671915,-19.665043,0.009980238923716259,-2.9085624,-19.665043,0.6683796961814744,-0.8912625,-0.00061009446
Tcea1,0.11910425,0.014970530812821698,2.77146,0.11910425,0.13114186312483797,1.8235878,0.11910425,0.5304832094729266,1.1397157,-0.028847786
Rgs20,,,,,,,,,,
Atp6v1h,-0.14578612,0.26265768570562914,1.5343268,-0.14578612,0.15113056092076002,-1.7470715,-0.14578612,0.548992091932025,-1.1070322,-0.051231157
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.5400458,0.32493384106545276,-1.4103862,-0.5400458,1.7885019724464077e-10,-6.766468,-0.5400458,0.0004095814507782334,-4.0093837,0.034550466
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.65233827,1.0,0.011633469,-0.65233827,2.1879988905578946e-09,-6.3506722,-0.65233827,0.002001493731430162,-3.5781677,-0.007544651
Sntg1,,,,,,,,,,
Rrs1,-0.5067908,1.0,-0.5139355,-0.5067908,7.644368017066079e-07,-5.29979,-0.5067908,0.007513890550908765,-3.1723573,-0.044538137
Adhfe1,-20.114271,1.0,-0.07671915,-20.114271,0.01469030623845097,-2.7696645,-20.114271,0.6908135684912406,-0.84870046,-0.00040242664
Vxn,,,,,,,,,,
Mybl1,2.1327949,0.029596918532083943,2.5263853,2.1327949,2.5137724944795946e-06,5.0795135,2.1327949,3.4535733429182533e-05,4.614965,0.007432486
Vcpip1,-0.03553973,0.0005149205087942077,3.7844417,-0.03553973,0.7925729275795317,-0.3721507,-0.03553973,0.91002775509575,-0.230516,-0.009490119
Sgk3,-0.6973552,1.0,-0.086317815,-0.6973552,0.0008313321333818119,-3.6853585,-0.6973552,0.14185925818689532,-2.0044768,-0.011721537
