wilcoxon,t-test,t-test_overestim_var
Rps7,Rps7,Rps27
Rps24,Rps24,Rps7
Fau,Tpt1,Rps24
Tpt1,Rps27,Fau
Rps27,Fau,Tpt1
Rpl19,Rps27rt,Rpl18a
Rps9,Rps9,Rpl17
Rps27rt,Rpl17,Rps15a
Rpl21,Rpl18a,Rps27rt
Rpl18a,Rps6,Rps9
Rpl17,Rpl39,Rpl21
Rps6,Rps15a,Rpl23a
Rps13,Btg1,Rps16
Rps3,Rpl21,Rps6
Btg1,Rpl23a,Rpl19
Rpl23a,Rpl19,Rpl39
Rpl39,Rps13,Rps23
Rps16,Rps3,Rps13
Eef1a1,Rps16,Rps3
Rpl26,Rpl26,Btg1
Rps23,Rps23,Rpl26
Rps15a,Eef1a1,Rpl23
Rplp1,Rpl38,Rps29
Rpl38,Rplp2,Rps14
Rpl12,Rps19,Rps28
Rpl36,Rpl23,Rplp2
Rpl23,Rps14,Rps19
Rpl30,Rpl30,Rpl38
Rplp2,Rps21,Rpl13
H2-K1,Rps28,Rplp1
Rps21,Rpl13,Rps21
Rps5,Rps5,Eef1a1
Rps28,Rps29,Rpl30
Rps19,Rps15,Rpl12
Rpl27a,Ccr7,Rpl37a
Rps15,H2-K1,Rps15
Rpl13,Rps4x,Rps5
Rps14,Rpl12,Rps4x
Rps10,Rplp1,Rpl36
Rpl5,Rpl37a,Rpl34
Rps4x,Rpl5,Rpl27a
Rpl11,Rpl36,Rpl5
Rps18,Rpl27a,H2-K1
Rpl18,Rpl34,Rpl9
Rps27a,Rps10,Malat1
Rps29,Rpl32,Rpl35a
Rpl32,Rpl9,Rpl32
B2m,Npc2,Rps10
Rpl34,Rpl11,Rpl18
Npc2,Rpl18,Rps18
Rpl37a,Rpl35a,Rps27a
Rpl9,Rpl8,Rpl11
Malat1,Rpl4,Rps20
Rpl3,Lef1,Ccr7
Rpl4,Rps27a,Rpl35
Rpl8,Rpl3,Rpl36a
Rpl35a,Malat1,Rpl8
Uba52,Rps18,Rpl4
Rpl37,Rpl36a,Rpl3
Rps20,Uba52,Rpl37
Rps26,Rpl35,Npc2
Rpl6,Rps20,B2m
Rps11,Sell,Rps11
Rpl36a,Rpl37,Rps3a1
Rpl35,B2m,Uba52
Ccr7,Rps26,Rpl6
Rps3a1,Rpl24,Rps26
Lef1,Rps3a1,Sell
Rpl24,Rps11,Lef1
Ltb,Rpl6,Rpl24
Use1,Use1,Ltb
Nop53,Rabac1,Rpl13a
Rpl13a,Rpl13a,Rps25
Klf2,Ltb,Use1
Rpl7,Rpl7,Rpl7
Sell,Dapl1,Rpl27
Gm11808,Nop53,Dapl1
Rps25,Gbp2,Rpl31
Rpl27,Epb41l4aos,Rabac1
Cox7a2l,Rpl27,Cox7a2l
Rpl31,Rps25,Nop53
Rabac1,Tsc22d3,Epb41l4aos
Wdr89,Bcl2,Klf2
Saraf,Rpl31,Tcf7
Junb,Gm11808,Wdr89
Ddx5,Cox7a2l,Bcl2
Arl4c,Eif4a2,Junb
Eif4a2,Junb,Gm11808
Pfdn5,Klf2,Saraf
Eef1b2,Il7r,Rps8
Ptpn18,Wdr89,Il7r
Rpl10,Saraf,Eif4a2
Rpl14,Tcf7,Arl4c
Tcf7,Pnrc1,Pnrc1
Rps8,Ms4a4c,Gbp2
Dapl1,Ddx5,Tsc22d3
Rpl10a,Foxp1,Ms4a4c
Cd3d,Stat1,Eef1b2
Eif3f,Arl4c,Rpl10
Rack1,Txk,Ddx5
Pnrc1,Rpl10,Stat1
Rpl22,Rps8,Foxp1
Cd53,Pfdn5,Rpl10a
Shisa5,Eef1b2,Txk
Stat1,Rpl22,Cd3d
Epb41l4aos,Ypel3,Rack1
Rpl15,Evl,Pfdn5
Satb1,Rpl10a,Evl
Bcl2,Satb1,Rpl22
Eif3e,Rpl14,Satb1
Rpsa,Slfn1,Rpl14
Txk,Shisa5,Ypel3
4930523C07Rik,Ptpn18,Shisa5
Srsf5,Rack1,Ptpn18
Foxp1,Cd3d,H2-D1
Il7r,Cd53,Cd53
H2-D1,Kif1b,Rpl15
Naca,Eif3e,4930523C07Rik
Evl,4930523C07Rik,Fam189b
Fxyd5,Ssbp2,Eif3e
Ms4a4c,Il6ra,Rgs10
Gm8369,Samhd1,Ctss
Ypel3,Gm19261,Ssbp2
Tsc22d3,Fam189b,Samhd1
Samhd1,H2-D1,Slfn1
Klf13,Ctss,Il6ra
Gm2000,Snhg12,Snhg12
Cd3g,Rpl15,Gm8369
Cd8b1,Gm8369,Utrn
Rpl10-ps3,Utrn,Eif3f
Psme1,Tdrp,Peli1
Gbp2,Eif3f,Ifi47
Pdcd4,Sh3bp5,Klhdc1
Ifi27l2a,Rhob,AB124611
Ndufa6,Klhdc1,H2-Q4
Fam189b,AB124611,Jun
Rgs10,Tnfrsf26,Kif1b
Peli1,H2-Q4,Pdcd4
Ifi47,Peli1,Rpsa
Rps12,Ifi47,Rapgef6
Rplp0,Rgs10,Chd3
H2-Q4,Rapgef6,Naca
Nsd3,Fam241a,Fam241a
Ctss,Jun,Sh3bp5
H2-T22,Chd3,Gm19261
Hcst,Pik3ip1,Pik3ip1
Emb,Ctsl,Ifi27l2a
H2-Q7,Auts2,Tdrp
Chd3,Naca,Tcp11l2
Dgka,Hbp1,Cd8b1
Gimap3,Rpsa,Srsf5
Rapgef6,Pdcd4,Actn1
Utrn,Gbp9,Igtp
Il6ra,Tcp11l2,Ppp1r15a
Trbc2,Tgtp1,Rhob
