wilcoxon,t-test,t-test_overestim_var
Fau,Rps23,Ly6c2
Rpl18a,Rps13,Rps23
Rps23,Rpl18a,Rps13
Rpl17,Rps27,Rps27
Rps27,Fau,Rpl27a
Rpl24,Rpl17,Rpl36
Rpl36,Rpl36,Rpl18a
Rps13,Rpl27a,Fau
Ly6c2,Rpl32,Rpl17
Rpl27a,Rplp1,Rpl32
Rpl32,Rpl24,Rpl24
Rps6,Ly6c2,Rps6
Rps9,Rps6,Ms4a4c
Rplp1,Rpl23a,Rps9
Rpl13,Rps9,Rplp1
Rpl23a,Rps19,Rpl23a
Rps19,Rpl19,Rpl19
Rpl19,Rpl13,Rps5
Rps10,Rpl26,Rps19
Rpl23,Rpl23,Rpl26
Rpl26,Rps5,Rpl13
Ms4a4c,Rpl3,Rpl38
Rpl11,Rps21,Rpl3
Rps5,Rps20,Rps21
Rpl3,Rpl38,Rps20
Rpl6,Ms4a4c,Rpl23
Rpl37,Rps7,Rpl6
Rps21,Rps10,Rps10
Rpl39,Rpl39,Rpl39
Rpl38,Rpl6,Epb41l4aos
Rpl14,Rps18,Rpsa
Rps7,Rpsa,Rps7
Rps20,Rpl11,Rpl37
Npm1,Eef1a1,Eef1a1
Rpl27,Rps15a,Rps18
Rpsa,Rpl14,Rpl14
Rps18,Rpl4,Npm1
Rps3,Rps12,Rpl27
Eef1a1,Rpl27,Rpl11
Naca,Rpl37,Rpl21
Rps12,Rpl21,Naca
Rpl21,Rpl12,Rps12
Rps15a,Rpl18,Rpl4
Rpl4,Naca,Rps27rt
Rps27rt,Rps16,Gm8369
Rplp2,Rps3,Rpl12
Rps16,Rps27rt,Rpl35
Epb41l4aos,Rpl35,Tpt1
Tpt1,Rps28,Rps15a
Rpl18,Epb41l4aos,Rps24
Rpl30,Tpt1,Rpl18
Rps24,Rplp2,Rps3
Gm8369,Npm1,Rps16
Rpl35,Rps24,Rps28
Rpl12,Rpl30,Rplp2
Rpl10,Rpl34,Lcn4
Rpl41,Rpl10,Rpl34
Rpl22,Gm8369,Rpl30
Nop53,Rpl22,Rpl10
Rps28,Uba52,Rpl22
Rpl34,Rpl41,Nop53
Uba52,Eef1b2,Uba52
Rpl37a,Nop53,Rpl9
Rps27a,Rps4x,Rps4x
Ifi27l2a,Rps27a,Rpl8
Rpl8,Rpl9,Rpl36a
Rplp0,Rpl36a,Rpl41
Rpl36a,Rpl8,Eef1b2
Eef1b2,Rplp0,Ifi27l2a
Rpl7a,Rpl7a,Rps27a
Rpl9,Rpl37a,Jun
Rps4x,Ifi27l2a,Rpl7a
Klf6,Lcn4,Klf6
Jun,Rps2,Rhob
Gm11808,Klf6,Gm19261
Lcn4,Jun,Rpl37a
Samhd1,Rps15,Rplp0
Btf3,Eif3e,Rps2
Rps11,Rpl5,Samhd1
Eif3e,Samhd1,Eif3e
Stat1,Rpl13a,Gpr183
Rpl13a,H2-Q7,Tsc22d3
Tsc22d3,Wdr89,Rps15
Rps2,Npc2,Rps11
H2-Q7,Rps11,Dnajc15
Npc2,Dnajc15,Gbp2
Dnajc15,Rack1,H2-Q7
Rack1,Gm19261,Npc2
Rpl27-ps3,Rpl10a,Rpl13a
Gbp2,Gm11808,Stat1
Rps15,Stat1,Gm11808
Wdr89,Tsc22d3,Wdr89
4930453N24Rik,Rhob,Sidt1
Cd69,Rps14,4930453N24Rik
Eif4a2,Btf3,Rpl5
Igtp,Gbp2,Btf3
Jund,Rpl27-ps3,Rack1
Rbm3,Gpr183,Rpl27-ps3
Eif3f,4930453N24Rik,Cd69
Rps14,Eif4a2,Rps14
Nsd3,Cd69,Eif4a2
Rpl10a,Nsd3,Rpl10a
Vps37b,Rpl7,Vps37b
Ly6a,Sidt1,Nsd3
Bcl2,Jund,Jund
Rpl5,Vps37b,Igtp
Gm19261,Gm2000,Chchd10
Sugt1,Ms4a6b,Kif1b
Gm2000,Use1,Gm2000
Fam241a,Igtp,Ppp1r15a
Eef2,Ppp1r15a,Racgap1
Ms4a6b,Chchd10,Ms4a6b
Supt4a,Sugt1,Use1
Rnf138,Kif1b,Rnf138
Rpl29,Fam241a,Rpl7
Rpl7,Rnf138,Fam241a
H2-K1,Rbm3,Sugt1
Ppp1r15a,Bcl2,
Eef1d,Rpl36a-ps1,
Pim1,Eif3f,
Sidt1,Ly6a,
Rpl36a-ps1,Racgap1,
Use1,Rpl29,
Irf7,H2-K1,
Gpr183,Irf7,
Ddx5,Rps25,
Kif1b,Pim1,
Il7r,Inpp4b,
4930523C07Rik,Eef2,
Rpl10-ps3,Csrnp1,
Rabac1,Supt4a,
Irgm1,Ifi214,
,B930036N10Rik,
,Rabac1,
,H2-T22,
,4930523C07Rik,
,Snhg12,
,Siah2,
,Eif3m,
,Ddx5,
,Bola2,
,Il7r,
,Irgm1,
,Uty,
,Rpl10-ps3,
,Utp14a,
,Hspa8,
,Eef1d,
,Cd8b1,
,Dnaja4,
,Rps26,
,Tnfaip3,
,Pfdn5,
,Slfn1,
,Dusp11,
,Sptssa,
,Cmah,
,Nsa2,
,Fcgrt,
,Pml,
,Tubb3,
,Gm10076,
,Ezr,
,Vgll4,
,Klf9,
,Serp2,
,Hnrnpd,
,B2m,
,Rpl28,
,Rsad2,
,Cd274,
