wilcoxon,t-test,t-test_overestim_var
Tubb5,Cdca8,Birc5
Tagln2,Cdca3,Pclaf
Kcnn4,Asf1b,Cdca8
Mcm7,Clspn,Cdca3
Rad21,Kif11,Mki67
Lmnb1,Ncapd2,Ccnb2
Hnrnpr,Hmmr,Cks1b
Ppih,Ccnb1,Asf1b
Impdh2,Asrgl1,Tubb5
Rrm1,Kif23,Ccna2
Tuba1b,Shcbp1,Tuba1b
Ube2s,Cdc20,Rrm2
Ccdc34,Cenpm,Top2a
Tmpo,Brd8,Mcm7
Cdca3,Klhdc4,Ppih
Pclaf,Aurkb,Tpx2
Psmd1,Carhsp1,Ezh2
Nasp,Kif22,Clspn
Cks1b,Rdm1,Kif11
Nrm,Nup62,Tacc3
Fen1,Cdkn3,Ncapd2
Tacc3,Plk1,Cmc2
H2az1,Cep55,Hmmr
Rrm2,Nusap1,Tmpo
Nucks1,Cenpk,Cks2
Cdca8,Birc5,Stmn1
Rfc5,Bub1,Lmnb1
Tpx2,Hsd17b12,Smc2
Mki67,Cenpf,Ccdc34
Stmn1,Cse1l,Cdk1
Slc25a5,Cenph,Ccnb1
Birc5,Trip13,Asrgl1
Rps2,Chfr,Kif23
Ccnb2,Nuf2,Tagln2
Creld2,Gnptab,Snrpa
Clspn,Depdc1a,H2az1
Asrgl1,Gclm,Shcbp1
Selenoh,Arhgap11a,Rad21
Banf1,Spc25,Ube2s
Ezh2,Kif4,Cdc20
Kif23,Cinp,Cenpm
Brd8,Stk11,Hmgb2
Ccnb1,Odf2,Dnmt1
Asf1b,Vav1,Brd8
Rbbp7,Nup107,Klhdc4
Rpl14,Wdr76,Cs
Lbr,Kif20a,Aurkb
Top2a,Bag6,Carhsp1
Tradd,Rabggtb,Kif22
Uhrf1,Cdc45,Rdm1
Kif11,Diaph3,Uhrf1
Ccna2,Ckap2,Nup62
Cks2,Sgo2a,Cdkn3
Anp32b,Aspm,Plk1
Sod1,Eif2b1,Cep55
Cs,E2f8,Nusap1
Gmnn,Syce2,Anp32b
Fignl1,Esco2,Cenpk
Nsun2,Isoc1,Bub1
Hmgb2,Spdl1,Hsd17b12
Hmmr,Cip2a,Psmd1
Ncapd2,Mxd3,Lbr
Rad51,Aurka,Cenpf
Cct4,Utp23,Cse1l
Cdk1,Mki67,Cenph
Rdm1,Uap1,Cenpe
Cdc20,Cdc27,Trip13
Pole3,Rcc1,Chfr
Mcm3,Cstf2,Kif15
Hnrnpm,Map3k8,Nuf2
Ncapg2,Mis18bp1,Nasp
Cdkn3,Ect2,Gnptab
Trappc3,Nrbf2,1500009L16Rik
Hsp90aa1,Cdca5,Rrm1
Smc2,Nup43,Depdc1a
Cep55,Rap1gap2,Creld2
Hsp90ab1,Lap3,H1f5
Ncapg,Ass1,Nrm
Dek,Tcf19,Gclm
Gnptab,Thap12,Arhgap11a
Cenpm,Ube2t,Selenoh
Lig1,Paxip1,Cenpa
Ran,Sgo1,Spc24
Tubb4b,Jak2,Spc25
Dnmt1,Triap1,Hsp90aa1
Snrpd1,Nelfa,Gmnn
Haus3,Bard1,Ckap5
Cenpf,Nup54,Rfc5
Chfr,Bora,Kcnn4
Klhdc4,Timeless,Cdc25b
Carhsp1,Wdr3,Ncapg2
Nup62,Tmem41b,Kif4
Rpp30,Sass6,Cinp
Lsm3,Mcm10,Stk11
Hmgb1,Spag5,Tubb4b
Snrpa,Foxm1,Eri1
Ptma,Prep,Odf2
Cenpk,Apip,Vav1
Bub1,Pole,Dek
Aurkb,Nxn,Nup107
Hsd17b12,Hax1,Nolc1
Sfpq,Nek2,Wdr76
1500009L16Rik,Slc16a1,Kif20a
Nusap1,Cdca2,Bag6
Mrps11,Trp53i11,Sdhd
Ska1,Endog,Rabggtb
Shcbp1,Actn1,Pole3
Kif22,Arl6ip6,Dlgap5
Ndufa12,Pabpc4,Cdc45
Mcm4,Bola1,Diaph3
Hnrnpab,Tpx2,Ckap2
Plk1,Klf3,Sgo2a
Ppia,H2ac20,Tradd
Psmd6,Arhgap19,Nucks1
Siva1,Gemin6,Cct4
Trip13,Blm,Psmd6
Gnl3,Traip,Prdx4
Asf1a,Ccnf,Aspm
Gclm,Ccnb2,Rpl14
Luc7l,Cenpn,Ptma
Cit,Tdp1,Sod1
Tipin,Timm21,Eif2b1
H1f5,Zfp266,Rps2
Map3k8,Shc1,E2f8
Cse1l,Anxa1,Syce2
Cmc2,Phf10,Ube2c
Aimp2,Brip1,Anp32e
Depdc1a,Ankrd54,Lig1
Galk1,Lias,Esco2
Cenph,Kpna2,Isoc1
Snrnp40,Kifc1,Spdl1
Spc24,Poc1a,Cip2a
Spc25,2610318N02Rik,Mxd3
Ranbp1,Sigmar1,Aurka
Rfc4,Bcat2,Utp23
Ckap2,Kif18a,Mcm2
Nap1l1,Tex10,Tuba4a
Nuf2,Zw10,Uap1
Med30,Kif14,Vdac1
Cenpe,Sgk1,Cdc27
Atad2,Manbal,Ska1
Hnrnpf,Dscc1,Rcc1
Chaf1a,Med19,Cstf2
Arhgap11a,Prr11,Map3k8
Ncaph,Pigp,Sfpq
D030056L22Rik,Nup155,Mis18bp1
Cdc73,Entpd5,Ect2
Ass1,Katnbl1,Hmgn2
Odf2,Lonp1,Nrbf2
Hspd1,Naa40,Cdca5
Eri1,Vps52,Rbbp7
Hat1,Cmss1,Rps12
Ccne1,Cebpg,Hnrnpr
Rif1,Lrr1,Nup43
Sae1,Il12rb2,Plk4
Nudt21,Arl5c,Mad2l1
