wilcoxon,t-test,t-test_overestim_var
Arl6ip1,Cenpf,Cenpf
Cenpf,Cdc20,Cdc20
Cdc20,Arl6ip1,Ube2c
Ube2c,Ube2c,Arl6ip1
Tubb4b,Tpx2,Ccnb1
Tpx2,Ccnb1,Hmmr
Hmmr,Hmmr,Tpx2
Ccnb1,Tuba1c,Tuba1c
Tuba1c,Plk1,Plk1
Plk1,Cenpe,Cenpe
Cenpe,Ckap5,Ckap5
Cdca8,Tubb4b,Tubb4b
Ckap5,Cdca8,Fzr1
Fzr1,Fzr1,Cdca8
Cks2,Cenpa,Kpna2
Birc5,Dlgap5,Dlgap5
Kpna2,Calm2,Nusap1
Reep4,Reep4,Cenpa
Cenpa,Kpna2,Reep4
Aurka,Nusap1,Aurka
Aspm,Bub1b,Bub1b
Bub1b,Aurka,Cep55
Kif14,Cep55,Calm2
Dlgap5,Cks2,Kif20a
Nusap1,Kif20a,Cks2
Kif20a,Knl1,Knl1
Cep55,Tacc3,Aspm
Calm2,Aspm,Kif14
Prr11,Sptbn1,Tacc3
Arhgap19,Kif14,Kif2c
Kif2c,Tax1bp1,Incenp
Knl1,Kif2c,Kif4
Incenp,Incenp,Prr11
Tacc3,Kif4,Cdkn3
Bub1,Cdkn3,Sptbn1
Ube2s,Bub1,Bub1
Cdca3,Akirin2,Tax1bp1
Kif4,Prr11,Akirin2
Cdkn3,Zc3h13,Ect2
Ect2,Cdca3,Cdca3
Ccna2,Ect2,Kif20b
Sapcd2,Kif20b,Zc3h13
Sptbn1,Ccar1,Cdc25b
Akirin2,Cdc25b,Arhgap19
Kif20b,Arhgap19,Gpsm2
Nek2,Ccna2,Ckap2
Bub3,Ckap2,Bub3
Ckap2l,Bub3,Ccar1
Gpsm2,Ubb,Ccna2
Ckap2,Gpsm2,Sapcd2
Zc3h13,Ckap2l,Ckap2l
Ccnb2,Depdc1a,Prc1
Tax1bp1,Plec,Nek2
Racgap1,Racgap1,Depdc1a
Ccar1,Xrn2,Birc5
Depdc1a,Sapcd2,Racgap1
Melk,Acin1,Kif11
Cdc25b,Ccnb2,Ccnb2
Odf2,Nek2,Plec
Kifc1,Prc1,Ubb
Smc4,Birc5,Ube2s
Plec,Ddx5,Kif22
Kif11,Kif11,Ddx5
Kif22,Kif21b,Kif21b
Prc1,Kif22,Melk
Kif21b,Chd4,Aurkb
Cdk1,Ube2s,Chd4
Spdl1,Rbbp6,Cdk1
Klf3,H3f3b,Xrn2
Chd4,Sf3b1,Acin1
Sgo2a,Prkar1a,Rbbp6
Espl1,Numa1,Numa1
Med13,Melk,Smc4
Mki67,Rbm7,Rbm7
Aurkb,Aurkb,H3f3b
Miip,Tln1,Prkar1a
Jaml,Son,Knstrn
Numa1,Smc4,Spdl1
Rbm7,Ctcf,Sf3b1
Kif18b,Rad21,Odf2
Rbbp6,Odf2,Sgo2a
Jpt1,Knstrn,Rad21
Kif23,Cdk1,Ctcf
Tubb3,Ifngr1,Ifngr1
Oas3,Apobec3,Apobec3
Parpbp,Stk4,Son
Ehd3,Spdl1,Frmd8
Rad21,Arhgap30,Krit1
Cdc25c,Sgo2a,Arhgap30
Cdc27,Uba1,Stk4
Nlrc3,Ubc,Kif23
Knstrn,Frmd8,Tln1
Aftph,Tsc22d4,Smtn
Atl2,Krit1,Brd8
Depdc1b,Kif23,Uba1
Slain2,Brd8,Espl1
Prkar1a,Vcp,Med13
Frmd8,Med13,Ubc
Stat6,Psmc1,Klf3
Spag5,Espl1,Tsc22d4
Itga4,Rock1,Itga4
Atp6v1b2,Itga4,Ncapg
Krit1,Dgka,Kifc1
Tmem71,Kifc1,Tubb3
Apobec3,Copb1,Vcp
Ctcf,Kcnn4,Psmc1
Gtse1,Ncapg,Dgka
Acin1,Cdkn2d,Parpbp
Foxo1,Hp1bp3,Cdkn2d
Mis18bp1,Dbf4,Kif18b
Nup37,Klf3,Stk38
Rnf213,Tubb3,Gas2l3
Srbd1,Rpl8,Kcnn4
Brd8,Kif18b,Hp1bp3
H3f3b,Stk38,Cdc25c
Slc25a3,Add3,Dbf4
Ubald1,Parpbp,Rock1
Ddx5,Bptf,Copb1
Triobp,Il2rb,Mis18bp1
Sacm1l,Birc2,Birc2
Rgs16,Cdc25c,Jpt1
Jarid2,Smtn,Slain2
G2e3,Copb2,Oas3
Mcm3ap,Slain2,Add3
Coq3,Mis18bp1,Il2rb
Rmnd5b,Hspa5,Bptf
Emc9,Runx3,Jaml
Sh2d3c,Xrn1,Xrn1
Uba1,Jpt1,Il18r1
Ubb,Mrpl48,Tmem71
Diaph3,Oas3,Ska1
Arhgap30,Nup37,Nup37
Stk4,Il18r1,Copb2
Rb1cc1,Grk6,Runx3
Trib2,Gas2l3,Mrpl48
Ift46,Pak2,Adk
Fibp,Ska1,Rpl8
Parp14,Cdc27,Grk6
Faap24,Smarce1,Cdc27
Ppp2r5d,Nudcd2,Nudcd2
Psmc1,Jaml,Hspa5
Cdkn2d,Dnm2,Arid4b
Rnf40,Tmem71,Srbd1
Usp19,Lrp10,Diaph3
Ifngr1,Arid4b,Serpinb9
Ncapg,Rps9,Ehd3
Nomo1,Diaph3,Slamf6
Psme4,Ehd3,Rb1cc1
Med14,Adk,Ube2h
Son,Cmas,Dnm2
Xrn1,Slamf6,Pak2
Xrn2,Serpinb9,Rps9
Lrch3,Grk2,Stat6
Bet1l,Chd2,Chd2
Slamf6,Shcbp1,Triobp
Sun2,Rpl3,Cmas
Lrif1,Triobp,Shcbp1
