,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.33585435,-0.5825555324554443,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.25745085,-0.28819918632507324,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.63427514,-0.7380568981170654,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.42700267,-1.0568556785583496,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2373277,-1.5558793544769287,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.1034822,-3.4221363067626953,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.40682715,-0.347756028175354,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.845586,-0.15627765655517578,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0044240123,-1.6428980827331543,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,3.9907813,-5.733015537261963,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.15727961,-2.531888723373413,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.19126034,-0.8952399492263794,False
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5879994,-0.8931245803833008,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,0.0,-2.135077476501465,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.07058321,-0.028946280479431152,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.29293093,0.08984428644180298,True
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06071661,-3.355591297149658,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1198598,-1.1280553340911865,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.075309,-1.598191261291504,False
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.3739208,-0.22032427787780762,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.9380574,-0.8900974988937378,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.1677407,-1.9484670162200928,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.3456181,-0.6411329507827759,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.6660314,0.29265421628952026,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.7333624,-0.8194694519042969,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.32461327,-0.7304072380065918,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.7634172,-1.8126270771026611,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.03730211,-2.4325997829437256,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,3.4428697,-0.28253424167633057,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.7365575,-0.48813557624816895,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,0.8301734,-1.1087419986724854,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.12210668,-3.124420642852783,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.0658948,-1.1051487922668457,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,16.26521,0.7072497606277466,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.46061322,-0.7262246608734131,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.33038884,-0.2608071565628052,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.5985813,-0.06582272052764893,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.9501138,-1.4752516746520996,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.70092654,-1.258815050125122,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.32222185,-0.19431936740875244,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.6430833,-0.34679532051086426,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.153168,-3.921867847442627,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,3.9605687,-4.160400390625,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.81835383,-0.02104771137237549,False
