gene_names,scores
Slc3a2,26.5
Esm1,25.809999465942383
Tnfrsf1b,25.15999984741211
Fntb,24.030000686645508
Rel,23.3700008392334
Mcm7,23.260000228881836
Ms4a6b,22.8799991607666
Icos,22.559999465942383
Bcl2a1d,22.260000228881836
Ccnl1,22.010000228881836
Klrg1,22.0
Xrn2,21.469999313354492
Nasp,20.43000030517578
Ptpn11,20.3799991607666
1700025G04Rik,20.360000610351562
Hif1a,20.040000915527344
Nsd2,19.6299991607666
Furin,19.510000228881836
Hip1r,19.440000534057617
Galnt3,19.049999237060547
Rgcc,18.75
Ifrd1,18.139999389648438
Rgs16,17.399999618530273
Ncapg2,17.079999923706055
Ddx5,16.829999923706055
Rbbp4,16.799999237060547
Plek,16.209999084472656
Pdcd1,15.8100004196167
Adora2a,15.550000190734863
Casp3,15.430000305175781
Pmaip1,15.050000190734863
Grap2,14.979999542236328
P4hb,14.960000038146973
Emb,14.960000038146973
Eri1,14.869999885559082
Hnrnpu,14.760000228881836
Azin1,14.550000190734863
Klrd1,14.539999961853027
Mrpl15,14.529999732971191
Crtam,14.5
Prf1,14.380000114440918
Baz1b,14.180000305175781
Nxt1,13.949999809265137
Eif3c,13.930000305175781
Kpnb1,13.920000076293945
Crybg3,13.680000305175781
Oas1a,13.670000076293945
Tfdp1,13.640000343322754
Khsrp,13.569999694824219
Tnf,13.3100004196167
Ctla4,13.300000190734863
Fam162a,13.210000038146973
Ctps,13.199999809265137
Ebna1bp2,13.109999656677246
Pcna,13.109999656677246
Ptpn6,13.079999923706055
Usp1,13.0600004196167
Senp7,13.039999961853027
Rgs1,13.029999732971191
Irak3,12.649999618530273
Snrpd1,12.59000015258789
Uba2,12.550000190734863
Nelfe,12.460000038146973
Ifi214,12.40999984741211
Hacd3,12.260000228881836
Ska3,12.010000228881836
Elovl6,11.869999885559082
Tbx21,11.640000343322754
Rfc1,11.579999923706055
Sp100,11.510000228881836
Ttc39b,11.390000343322754
Ms4a4c,11.390000343322754
Naa50,11.289999961853027
Nde1,11.229999542236328
Gins1,11.130000114440918
Hnrnpd,11.010000228881836
Pole,11.0
Nars,10.800000190734863
Cbx5,10.670000076293945
Mrpl28,10.630000114440918
Slbp,10.619999885559082
Tnfrsf9,10.489999771118164
Snrpb,10.390000343322754
Gem,10.279999732971191
Smchd1,10.220000267028809
Wdhd1,10.170000076293945
Atp2b4,10.140000343322754
Lman1,10.140000343322754
Eif2ak2,10.109999656677246
Dck,10.069999694824219
Map4k4,9.989999771118164
Haus6,9.970000267028809
Slc43a2,9.949999809265137
Ssrp1,9.819999694824219
Snrpa1,9.8100004196167
Asf1b,9.779999732971191
Srsf2,9.739999771118164
Prex1,9.640000343322754
Tbc1d2,9.609999656677246
Dhfr,9.569999694824219
Ppm1g,9.529999732971191
Ttc3,9.449999809265137
Ikzf3,9.369999885559082
