gene_names,scores
Hdhd5,75.69999694824219
Tmem71,71.69000244140625
Ctla4,54.0099983215332
Calm3,50.099998474121094
Car5b,45.56999969482422
Prex1,44.470001220703125
Top2b,42.34000015258789
Cmah,42.33000183105469
Psmd14,42.209999084472656
Batf,40.83000183105469
Serpinb6b,40.77000045776367
Smc1a,39.790000915527344
Ddx58,38.59000015258789
Itgb1,36.540000915527344
Nars,36.099998474121094
Fmr1,34.25
Sub1,32.45000076293945
As3mt,31.06999969482422
Gna15,30.030000686645508
Etfb,28.5
Fam169b,28.329999923706055
Naa50,27.56999969482422
Arhgap30,26.8799991607666
Cxcr6,26.31999969482422
Ahnak,25.329999923706055
Crybg1,25.280000686645508
Gem,24.799999237060547
Parp14,24.290000915527344
Nasp,23.049999237060547
Nsd1,23.030000686645508
Klrk1,22.860000610351562
Mcm6,22.65999984741211
Anp32e,22.420000076293945
S100a6,22.3799991607666
Rpa1,21.6299991607666
Plek,21.479999542236328
Epsti1,21.219999313354492
Fam129a,20.68000030517578
Emb,20.350000381469727
Bhlhe40,20.350000381469727
Hnrnpd,20.1299991607666
Serpinb9,19.690000534057617
Ifi214,19.65999984741211
Tcp11l2,19.389999389648438
Rilpl2,18.989999771118164
Ifi213,18.530000686645508
Setd7,17.329999923706055
Arhgef18,17.0
Sytl2,16.760000228881836
Acot7,16.56999969482422
Trdc,16.5
Satb1,16.350000381469727
Atad5,16.34000015258789
Slc20a1,16.219999313354492
Ncapd3,15.850000381469727
Stat2,15.479999542236328
Ddx60,15.4399995803833
Bcl2a1d,15.430000305175781
Klrd1,15.270000457763672
Hdlbp,14.920000076293945
Arl5c,14.869999885559082
Sidt1,14.3100004196167
Cdt1,14.010000228881836
Mrps28,13.979999542236328
Sp100,13.5600004196167
Il21r,13.119999885559082
Dgka,12.970000267028809
Samhd1,12.869999885559082
Golim4,12.6899995803833
Fam49a,12.210000038146973
Lpgat1,12.069999694824219
Slamf6,11.529999732971191
Jmy,11.470000267028809
Rbbp7,11.369999885559082
Ifngr1,11.069999694824219
Ccdc50,10.720000267028809
Odc1,10.220000267028809
Itgax,10.119999885559082
Chsy1,9.869999885559082
Diaph1,9.819999694824219
Neurl3,9.670000076293945
Baz1b,9.489999771118164
H2az2,8.90999984741211
Tnfrsf1b,8.670000076293945
Tcerg1,8.5600004196167
Dusp10,7.849999904632568
Trps1,7.639999866485596
Cdk6,7.309999942779541
Gzmk,7.059999942779541
Itgb2,6.980000019073486
Snrpd1,6.699999809265137
Ppm1h,6.480000019073486
Ilf2,6.360000133514404
Id2,6.210000038146973
Sept11,6.199999809265137
Hip1,6.199999809265137
Ccnl1,6.199999809265137
Rab27a,6.190000057220459
Zfp36l1,5.679999828338623
Chd3,5.039999961853027
Lef1,4.96999979019165
Topbp1,4.880000114440918
Tasor,4.769999980926514
Srsf4,4.690000057220459
Dapk2,4.510000228881836
Spcs2,4.119999885559082
Sgk1,4.070000171661377
Prf1,4.050000190734863
Fam117a,4.050000190734863
Ccl4,3.5
Racgap1,3.4200000762939453
Nr4a2,3.2899999618530273
Galnt6,3.1700000762939453
Trbc1,2.759999990463257
Nab1,2.630000114440918
Clint1,2.380000114440918
Bcl2,2.2799999713897705
Ifrd1,1.809999942779541
Pim1,1.649999976158142
Dck,1.6100000143051147
Snx10,0.8999999761581421
Smc4,0.8199999928474426
Ubash3b,0.6200000047683716
Litaf,0.38999998569488525
Kif11,0.25
Canx,0.20999999344348907
Sun1,0.15000000596046448
Anxa2,-0.10000000149011612
Eri1,-0.20000000298023224
Gramd4,-0.23999999463558197
Ddx1,-0.6000000238418579
Wdr76,-0.6399999856948853
Klhl6,-0.7900000214576721
Hip1r,-0.949999988079071
Icos,-0.949999988079071
Il4ra,-0.949999988079071
Map2k3,-1.2200000286102295
Nrp1,-1.4199999570846558
Klre1,-1.9299999475479126
Kmt5b,-2.890000104904175
Hs3st3b1,-2.890000104904175
Apobec2,-3.0399999618530273
Ubap2,-3.5399999618530273
Uhrf2,-3.759999990463257
Gimap6,-4.769999980926514
Retreg1,-4.789999961853027
Stard10,-5.059999942779541
Klrg1,-5.349999904632568
Fosb,-5.53000020980835
St3gal6,-6.130000114440918
Ipcef1,-6.139999866485596
Slc3a2,-6.619999885559082
Ikzf3,-6.980000019073486
Adam19,-7.099999904632568
Ifi209,-7.199999809265137
Il18r1,-7.46999979019165
Itga1,-7.53000020980835
Rnf138,-7.599999904632568
Ptges3,-7.809999942779541
Pfkp,-7.820000171661377
Gimap3,-7.980000019073486
Galnt3,-8.010000228881836
Trappc1,-8.100000381469727
Picalm,-8.140000343322754
Reep5,-8.15999984741211
Rps6ka3,-8.229999542236328
Dnajb11,-8.279999732971191
Stk39,-8.40999984741211
Nod1,-8.539999961853027
Ifng,-8.65999984741211
Tspan32,-9.119999885559082
Rpa2,-9.130000114440918
Ptpn6,-9.220000267028809
Spn,-9.449999809265137
Prpf40a,-9.539999961853027
H2bc4,-9.649999618530273
Stt3a,-9.729999542236328
Rora,-9.930000305175781
Plac8,-10.020000457763672
Sorl1,-10.09000015258789
Gpr183,-10.180000305175781
Ablim1,-10.210000038146973
Supt16,-10.460000038146973
Acsbg1,-10.880000114440918
Evl,-10.920000076293945
Fam102a,-11.3100004196167
Lyst,-11.40999984741211
Ms4a6b,-11.449999809265137
Irf4,-11.520000457763672
Tanc1,-11.59000015258789
Cx3cr1,-11.739999771118164
Rap1gap2,-11.859999656677246
Kdm6b,-12.109999656677246
Tbx21,-12.220000267028809
Crlf3,-12.380000114440918
Rgcc,-12.390000343322754
Osbpl3,-12.729999542236328
Stk10,-12.770000457763672
Pja2,-12.789999961853027
Hk2,-12.899999618530273
Cd6,-13.199999809265137
Ttc39c,-13.319999694824219
Rasa3,-13.350000381469727
Pde7a,-13.40999984741211
Akap8l,-13.609999656677246
Iqgap2,-14.460000038146973
Snrpb,-14.529999732971191
Mndal,-14.539999961853027
Zmiz1,-15.329999923706055
Gnai2,-15.5
Blm,-15.600000381469727
Arl6ip1,-15.800000190734863
Rere,-16.049999237060547
Dusp5,-16.239999771118164
Tox,-16.399999618530273
Tecpr1,-16.8700008392334
Crybg3,-17.030000686645508
Tut4,-17.65999984741211
Xrn2,-17.809999465942383
Pycard,-18.059999465942383
Itgal,-18.229999542236328
Ifi206,-18.469999313354492
1700025G04Rik,-18.979999542236328
Ccr2,-19.020000457763672
Dhx9,-19.09000015258789
Itga4,-19.420000076293945
Ddx5,-19.639999389648438
Cdk19,-20.329999923706055
Ttc39b,-20.559999465942383
Foxo3,-20.670000076293945
Pik3r1,-20.809999465942383
L3mbtl3,-20.8700008392334
Lrp6,-21.010000228881836
Cblb,-21.030000686645508
Cd5,-21.239999771118164
Glipr1,-21.43000030517578
Gimap8,-21.729999542236328
Parp9,-21.739999771118164
Nsd2,-21.860000610351562
Srsf5,-21.979999542236328
Tnrc6c,-22.010000228881836
Pou6f1,-22.25
Atp2b1,-23.170000076293945
Rel,-23.260000228881836
Map3k8,-23.6200008392334
Tgfbr2,-23.6299991607666
Dock2,-23.690000534057617
Fcgr2b,-23.889999389648438
Cwc15,-23.979999542236328
Kdm7a,-25.040000915527344
Adap1,-25.190000534057617
Fosl2,-25.200000762939453
Jak1,-25.610000610351562
Smchd1,-25.8799991607666
Rrm1,-26.1200008392334
Tnrc6b,-26.40999984741211
Trim12c,-26.450000762939453
Plekha6,-26.8700008392334
Esm1,-26.93000030517578
Kdm5b,-27.059999465942383
Cd86,-27.1200008392334
Zeb2,-27.149999618530273
Hsd17b12,-27.239999771118164
Klrc2,-27.329999923706055
Smpdl3b,-27.360000610351562
Atad2,-28.530000686645508
Nup155,-28.81999969482422
Klrc1,-28.959999084472656
Txk,-30.290000915527344
Ttc3,-30.489999771118164
Ugcg,-30.90999984741211
Klf3,-31.139999389648438
Cd47,-31.84000015258789
Tmpo,-31.8700008392334
Pitpnm2,-31.959999084472656
Rab8b,-32.619998931884766
G3bp1,-32.810001373291016
Znrf1,-32.849998474121094
Arhgef3,-33.08000183105469
Fam107b,-34.150001525878906
Fasl,-34.20000076293945
Pxylp1,-35.209999084472656
Fyn,-36.689998626708984
Tnfrsf9,-37.63999938964844
Prkd2,-37.720001220703125
Ikzf2,-37.720001220703125
Ccnd2,-38.65999984741211
Kif1b,-39.5099983215332
Eif2s2,-40.060001373291016
Ppp1r12a,-40.7400016784668
Il18rap,-41.689998626708984
Rbbp8,-42.220001220703125
Rnf213,-43.91999816894531
Ighm,-45.2400016784668
Fyb,-45.34000015258789
Il6st,-46.75
Arl6ip5,-46.88999938964844
Emp1,-46.970001220703125
Rap1b,-53.34000015258789
Arntl,-54.290000915527344
Arap2,-54.33000183105469
Hmgb2,-56.970001220703125
