gene_names,scores
Gzmk,33.2400016784668
Esm1,31.649999618530273
Klrg1,29.530000686645508
Pkm,28.93000030517578
Grap2,22.920000076293945
Ugcg,22.75
Rsu1,22.110000610351562
1700025G04Rik,21.790000915527344
Sgk1,21.68000030517578
Ncald,21.479999542236328
Picalm,20.510000228881836
Wdr95,20.200000762939453
Cdc34,19.600000381469727
Borcs7,19.239999771118164
Gas7,19.18000030517578
Smad3,19.15999984741211
Ralgps2,18.3700008392334
Jak1,18.06999969482422
Iqgap2,17.989999771118164
Klf3,17.889999389648438
Il21r,17.09000015258789
Lair1,16.93000030517578
Smpdl3b,16.700000762939453
Rgs1,16.3700008392334
Sidt1,16.219999313354492
Txk,15.9399995803833
Itgb2,15.800000190734863
Abcb1a,15.640000343322754
St3gal4,15.569999694824219
Nedd4l,15.470000267028809
Plac8,15.220000267028809
Rap1b,15.079999923706055
Rap1gap2,15.039999961853027
Pycard,14.84000015258789
Eya2,14.569999694824219
Ccr2,14.5600004196167
Ms4a4c,14.479999542236328
Abcg3,14.470000267028809
Slco3a1,14.460000038146973
Gbp3,14.40999984741211
Atp8b4,14.319999694824219
Ctla2a,14.100000381469727
Cd47,14.079999923706055
Slc12a7,14.029999732971191
Cdc20b,13.819999694824219
Klf6,13.789999961853027
Ldlr,13.65999984741211
Mdh1,13.520000457763672
Card11,13.4399995803833
Rps6ka3,13.430000305175781
Tanc1,13.369999885559082
Mgat4a,13.369999885559082
Zmiz1,13.350000381469727
Zeb2,13.210000038146973
Fos,13.119999885559082
Tnf,12.9399995803833
Cmtm7,12.829999923706055
Galnt10,12.819999694824219
Arsb,12.75
Fam241a,12.470000267028809
Depdc1b,12.220000267028809
Art2b,12.149999618530273
Dnajc15,12.140000343322754
Lck,11.960000038146973
Ddx39,11.869999885559082
Epas1,11.699999809265137
Glipr1,11.550000190734863
Gramd3,11.520000457763672
Itgax,11.5
Fasl,11.5
Atp1b3,11.449999809265137
Srebf2,11.449999809265137
Pik3r1,11.210000038146973
Epsti1,11.1899995803833
Acss2,11.050000190734863
Hsph1,10.930000305175781
Cerk,10.859999656677246
Gsap,10.8100004196167
Lrp6,10.75
Myo1f,10.569999694824219
Usp48,10.550000190734863
Zdhhc20,10.539999961853027
Atp2a3,10.40999984741211
Klrk1,10.350000381469727
Agfg2,10.260000228881836
Ms4a6b,10.1899995803833
Phf21a,10.029999732971191
Anxa1,9.920000076293945
Nod1,9.90999984741211
Psmb2,9.619999885559082
Dnah8,9.539999961853027
Rnf138,9.359999656677246
Grap,9.350000381469727
S1pr1,9.270000457763672
Spcs2,9.170000076293945
Hdhd5,9.0
Btg2,8.819999694824219
Poc1a,8.619999885559082
Slc35b1,8.539999961853027
Tm6sf1,8.449999809265137
Mettl8,8.380000114440918
Acsbg1,8.25
Tbc1d2,8.180000305175781
Sytl2,8.119999885559082
Xrn2,7.920000076293945
Ifi209,7.920000076293945
