gene_names,scores
Uhrf2,7.989999771118164
Il18r1,7.570000171661377
Fam169b,6.429999828338623
Ikzf2,6.039999961853027
Fam241a,5.949999809265137
Arhgap30,5.920000076293945
Canx,5.849999904632568
Dnajc2,5.670000076293945
Paxip1,5.639999866485596
Kmt5b,5.510000228881836
Phf11c,5.329999923706055
Cblb,5.329999923706055
Ighm,5.320000171661377
Ncald,5.260000228881836
Lyst,5.010000228881836
Epas1,4.96999979019165
Pim2,4.809999942779541
Emb,4.510000228881836
Chaf1b,4.349999904632568
Naa50,4.28000020980835
Il6st,4.28000020980835
Tox,4.260000228881836
Arl5c,4.260000228881836
Mcm8,4.159999847412109
Trim12c,4.150000095367432
Ifi213,4.110000133514404
Skp2,4.070000171661377
Foxo3,4.019999980926514
Mcm10,4.0
Dnajb11,3.8499999046325684
Cdc7,3.8299999237060547
Slamf6,3.7699999809265137
Klrc1,3.6700000762939453
Ube2b,3.640000104904175
Gldc,3.619999885559082
Fam107b,3.5199999809265137
Emp1,3.4800000190734863
Rfc3,3.4700000286102295
Ebna1bp2,3.390000104904175
Ddx1,3.390000104904175
Plac8,3.2899999618530273
Cct4,3.259999990463257
Slc43a3,3.25
Sema7a,3.190000057220459
Retreg1,3.0999999046325684
Mtbp,3.069999933242798
Cep89,3.0399999618530273
Il21r,3.0199999809265137
Tdp2,3.009999990463257
Kdm6b,3.0
Yars,2.9600000381469727
Ptges3,2.940000057220459
Rab8b,2.940000057220459
Usp28,2.9200000762939453
Pdia6,2.9000000953674316
Cd9,2.880000114440918
Ccr9,2.869999885559082
Sesn3,2.859999895095825
Golt1b,2.8499999046325684
Rora,2.799999952316284
Dkc1,2.690000057220459
Akap8l,2.6600000858306885
Rpf2,2.6600000858306885
Trim12a,2.6500000953674316
Ctss,2.619999885559082
Bcat1,2.619999885559082
Lef1,2.609999895095825
Fancm,2.5799999237060547
BC035044,2.559999942779541
Slc35b1,2.5299999713897705
Rgs1,2.5199999809265137
Dscc1,2.4700000286102295
Gins3,2.440000057220459
Snx10,2.440000057220459
St3gal6,2.4200000762939453
Casp8ap2,2.4200000762939453
Bcl2,2.4000000953674316
Fen1,2.4000000953674316
Flnb,2.369999885559082
Ikbke,2.359999895095825
Klf13,2.2799999713897705
Parp14,2.2799999713897705
Ifi206,2.2799999713897705
Cmtm7,2.2699999809265137
Hells,2.259999990463257
Cxcr6,2.25
Cdc6,2.240000009536743
Atp2b4,2.2300000190734863
Itga4,2.2200000286102295
Plxdc2,2.180000066757202
Eif2s2,2.1600000858306885
Nlrc3,2.1600000858306885
Pde7a,2.140000104904175
Ttc39c,2.0999999046325684
Slc28a2,2.0999999046325684
Mettl8,2.0899999141693115
Timm9,2.0899999141693115
Mdfic,2.0799999237060547
Stat2,2.0799999237060547
Gimap8,2.069999933242798
Chaf1a,2.059999942779541
Arl14ep,2.0399999618530273
Znrf1,2.0299999713897705
Ubash3a,2.0199999809265137
Id2,2.009999990463257
E2f3,1.9600000381469727
Tecpr1,1.9299999475479126
Cenps,1.8899999856948853
Fosb,1.8799999952316284
Ccne1,1.8799999952316284
Gramd4,1.8700000047683716
Fyb,1.8700000047683716
Timeless,1.8600000143051147
Dock2,1.8300000429153442
Umps,1.7899999618530273
Cenpu,1.7200000286102295
Mga,1.7100000381469727
Tssc4,1.690000057220459
Srsf4,1.6799999475479126
Zwilch,1.6799999475479126
Mthfd2,1.6699999570846558
Exo1,1.659999966621399
Erh,1.659999966621399
Fam117a,1.6399999856948853
Bicdl1,1.6399999856948853
Ddx24,1.6399999856948853
Gins1,1.5700000524520874
Reep5,1.5399999618530273
BC030867,1.5399999618530273
Acsbg1,1.5299999713897705
Haus6,1.4900000095367432
Arntl,1.4700000286102295
Rnf168,1.4500000476837158
Pik3r1,1.4199999570846558
Pim1,1.4199999570846558
Ifi203,1.4199999570846558
Rnaseh2b,1.3899999856948853
Psmc1,1.3899999856948853
Cops3,1.3600000143051147
Gpr183,1.350000023841858
Rad51ap1,1.3300000429153442
Cdt1,1.2999999523162842
Rpa2,1.2999999523162842
Eif3b,1.2899999618530273
Crtam,1.2899999618530273
Ppp1r8,1.2899999618530273
Msh6,1.2799999713897705
Dtl,1.2400000095367432
Ints7,1.2200000286102295
Eea1,1.2100000381469727
Pxylp1,1.2100000381469727
Zc3h15,1.2100000381469727
Mcm6,1.1799999475479126
Phf19,1.159999966621399
Esco2,1.1399999856948853
Cdkn1a,1.1100000143051147
Uchl5,1.100000023841858
Eif2s1,1.100000023841858
Trip13,1.100000023841858
Ifi209,1.100000023841858
Mrpl15,1.090000033378601
Cenpk,1.090000033378601
Klrc2,1.0800000429153442
Rangap1,1.0800000429153442
Rbms1,1.0700000524520874
Ube2h,1.0700000524520874
Ulbp1,1.059999942779541
Syne1,1.0499999523162842
Il18rap,1.0499999523162842
Metap2,1.0399999618530273
Tgfbr2,1.0199999809265137
Mastl,1.0099999904632568
Ckap2,1.0099999904632568
Hnrnpr,1.0
Cd6,1.0
Rasa1,0.9800000190734863
Crlf3,0.9700000286102295
Dusp10,0.9700000286102295
Eef1g,0.9599999785423279
Bspry,0.949999988079071
Prkd2,0.949999988079071
Depdc1a,0.949999988079071
G3bp1,0.9200000166893005
Ipcef1,0.9100000262260437
Pold3,0.8999999761581421
Dgkh,0.8999999761581421
Gpatch4,0.8899999856948853
Tasor,0.8799999952316284
Stk24,0.8799999952316284
Rab27a,0.8399999737739563
Fam49a,0.8399999737739563
Rad51,0.8399999737739563
Ikbkb,0.8199999928474426
Hdac4,0.8100000023841858
Tipin,0.800000011920929
Brca2,0.7799999713897705
Racgap1,0.7699999809265137
Lin9,0.7699999809265137
Pole2,0.7300000190734863
Ndc1,0.699999988079071
Mndal,0.6899999976158142
Sun1,0.6700000166893005
Hmmr,0.6600000262260437
Trappc1,0.6499999761581421
Ncaph2,0.6399999856948853
Galnt6,0.6299999952316284
Hk2,0.6200000047683716
Evl,0.5899999737739563
Mcm3,0.5799999833106995
Thoc2l,0.5699999928474426
Taf15,0.5600000023841858
Map3k8,0.550000011920929
Nucks1,0.550000011920929
Brca1,0.550000011920929
Pola2,0.550000011920929
Melk,0.5400000214576721
Ccdc82,0.5400000214576721
Ccne2,0.5299999713897705
Meaf6,0.5199999809265137
Cgas,0.5199999809265137
Dsn1,0.5099999904632568
Ppat,0.5
Tbc1d31,0.49000000953674316
Hp1bp3,0.47999998927116394
Ttf2,0.47999998927116394
Tmem71,0.46000000834465027
Mpp6,0.46000000834465027
Ipo7,0.44999998807907104
Atad5,0.44999998807907104
Mdm1,0.4300000071525574
Arhgef3,0.4300000071525574
St13,0.4300000071525574
Mmd,0.41999998688697815
Cenpn,0.41999998688697815
Rps6ka3,0.38999998569488525
Kdm7a,0.3799999952316284
Ugcg,0.3700000047683716
Neurl3,0.3700000047683716
Tbcel,0.3700000047683716
Trdc,0.3499999940395355
Naf1,0.3400000035762787
Rnf138,0.3400000035762787
Trps1,0.3199999928474426
Tpm3,0.3100000023841858
Pus7,0.30000001192092896
Ipo5,0.28999999165534973
Mthfd1,0.2800000011920929
Dennd1c,0.25999999046325684
Arhgef18,0.23999999463558197
Lamc1,0.23999999463558197
Sass6,0.23999999463558197
Txk,0.23000000417232513
Eme1,0.23000000417232513
Shmt1,0.2199999988079071
Rnf216,0.2199999988079071
Nsl1,0.20000000298023224
Abce1,0.17000000178813934
Ccdc50,0.1599999964237213
Eif1ax,0.1599999964237213
Ski,0.1599999964237213
Dapk2,0.14000000059604645
Cep55,0.14000000059604645
Dusp5,0.14000000059604645
Cip2a,0.10999999940395355
Aunip,0.10000000149011612
Jmy,0.09000000357627869
Orc6,0.09000000357627869
Furin,0.07999999821186066
Aspm,0.07999999821186066
Plscr1,0.05999999865889549
Ctps,0.05999999865889549
Tut4,0.05000000074505806
Itgb2,0.05000000074505806
Dgka,0.05000000074505806
Stard10,0.03999999910593033
Nab1,0.029999999329447746
Hdhd5,0.029999999329447746
Wdr12,0.019999999552965164
Ehd4,0.019999999552965164
Blmh,-0.019999999552965164
Kifc1,-0.029999999329447746
Cdk6,-0.05000000074505806
Pbdc1,-0.05999999865889549
Atp5a1,-0.07000000029802322
Cwc15,-0.09000000357627869
L3mbtl3,-0.11999999731779099
H2az2,-0.11999999731779099
Myb,-0.12999999523162842
Chek1,-0.14000000059604645
Cd86,-0.15000000596046448
Asap1,-0.1599999964237213
Lpgat1,-0.1599999964237213
Tanc1,-0.1899999976158142
Cdc25a,-0.2199999988079071
Trbc1,-0.2199999988079071
Picalm,-0.2199999988079071
Crybg1,-0.23999999463558197
Ube2e3,-0.23999999463558197
Gmps,-0.25
Stil,-0.25999999046325684
Alg8,-0.28999999165534973
Gins2,-0.30000001192092896
Itgb1,-0.30000001192092896
Phf11b,-0.3100000023841858
Hsph1,-0.3100000023841858
Hip1r,-0.3100000023841858
Clint1,-0.3199999928474426
Stt3a,-0.33000001311302185
Dpp4,-0.3400000035762787
Shcbp1,-0.36000001430511475
Rpp30,-0.36000001430511475
Gzmk,-0.3799999952316284
Ablim1,-0.3799999952316284
Utp20,-0.38999998569488525
Cdc25c,-0.4000000059604645
Sf3b6,-0.4000000059604645
Rsrp1,-0.41999998688697815
Zmynd11,-0.41999998688697815
Mad2l1,-0.4300000071525574
Itpr2,-0.4399999976158142
Ybx3,-0.46000000834465027
Caprin1,-0.4699999988079071
Psat1,-0.47999998927116394
Xpo1,-0.47999998927116394
Kpna3,-0.49000000953674316
Zfp36l1,-0.5
Psmd14,-0.5
Rasa3,-0.5199999809265137
Wdr95,-0.5199999809265137
Card11,-0.5299999713897705
Gbp8,-0.5299999713897705
Ttc39b,-0.5299999713897705
Ttc27,-0.5400000214576721
BC055324,-0.5400000214576721
Eif3c,-0.550000011920929
Foxm1,-0.550000011920929
Arsb,-0.5600000023841858
Suz12,-0.5600000023841858
Ppih,-0.5699999928474426
Fam83d,-0.5699999928474426
Cfap20,-0.5799999833106995
Wdhd1,-0.5899999737739563
Agpat4,-0.5899999737739563
Nr4a2,-0.5899999737739563
Rabac1,-0.6000000238418579
Mboat1,-0.6100000143051147
Gnl3,-0.6200000047683716
Dck,-0.6299999952316284
Klrk1,-0.6399999856948853
Trim30a,-0.6399999856948853
Ccl4,-0.6499999761581421
Ctc1,-0.6499999761581421
Il4ra,-0.6600000262260437
Klrd1,-0.6600000262260437
Pmaip1,-0.6600000262260437
Mtfr2,-0.6899999976158142
Hjurp,-0.699999988079071
Gna15,-0.7099999785423279
Calm3,-0.7200000286102295
Pa2g4,-0.7300000190734863
Serpinb9,-0.7300000190734863
Hras,-0.7300000190734863
Tnrc6b,-0.7400000095367432
Sept11,-0.7400000095367432
Tacc3,-0.75
Litaf,-0.7799999713897705
Neil3,-0.7799999713897705
Nap1l1,-0.7799999713897705
Dna2,-0.7900000214576721
Arap2,-0.7900000214576721
Prmt1,-0.8100000023841858
Hspa14,-0.8199999928474426
Rad51c,-0.8299999833106995
Cenpl,-0.8399999737739563
Kif20b,-0.8600000143051147
Rel,-0.8600000143051147
Stk39,-0.8600000143051147
Siah1b,-0.8700000047683716
Rfc2,-0.8799999952316284
Ralgps2,-0.9100000262260437
Nde1,-0.9200000166893005
Apobec2,-0.9300000071525574
Cenpf,-0.949999988079071
Topbp1,-0.9700000286102295
Odc1,-0.9900000095367432
Skp1a,-0.9900000095367432
Bub1,-1.0
Kpnb1,-1.0
Daxx,-1.0099999904632568
Crtc3,-1.0399999618530273
Haus5,-1.0499999523162842
Mbd4,-1.0499999523162842
Dlgap5,-1.0499999523162842
Dhfr,-1.059999942779541
Kif14,-1.059999942779541
E2f2,-1.059999942779541
Gnai2,-1.059999942779541
Gart,-1.0700000524520874
Pcmt1,-1.0800000429153442
Ska1,-1.090000033378601
Knl1,-1.100000023841858
Bard1,-1.100000023841858
Fam162a,-1.100000023841858
Myo1f,-1.100000023841858
Ctla4,-1.1200000047683716
Nudc,-1.1200000047683716
Cenpi,-1.1299999952316284
Ect2,-1.1399999856948853
S100a6,-1.1399999856948853
Prpf40a,-1.149999976158142
Fam129a,-1.159999966621399
Crim1,-1.159999966621399
Kif22,-1.159999966621399
Cdca8,-1.190000057220459
Efr3a,-1.190000057220459
Pou6f1,-1.2000000476837158
Fam53b,-1.2000000476837158
Hpf1,-1.2100000381469727
Anxa2,-1.2100000381469727
Odf2,-1.2200000286102295
Dusp4,-1.2200000286102295
Rap1gap2,-1.2200000286102295
Slc20a1,-1.2400000095367432
Nup133,-1.2699999809265137
Srsf10,-1.2699999809265137
Kif4,-1.2699999809265137
Kif15,-1.309999942779541
Ttc3,-1.309999942779541
Pik3ap1,-1.3200000524520874
Plk1,-1.3200000524520874
Stmn1,-1.3200000524520874
Tmpo,-1.3300000429153442
Ckap2l,-1.340000033378601
Cenpp,-1.340000033378601
Cenph,-1.340000033378601
Bub1b,-1.350000023841858
Nuf2,-1.3700000047683716
Tspan32,-1.3799999952316284
Rap1b,-1.399999976158142
Cd2ap,-1.409999966621399
Arhgap11a,-1.409999966621399
Tcp1,-1.4299999475479126
Parp9,-1.440000057220459
Ncapd2,-1.4500000476837158
Casp3,-1.4500000476837158
Chsy1,-1.4500000476837158
Atp2b1,-1.4600000381469727
Parpbp,-1.4600000381469727
Etfb,-1.4800000190734863
Cenpe,-1.4900000095367432
Anln,-1.5
Nbn,-1.5
Ncapg,-1.5099999904632568
Naa40,-1.5499999523162842
Blm,-1.5499999523162842
Eif2ak2,-1.559999942779541
Sidt1,-1.559999942779541
Itgal,-1.559999942779541
Mcm5,-1.5800000429153442
Spdl1,-1.5800000429153442
Spag5,-1.6100000143051147
Ncapg2,-1.6200000047683716
E2f7,-1.6399999856948853
Ttk,-1.6399999856948853
Fam3c,-1.6699999570846558
Plk4,-1.6699999570846558
Rbl1,-1.6699999570846558
Traf3ip3,-1.6799999475479126
Samhd1,-1.6799999475479126
Kif23,-1.6799999475479126
Actn1,-1.7300000190734863
H2bc4,-1.7300000190734863
Ppm1h,-1.75
Tpx2,-1.75
Lax1,-1.7599999904632568
Hnrnpd,-1.7599999904632568
E2f1,-1.7899999618530273
Pask,-1.7899999618530273
E2f8,-1.7999999523162842
Abcg1,-1.7999999523162842
Kif18b,-1.809999942779541
Sytl2,-1.809999942779541
Uck2,-1.809999942779541
Cct5,-1.8300000429153442
Ifngr1,-1.8300000429153442
Kifc5b,-1.840000033378601
Mrpl20,-1.8600000143051147
Il10ra,-1.8600000143051147
Ska2,-1.8899999856948853
Nusap1,-1.8899999856948853
Uba2,-1.899999976158142
Map4k4,-1.899999976158142
Eif3j1,-1.899999976158142
Smc3,-1.909999966621399
Uhrf1,-1.9199999570846558
Klf3,-1.9299999475479126
Lig1,-1.9299999475479126
Psmd11,-1.9600000381469727
Agfg2,-1.9600000381469727
Cdc45,-1.9600000381469727
Car5b,-1.9600000381469727
Stk4,-1.9900000095367432
Nup107,-2.0
Ubash3b,-2.0
Il2ra,-2.0299999713897705
Arl6ip5,-2.0299999713897705
Jak1,-2.0399999618530273
Epsti1,-2.049999952316284
Mis18bp1,-2.059999942779541
Serf1,-2.069999933242798
Diaph1,-2.069999933242798
Arl6ip1,-2.069999933242798
Rere,-2.0799999237060547
Rad54b,-2.0899999141693115
Ptpn6,-2.0999999046325684
Tcerg1,-2.130000114440918
Asf1b,-2.1500000953674316
Ctla2a,-2.1500000953674316
Zeb2,-2.1600000858306885
Pclaf,-2.1700000762939453
Clspn,-2.180000066757202
Irak3,-2.180000066757202
Chek2,-2.190000057220459
Polr2f,-2.190000057220459
Rbbp8,-2.2200000286102295
Ccnf,-2.2300000190734863
Nars,-2.2300000190734863
Ddx39,-2.2300000190734863
Top2a,-2.240000009536743
Ppm1g,-2.259999990463257
Lman1,-2.2699999809265137
Map2k3,-2.2799999713897705
Ndc80,-2.2899999618530273
