gene_names,scores
Pcmt1,13.869999885559082
Ifrd1,10.0600004196167
Rbbp8,9.880000114440918
Zfp395,9.869999885559082
Rgcc,9.84000015258789
Ybx3,7.940000057220459
Thoc2l,7.050000190734863
Tnfrsf1b,6.070000171661377
U2surp,5.920000076293945
Adk,5.769999980926514
Srsf10,5.679999828338623
Nr4a2,5.480000019073486
Il6st,5.360000133514404
Neil3,5.320000171661377
Usp28,5.25
Icos,4.840000152587891
Pfkp,4.75
Gem,4.739999771118164
Ddx5,4.679999828338623
Srsf5,4.679999828338623
Galnt10,4.650000095367432
Dhx9,4.53000020980835
Pfdn4,4.5
Ccnl1,4.300000190734863
Slc43a2,4.239999771118164
Sub1,4.210000038146973
Eif2s2,4.059999942779541
E2f3,4.03000020980835
Prag1,3.9700000286102295
Wdr12,3.9000000953674316
Ddx24,3.7899999618530273
Ugcg,3.7699999809265137
Haus6,3.740000009536743
G3bp1,3.7200000286102295
Trim12c,3.680000066757202
Depdc1a,3.6700000762939453
Calm3,3.5399999618530273
Cdk19,3.5
Cwc15,3.430000066757202
Tut4,3.319999933242798
Tasor,3.309999942779541
Slfn1,3.299999952316284
Smchd1,3.2799999713897705
Crlf3,3.2699999809265137
Ube2h,3.25
Fyb,3.25
Gimap3,3.190000057220459
Tnrc6c,3.190000057220459
Gimap6,3.1700000762939453
Slc49a4,3.1600000858306885
Neurl3,3.130000114440918
Gpr183,3.119999885559082
Cd6,3.069999933242798
Fam241a,3.009999990463257
L3mbtl3,2.9800000190734863
Crtc3,2.890000104904175
Txk,2.819999933242798
St13,2.7699999809265137
Il4ra,2.759999990463257
Emb,2.7200000286102295
Tdp2,2.609999895095825
Herc3,2.5799999237060547
Cblb,2.559999942779541
Ezh2,2.490000009536743
Ifngr1,2.4000000953674316
Cnr2,2.4000000953674316
Hmgb2,2.3499999046325684
Slamf6,2.309999942779541
Ccdc18,2.299999952316284
Ube2b,2.200000047683716
Rnf138,2.1500000953674316
Zeb2,2.1500000953674316
Tnrc6b,2.0899999141693115
Anp32e,2.0399999618530273
Oas1a,1.9299999475479126
Batf,1.8799999952316284
Fyn,1.8799999952316284
Ddx60,1.7799999713897705
Rab3ip,1.6799999475479126
Il18r1,1.6799999475479126
Rad21,1.6399999856948853
Itga4,1.6200000047683716
