gene_names,scores
Mfhas1,33.63999938964844
Tox,32.86000061035156
Mmp16,32.209999084472656
Gldc,31.1299991607666
Nrp1,29.809999465942383
Uhrf2,27.93000030517578
Pdcd1,27.850000381469727
Ptpn11,26.790000915527344
Prkca,25.40999984741211
Mmd,25.139999389648438
Ccdc50,24.989999771118164
Trps1,24.639999389648438
Lclat1,24.3799991607666
Stk39,23.350000381469727
Ighm,23.209999084472656
Cblb,22.690000534057617
Eea1,22.43000030517578
Myo1e,21.959999084472656
Pecam1,21.860000610351562
Il1rl1,21.520000457763672
Alcam,21.469999313354492
Fam3c,21.329999923706055
Cd80,21.280000686645508
Sms,20.139999389648438
Ciapin1,19.93000030517578
Il18r1,19.790000915527344
Gpr55,19.68000030517578
Msi2,19.610000610351562
Litaf,19.239999771118164
Ctla4,19.100000381469727
Cpd,18.770000457763672
Mdfic,18.719999313354492
Cd9,18.709999084472656
Srgap3,18.030000686645508
Tox2,17.549999237060547
Plscr1,17.290000915527344
Bcl2,17.049999237060547
Rgs16,16.969999313354492
Slc22a15,16.8799991607666
Vax2,16.860000610351562
Arl14ep,16.81999969482422
Tacc2,16.649999618530273
Tjp2,16.6200008392334
Itgb1,16.18000030517578
Nek7,15.960000038146973
Rora,15.6899995803833
Gimap5,15.25
Ptpn6,15.229999542236328
Batf,15.119999885559082
Irak3,15.0600004196167
Prag1,14.930000305175781
Nab1,14.619999885559082
Arap2,14.609999656677246
Spats2,14.149999618530273
Lag3,14.079999923706055
Ptpn13,14.0600004196167
Slamf6,14.029999732971191
Pitpnm2,13.960000038146973
Hif1a,13.90999984741211
Lpgat1,13.850000381469727
Adap1,13.789999961853027
Mpp6,13.710000038146973
Tcerg1,13.569999694824219
Galnt3,13.430000305175781
Dgka,13.399999618530273
Tnfrsf1b,13.289999961853027
Ifih1,13.199999809265137
Clint1,13.140000343322754
Crybg3,13.119999885559082
Irak2,13.079999923706055
Ildr1,13.010000228881836
Cdk6,12.979999542236328
Flnb,12.8100004196167
Plxdc2,12.800000190734863
Trim30a,12.739999771118164
Hip1r,12.720000267028809
Fut8,12.699999809265137
Inpp4b,12.6899995803833
Stk24,12.65999984741211
Ppm1h,12.529999732971191
Pacsin1,12.520000457763672
Dram2,12.390000343322754
Itih5,12.380000114440918
Rab27a,12.25
Cdk14,12.25
Usp3,12.199999809265137
Actn1,12.180000305175781
Trbc1,11.770000457763672
Rexo2,11.6899995803833
Pim2,11.470000267028809
Stx11,11.279999732971191
Rad18,11.239999771118164
Trdc,11.029999732971191
Adora2a,11.020000457763672
Phf11c,11.010000228881836
Adk,10.899999618530273
Siah2,10.829999923706055
Ttc3,10.630000114440918
Nde1,10.4399995803833
Snx9,10.270000457763672
Emb,10.069999694824219
Rasa1,10.029999732971191
Zeb1,10.0
Casp3,9.989999771118164
Slfn8,9.979999542236328
Ppp1r7,9.930000305175781
Rnf216,9.90999984741211
Melk,9.880000114440918
Tnip3,9.600000381469727
Jdp2,9.600000381469727
Caprin1,9.579999923706055
Herc6,9.5600004196167
Rnf213,9.5
Xaf1,9.40999984741211
Bend4,9.300000190734863
Naa40,9.149999618530273
Ttk,9.140000343322754
Themis2,9.140000343322754
Ccnf,9.140000343322754
Uchl5,9.100000381469727
Ccdc18,9.029999732971191
Ifi206,9.029999732971191
Spdl1,9.020000457763672
Rad51ap1,8.9399995803833
Vmn2r96,8.920000076293945
Pml,8.869999885559082
Hnrnpr,8.850000381469727
Rtp4,8.779999732971191
Tnfsf8,8.65999984741211
Knl1,8.65999984741211
Tada2a,8.59000015258789
Nsd1,8.59000015258789
Ccr9,8.579999923706055
Jaml,8.550000190734863
Mthfd1,8.529999732971191
Cd83,8.529999732971191
Chn2,8.4399995803833
Chek2,8.4399995803833
Ttc28,8.4399995803833
Serpinb9,8.380000114440918
Tasor,8.380000114440918
Lrr1,8.350000381469727
Hacd3,8.3100004196167
Polh,8.300000190734863
Trim30d,8.289999961853027
Jpt2,8.25
Usp28,8.1899995803833
Ndufab1,8.15999984741211
Rab8b,8.140000343322754
Cenpk,8.100000381469727
Thap3,8.0600004196167
Ttc39b,8.0
Dut,7.960000038146973
Il4ra,7.960000038146973
Raf1,7.929999828338623
Eif2ak2,7.909999847412109
Abca3,7.889999866485596
Sgo2a,7.869999885559082
Hectd2,7.829999923706055
Bicdl1,7.730000019073486
Syne3,7.699999809265137
Tomm70a,7.610000133514404
Fam102a,7.610000133514404
Cdca2,7.590000152587891
Aff3,7.579999923706055
Retreg1,7.539999961853027
Slc25a13,7.539999961853027
Fam169b,7.539999961853027
Bcl2a1d,7.5
Trim12a,7.480000019073486
Hpf1,7.429999828338623
Cdc25c,7.429999828338623
Gimap8,7.380000114440918
Ak2,7.329999923706055
Rpf2,7.320000171661377
Cbx5,7.289999961853027
Kifc5b,7.260000228881836
Xdh,7.260000228881836
Lyst,7.230000019073486
Ndc80,7.210000038146973
Hsp90b1,7.179999828338623
Agpat4,7.159999847412109
Kif22,7.150000095367432
Arl6ip1,7.099999904632568
Asap1,7.090000152587891
Trim12c,7.070000171661377
Pcgf5,7.070000171661377
Aspm,7.059999942779541
Ifi213,7.010000228881836
Ska2,6.960000038146973
Ndfip1,6.960000038146973
Tcf7,6.909999847412109
Slf1,6.840000152587891
Tmpo,6.829999923706055
Ndrg1,6.809999942779541
Lin9,6.789999961853027
D16Ertd472e,6.78000020980835
Efr3a,6.769999980926514
Ctps,6.769999980926514
Sema7a,6.769999980926514
Wee1,6.75
Gstcd,6.75
Fam110a,6.75
Atf7ip,6.739999771118164
Rbl1,6.739999771118164
Zhx2,6.699999809265137
Canx,6.679999828338623
Mindy3,6.650000095367432
Zc3h6,6.650000095367432
Ssbp2,6.630000114440918
Crtam,6.610000133514404
Rel,6.610000133514404
Cdkn3,6.510000228881836
Ikzf2,6.46999979019165
Fchsd2,6.440000057220459
Polq,6.420000076293945
Camk2d,6.409999847412109
G2e3,6.400000095367432
Sfmbt1,6.400000095367432
Hk2,6.389999866485596
Hip1,6.369999885559082
Pbk,6.360000133514404
Smyd3,6.320000171661377
Sesn3,6.309999942779541
Mre11a,6.309999942779541
Ddx60,6.28000020980835
Kifc1,6.28000020980835
Mndal,6.25
Hjurp,6.239999771118164
Parpbp,6.230000019073486
Nup205,6.230000019073486
Icos,6.210000038146973
Gins3,6.179999828338623
Gimap3,6.150000095367432
Cd86,6.119999885559082
Pacs1,6.110000133514404
Ddx58,6.079999923706055
Shmt1,6.010000228881836
Ddias,5.960000038146973
Naa20,5.960000038146973
Tfdp1,5.960000038146973
Ifi203,5.960000038146973
Espl1,5.940000057220459
Mga,5.889999866485596
Ipcef1,5.889999866485596
Fam162a,5.849999904632568
Cenpt,5.840000152587891
Erh,5.78000020980835
Fhl2,5.739999771118164
