gene_names,scores
Ptpn11,20.59000015258789
Tbx21,19.520000457763672
Tnfrsf1b,19.5
Esm1,19.139999389648438
Ddx5,17.93000030517578
Adora2a,17.760000228881836
Hacd3,17.510000228881836
Tnf,17.399999618530273
Crybg3,16.559999465942383
Sorl1,16.280000686645508
Dis3,15.779999732971191
Slc3a2,15.65999984741211
Pdcd1,15.619999885559082
Azin1,15.59000015258789
Rilpl2,15.329999923706055
P4hb,15.289999961853027
Irf4,15.180000305175781
Glipr1,15.119999885559082
Rgs16,14.970000267028809
Rif1,14.960000038146973
1700025G04Rik,14.75
Rab3ip,14.729999542236328
Bcl2a1d,14.489999771118164
Dhx9,14.319999694824219
Hif1a,14.180000305175781
Ppp1r12a,13.880000114440918
Mcm4,13.850000381469727
Dennd2d,13.819999694824219
Clic4,13.710000038146973
Pcna,13.5
Slbp,13.3100004196167
Brip1,13.180000305175781
Nasp,13.130000114440918
Pif1,13.0
Klrg1,12.930000305175781
Gem,12.800000190734863
Cep57,12.75
Fam110a,12.670000076293945
Ifng,12.630000114440918
Ms4a6b,12.430000305175781
Lrmp,12.270000457763672
Ifrd1,12.119999885559082
Senp7,12.100000381469727
Ilf2,12.039999961853027
Plek,12.0
Atad2,11.859999656677246
Tnfrsf9,11.739999771118164
Prf1,11.59000015258789
Bhlhe40,11.430000305175781
Nelfe,11.229999542236328
Ska3,11.010000228881836
Osbpl3,10.869999885559082
Zmiz1,10.770000457763672
Cinp,10.569999694824219
Herc6,10.479999542236328
Sp100,10.449999809265137
Xrn2,10.15999984741211
Snrpa1,10.029999732971191
Gimap6,10.029999732971191
Adam19,9.979999542236328
G2e3,9.970000267028809
Camk2d,9.770000457763672
Larp7,9.720000267028809
Icos,9.449999809265137
Gimap3,9.390000343322754
Golim4,9.319999694824219
Sgo1,9.220000267028809
Pycard,9.15999984741211
Fntb,9.119999885559082
Ube2t,9.119999885559082
Usp1,9.09000015258789
Cmah,8.90999984741211
Eri1,8.8100004196167
Grap2,8.8100004196167
Fyn,8.760000228881836
Nup155,8.729999542236328
Rfc1,8.6899995803833
Cnot9,8.680000305175781
Ddx58,8.670000076293945
Rpa1,8.59000015258789
Prim1,8.529999732971191
Pmf1,8.5
Bora,8.5
Ncaph,8.470000267028809
Eif4e,8.4399995803833
Nop58,8.420000076293945
Hirip3,8.329999923706055
Rbbp7,8.279999732971191
Dek,8.279999732971191
Spc24,8.170000076293945
Klhl6,8.130000114440918
Hip1,8.109999656677246
Parp1,8.079999923706055
Iqgap2,8.039999961853027
Rbbp4,8.029999732971191
Spcs2,8.020000457763672
Polh,7.989999771118164
Hnrnpu,7.949999809265137
Ifi214,7.929999828338623
Ezh2,7.889999866485596
Haus4,7.880000114440918
Galnt10,7.849999904632568
Pole,7.800000190734863
Ncapd3,7.789999961853027
Kif1b,7.78000020980835
Snrnp40,7.739999771118164
Ccnl1,7.730000019073486
Pitpnm2,7.679999828338623
Tbc1d2,7.659999847412109
Fbxo5,7.639999866485596
Nsd2,7.590000152587891
Ccr2,7.579999923706055
Mybl2,7.53000020980835
Wdr76,7.489999771118164
Smchd1,7.420000076293945
Rrm2,7.360000133514404
Mcm7,7.309999942779541
Adk,7.28000020980835
Gen1,7.28000020980835
Galnt3,7.260000228881836
Khsrp,7.199999809265137
Hdlbp,7.070000171661377
Cd5,7.050000190734863
Supt16,7.039999961853027
Batf,7.0
Smc4,6.920000076293945
Fanci,6.909999847412109
Lck,6.860000133514404
Mrpl28,6.860000133514404
Prc1,6.789999961853027
Ms4a4c,6.789999961853027
Tnrc6c,6.78000020980835
Ssrp1,6.71999979019165
Ifih1,6.570000171661377
Herc3,6.519999980926514
Poc1a,6.489999771118164
Cdca5,6.46999979019165
Gpsm2,6.449999809265137
Atp8b4,6.449999809265137
Ccdc18,6.420000076293945
Nrp1,6.400000095367432
Rnf213,6.369999885559082
Mgat4a,6.360000133514404
Eed,6.349999904632568
Siah2,6.329999923706055
Dnmt1,6.320000171661377
Tfdp1,6.309999942779541
Usp14,6.289999961853027
Dut,6.28000020980835
Nxt1,6.28000020980835
Satb1,6.230000019073486
Csrp1,6.199999809265137
Srsf2,6.159999847412109
Kif18a,6.079999923706055
Kntc1,6.079999923706055
Rrm1,6.03000020980835
Adap1,6.03000020980835
Pdia3,5.980000019073486
Snrpb,5.96999979019165
Prag1,5.960000038146973
Spc25,5.949999809265137
Cbx5,5.940000057220459
Wee1,5.929999828338623
Rfc4,5.909999847412109
Mrps28,5.869999885559082
Txnl1,5.840000152587891
Cd96,5.820000171661377
Serpinb6b,5.760000228881836
Fam102a,5.75
Anp32e,5.739999771118164
Fancd2,5.730000019073486
Nup160,5.71999979019165
Kif11,5.659999847412109
Prex1,5.659999847412109
Cdc25b,5.659999847412109
Cacybp,5.639999866485596
Ubap2,5.610000133514404
Smc2,5.599999904632568
Mki67,5.579999923706055
Fmr1,5.539999961853027
Spn,5.53000020980835
Incenp,5.449999809265137
Cdca2,5.389999866485596
Traip,5.369999885559082
Stk10,5.320000171661377
Snrpd1,5.320000171661377
Slc43a2,5.309999942779541
Fkbp3,5.309999942779541
Ikzf1,5.300000190734863
Prdm1,5.28000020980835
Fasl,5.230000019073486
Baz1b,5.230000019073486
Cit,5.21999979019165
Gmnn,5.199999809265137
Sgo2a,5.199999809265137
Fanca,5.190000057220459
Cdk1,5.190000057220459
Ckap5,5.150000095367432
Ndc80,5.150000095367432
Map2k3,5.139999866485596
Lman1,5.110000133514404
Ppm1g,5.090000152587891
Top2a,5.059999942779541
Ddx39,5.03000020980835
Nars,5.03000020980835
Ccnf,5.019999980926514
Rbbp8,5.010000228881836
Polr2f,4.949999809265137
Chek2,4.929999828338623
Irak3,4.909999847412109
Clspn,4.909999847412109
Pclaf,4.900000095367432
Zeb2,4.880000114440918
Ctla2a,4.849999904632568
Asf1b,4.840000152587891
Tcerg1,4.800000190734863
Ptpn6,4.739999771118164
Rad54b,4.699999809265137
Rere,4.690000057220459
Arl6ip1,4.670000076293945
Diaph1,4.670000076293945
Serf1,4.659999847412109
Mis18bp1,4.630000114440918
Epsti1,4.610000133514404
Jak1,4.590000152587891
Arl6ip5,4.570000171661377
Il2ra,4.559999942779541
Ubash3b,4.510000228881836
Nup107,4.5
Stk4,4.489999771118164
Car5b,4.429999828338623
Cdc45,4.420000076293945
Agfg2,4.409999847412109
