gene_names,scores
Esm1,20.850000381469727
Ptpn11,18.3799991607666
Serpinb6b,18.260000228881836
Trps1,17.18000030517578
Ddx5,17.0
Mcm5,16.0
Hif1a,15.5
Tanc1,15.270000457763672
Map2k3,15.229999542236328
Azin1,14.960000038146973
Ifrd1,14.84000015258789
Pdia3,14.4399995803833
Nelfe,13.84000015258789
Ms4a6b,13.710000038146973
Ube2e3,13.069999694824219
Ccnl1,12.880000114440918
Eif2ak2,12.609999656677246
Hspa14,12.550000190734863
Txnl1,12.529999732971191
Blm,12.399999618530273
Gbp3,12.390000343322754
Crybg3,12.149999618530273
Tbx21,12.079999923706055
Sp100,12.029999732971191
Klf3,11.84000015258789
Sgk1,11.800000190734863
Mt2,11.0
Ccdc50,10.979999542236328
Iqgap2,10.930000305175781
Kif1b,10.789999961853027
Prf1,10.729999542236328
Klrg1,10.430000305175781
Slc3a2,10.300000190734863
Hacd3,10.149999618530273
Abcg1,10.09000015258789
Stard10,9.960000038146973
Ssrp1,9.710000038146973
Hdlbp,9.699999809265137
P4hb,9.5600004196167
1700025G04Rik,9.479999542236328
Mcm3,9.1899995803833
Spcs2,9.170000076293945
Psmc1,9.039999961853027
Stt3a,8.890000343322754
Rrm2,8.819999694824219
Tpm3,8.670000076293945
Siah2,8.630000114440918
Gmnn,8.609999656677246
Litaf,8.579999923706055
Cdc25b,8.489999771118164
Xrn2,8.479999542236328
Emb,8.479999542236328
Tube1,8.449999809265137
Bcl2a1d,8.449999809265137
Nop58,8.180000305175781
Atp5a1,8.09000015258789
Cd5,8.050000190734863
Mmd,7.78000020980835
Ahnak,7.78000020980835
Cd6,7.690000057220459
Larp7,7.670000076293945
Apobec2,7.449999809265137
Nle1,7.309999942779541
Rap1gap2,7.25
Anp32e,7.239999771118164
Rfc4,7.150000095367432
Neurl3,7.090000152587891
Gnl3,6.949999809265137
Jak1,6.940000057220459
Map4k4,6.699999809265137
Pola2,6.690000057220459
Ccr2,6.570000171661377
Ccp110,6.550000190734863
Gimap6,6.519999980926514
Top2b,6.5
Pcna,6.400000095367432
Serpinb9,6.369999885559082
Stim1,6.25
Slc35b1,6.190000057220459
Rfc1,6.170000076293945
Fasl,6.130000114440918
Efr3a,6.090000152587891
Rasa1,6.090000152587891
Utp20,5.989999771118164
Acsbg1,5.900000095367432
Usp1,5.679999828338623
Cmah,5.570000171661377
Ube2t,5.510000228881836
Msh6,5.480000019073486
Zwilch,5.409999847412109
Ifih1,5.340000152587891
Cdk19,5.329999923706055
Zeb2,5.309999942779541
Smc3,5.269999980926514
Plek,5.260000228881836
Fam110a,5.21999979019165
Dusp5,5.21999979019165
Kdm6b,5.21999979019165
Traf3ip3,5.179999828338623
Fancm,5.070000171661377
Cdk6,5.039999961853027
Pik3r1,5.0
Rpa2,5.0
Gzmk,4.860000133514404
Ugcg,4.840000152587891
D030056L22Rik,4.809999942779541
Gnai2,4.71999979019165
Pus7,4.710000038146973
Dis3,4.670000076293945
Eif2s1,4.659999847412109
Polh,4.650000095367432
Kif18b,4.639999866485596
Cep57,4.639999866485596
Galnt3,4.630000114440918
