gene_names,scores
Pdcd1,27.06999969482422
Ptpn11,24.559999465942383
Rgs16,23.81999969482422
Nrp1,23.170000076293945
Ctla4,22.1200008392334
Ighm,22.100000381469727
Gldc,22.0
Tox,20.1200008392334
Cd9,18.84000015258789
Casp3,18.1299991607666
Ccdc50,17.8700008392334
Batf,17.799999237060547
Ndfip1,17.34000015258789
Irak3,17.110000610351562
Icos,16.959999084472656
Ptpn6,16.780000686645508
Plscr1,16.780000686645508
Plek,16.690000534057617
Rel,16.559999465942383
Bcl2a1d,16.5
Uhrf2,16.309999465942383
Sh2d2a,16.239999771118164
Cxcr6,16.0
Hif1a,15.640000343322754
Lclat1,15.5
Prkca,15.15999984741211
Itgb1,14.369999885559082
Trdc,14.359999656677246
Sec11c,14.15999984741211
Mdfic,13.869999885559082
Nek7,13.84000015258789
Tnfrsf1b,13.84000015258789
Jaml,13.539999961853027
Rora,13.350000381469727
Irak2,13.239999771118164
Arap2,13.180000305175781
Emb,12.890000343322754
D16Ertd472e,12.880000114440918
Mmp16,12.880000114440918
Gpr55,12.829999923706055
Litaf,12.770000457763672
Mfhas1,12.6899995803833
Bhlhe40,12.149999618530273
Galnt3,12.069999694824219
Ifih1,12.029999732971191
Oas1a,12.020000457763672
Inpp4b,11.899999618530273
Ptpn22,11.779999732971191
Stk24,11.609999656677246
Eea1,11.529999732971191
Trps1,11.369999885559082
Il18r1,11.220000267028809
Ddx5,11.140000343322754
Pitpnm2,11.140000343322754
Crybg3,10.979999542236328
Pecam1,10.949999809265137
Clint1,10.9399995803833
Mmd,10.579999923706055
Msi2,10.529999732971191
Prag1,10.479999542236328
Siah2,10.460000038146973
Ddx24,10.380000114440918
Bend4,10.359999656677246
Fam169b,10.350000381469727
Arhgap15,10.300000190734863
Furin,10.15999984741211
Myo1e,10.069999694824219
Pik3ap1,9.649999618530273
Gpr183,9.619999885559082
Fam53b,9.4399995803833
Dapk2,9.399999618530273
Ifrd1,9.390000343322754
Nr4a2,9.390000343322754
Rab27a,9.369999885559082
Crtam,9.359999656677246
Alcam,9.350000381469727
Usp3,9.34000015258789
Usp28,9.300000190734863
Stk39,9.15999984741211
Slamf6,9.15999984741211
Odc1,9.100000381469727
S100a6,9.0600004196167
Ccr9,9.050000190734863
Lgals3,8.890000343322754
Serpinb6b,8.859999656677246
Arl14ep,8.850000381469727
Traf3ip3,8.84000015258789
Clic4,8.819999694824219
Thap3,8.789999961853027
Gimap3,8.760000228881836
Raf1,8.649999618530273
Cpd,8.569999694824219
Pim2,8.460000038146973
Lax1,8.449999809265137
Serpinb9,8.420000076293945
Pmaip1,8.380000114440918
Nab1,8.369999885559082
Ipcef1,8.289999961853027
Actn1,8.260000228881836
Ptpn13,8.1899995803833
Fyn,8.109999656677246
Asap1,8.029999732971191
Slfn8,8.0
Syne1,7.800000190734863
Il2rb,7.789999961853027
Pim1,7.78000020980835
Acoxl,7.75
Ehd4,7.739999771118164
