gene_names,scores
Litaf,50.18000030517578
Rilpl2,45.02000045776367
Stk10,42.63999938964844
Xrn2,40.83000183105469
Stim1,40.689998626708984
Nrp1,39.869998931884766
Hacd3,39.86000061035156
Cdt1,38.25
Ikzf3,38.08000183105469
Fam49a,37.5
Anxa2,36.40999984741211
Srsf5,36.220001220703125
Supt16,36.20000076293945
Sub1,36.11000061035156
Myo1f,35.88999938964844
Fam53b,35.81999969482422
Rfc1,35.16999816894531
Psmd14,34.27000045776367
H2bc4,33.880001068115234
Sp100,33.630001068115234
Ddx5,33.290000915527344
Ppm1h,32.43000030517578
Hras,31.510000228881836
Mrps28,31.5
Stk39,31.350000381469727
Serpinb6b,31.06999969482422
Emb,31.030000686645508
Atp8b4,31.0
Map2k3,30.979999542236328
Itga1,30.700000762939453
Rasa3,30.690000534057617
Abcg1,30.6200008392334
Haus4,30.520000457763672
Ifng,29.860000610351562
Prf1,29.81999969482422
Satb1,29.65999984741211
Rbbp7,29.56999969482422
Dapk2,29.25
Klrk1,29.100000381469727
Abce1,28.3700008392334
Ctps,28.350000381469727
Nap1l1,28.0
Gimap6,27.829999923706055
Atp2b1,27.829999923706055
Ddx58,27.65999984741211
Ccdc50,27.59000015258789
Ccl4,27.190000534057617
Cdk19,27.09000015258789
Glipr1,27.040000915527344
Nsd2,26.829999923706055
Epsti1,26.68000030517578
Mmd,26.65999984741211
Arl6ip5,26.3700008392334
Nsd1,26.09000015258789
Nop58,26.09000015258789
Pfkp,25.510000228881836
Rap1gap2,25.020000457763672
Serpinb9,24.6299991607666
Ddx39,24.5
Itgal,24.360000610351562
Top2b,24.25
Arhgef18,24.1200008392334
Rap1b,24.030000686645508
Pmaip1,23.979999542236328
Ikzf1,23.889999389648438
Plek,23.780000686645508
Herc6,23.520000457763672
Blmh,23.309999465942383
Rps6ka3,23.190000534057617
Crybg1,22.8799991607666
Pdia3,22.780000686645508
Tnf,22.579999923706055
Cd96,22.440000534057617
Chsy1,22.219999313354492
Crybg3,22.0
Lck,21.280000686645508
Pitpnm2,20.649999618530273
Tnfrsf1b,20.06999969482422
Rere,19.780000686645508
Ipo7,19.68000030517578
Arsb,19.670000076293945
Parp9,19.43000030517578
Dpp4,19.399999618530273
Atp5a1,19.360000610351562
Gzmk,19.350000381469727
Nup133,19.059999465942383
Nup155,18.889999389648438
Hif1a,18.860000610351562
Gas7,18.829999923706055
Kif11,18.3799991607666
Il18rap,18.170000076293945
Dut,18.149999618530273
Lrmp,18.06999969482422
Nup107,18.049999237060547
Ube2h,17.790000915527344
Bicdl1,17.559999465942383
Irak3,17.489999771118164
Slamf6,17.350000381469727
Cct4,17.18000030517578
Polr2f,17.040000915527344
Mrpl20,16.649999618530273
Bcl2a1d,16.579999923706055
Stk24,16.5
Tpm3,16.329999923706055
Itgb1,15.369999885559082
Snrpd1,15.369999885559082
Wdhd1,15.350000381469727
Galnt6,15.25
Zmiz1,15.1899995803833
Osbpl3,15.100000381469727
Psmc1,15.0
Ttc3,14.819999694824219
Tasor,14.619999885559082
Tfdp1,14.40999984741211
Srsf4,14.350000381469727
Bhlhe40,14.3100004196167
Crim1,14.260000228881836
Plxdc2,14.229999542236328
Hdlbp,14.210000038146973
Zfp36l1,14.0
Nod1,13.8100004196167
Tm6sf1,13.65999984741211
Diaph1,13.649999618530273
Hid1,13.09000015258789
Nasp,13.069999694824219
P4hb,13.0600004196167
Camk2d,13.029999732971191
Apobec2,12.8100004196167
Prag1,12.569999694824219
Asap1,12.5600004196167
Slc43a2,12.130000114440918
Phf11c,12.069999694824219
Itpr2,11.989999771118164
Hs3st3b1,11.90999984741211
Id2,11.520000457763672
Sorl1,11.390000343322754
Ifrd1,11.329999923706055
Ugcg,11.170000076293945
Fam102a,11.149999618530273
Txnl1,11.130000114440918
