gene_names,scores
Anxa2,6.71999979019165
Txnl1,6.050000190734863
Cd5,5.940000057220459
Azin1,5.849999904632568
G3bp1,5.739999771118164
Furin,5.489999771118164
Hspa14,5.449999809265137
Dek,5.369999885559082
Txk,5.190000057220459
Srsf10,5.119999885559082
Skp1a,4.909999847412109
Eif4e,4.650000095367432
Csrp1,4.429999828338623
Stk4,4.429999828338623
Serpinb9,4.360000133514404
Rbbp7,4.340000152587891
Satb1,4.329999923706055
Slc3a2,4.21999979019165
Dnajc2,4.210000038146973
Atp5a1,4.139999866485596
Gmps,4.079999923706055
Irf4,4.0
Ube2e3,3.950000047683716
Eed,3.869999885559082
Osbpl3,3.809999942779541
Xpo1,3.740000009536743
Rtp4,3.7200000286102295
Ube2b,3.690000057220459
Kdm6b,3.680000066757202
Glipr1,3.6600000858306885
Nasp,3.619999885559082
Cd6,3.5899999141693115
Il1rl1,3.559999942779541
Casp3,3.549999952316284
Hdac4,3.549999952316284
Cfap20,3.4600000381469727
Slfn8,3.440000057220459
Ifngr1,3.4000000953674316
Hacd3,3.359999895095825
Klf3,3.2899999618530273
Stat2,3.2899999618530273
Gldc,3.2699999809265137
Sh3bp2,3.130000114440918
Prdm1,3.130000114440918
Snrpb,3.0899999141693115
Dhx9,3.069999933242798
Actn1,3.0399999618530273
Il10ra,3.0399999618530273
Ncaph2,3.0299999713897705
Asap1,3.0299999713897705
Jmy,2.990000009536743
Clic4,2.9800000190734863
Gem,2.9100000858306885
Nab1,2.9000000953674316
Il18r1,2.890000104904175
Sun1,2.880000114440918
Cnot9,2.859999895095825
Arap2,2.809999942779541
Ddx5,2.7799999713897705
Ipcef1,2.7699999809265137
Tbx21,2.75
Pmaip1,2.7300000190734863
Pdcd1,2.700000047683716
Parp14,2.700000047683716
Gbp8,2.700000047683716
Eif2ak2,2.690000057220459
Gimap6,2.619999885559082
Psmd14,2.619999885559082
Tpm3,2.619999885559082
Tut4,2.609999895095825
Ahnak,2.609999895095825
Usp14,2.5899999141693115
Rasa1,2.5899999141693115
Crybg3,2.549999952316284
Tgfbr2,2.549999952316284
Epas1,2.5399999618530273
Erh,2.509999990463257
Ccdc50,2.4800000190734863
Map4k4,2.4700000286102295
Nap1l1,2.4700000286102295
Hnrnpr,2.430000066757202
Xrn2,2.4100000858306885
Hdlbp,2.309999942779541
Litaf,2.190000057220459
Jak1,2.1700000762939453
Ifi213,2.1600000858306885
Sf3b6,2.1500000953674316
Ighm,2.1500000953674316
Snrnp40,2.140000104904175
Smchd1,2.119999885559082
Tanc1,2.119999885559082
Tdp2,2.069999933242798
Atad2,2.059999942779541
Eif3c,2.049999952316284
Stk39,2.0399999618530273
Hsd17b12,2.009999990463257
Pole,2.0
Dgkh,1.9600000381469727
Rbms1,1.940000057220459
Trim12a,1.909999966621399
Ifih1,1.899999976158142
Odc1,1.899999976158142
Rnaseh2b,1.8799999952316284
Ddx24,1.8799999952316284
Cwc15,1.850000023841858
Fam169b,1.8200000524520874
Itga4,1.8200000524520874
Picalm,1.7899999618530273
Atp2b1,1.7699999809265137
Orc6,1.7599999904632568
Plek,1.7599999904632568
Tnfrsf1b,1.7400000095367432
Fam102a,1.7400000095367432
Foxo3,1.7300000190734863
Rbbp8,1.7000000476837158
Nlrc3,1.7000000476837158
Eri1,1.6299999952316284
Trappc1,1.6200000047683716
St13,1.6100000143051147
Setd7,1.6100000143051147
Ugcg,1.6100000143051147
Nup133,1.600000023841858
Cdk6,1.5800000429153442
Pim2,1.5800000429153442
Sass6,1.5800000429153442
Stk24,1.5499999523162842
Adora2a,1.5299999713897705
Zc3h15,1.5199999809265137
Ttc39b,1.5199999809265137
Wdr76,1.5099999904632568
Slc35b1,1.4900000095367432
