gene_names,scores
Klrg1,23.899999618530273
1700025G04Rik,22.6299991607666
Sidt1,22.149999618530273
Tbx21,21.8799991607666
Iqgap2,21.760000228881836
Esm1,21.18000030517578
Zmiz1,20.15999984741211
Gzmk,19.989999771118164
Cd28,19.829999923706055
St3gal4,19.489999771118164
Ncald,18.920000076293945
Pcna,18.829999923706055
Rap1gap2,18.81999969482422
Grap2,18.739999771118164
Slc3a2,18.56999969482422
Galnt10,17.760000228881836
Pycard,17.670000076293945
Cdc20b,17.40999984741211
Ccnl1,17.15999984741211
Klf6,16.34000015258789
Slco3a1,16.329999923706055
Ccr2,15.739999771118164
Klf3,15.460000038146973
Ctla2a,15.220000267028809
Smchd1,15.140000343322754
Atp1b3,14.420000076293945
Mgat4a,14.239999771118164
Rgcc,14.0600004196167
Zfp36l1,13.9399995803833
Slbp,13.819999694824219
Nasp,13.739999771118164
Ddx3x,13.529999732971191
Sgk1,13.470000267028809
Cd53,13.390000343322754
Lman1,13.380000114440918
Rap1b,13.380000114440918
Irf4,13.350000381469727
Ms4a6b,13.270000457763672
Ralgps2,13.239999771118164
Havcr2,13.220000267028809
Wdr95,13.079999923706055
Hsph1,13.050000190734863
Spcs2,12.9399995803833
Tnf,12.930000305175781
Btg2,12.520000457763672
Ugcg,12.40999984741211
Lair1,12.369999885559082
Haus4,11.989999771118164
Mt1,11.800000190734863
Mbnl1,11.760000228881836
Eif2s2,11.699999809265137
Atad2,11.65999984741211
Zeb2,11.65999984741211
Tbc1d2,11.640000343322754
Khsrp,11.59000015258789
Sp100,11.539999961853027
Arl6ip5,11.210000038146973
Mcm7,11.039999961853027
P4hb,10.829999923706055
Map3k8,10.710000038146973
Cgas,10.65999984741211
Hnrnpu,10.609999656677246
Emp1,10.579999923706055
Phf21a,10.550000190734863
Sun1,10.529999732971191
Pik3r1,10.390000343322754
Tanc1,10.390000343322754
Usp3,10.380000114440918
Hsp90ab1,10.3100004196167
Id2,10.3100004196167
Rcc1,10.180000305175781
Prf1,10.010000228881836
Uck2,9.989999771118164
Srsf5,9.880000114440918
Depdc1b,9.869999885559082
Cd69,9.739999771118164
Smad3,9.720000267028809
Rbm47,9.720000267028809
Snx10,9.710000038146973
Rbms1,9.6899995803833
Srsf10,9.649999618530273
Srebf2,9.569999694824219
Park7,9.5600004196167
Rilpl2,9.479999542236328
Lck,9.470000267028809
Smpdl3b,9.4399995803833
Ubald2,9.4399995803833
Znrf3,9.350000381469727
Eya2,9.319999694824219
Nipal3,9.220000267028809
Mrpl20,9.180000305175781
Nip7,9.109999656677246
Dnajb11,9.079999923706055
Rnf138,8.979999542236328
Ckap2,8.970000267028809
Lgals1,8.930000305175781
Ak6,8.789999961853027
Poc1a,8.779999732971191
Cmah,8.75
Itgax,8.6899995803833
Lef1,8.6899995803833
Ppp1r12a,8.670000076293945
Fbxo5,8.640000343322754
Lrp6,8.529999732971191
Ilf2,8.510000228881836
Dnah8,8.479999542236328
Abcb1a,8.479999542236328
Ddx39,8.470000267028809
Mboat1,8.460000038146973
Thada,8.40999984741211
Ptges3,8.369999885559082
Ercc6l,8.369999885559082
Rbmxl1,8.359999656677246
Klrk1,8.34000015258789
Haus6,8.329999923706055
Txnl1,8.260000228881836
Slc16a1,8.220000267028809
Dusp5,8.180000305175781
Ccdc18,8.170000076293945
Jak1,8.149999618530273
Ms4a4c,8.130000114440918
Stk32c,8.010000228881836
Dis3,7.920000076293945
Btbd11,7.909999847412109
Nr3c1,7.889999866485596
Usp1,7.860000133514404
Picalm,7.860000133514404
Naa50,7.820000171661377
Snrnp40,7.760000228881836
Selenoh,7.760000228881836
Fam241a,7.760000228881836
Fam49a,7.679999828338623
Rbbp7,7.610000133514404
Hspe1,7.579999923706055
Mettl8,7.570000171661377
Taf15,7.550000190734863
Eif3j1,7.46999979019165
Fasl,7.46999979019165
Ints7,7.46999979019165
Nbn,7.429999828338623
Hnrnpd,7.409999847412109
Rps17,7.409999847412109
Ablim1,7.400000095367432
Tnrc6c,7.340000152587891
Acss2,7.340000152587891
Klhl6,7.320000171661377
Rps18,7.28000020980835
Atp8b4,7.25
Larp7,7.21999979019165
Serf1,7.150000095367432
Stk10,7.110000133514404
Tcp1,7.0
Ska3,6.909999847412109
Reep5,6.909999847412109
Cdkn1a,6.869999885559082
Cep83,6.860000133514404
Pdia3,6.849999904632568
Nars,6.849999904632568
Gsap,6.809999942779541
Klf13,6.739999771118164
Ppih,6.679999828338623
Trappc1,6.659999847412109
Pdia6,6.619999885559082
Ppargc1b,6.610000133514404
Cchcr1,6.590000152587891
Sytl2,6.590000152587891
Ppm1g,6.550000190734863
Crip1,6.519999980926514
Rsrp1,6.5
1810037I17Rik,6.5
Tacc3,6.489999771118164
Mrpl18,6.460000038146973
Cct5,6.409999847412109
Mcm4,6.400000095367432
Set,6.289999961853027
Gimap6,6.269999980926514
Phf11b,6.199999809265137
