,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.629619,-2.0579512119293213,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.51814055,0.04654175043106079,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.5636693,-4.012024879455566,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.60213834,-2.4188108444213867,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,2.0183342,-0.3784137964248657,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.677207,-7.506405830383301,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.46583027,-0.3897702693939209,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.4236598,-1.731459379196167,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0029240162,-2.9756083488464355,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.638057,-3.9848804473876953,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.15052323,-4.744166851043701,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14022721,0.6521376371383667,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.94426954,-1.4190795421600342,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,90.22105,-0.7629156112670898,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.29495773,-1.1414179801940918,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.43860143,-0.36863410472869873,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.07527356,-4.973807334899902,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.5185314,-0.7207455635070801,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.2059827,0.3385065197944641,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.12338958,-0.45432817935943604,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.3395056,-1.178178310394287,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.7306288,-0.861713171005249,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.200365,-1.0534718036651611,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,2.0606833,-0.14026916027069092,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.7981971,-1.6841254234313965,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.3657747,-1.4342842102050781,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.912973,-0.948752760887146,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.029038796,-10.103089332580566,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,2.0480447,-0.6331081390380859,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.0806233,-0.5630463361740112,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,2.9449139,-2.2830708026885986,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.07276634,-3.546544075012207,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,4.274259,-0.4287785291671753,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,19.169353,0.9314067959785461,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.8304693,-0.47298669815063477,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.52279556,-0.4462769031524658,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.31787327,-2.6220548152923584,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,2.274633,-0.8043184280395508,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.35887972,-1.2386541366577148,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.6136099,-0.888887882232666,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.964814,-0.619321346282959,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.61774,-0.23071014881134033,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,8.624991,-1.284968614578247,False
