gene_names,A,N,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6344306468963623,0.4120159447193146,0.797124981880188,5.62895740285941e-23,10.039379119873047,0.797124981880188,1.1635819531231823e-23,10.4031982421875,0.797124981880188,1.82752095651468e-45,14.44854736328125
Lypla1,0.33728569746017456,0.2019980400800705,0.8415996432304382,6.417199192161225e-34,12.312941551208496,0.8415996432304382,1.993427618325473e-15,8.233738899230957,0.8415996432304382,2.2772443291544083e-28,11.270110130310059
Gm37988,0.0009400710696354508,0.0,19.843090057373047,0.9925134032801444,0.17928598821163177,19.843090057373047,0.05213832060252677,2.189114809036255,19.843090057373047,0.045929990559639214,2.189114809036255
Tcea1,0.5142644047737122,0.36423298716545105,0.6137702465057373,6.907196116566134e-18,8.786081314086914,0.6137702465057373,1.4464371475807653e-12,7.35563850402832,0.6137702465057373,9.825683179276492e-24,10.253599166870117
Atp6v1h,0.3377147316932678,0.2754685878753662,0.34110909700393677,3.6440033200756044e-16,8.319234848022461,0.34110909700393677,0.0016497489085568143,3.3990414142608643,0.34110909700393677,5.174864960554204e-06,4.7452263832092285
Rb1cc1,0.4079630374908447,0.49541744589805603,-0.3480242192745209,0.9925134032801444,0.31279072165489197,-0.3480242192745209,0.0004939511327181721,-3.7353057861328125,-0.3480242192745209,3.6388017074366293e-07,-5.272860527038574
Pcmtd1,0.2050076127052307,0.37769898772239685,-1.012169599533081,0.0008995739765876719,-3.531952381134033,-1.012169599533081,1.872532643094837e-16,-8.554802894592285,-1.012169599533081,3.783517105087084e-34,-12.443076133728027
Rrs1,0.25800272822380066,0.21136921644210815,0.3225744664669037,7.595786312015167e-14,7.646825313568115,0.3225744664669037,0.008547957633758879,2.8819260597229004,0.3225744664669037,0.00010713387195279364,4.063507556915283
Adhfe1,0.0008447307627648115,0.0022032582201063633,-1.3840543031692505,0.9925134032801444,0.06265668570995331,-1.3840543031692505,0.488445995965412,-0.8344027400016785,-1.3840543031692505,0.26320130804453057,-1.268423318862915
Mybl1,0.018628451973199844,0.0011397801572456956,4.043315410614014,0.02585130490867128,2.473994731903076,4.043315410614014,1.3111787560881453e-14,7.946418762207031,4.043315410614014,2.0855560445478852e-17,8.701224327087402
Vcpip1,0.22235944867134094,0.24076971411705017,-0.12855230271816254,3.8442283114552585e-06,4.807525157928467,-0.12855230271816254,0.3839801879034063,-1.0709925889968872,-0.12855230271816254,0.17656026936703978,-1.52418851852417
Sgk3,0.045967504382133484,0.11536514759063721,-1.3782539367675781,0.9925134032801444,0.15976223349571228,-1.3782539367675781,2.546519746558483e-08,-5.838438987731934,-1.3782539367675781,2.120140586738812e-18,-8.962371826171875
Mcmdc2,0.0020354671869426966,0.00246193609200418,-0.2747408151626587,0.9925134032801444,0.22987119853496552,-0.2747408151626587,0.8852279475596645,-0.22820134460926056,-0.2747408151626587,0.7955177730000107,-0.3385024070739746
Ppp1r42,0.00012921003508381546,0.0,16.979463577270508,0.9925134032801444,0.08618373423814774,16.979463577270508,0.39897837011712384,1.0,16.979463577270508,0.37225067790848815,1.0
Cops5,0.4569661617279053,0.2554023265838623,0.9933249354362488,2.516301432358919e-32,12.008999824523926,0.9933249354362488,2.2238115966736014e-27,11.245508193969727,0.9933249354362488,4.5814615755043635e-51,15.353919982910156
Cspp1,0.23657065629959106,0.25232285261154175,-0.10482514649629593,4.892792007379843e-08,5.6351189613342285,-0.10482514649629593,0.47557312148437947,-0.8567964434623718,-0.10482514649629593,0.27814477747312916,-1.2327501773834229
Arfgef1,0.3377280533313751,0.3600413501262665,-0.10933024436235428,5.4149636884652546e-05,4.233740329742432,-0.10933024436235428,0.3646372569911272,-1.1077157258987427,-0.10933024436235428,0.16201607812011587,-1.5719462633132935
Prex2,0.003070628736168146,0.0009570213151164353,1.6834352016448975,0.9925134032801444,0.2792041003704071,1.6834352016448975,0.19941407900007974,1.5123414993286133,1.6834352016448975,0.10780268097733928,1.7950319051742554
A830018L16Rik,0.0,0.0009038609568960965,-19.786394119262695,0.9925134032801444,0.018640980124473572,-19.786394119262695,0.39897837011712384,-1.0,-19.786394119262695,0.14863240233156783,-1.6196752786636353
Slco5a1,0.0,0.0,0.0,0.9925134032801444,0.06756328791379929,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.32229459285736084,0.29379335045814514,0.15519145131111145,2.373919001507272e-09,6.145898342132568,0.15519145131111145,0.20635575399401507,1.492655873298645,0.15519145131111145,0.059418812376497675,2.076528787612915
Tram1,0.8564590215682983,0.5327951312065125,0.9450809955596924,2.4565742396277006e-35,12.577919006347656,0.9450809955596924,3.351346330634702e-40,13.888351440429688,0.9450809955596924,1.4482176476233194e-79,19.39525032043457
Lactb2,0.16897498071193695,0.10326680541038513,0.7589064836502075,1.9764007723421046e-17,8.664709091186523,0.7589064836502075,3.443854602341063e-07,5.345821380615234,0.7589064836502075,2.122441738983242e-12,7.212332725524902
Xkr9,8.345989044755697e-05,0.0,16.348873138427734,0.9925134032801444,0.08618373423814774,16.348873138427734,0.39897837011712384,1.0,16.348873138427734,0.37225067790848815,1.0
Eya1,0.0,0.0,0.0,0.9925134032801444,0.06756328791379929,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.018868038430809975,0.0,24.183073043823242,0.1017675202202725,1.9109878540039062,24.183073043823242,2.13095475128127e-16,8.478671073913574,24.183073043823242,1.5116354508824255e-16,8.478671073913574
