ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,4183.85808654579,0.06497924143069461,0.130564880633664,0.49767779141936264,0.6187111638771148,1
ENSMUSG00000000003,0.12752393432222386,0,4.997423793758969,0,1,1
ENSMUSG00000000028,1372.9808747626487,-0.05953492145593083,0.28999675302309347,-0.2052951311878649,0.8373415477988828,1
ENSMUSG00000000037,1.380555758749076,0.9157165661393244,2.333907896016621,0.3923533433783812,0.6947971544722177,1
ENSMUSG00000000049,0.08684507567768368,-1.1642491018165777,4.987412333333886,-0.23343750706858515,0.8154216911154686,1
ENSMUSG00000000056,781.2303509541014,0.19487512466005472,0.19676785088802498,0.9903809173123136,0.3219879690964501,1
ENSMUSG00000000058,6.656267688779662,0.6118884152277217,1.2445538443894126,0.4916528264214384,0.6229647919837316,1
ENSMUSG00000000078,6555.57519120438,-0.1976467117549176,0.24886274356930244,-0.794199681801216,0.4270791937369479,1
ENSMUSG00000000085,65.67730271990726,-0.21968754297859103,0.391370645981283,-0.5613286158131987,0.5745735373569997,1
ENSMUSG00000000088,1873.512130716715,0.05298640137839217,0.23254881127616145,0.22785066536189943,0.819762337208499,1
ENSMUSG00000000093,6.830991275130429,0.6327148800102971,1.1049815761055235,0.572602198708401,0.5669140706605642,1
ENSMUSG00000000094,1.2012507226070972,-2.3809510432676273,2.684023248776066,-0.8870828687319897,0.3750342865948925,1
ENSMUSG00000000103,0,NA,NA,NA,NA,NA
ENSMUSG00000000120,9.812197793419971,-0.4011059701603491,0.9260019414713738,-0.43315888681940606,0.6648993447219539,1
ENSMUSG00000000125,0,NA,NA,NA,NA,NA
ENSMUSG00000000126,5.129414095137178,-1.0285286801379134,1.2076220264664725,-0.8516975159416478,0.39438199969499854,1
ENSMUSG00000000127,7.167717396178684,2.558823971564439,1.4458824333577442,1.7697316963884349,0.07677184706510305,1
ENSMUSG00000000131,4488.676137092079,-0.16952347681836805,0.1484669881808592,-1.1418260644706977,0.2535263259391742,1
