wilcoxon,t-test,t-test_overestim_var
Nusap1,Nusap1,Nusap1
Tubb5,Top2a,Top2a
Top2a,Prc1,Cdk1
H2ax,Cdk1,Prc1
Prc1,Mki67,Mki67
Smc2,Kif11,Smc2
Mki67,Smc2,Kif11
Tubb4b,H2ax,Cdca8
Birc5,Cdca8,Birc5
Cdk1,Ccna2,H2ax
Ube2s,Tubb4b,Tubb4b
Cdca8,Birc5,Ccna2
Tuba1b,Tpx2,Tpx2
Ube2c,Ube2c,Tubb5
Kif11,Tuba1b,Tuba1b
Ccna2,Tubb5,Ube2c
Hmgb2,Incenp,Incenp
Cdca3,Cenpf,Cdca3
Tpx2,Hmmr,Cenpf
Incenp,Cdca3,Hmmr
Cenpf,Aurkb,Ube2s
Cks2,Ube2s,Aurkb
Hmmr,Cenpe,Cenpe
Lmnb1,Plk1,Plk1
Knl1,Knl1,Knl1
Spc24,Cks2,Hmgb2
Smc4,Spc24,Cks2
Aurkb,Tacc3,Spc24
Stmn1,Tuba1c,Pclaf
Tuba1c,Hmgb2,Lmnb1
Arl6ip1,Kif22,Tacc3
Pclaf,Pclaf,Tuba1c
Cenpe,Lmnb1,Kif22
Plk1,H1f5,H1f5
Tacc3,Kif23,Kif23
Racgap1,Racgap1,Cks1b
Kif23,H2ac8,Racgap1
Tmpo,Cks1b,Stmn1
Bub3,Shcbp1,Smc4
Kif22,Kif15,Kif15
Anp32e,Smc4,H2ac8
Kif15,Ncapg,Shcbp1
Cks1b,Stmn1,Arl6ip1
H1f5,Arl6ip1,Ncapg
Ncapg,Mis18bp1,Tmpo
Hmgb1,Asf1b,Asf1b
Shcbp1,Tmpo,Mis18bp1
Mis18bp1,Ndc80,Ndc80
Ndc80,Kif4,Anp32e
H2ac8,Dlgap5,Kif4
Asf1b,Spc25,Dlgap5
H2az1,Gzmb,Bub3
Jpt1,Anp32e,Gzmb
Ptma,Ckap5,Ckap5
Kif4,Bub3,Spc25
Kif20b,Kif20b,Kif20b
Cit,Ccnb1,Ccnb1
Spc25,Hist1h2ap,H2az1
Ckap5,Cit,Cit
Dlgap5,Ckap2l,Hist1h2ap
Rad21,Bub1b,Ckap2l
Hist1h2ap,H1f4,Bub1b
Ccnb1,H2az1,Ptma
Emp3,Aspm,Hmgb1
Dek,Sgo2a,H1f4
Aspm,Cdc20,Rad21
Ckap2l,1500009L16Rik,Cdc20
H1f4,Hmgb1,Aspm
Nucks1,Ptma,1500009L16Rik
Calm2,Nuf2,Sgo2a
Bub1b,Bub1,Bub1
Cdc20,Rad21,Nuf2
Gzmb,Ncaph,Rrm2
1500009L16Rik,Ska1,Ncaph
Rrm2,Rrm2,Ska1
Sgo2a,Mxd3,Nucks1
Cmc2,Dbf4,Ccnb2
Ncaph,Ccnb2,Dbf4
Dbf4,Kif20a,Jpt1
Nuf2,Nucks1,Mxd3
Srsf3,Jpt1,Dek
Ywhah,Depdc1a,Emp3
Cenpa,Cdca2,Cmc2
Lgals1,Cmc2,Kif20a
Bub1,Emp3,Cenpa
Mxd3,Dek,Depdc1a
Ccnb2,Cenpa,Rrm1
Ska1,Rrm1,Cdca2
Clic1,Aurka,Mad2l1
Mad2l1,Cep55,Cep55
Alyref,Mad2l1,Ccdc34
Depdc1a,Esco2,Aurka
Kif20a,Ccdc34,Calm2
Ccdc34,Spag5,Esco2
Rrm1,H3c3,Alyref
Cdca2,Calm2,Sgo1
Esco2,Sgo1,Spag5
H3c3,H4c4,H3c3
Cep55,Cdkn2c,Lgals1
Hmgn2,Ect2,H4c4
Cdkn2c,Alyref,Srsf3
Hjurp,Diaph3,Cdkn2c
Ncapd2,Kif2c,Ect2
Rangap1,Lgals1,Ywhah
H2az2,Hjurp,Diaph3
H4c4,Ncapd2,Clic1
Aurka,Spdl1,Hjurp
Fbxo5,Srsf3,Rangap1
Pmf1,Ywhah,Ncapd2
Cdkn3,Pmf1,Hmgn2
Diaph3,Plk4,Pmf1
Sgo1,Rangap1,Kif2c
Serinc3,Fbxo5,Plk4
Spag5,Clic1,Spdl1
Lbr,Cdkn3,Cdkn3
Plk4,Hmgn2,Fbxo5
Cd48,Cenpw,Cenpw
Cenpw,Reep4,H2az2
Ect2,Ckap2,Serinc3
Ezh2,H2az2,Reep4
Ckap2,Serinc3,Lbr
Serpinb9,Arhgap11a,Ezh2
Anp32b,H2ac20,Ckap2
Kif2c,Lbr,Arhgap11a
Spdl1,Ezh2,Serpinb9
Reep4,Prr11,H2ac20
Ifngr1,Serpinb9,Tk1
H3f3b,Tk1,Cd48
Cdc25b,Foxm1,Cdc25b
Sumo2,Cdc25b,Prr11
Tk1,Kif18b,Ifngr1
Cmtm7,Cd48,Anp32b
Arhgap11a,Ifngr1,Foxm1
Med30,Kpna2,Tyms
H2ac20,Tyms,Kif18b
Tyms,Cdca5,Gmnn
Lgals3,Kif14,Kpna2
Cbx3,Neil3,Cdca5
Gmnn,Kifc1,H3f3b
Banf1,Ncapg2,Ncapg2
Rnaseh2c,Anp32b,Kif14
Lsm2,Gmnn,Cmtm7
Tagln2,Ccnf,Neil3
