wilcoxon,t-test,t-test_overestim_var
Nusap1,Nusap1,Nusap1
H2ax,H2ax,H2ax
Ube2c,Cenpf,Ube2c
Top2a,Ube2c,Prc1
H2az2,Prc1,H2az2
Birc5,H2az2,Cenpf
Prc1,Kif11,Top2a
S100a10,Cdc25b,Kif11
Cenpf,Aurkb,Cdk1
Hmgb2,Cdk1,Incenp
Kif11,Cenpe,Ubb
Calm2,Ifi27l2a,Cenpe
Stmn1,Incenp,Aurkb
Bub3,Ubb,Calm2
Ubb,Mis18bp1,Bub3
Smc4,Kif22,Tmsb4x
Cdca8,Top2a,Smc4
Cdk1,Spc25,S100a10
Tmsb4x,Bub3,Clic1
Incenp,Aspm,Cdc25b
Clic1,Tnfaip8l1,Ifi27l2a
Cenpe,Mxd3,Cdca8
Mki67,Calm2,Racgap1
Crip1,Ckap2l,Mki67
Aurkb,Cdkn2d,Tpx2
Ifi27l2a,Tuba1c,Birc5
Racgap1,Racgap1,Cdkn2d
S100a11,Kif23,Cd52
Lsp1,Tmsb4x,Kif22
Arl6ip1,Kpna2,Arl6ip1
Sh3bgrl3,Kif20b,Lsp1
Smc2,Kif20a,Kif23
Jpt1,Tpx2,Crip1
Cks2,S100a10,Hmmr
Cd52,Smc4,Mis18bp1
Rac2,Hmmr,Tuba1c
Tpx2,Cdca2,Smc2
Cdc25b,Clic1,Sh3bgrl3
Cdkn2d,Cdca8,Knl1
Kif22,Kif4,Jpt1
Tuba1c,Cd52,Cks2
Kif23,Knl1,Stmn1
Knl1,Depdc1a,S100a11
Hmmr,Arl6ip1,S100a13
Mis18bp1,Prr11,Rac2
S100a13,Ckap5,Spc25
Myl6,Cit,Plk1
Cdca3,Kif2c,Cdca3
Ms4a4b,Ncaph,Ckap5
Abracl,Fzr1,Kif20b
S100a4,Pimreg,Ckap2l
Trac,Lsp1,Ndc80
Nkg7,Ect2,Kif4
S100a6,Jpt1,Trac
Spc25,Plk1,Aspm
Tubb5,Spag5,Ms4a4b
Coro1a,Ndc80,Cit
Cit,Zbp1,Mxd3
Ckap5,Mki67,Tacc3
Plk1,Hjurp,Ms4a6b
Gnai2,S100a13,S100a6
Kif20b,H4c4,S100a4
Ckap2l,Arhgap11a,Ubald2
Ndc80,Sgo2a,Abracl
Kif4,Ncapg,Ccna2
Itga4,Kif18b,Ncapg
Gmfg,Neil3,Myl6
Ccna2,Ccnb1,Hjurp
Cks1b,Foxm1,Kif20a
Ms4a6b,Birc5,Gmfg
Ubald2,Kif14,Hmgb2
Cd8b1,Hist1h2ap,Depdc1a
Aspm,Kifc1,Nkg7
Emp3,Dlgap5,Itga4
Tubb4b,Tacc3,Tnfaip3
Tacc3,Crip1,Coro1a
Tmpo,Smc2,Fzr1
Tnfaip3,S100a11,Spc24
Hjurp,Cdca3,Cdca2
Serinc3,Aurka,Dlgap5
Ube2s,Cks2,Kif15
Fxyd5,Tnfaip3,Ncaph
Slfn2,Trac,H2ac8
Ncapg,Rac2,Sgo2a
Cd28,Depdc1b,Zbp1
Mxd3,Odf2,Gnai2
Oaz1,Trbv13-3,Serinc3
H2ac8,Sh3bgrl3,Tubb4b
Tspo,Cdkn3,Cks1b
Kif15,Lag3,Kpna2
Epsti1,Shcbp1,Ccnb1
Spc24,Itgax,Emp3
Kif20a,H2ac8,Tmpo
Ncaph,H3c3,Cd8b1
Sub1,Ccng2,Ube2s
Dlgap5,Ckap2,Hist1h2ap
Sgo2a,Stmn1,Kif2c
Depdc1a,S100a6,Shcbp1
Fzr1,Ubald2,Cenpa
Ccnb1,Hsd11b1,Slfn2
Anxa2,Serinc3,H1f4
Zbp1,Nuf2,Epsti1
Anxa6,Kif15,Fxyd5
Plek,Mis18a,Ect2
H1f4,Ccna2,Cd28
Cenpa,Bub1b,Dbf4
Cdca2,H1f4,Spag5
Shcbp1,Sdcbp2,Aurka
Serf2,Emp3,Ctsd
Reep5,Cx3cr1,Bub1b
Ubc,Spc24,H4c4
B2m,Sapcd2,Tubb5
Actr3,Cd28,Prr11
Dbf4,Gmfg,Tspo
Ctsd,Ms4a6b,Sub1
Cdc42,Cenpa,Ifngr1
Hsd11b1,Dbf4,Arhgap11a
Itm2b,Trav14-1,Hsd11b1
Ifngr1,Coro1a,Serf2
Hist1h2ap,Gnai2,Ccnb2
Arpc3,Itga4,B2m
Ccnb2,Ms4a4b,Nuf2
Cd3g,Ptms,Ly6a
Ptms,Ttk,Oaz1
Bub1b,Cenpl,Tnfaip8l1
Cd3e,Abracl,Cdkn3
H3f3b,Myl6,Ptms
Ly6a,Gtse1,Cdc42
Apobec3,Nkg7,Asf1b
Trbc2,Ncapd2,Odf2
Kif2c,S100a4,Anxa6
Trir,H3c11,Kif18b
Cd48,Gas2l3,Anxa2
Bhlhe40,Fam83d,H3f3b
Kpna2,Ifngr1,Serpinb9
Ly6e,Cep55,Plek
Cd3d,Gpsm2,Actr3
Ect2,Arhgap19,Tax1bp1
Srgn,Tmpo,Ankrd44
Akap13,Dusp5,Mis18a
Stk17b,Rgs16,H1f5
Ptprc,Fxyd5,Kifc1
Arhgdib,Cdkn2c,Trir
Trav14-1,Ifi206,Foxm1
Ankrd44,Bub1,Ly6e
Ctsw,Esco2,H3c3
H4c4,Ctsd,Itm2b
Pim1,Dusp2,Pfn1
Laptm5,Tax1bp1,Trav14-1
Pfn1,H1f2,Ubc
Spag5,Cd8b1,Bhlhe40
Tax1bp1,Ankrd44,Dusp2
Nuf2,Cdc42,Neil3
Ptprcap,Slfn2,Cd48
Lgals1,Cdc20,H1f2
Serpinb9,Cks1b,Laptm5
Arhgap11a,Ap1s2,Reep5
Aurka,Espl1,Lag3
Asf1b,Itgal,Ptprc
Rad21,H3c6,Ccng2
Cd2,Ccnb2,Rhoh
H1f2,Stk24,Kif14
Atxn1,Epsti1,Cdc20
Rhoh,Sgo1,Itgal
H1f5,Asf1b,Cd3e
H3f3a,Serpinb9,Actb
Stk24,G2e3,Stk17b
Dusp2,Tubb4b,Srgn
Tle5,Sub1,Stk24
Ctsa,Rdm1,Cep55
Gm8369,Bhlhe40,Cd3g
Odf2,Ly6e,Ncapd2
Cdkn3,Xaf1,Rad21
H3c3,Anxa2,Bub1
Ripor2,Pif1,Apobec3
Ppp1r12a,Troap,Atxn1
B4galnt1,Serf2,Cenpl
Actb,Pik3ap1,Ckap2
Itgal,Tspo,Dusp5
Ncapd2,Cenpc1,Ifi206
Pnrc1,Plek,Akap13
Lag3,Ube2t,Gm8369
Bub1,Hmgb2,B4galnt1
Ccng2,B2m,Cd3d
Mis18a,Rhoh,Cd2
Calm1,Cdc25c,Trbv13-3
Cdc20,Actb,Ptprcap
Prr11,Actr3,Trbc2
Cd47,H1f5,Thy1
Hmgn2,Laptm5,Ctsw
Ifi206,Anxa6,Ifng
Cytip,Diaph3,Cdkn2c
Selplg,Reep5,Esco2
H2-Q7,Pfn1,Serpinb6b
Cenpl,Nrm,Rdm1
Dock2,Ifi213,Lgals1
Dusp5,H2ac4,H2-Q7
Sp100,Oaz1,Diaph3
Arf5,Ube2s,Ctsa
Rhoa,Plk4,Plk4
Thy1,Ska1,Ripor2
Kif18b,H2bc6,Sgo1
Neil3,H3f3b,Ptpn6
Prex1,Itm2b,Sp100
Sh3kbp1,Cep57,Pimreg
H2-D1,Ubc,Pim1
Cep55,Vps37b,Arpc3
Cfl1,Triobp,Brd8
Kifc1,Trappc1,Hmgn2
Klrc1,H2bc3,Cd47
Serpinb6b,Gna15,Dock2
Brd8,Arsb,Cep57
Lbr,Rad21,Sapcd2
Pglyrp1,Atxn1,Selplg
Ubl5,Srgn,Ctla4
Rinl,Ctla4,Tle5
Foxm1,B4galnt1,Psmb9
Cdkn2c,Ly6a,Tuba1b
Diaph3,Ska3,Ttk
Plk4,Apobec3,Ska1
Tmsb10,Ctsa,Rgs16
Rdm1,Knstrn,Phf11b
Ets1,Terf1,Vps37b
Tmem50a,Thy1,Gna15
Skap1,Ccdc18,Arhgdib
Esco2,Cd3e,Xaf1
Phf11b,Brd8,Cyba
Ifng,Anln,Pclaf
Trbv13-3,Trim59,Lmnb1
Ptpn6,Reep4,Pik3ap1
Ckap2,Rhno1,Reep4
Il2rg,Cd2,Arhgap19
Ctla4,Stk17b,Tmem50a
Arpc1b,Tubb5,Cenpc1
Lmnb1,Ptpn6,Calm3
Cyba,Trir,Ube2t
Tuba1a,Crot,Ets1
Tnfaip8l1,Maml2,Depdc1b
Psmb9,Ifng,Tuba1a
Vps37b,Gm8369,Gng2
Klf6,H4c3,Cfl1
Sgo1,Akap13,Rhoa
Tuba1b,H2ac20,Lbr
Dnajc15,Ptprcap,Prex1
Gna15,H2bc18,H3f3a
Msn,Ptprc,Sh3kbp1
Ska1,Zfp707,Nrm
Cep57,Spsb2,Espl1
Bin2,Ifi214,Ap1s2
Gng2,Ppp1r35,Tmsb10
Gabarap,Rnf19a,H2-D1
Gramd3,Cd48,Trappc1
Calm3,Phf11b,Triobp
Kif14,Trbc2,Sdcbp2
Pik3ap1,Cd3g,Itgb7
Cenpc1,Ripor2,Klrc1
Plgrkt,Pim1,Zap70
Reep4,Gen1,Gpsm2
Shisa5,Ctsw,Arf5
Ap2s1,Ccpg1,Pmf1
Irf2,Mastl,Calm1
Gimap6,Cd3d,Skap1
Ube2t,Parpbp,Pnrc1
Xaf1,Sh2d3c,Ppp1r35
Itgb7,Serpinb6b,Gimap6
Peak1,Melk,Il2rg
Ifi209,Poc1a,Itgax
Leprotl1,Otud5,Gtse1
Ptpn22,Arpc3,Rangap1
Taldo1,Pmf1,Knstrn
Sapcd2,Cfl1,Arpc1b
Foxn3,Sh3kbp1,Plgrkt
Ccl4,Zap70,G2e3
Fyn,Dock2,Tmbim6
Arpc2,Bora,H2ac20
Dap,Cyba,Mad2l1
Rasa3,Vgll4,Dnajc15
Pclaf,Tle5,Dnajc1
Ctcf,Dnajc1,Irf2
Arl6ip5,Tuba1a,Ubl5
Smc1a,Gng2,Id2
Glmp,Hmgn2,Terf1
Myl12a,Arhgdib,Cytip
Frg1,Cep85,Klf6
Ppp1r35,Dhrs1,Rhno1
Zap70,Sp100,Pycard
Pik3r1,Ccdc77,Cdc25c
Pmf1,Id2,Lgals3
Pycard,Foxn3,Rasa3
Id2,H2-Q7,Pglyrp1
Clk1,Prex1,Arsb
Nrm,Selplg,Ptpn22
Trappc1,Arf5,Bin2
Rangap1,Mctp2,H2ac4
Rgs16,Srgap2,Ppp1r12a
Mndal,Ska2,Ctcf
Cotl1,Klrc1,Cd8a
Atp5h,Haus3,Vgll4
Lck,Plgrkt,Foxn3
Vsir,Arhgap26-1,Anp32e
Gimap1,H1f3,Otud5
Ppp1r18,Bbip1,Bbip1
Jak1,Mad2l1,Rinl
Sept1,Nlrc3,Ap2s1
Zfp36l2,Cd47,Gramd3
Esyt1,Lbr,H2az1
Chd2,Oas1a,Ifi213
Triobp,Kif18a,Cotl1
Slamf7,Ncapd3,Smc1a
Irf9,Ifi208,Hp1bp3
Tmbim6,Rhoa,Arl6ip5
Ttk,Prag1,Clk1
Stat1,Fut8,Leprotl1
Prr13,Ifi209,Crot
Mad2l1,Il2rg,Trim59
Gnas,Csrnp1,Sh2d3c
Cd8a,Tmem50a,Gimap1
Cox6c,Ets1,1110008P14Rik
Ap1s2,Rbl1,Msn
Espl1,Pnrc1,Ifi209
Nfkbiz,Rangap1,H3c6
Nfkbia,Cotl1,Dap
Dnajc1,Prkca,Nfkbiz
R3hdm4,H2ac10,Fyn
Btg1,H2ac15,Shisa5
H2az1,Irf2,Frg1
H2ac20,Ncaph2,Nfkbia
Akirin2,Tagap,Rnf19a
Ndufb7,Rasa3,Sept1
Capzb,Arrdc1,Cx3cr1
Otud5,1110008P14Rik,Glmp
Smchd1,Fhl2,Ifi214
Bbip1,Orai1,Ctsc
Ncaph2,Arpc1b,Smchd1
Knstrn,Popdc2,Ncaph2
1110008P14Rik,Csrp1,Lck
Fryl,Zswim8,Melk
Ikzf1,Ctsc,Zfp36l2
Gimap3,Itgb7,Troap
Wasf2,Dgkh,Gas2l3
mt-Co1,Oas3,Fam83d
Lgals3,Rab24,Sla
Arpc5,Ccl4,Dek
Hp1bp3,Cip2a,Esyt1
Smap2,Ctcf,Ccl4
Rhno1,Gpr171,Cox6c
Hcst,Nfkbiz,R3hdm4
Spn,Skap1,Smap2
Anp32e,Lgals1,Ska3
Arhgap19,Klf6,Spn
Acadl,Smim24,Peak1
Cd69,Cblb,Bora
Dbi,Psmb9,Prkca
Cmpk1,Arl6ip5,Fut8
4930453N24Rik,H2-D1,Slamf7
Ndufa1,Atp2a3,Dennd4a
Flna,Tmem71,4930453N24Rik
Rab11b,Xrn1,Haus3
Cox8a,H3f3a,Acadl
Glipr2,Cdca5,Fryl
Atp6v1g1,Kdm5d,Anln
Ifi203,Hp1bp3,Gimap3
Vgll4,Ubl5,Glipr2
Ctsc,Dap,Srgap2
Sh2d3c,H4c8,Hmgb1
Arhgef1,Lmnb1,Myl12a
Sla,Gramd3,Dbi
Tpt1,Ptpn22,Rbl1
Sun2,Tmsb10,Runx2
Rap1b,Dennd4a,mt-Co1
Vps28,Clk1,Rap1b
Elf1,Ngly1,Dhrs1
Clint1,Tmbim6,Ikzf1
Itpkb,Calm3,Ywhah
Cox6b1,Cd8a,Ncapd3
Pimreg,Gimap6,Cblb
Bcl10,Rnf26,Rnaseh2c
Gnb2,Calm1,Tpst2
Saraf,Leprotl1,Chd2
Dennd4a,Trim30a,Rab24
Nsmce1,Runx2,Ezh2
Ppib,Tuba1b,Cmc2
S1pr4,Bin2,H3c11
Terf1,Slamf7,Atp5h
Runx2,Pycard,Grk6
Tpst2,Inpp4a,Vsir
Sf3b1,R3hdm4,Bcl10
Fut8,Glmp,Wasf2
Cblb,Gpr108,Ppp1r18
Cd5,Rinl,Arpc2
Grk6,Cd226,Kif18a
Rbms1,Cytip,Akirin2
Lbh,Sla,Pif1
Sh2d2a,Smap2,Flna
Tmem71,Ankle1,S1pr4
Arsb,Fryl,Celf2
Cntrl,Usp18,Tagap
Crlf2,Mtfr2,Parpbp
Rbl1,H2bc9,Tmem71
Myl12b,Smtn,Orai1
Prkca,Sp140,Ndufa1
Srpk2,Esyt1,Sh2d2a
Cnn2,Frg1,Ifi203
Cdc42se1,Pglyrp1,Irf9
Celf2,Zfp36l2,Stat1
Psap,4930453N24Rik,Rbms1
Aip,Stil,Csrp1
Birc2,Smc1a,Clint1
Arf6,Bcl10,Gnas
Tap1,Esyt2,Poc1a
Acp5,Peak1,Cmpk1
Gpsm2,Serpinb9b,Cd226
Cmc2,Tent4a,Rab11b
Myo1f,Saraf,Gabarap
Ifi214,Insl6,Cd5
Ifi213,Ap2s1,Cdca5
Bcl11b,Emc9,Mndal
Trim59,Nfkbia,Ppib
Rnaseh2c,Pclaf,Atp2a3
Btg2,Dapk2,Mctp2
Dctn4,Cenpn,Csrnp1
Sdcbp2,Arpc2,Xrn1
H2-T23,Rap1gap2,Ska2
Arap2,Cc2d1a,Gpr171
Klrd1,Fyn,Cd69
Ablim1,Wdr95,Lrp10
Crot,Msn,Ngly1
Aopep,Eri2,Capzb
Haus3,Grk6,Prr13
G2e3,Myl12a,Saraf
H2ac4,Spn,Cntrl
Melk,Rab11b,Oas3
Rab24,Chd2,Arpc5
Dek,Glipr2,Icos
Wbp2,Ddx58,Aip
Bora,Ppp1r12a,Atp6v1g1
Cd226,Irf9,Gnb2
Dgka,Cd9,H1f3
Lrp10,Tpst2,Ifi208
Scp2,Atl2,Ccdc34
Cast,Akirin2,Ndufb7
Rnf19a,Dnajc15,Esyt2
Psenen,Lgals3,Dgkh
Il18r1,Gimap1,Bcl11b
Xrn1,Trdc,Srpk2
Icos,Cd69,Ccdc18
Cdc25c,Sept1,H2bc6
Csrp1,Rbms1,Fhl2
Srgap2,Lck,Arf6
Sept6,Spdl1,Gen1
Esyt2,Chst12,Arrdc1
Ifi27,Acadl,Trim30a
Cdca5,Clint1,Psap
Spdl1,Icos,Insl6
Atp2a3,Clec2i,Crlf2
Orai1,Il3ra,H2bc18
Dazap2,Ccnf,Dapk2
Gpr183,Chit1,Tap1
Sdcbp,Smchd1,Spdl1
Gimap5,Paxx,Jak1
Bptf,Cenpp,Nlrc3
Isg15,Mlkl,Cd9
Ywhah,Aip,Aopep
Lfng,Ankrd54,Il18r1
Cap1,Cntrl,Mastl
Fli1,Rtp4,Cdc42se1
Irf1,Wasf2,Emc9
Itgb2,Pkp3,Sf3b1
Cdkn1b,Uevld,Gpr183
Tagap,Vsir,Ifi27
Tox,Kdm4a,Cip2a
Ndufa13,Crlf2,H2bc3
Ncapd3,Lrp10,Anapc11
Cox5b,S1pr4,Ddx58
Depdc1b,Ikzf1,Cox6b1
Kmt2e,Gpr183,Nsmce1
Ngly1,Flna,Dgka
Ugcg,Car5b,Nucks1
Ppp1r15a,Srpk2,Tram1
Atp5j,Dnm3,Irf1
Gpr171,Il18r1,Cnn2
Cd9,Srbd1,Psenen
Dhrs1,Hist1h2br,Birc2
Dapk2,Cd5,Dctn4
Anapc11,Miip,Rap1gap2
Npc2,Tap1,Kmt2e
Dock10,Cox6c,Ccnf
Gtse1,Cntrob,Myo1f
Kif18a,Slamf1,Tox
Ier2,Psap,Vps28
Atf7ip,Cmc2,Ccdc50
Atox1,Rap1b,Pkp3
Slfn1,Sh2d2a,Bptf
Ezh2,Poc5,Rtp4
Ddx58,Cmpk1,Lsm5
Utrn,Bcl11b,Cep85
Itgax,Ccdc34,Ccdc77
Ifi208,Rnaseh2c,Sp140
Zyx,Nr4a1,Sun2
Trim30a,Klhl22,Atp5j
Klrc2,Dctn4,Trdc
Cd44,Stat1,Oas1a
Tln1,Nek2,Arhgap26-1
Tsc22d4,Ppp3cb,Itgb2
Smad7,Cklf,Ppp3cb
Emc9,Celf2,Klrd1
H2-K1,Nsmce1,Itpkb
Gzmb,mt-Co1,Prag1
Spag9,Atp6v0d1,Taldo1
Prkcq,Shisa5,Rnf26
Ndufb11,Arpc5,Hnrnpa3
Prdx5,Anp32e,Usp18
Oas3,Mndal,Fbxo5
Trim12a,Gnas,Cox8a
Ech1,Tram1,Arhgef1
Ubl4a,Fbxo5,Fam107b
Wnk1,Ppp1r18,Arap2
Ccdc34,Aopep,Smim24
Cd247,Ccdc71l,Dock10
Chsy1,Cdc42se1,Cd247
Jund,H2az1,Gzmb
Ccnf,Ifi27,Cast
H2-T22,Mttp,Miip
Rap1a,Ccdc61,Ugcg
Anln,Prr13,Ppdpf
Pcmt1,Ndufa1,Ubl4a
Tram1,Bptf,Clec2i
Ppm1h,Ccdc50,Rbbp4
Insl6,Pnkp,Cklf
Ppp3cb,Gimap3,H2-T23
Pitpnc1,Tox,Nde1
Csrnp1,Zfp62,Cap1
Sp110,Ifi203,Lbh
Nde1,Prr14,Ppp1r15a
Rtp4,Isg15,Zfp707
H1f3,Gabarap,Ndufa13
Ly6c2,Cdk5rap2,Spag9
Nucks1,Kremen2,Ech1
Ccl3,Capzb,Cox5b
Ccdc50,Nde1,Rilpl2
Dgkh,AA467197,Stil
Clta,Ube2l6,Ly6c2
Nr4a2,Ezh2,Maml2
Hnrnpa3,Atp2b4,Chsy1
Pkp3,Hip1,Zswim8
Fbxo5,Btbd10,Gltp
Ska3,Mad2l1bp,Cenpn
Txk,Rexo5,Tsc22d4
Tmem59,Arhgef39,Gpr108
Ilk,Hid1,Sept6
Scand1,Gzma,Nr4a2
Osbpl3,Irf1,Sdcbp
March7,Traf5,Gimap4
Ska2,Atp5h,Isg15
Sept7,Dbi,H2-T22
Hmgb1,Atp6v1g1,Prr14
Ppdpf,Brip1,Nr4a1
Mctp2,Dek,Hip1
Plaat3,Cdk19,Atl2
Parpbp,Pgap1,Themis
Malt1,Papolg,Haus4
Stat4,Haspin,Pnkp
Lrrc8c,4930503L19Rik,Gimap5
Slc44a2,Arf6,Lfng
Trdc,Phf11c,Atp6v0d1
Hcls1,Birc2,Cenpp
Madd,Aspscr1,Dazap2
Rilpl2,Klrd1,Scand1
Cip2a,Myo1f,Cdk19
Arl4c,Gnb2,H4c3
Pbrm1,Jak1,Nek2
Itk,Spag9,Cdkn1b
Cklf,H2bc14,Slc50a1
Osbpl9,Anapc11,Popdc2
Cox7a2l,Dgka,Rictor
Mtpn,Sf3b1,Pik3r1
Rictor,Traip,Lrrc8c
Rap1gap2,Cnn2,Hcls1
Fam107b,Mdm1,Btg1
Poc1a,Ppdpf,Scp2
Arrdc1,Il18rap,Med30
Vrk3,Ywhah,Smdt1
Jarid2,Slc35e3,Sept7
Ptbp3,Ppp1r15a,Vmp1
Ypel3,Cap1,Cyfip2
Il18rap,Sun2,Ablim1
Smdt1,Psenen,Myl12b
Slc50a1,Acap2,Chst12
Pdlim2,H2-T22,H2ac15
Gimap8,Slc24a5,H4c8
H3c6,Tor4a,Paxx
Cyfip2,Cast,Ndufb11
Nlrc3,Kmt2e,Itk
Ube2b,Ubl4a,Ankle1
Hip1,Rictor,Traf5
Dnmt1,H2bc15,Osbpl3
Med30,Slc50a1,Il18rap
Ankrd11,Cchcr1,Spsb2
Arf4,Tubd1,Acp5
Evi2a,Ndufb7,Ccpg1
Capns1,Haus4,Atp2b4
Cx3cr1,Vps28,Osbpl9
Arl5c,Isoc2b,Pcmt1
Rbm39,Il12rb2,Mad2l1bp
Os9,Ugcg,Mtfr2
Thap3,Lrch4,Ptbp3
Tbc1d1,Fam110a,Dnajc9
Fhl2,Tgif1,Srbd1
Gnptg,Ly6c2,Cpt1a
4930523C07Rik,Nr4a2,Kdm5d
Cpt1a,Sec23b,Ccdc71l
Arhgap15,Ppib,Pbrm1
9930111J21Rik2,Lrrc8c,Fli1
Gas2l3,Dock10,Prf1
Chd7,Bcl2l11,Sec11c
Gltp,4921524J17Rik,Inpp4a
Rabgap1l,Chsy1,Evi2a
Trafd1,Ech1,Ier2
Fkbp2,Tmem163,Plac8
Apbb1ip,Arap2,4921524J17Rik
Dock11,Eme1,Vrk3
Prr14,Itpkb,Atf7ip
Miip,Tbc1d31,Plekha2
Haus4,Dennd6b,Bcl2l11
Myef2,Hdac10,Ppp1ca
Kansl1,Dync1i2,Aspscr1
Tnrc6b,Ethe1,Tent4a
Capza1,Prpf18,Ankrd54
Ppp1ca,Plxdc1,H2ac10
Tbc1d10c,Sipa1l1,Dync1i2
Lasp1,Sept6,Car5b
Prf1,Evi2a,Rhof
Rbbp4,Cyth2,Pfkp
Anxa5,Tsc22d4,Eri2
Ucp2,Hmgb1,Tgif1
Bin1,Plekha2,Haspin
Troap,Lfng,Wbp2
Fnbp1,Cdca4,Hcst
Themis,Dazap2,4930503L19Rik
Cdk19,Itgb2,Pdlim2
Mkrn1,Il6st,Fkbp2
Fyb,Fam72a,Ube2b
Atp5e,Chkb,Mtpn
Actn1,Ildr1,Rap1a
Numa1,0610010K14Rik,Tmem59
Ccdc12,Cdkn1b,Ppm1h
Plekha2,Ccr2,Capza1
Lsm5,Ypel5,Btbd10
Gimap4,Sdcbp,Malt1
Tpm4,Rtkn2,Raly
Krit1,Cd247,Npc2
Pcbd2,Cpt1a,Trafd1
