wilcoxon,t-test,t-test_overestim_var
,Tuba1b,Hmgb2
,Pclaf,Tuba1b
,Top2a,Clic1
,Cox7a2,Pclaf
,Mki67,Top2a
,Anp32e,Cox7a2
,Lmnb1,Mki67
,Cks2,Tubb5
,Cks1b,Ptma
,Cbx3,Anp32e
,Cdca8,Lmnb1
,Tmpo,Cks2
,Smdt1,Cks1b
,Banf1,Cbx3
,Psma7,Cdca8
,Hnrnpd,Tmpo
,Alyref,Smdt1
,H2ax,Banf1
,Atp6v0e,Psma7
,Anxa2,Hnrnpd
,Prkar1a,Alyref
,Nusap1,H2ax
,Psmd8,Atp6v0e
,Tpm4,Anxa2
,Psmb5,Prkar1a
,Psmb2,Nusap1
,Psma4,Psmd8
,Cdk1,Tpm4
,Ube2c,Psmb5
,Incenp,Psmb2
,Lsm6,Psma4
,Ccna2,Cdk1
,Lgals3,Ube2c
,Kif11,S100a4
,Ap2s1,Incenp
,Prc1,Lsm6
,Spc24,Ube2s
,Tpx2,Ccna2
,Rad21,Lgals3
,Mrpl51,Kif11
,Mrpl57,Ap2s1
,Mdh1,Prc1
,Gm8369,Spc24
,Cenpe,Tpx2
,Ezh2,Rad21
,Spcs1,Birc5
,Cycs,Mrpl51
,Manf,Mrpl57
,Pdia3,Mdh1
,Med30,Pfn1
,Ssrp1,Gm8369
,Cmc2,Cenpe
,Psma6,Ezh2
,Uqcrfs1,Spcs1
,Dnajc9,Cycs
,Kif15,Manf
,Sarnp,Slc25a3
,Rangap1,Pdia3
,Cmpk1,Med30
,Serpinb9,Nkg7
,Hmmr,Ssrp1
,Hpf1,Cmc2
,Ddx39,Psma6
,Csde1,Uqcrfs1
,Cmtm7,Dnajc9
,Fkbp3,Kif15
,Tuba1c,Ppib
,Tacc3,Sarnp
,Tsn,Ppp1ca
,Bhlhe40,Rangap1
,Lsm2,Cmpk1
,Cenpf,Serpinb9
,Rrm1,Hmmr
,Rilpl2,Hpf1
,Ssr2,Ddx39
,Ube2m,Csde1
,Aurkb,Cmtm7
,Knl1,Fkbp3
,Tram1,Calm2
,Vdac3,Tuba1c
,Asf1b,Jpt1
,Klf6,Tacc3
,Tuba1a,H2az1
,Pbrm1,Tsn
,Dbf4,Bhlhe40
,Cst3,Lsm2
,H1f5,Cenpf
,Kif23,Rrm1
,Pglyrp1,Rilpl2
,Ckap5,Ran
,Plk1,Ssr2
,Vamp8,Ube2m
,Ndufa12,Aurkb
,Psmb7,Knl1
,Rnf7,Tram1
,Dnaja2,Vdac3
,Erp29,Asf1b
,Rpn2,Klf6
,Acadl,Tuba1a
,Psip1,Ly6a
,Paip2,Pbrm1
,Ptges3,Tspo
,Rp9,Dbf4
,Srp19,Hnrnpu
,Ssna1,Cst3
,Sae1,H1f5
,Lamtor5,Kif23
,Fkbp2,Anp32b
,Kif22,Pglyrp1
,Rab10,Ckap5
,Lsm12,Plk1
,Gmnn,S100a6
,Uqcrc2,Vamp8
,Prex1,Eif5a
,Mtch1,Ndufa12
,Ech1,Psmb7
,Dnajc2,Rnf7
,Dnmt1,Dnaja2
,Ndc80,Cd48
,Dbnl,S100a10
,H1f4,Cfl1
,Luc7l3,H3f3b
,Dph3,Erp29
,Mrps18c,Rpn2
,Sfr1,Stmn1
,Ncapg,Acadl
,Prdx5,Psip1
,Tmed10,Paip2
,Cyc1,Ptges3
,Clint1,Rp9
,Tyms,Srp19
,Dnajb11,Ssna1
,Erh,Lgals1
,Casp3,Sae1
,Zcrb1,Lamtor5
,Ap2m1,Ndufb11
,Ube2k,Reep5
,Actn4,Fkbp2
,Bcl2a1b,Kif22
,Dlgap5,Hnrnpk
,Mad2l1,Dut
,Cript,Rab10
,Pcmt1,Lsm12
,1810058I24Rik,Gmnn
,Nfkbiz,Uqcrc2
,Polr2k,Prex1
,Eny2,Mtch1
,Cdc25b,Ech1
,Commd1,Dnajc2
,Mrps26,Hint1
,Ddost,Dnmt1
,Shcbp1,Ndc80
,Cops6,Dbnl
,Pgam1,Ywhah
,Pfdn1,Crip1
,Vcp,H1f4
,Psmc4,Luc7l3
,Ccdc34,Dph3
,Dhx9,Mrps18c
,Ndufa5,Sfr1
,Baz1b,Ncapg
,Ccnb1,Prdx5
