gene_names,A,C,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.774125337600708,0.7444362640380859,-0.0805195271968841,0.9986834193616771,-1.0048598051071167,-0.0805195271968841,0.7100639966762301,-1.0070996284484863,-0.0805195271968841,0.9123050129547194,-0.885858952999115
Lypla1,0.3833488523960113,0.3963376581668854,0.0580489858984947,0.9986834193616771,0.3381156325340271,0.0580489858984947,0.9602024864605064,0.4706632792949676,0.0580489858984947,1.0,0.4149127006530761
Gm37988,0.0006107537774369,0.0,-19.220674514770508,0.9986834193616771,0.0827403515577316,-19.220674514770508,0.7100639966762301,-1.0,-19.220674514770508,0.9123050129547194,-0.7319250702857971
Tcea1,0.5427099466323853,0.5010861158370972,-0.1477479189634323,0.9986834193616771,-1.2241528034210205,-0.1477479189634323,0.6185867996599034,-1.4337481260299685,-0.1477479189634323,0.8592831498455946,-1.2638463973999023
Atp6v1h,0.3522481024265289,0.3325679898262024,-0.0979474857449531,0.9986834193616771,-0.6644112467765808,-0.0979474857449531,0.8288453279355789,-0.7716143727302551,-0.0979474857449531,0.9337133044951598,-0.6791938543319702
Rb1cc1,0.2190025150775909,0.2880369126796722,0.4472059309482574,0.1507172600434985,2.6842401027679443,0.4472059309482574,0.0757953407571434,2.880642890930176,0.4472059309482574,0.1985508328117443,2.578035354614258
Pcmtd1,0.1389446407556533,0.1333925127983093,-0.0629286170005798,0.9986834193616771,-0.1419961303472519,-0.0629286170005798,1.0,-0.3117625713348388,-0.0629286170005798,1.0,-0.2722077667713165
Rrs1,0.3445176482200622,0.3116561770439148,-0.169620931148529,0.9986834193616771,-1.241105318069458,-0.169620931148529,0.6485366635434912,-1.3105525970458984,-0.169620931148529,0.8861028064839964,-1.1446905136108398
Adhfe1,0.0015739034861326,0.0,-20.58705139160156,0.9986834193616771,0.0382596366107463,-20.58705139160156,0.6185867996599034,-1.4050203561782837,-20.58705139160156,0.8861028064839964,-1.0283695459365845
Mybl1,0.0273777265101671,0.0281834043562412,0.0424271002411842,0.9986834193616771,-0.1564601361751556,0.0424271002411842,1.0,0.096843421459198,0.0424271002411842,1.0,0.0868246331810951
Vcpip1,0.2025542557239532,0.2073747664690017,0.0375279784202575,0.9986834193616771,0.2505539655685425,0.0375279784202575,1.0,0.218381181359291,0.0375279784202575,1.0,0.1924558728933334
Sgk3,0.0698811486363411,0.0446461476385593,-0.66474449634552,0.9986834193616771,-1.3369098901748655,-0.66474449634552,0.2594993654495747,-2.202152729034424,-0.66474449634552,0.5336858277383923,-1.8802354335784912
Mcmdc2,0.0013421629555523,0.0009262304520234,-0.535416305065155,0.9986834193616771,0.1205334067344665,-0.535416305065155,1.0,-0.3137503862380981,-0.535416305065155,1.0,-0.2611328363418579
Ppp1r42,0.0,0.0,0.0,0.9986834193616771,0.1272210627794265,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.5453087091445923,0.5634096264839172,0.0613683983683586,0.9986834193616771,0.9305179119110109,0.0613683983683586,0.8889135028369451,0.6507141590118408,0.0613683983683586,0.9768052524601786,0.5694835186004639
Cspp1,0.2020019888877868,0.21964892745018,0.1340066045522689,0.9986834193616771,0.9328507781028748,0.1340066045522689,0.8189602959440225,0.7897546291351318,0.1340066045522689,0.9266614985418316,0.6961653232574463
Arfgef1,0.2724691927433014,0.2783117890357971,0.0350166745483875,0.9986834193616771,-0.135463997721672,0.0350166745483875,1.0,0.2378424108028412,0.0350166745483875,1.0,0.2122539430856704
Prex2,0.0,0.0,0.0,0.9986834193616771,0.1272210627794265,0.0,1.0,0.0,0.0,1.0,0.0
A830018L16Rik,0.0,0.0,0.0,0.9986834193616771,0.1272210627794265,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,0.9986834193616771,0.1272210627794265,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.2794073522090912,0.3105314970016479,0.175923004746437,0.9986834193616771,0.8085847496986389,0.175923004746437,0.6989991612450251,1.222861647605896,0.175923004746437,0.8861028064839964,1.0929415225982666
Tram1,0.888212263584137,0.8705902695655823,-0.043461836874485,0.9986834193616771,-0.4339202642440796,-0.043461836874485,0.9298748777438842,-0.5551890134811401,-0.043461836874485,1.0,-0.4876925945281982
Lactb2,0.1522485017776489,0.159486249089241,0.072360835969448,0.9986834193616771,-0.1010925322771072,0.072360835969448,1.0,0.3781684637069702,0.072360835969448,1.0,0.3372641503810882
Xkr9,0.0,0.0,0.0,0.9986834193616771,0.1272210627794265,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9986834193616771,0.1272210627794265,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.0147360833361744,0.0016948102274909,-3.1295769214630127,0.9986834193616771,-0.5458996891975403,-3.1295769214630127,0.040216469580189,-3.146898031234741,-3.1295769214630127,0.2682266386899597,-2.398291110992432
Trpa1,0.0025061552878469,0.0,-21.25885391235352,0.9986834193616771,-0.0062210792675614,-21.25885391235352,0.4941683369291561,-1.6767373085021973,-21.25885391235352,0.8676069616493346,-1.2272460460662842
Terf1,0.2290305644273758,0.2239199727773666,-0.0363824740052223,0.9986834193616771,-0.4188341498374939,-0.0363824740052223,1.0,-0.2288002073764801,-0.0363824740052223,1.0,-0.2024927586317062
Sbspon,0.0,0.0,0.0,0.9986834193616771,0.1272210627794265,0.0,1.0,0.0,0.0,1.0,0.0
4930444P10Rik,0.0004825270443689,0.0,-18.88060188293457,0.9986834193616771,0.0827403515577316,-18.88060188293457,0.7100639966762301,-1.0,-18.88060188293457,0.9123050129547194,-0.7319250702857971
Rpl7,3.1928205490112305,3.1700730323791504,-0.0342394858598709,0.4887067399069199,-2.0207619667053223,-0.0342394858598709,0.6678905014089125,-1.2754007577896118,-0.0342394858598709,0.8861028064839964,-1.0688074827194214
Rdh10,0.0253942254930734,0.0364888124167919,0.5309979915618896,0.9986834193616771,0.5536760091781616,0.5309979915618896,0.7100639966762301,1.1326268911361694,0.5309979915618896,0.8861028064839964,1.0416560173034668
