ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
Target genes,sc_d8_arm_up
Source genes,sc_all

,ChIP,None ChIP
Target,1090 (73.7%),389 (26.3%)
Other,6248 (47.9%),6786 (52.1%)
chisq,351.64295635899873
p-value,1.8593662456118505e-78


ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
Target genes,sc_d8_arm_up
Source genes,sc_all

,ChIP,None ChIP
Target,1064 (71.9%),415 (28.1%)
Other,5674 (43.5%),7360 (56.5%)
chisq,429.84058659496674
p-value,1.760290606886086e-95


ChIP,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
Target genes,sc_d8_arm_up
Source genes,sc_all

,ChIP,None ChIP
Target,1330 (89.9%),149 (10.1%)
Other,10340 (79.3%),2694 (20.7%)
chisq,93.98024898095211
p-value,3.1868806105445843e-22


ChIP,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
Target genes,sc_d8_arm_up
Source genes,sc_all

,ChIP,None ChIP
Target,152 (10.3%),1327 (89.7%)
Other,502 (3.9%),12532 (96.1%)
chisq,125.96146304733888
p-value,3.135126741870722e-29


ChIP,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
Target genes,sc_d8_arm_up
Source genes,sc_all

,ChIP,None ChIP
Target,6 (0.4%),1473 (99.6%)
Other,59 (0.5%),12975 (99.5%)
chisq,0.0025988215920910752
p-value,0.9593425423501261


ChIP,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
Target genes,sc_d8_arm_up
Source genes,sc_all

,ChIP,None ChIP
Target,699 (47.3%),780 (52.7%)
Other,3923 (30.1%),9111 (69.9%)
chisq,179.48802642532922
p-value,6.269108403814353e-41


ChIP,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
Target genes,sc_d8_arm_up
Source genes,sc_all

,ChIP,None ChIP
Target,262 (17.7%),1217 (82.3%)
