ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2273,3185
Other,4779,13186
chisq,449.4976576350859
p-value,9.277678387145131e-100


ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2008,3450
Other,4470,13495
chisq,296.107909191792
p-value,2.321373688981182e-66


ChIP,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3798,1660
Other,7553,10412
chisq,1270.392138482905
p-value,3.072431266499789e-278


ChIP,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,214,5244
Other,437,17528
chisq,33.76978154181035
p-value,6.203502162967112e-09


ChIP,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,16,5442
Other,129,17836
chisq,11.604570703912042
p-value,0.0006578993040526948


ChIP,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1502,3956
Other,2822,15143
chisq,387.16429597261293
p-value,3.429408080828497e-86


ChIP,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,470,4988
Other,931,17034
chisq,86.91419087564107
p-value,1.1333324585847288e-20


ChIP,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,467,4991
Other,851,17114
chisq,114.27072338776867
p-value,1.1367879454867773e-26


ChIP,2017_PNAS_Li___STAT5B_noIL2-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,46,5412
Other,147,17818
chisq,0.008129895660004972
p-value,0.9281553547322656


ChIP,2017_PNAS_Li___STAT5B_IL2-WT-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,547,4911
Other,865,17100
chisq,199.44385396495886
p-value,2.7618254981862565e-45


ChIP,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2374,3084
Other,4085,13880
chisq,902.0783961945917
p-value,3.467392089967211e-198


ChIP,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1717,3741
Other,2967,14998
chisq,583.3361152477186
p-value,7.053607965402206e-129


ChIP,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,535,4923
Other,847,17118
chisq,194.22916512565328
p-value,3.795313064126754e-44


ChIP,2017_PNAS_Li___STAT5B_IL2-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,729,4729
Other,1286,16679
chisq,203.7533304230113
p-value,3.1681682415331605e-46


ChIP,2017_PNAS_Li___STAT5B_IL2-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1537,3921
Other,2738,15227
chisq,467.46462760605243
p-value,1.1415302689316168e-103


ChIP,2017_PNAS_Li___STAT3_noIL21-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,49,5409
Other,133,17832
chisq,1.1493623374078785
p-value,0.2836826745038039


ChIP,2017_PNAS_Li___STAT3_IL21-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,764,4694
Other,1559,16406
chisq,132.01173800153364
p-value,1.4873712448121582e-30


ChIP,2017_PNAS_Li___H3K4me3-noIL2-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3953,1505
Other,7270,10695
chisq,1711.886576251802
p-value,0.0


ChIP,2017_PNAS_Li___H3K4me3_IL2-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3942,1516
Other,7335,10630
chisq,1651.4415553036
p-value,0.0


ChIP,2017_PNAS_Li___H3K27Ac-noIL2-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3660,1798
Other,6215,11750
chisq,1807.7353144679178
p-value,0.0


ChIP,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3736,1722
Other,6464,11501
chisq,1793.861341833255
p-value,0.0


ChIP,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3843,1615
Other,6860,11105
chisq,1750.5549070733455
p-value,0.0


ChIP,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3761,1697
Other,6484,11481
chisq,1830.5724057711068
p-value,0.0


ChIP,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3792,1666
Other,6650,11315
chisq,1783.9287006798156
p-value,0.0


ChIP,2017_PNAS_Li___H3K27Ac_IL2-CD4
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3722,1736
Other,6192,11773
chisq,1949.2384413273335
p-value,0.0


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1716,3742
Other,3295,14670
chisq,426.3370929756862
p-value,1.0188899710683964e-94


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2351,3107
Other,4040,13925
chisq,893.136227363688
p-value,3.0473949150859086e-196


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2092,3366
Other,3617,14348
chisq,750.9007846460792
p-value,2.5558697415533684e-165


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3548,1910
Other,6023,11942
chisq,1715.3434547743548
p-value,0.0


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3275,2183
Other,6662,11303
chisq,899.411101676226
p-value,1.3177717674282292e-197


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,4089,1369
Other,8169,9796
chisq,1453.848972536331
p-value,0.0


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3408,2050
Other,6508,11457
chisq,1177.3181001886765
p-value,5.1849893431789e-258


ChIP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2995,2463
Other,6348,11617
chisq,665.6600260694643
p-value,8.778609998716491e-147


ChIP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,761,4697
Other,2271,15694
chisq,6.178401055262194
p-value,0.012931908711503405


ChIP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1582,3876
Other,4150,13815
chisq,78.10871305575014
p-value,9.752283135488853e-19


ChIP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1527,3931
Other,4159,13806
chisq,52.79182803325646
p-value,3.7084100490825563e-13


ChIP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,405,5053
Other,1173,16792
chisq,5.147730708128565
p-value,0.023276773727422883


ChIP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1717,3741
Other,3828,14137
chisq,238.13255121571595
p-value,1.0043826732495646e-53


ChIP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3395,2063
Other,6191,11774
chisq,1331.3382391490716
p-value,1.7500274269209203e-291


ChIP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3247,2211
Other,5883,12082
chisq,1257.6574864056156
p-value,1.798709381333841e-275


ChIP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2237,3221
Other,4556,13409
chisq,495.61124351256115
p-value,8.568079140629481e-110


ChIP,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3633,1825
Other,6619,11346
chisq,1501.048003056614
p-value,0.0


ChIP,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3616,1842
Other,6523,11442
chisq,1527.5342486947225
p-value,0.0


ChIP,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1550,3908
Other,3145,14820
chisq,309.22311677028694
p-value,3.224513116053799e-69


ChIP,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1075,4383
Other,3130,14835
chisq,14.530727111920104
p-value,0.000137892020040331


ChIP,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,869,4589
Other,2717,15248
chisq,1.9935479299032273
p-value,0.1579704059740768


ChIP,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2984,2474
Other,5142,12823
chisq,1252.6448381761402
p-value,2.2095791842229583e-274


ChIP,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3100,2358
Other,5393,12572
chisq,1297.6189726761265
p-value,3.7209402962645467e-284


ChIP,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1341,4117
Other,3017,14948
chisq,166.6172810080754
p-value,4.055352722109224e-38


ChIP,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,42,5416
Other,122,17843
chisq,0.37074855344376206
p-value,0.5425965248796283


ChIP,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1759,3699
Other,3496,14469
chisq,391.42341466442946
p-value,4.055081575687439e-87


ChIP,2016_SCIENCE_Mackay___Hobit_invitro-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,54,5404
Other,149,17816
chisq,1.067816157880893
p-value,0.3014392454804483


ChIP,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,458,5000
Other,935,17030
chisq,75.43664155769237
p-value,3.773224131676763e-18


ChIP,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1353,4105
Other,2942,15023
chisq,197.30569727707447
p-value,8.087393087915757e-45


ChIP,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,57,5401
Other,107,17858
chisq,11.4872924392678
p-value,0.0007007364296025477


ChIP,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1671,3787
Other,3162,14803
chisq,432.19447509561275
p-value,5.41082543466923e-96


ChIP,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,2216,3242
Other,4156,13809
chisq,644.0568242455221
p-value,4.381712254221876e-142


ChIP,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1575,3883
Other,3293,14672
chisq,281.1156334328795
p-value,4.2902438911321326e-63


ChIP,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,101,5357
Other,281,17684
chisq,1.9647207289240831
p-value,0.16100934358745383


ChIP,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3903,1555
Other,9911,8054
chisq,461.36559309149305
p-value,2.425021386671134e-102


ChIP,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1711,3747
Other,3487,14478
chisq,344.8503616749242
p-value,5.604924549750529e-77


ChIP,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1180,4278
Other,2251,15714
chisq,275.9213985890879
p-value,5.813222964914329e-62


ChIP,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,181,5277
Other,367,17598
chisq,29.153215340491133
p-value,6.687466921111608e-08


ChIP,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,997,4461
Other,1813,16152
chisq,264.21209140921496
p-value,2.0720898223072493e-59


ChIP,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,55,5403
Other,119,17846
chisq,6.308931013673269
p-value,0.012013125021784095


ChIP,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,117,5341
Other,236,17729
chisq,18.87219668943066
p-value,1.397751065137868e-05


ChIP,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,35,5423
Other,93,17872
chisq,0.9600533116052907
p-value,0.32717344633594947


ChIP,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1352,4106
Other,2570,15395
chisq,328.1385622593462
p-value,2.4446371499555812e-73


ChIP,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,12,5446
Other,45,17920
chisq,0.0601869526803886
p-value,0.8062006978523873


ChIP,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3948,1510
Other,6991,10974
chisq,1877.002005175746
p-value,0.0


ChIP,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3749,1709
Other,7346,10619
chisq,1296.3518169353028
p-value,7.014939047244829e-284


ChIP,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,3056,2402
Other,5273,12692
chisq,1295.3133202649046
p-value,1.1795173826864355e-283


ChIP,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,1270,4188
Other,3866,14099
chisq,7.378208727864848
p-value,0.006601889325272286


ChIP,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,4012,1446
Other,7386,10579
chisq,1757.053745099301
p-value,0.0


ChIP,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,982,4476
Other,1709,16256
chisq,295.1296780503773
p-value,3.792093454232868e-66


ChIP,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,937,4521
Other,1698,16267
chisq,248.84017270617917
p-value,4.648306905139634e-56


ChIP,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,488,4970
Other,1243,16722
chisq,24.71272697399118
p-value,6.654330194053645e-07


ChIP,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,696,4762
Other,1519,16446
chisq,89.75538469710997
p-value,2.695038129554241e-21


ChIP,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,4054,1404
Other,8322,9643
chisq,1311.4769839131468
p-value,3.623435845185927e-287


ChIP,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,842,4616
Other,1832,16133
chisq,112.67924804533614
p-value,2.5366351222175363e-26


ChIP,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,499,4959
Other,1368,16597
chisq,13.112039474328357
p-value,0.0002934041012275459


ChIP,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Target genes,nascent_48h_up
Source genes,nascent_all

,ChIP,None ChIP
Target,264,5194
Other,839,17126
chisq,0.223551895420433
p-value,0.6363467777407952


ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
Target genes,nascent_48h_dn
Source genes,nascent_all

,ChIP,None ChIP
Target,2799,2939
Other,4253,13432
chisq,1258.0960035492424
p-value,1.444317357699134e-275


ChIP,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
Target genes,nascent_48h_dn
Source genes,nascent_all

,ChIP,None ChIP
Target,2642,3096
Other,3836,13849
chisq,1282.9999728855428
p-value,5.592225076595937e-281


ChIP,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
Target genes,nascent_48h_dn
Source genes,nascent_all

,ChIP,None ChIP
Target,3628,2110
Other,7723,9962
chisq,662.7097339324318
p-value,3.8462298501905435e-146


ChIP,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
Target genes,nascent_48h_dn
Source genes,nascent_all

,ChIP,None ChIP
Target,246,5492
Other,405,17280
chisq,63.212854846360806
p-value,1.8553361069528344e-15


ChIP,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
Target genes,nascent_48h_dn
Source genes,nascent_all

,ChIP,None ChIP
Target,29,5709
Other,116,17569
chisq,1.3601772114808148
p-value,0.24350677165936968


ChIP,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
Target genes,nascent_48h_dn
