wilcoxon,t-test,t-test_overestim_var
Clic1,Gpsm2,Plk4
Actb,Plk4,Racgap1
Cox5a,Racgap1,Gpsm2
Racgap1,Mcu,Mcu
Plk4,Gzmb,Gzmb
Cd48,Mki67,Mki67
Nkg7,Sp4,Reep5
Lgals1,Reep5,Sp4
Mki67,Bspry,Birc5
Myl6,Gzma,Myl6
Rap1b,Myl6,Cdca8
Reep5,Birc5,Gzma
Gpsm2,Cdca8,Cmtm7
Birc5,Cmtm7,Gng2
Emp3,Gng2,Bspry
Abhd2,Tbx21,Pycard
Ctsd,Reep4,Cyba
Sp4,Pycard,Aurkaip1
Uba1,Cyba,Tbx21
Aurkaip1,1500009L16Rik,1500009L16Rik
Ccdc34,Aurkaip1,Reep4
Bspry,Mark2,Emp3
Cyba,Emp3,Mark2
Ppp1ca,Cd48,Cd48
Sh3bgrl3,Ctsd,Cox5a
H3f3b,Triobp,Ctsd
Gzma,Ccdc34,Ccdc34
Tbx21,Cox5a,Rap1b
Cdca8,Rpp30,Ube2s
Akr1a1,Sephs1,Fkbp2
Arl6ip1,Rap1b,Uba1
H2afz,Dennd4a,Triobp
Calm1,Alkbh2,Rpp30
Ikzf1,Uba1,Lgals3
Ggh,Fkbp2,Sec11c
Pycard,Ube2s,Akr1a1
Mark2,Nkg7,Dennd4a
Atox1,Mllt3,Sephs1
Gzmb,Nuf2,Mllt3
Hmgb2,Sec11c,Nkg7
Lbr,Akr1a1,H3f3b
Gnb2,Prex1,Id2
Gng2,Myef2,Calm1
Cmtm7,H3f3b,Prex1
Cox4i1,Rab5a,Nuf2
Rab5a,Id2,Rab5a
Csrp1,Bhlhe40,Bhlhe40
Ube2c,Arl6ip1,Myef2
Copb1,Gnpda1,Alkbh2
Pmm2,Hmmr,Hnrnpul1
Fam49b,Actb,Ppp1r35
Cox17,,Arl6ip1
Ube2s,,Dbi
Rhoa,,Gnpda1
1500009L16Rik,,Hmmr
,,Trir
,,Ccnb2
,,Actb
,,Vim
,,Atox1
,,Ube2c
,,Cox17
,,Higd1a
,,Insl6
,,Haus4
,,Atpif1
,,Tmpo
,,Dhrs1
,,Glipr2
,,Chd4
,,Fam76b
,,Dok2
,,H2afz
,,Pbrm1
,,Gfm1
,,Flna
,,S100a10
,,Hsp90b1
,,Surf4
,,Abhd2
,,Dbf4
,,Itgb2
,,Cox4i1
,,Stmn1
,,Lbr
,,Mxd3
,,Oaz1
,,Gnb2
,,Hira
,,Dnajb11
,,Cenpe
,,Lgals1
,,Sec61b
,,Copb1
,,Rnaseh2b
,,S1pr4
,,Ppp1ca
,,Tubb4b
,,Csrp1
,,Mrpl51
,,Ncapg
