,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.35356978,-0.5599641799926758,False,,,,,,,,,,,,,,,,-0.24896681308746338
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.14804165,-0.18928110599517822,False,,,,,,,,,,,,,,,,-0.18319153785705566
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6689895,-0.5717577934265137,False,,,,,,,,,,,,,,,,-0.5028418302536011
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3742532,-0.6849284172058105,False,,,,,,,,,,,,,,,,-0.5182977914810181
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3170574,-1.270249605178833,False,,,,,,,,,,,,,,,,-1.211998701095581
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.953151,-5.9758782386779785,False,,,,,,,,,,,,,,,,-3.950529098510742
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.39345932,-0.28128206729888916,False,,,,,,,,,,,,,,,,0.12565386295318604
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.86994064,-0.4150984287261963,False,,,,,,,,,,,,,,,,-0.3798431158065796
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.004085327,-3.2008872032165527,False,,,,,,,,,,,,,,,,-0.10065162181854248
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.2758694,-2.574514865875244,False,,,,,,,,,,,,,,,,-2.5032777786254883
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.15532768,-1.7010152339935303,False,,,,,,,,,,,,,,,,-0.2143869400024414
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.16505447,-0.7731890678405762,False,,,,,,,,,,,,,,,,-0.14305710792541504
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.91099805,-0.5559148788452148,False,,,,,,,,,,,,,,,,-0.5484538078308105
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,8.083342,-1.0420639514923096,False,,,,,,,,,,,,,,,,-1.0420053005218506
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.42280114,-0.09883415699005127,False,,,,,,,,,,,,,,,,0.06789886951446533
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5213707,-0.501448392868042,False,,,,,,,,,,,,,,,,-0.4602094888687134
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.070247345,-3.786698818206787,False,,,,,,,,,,,,,,,,0.0032886266708374023
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.0749581,-1.28452730178833,False,,,,,,,,,,,,,,,,-1.208036184310913
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.2601166,-2.214729070663452,False,,,,,,,,,,,,,,,,-2.180565357208252
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.40446606,-0.22713911533355713,False,,,,,,,,,,,,,,,,-0.17320501804351807
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.80716217,-0.7758468389511108,False,,,,,,,,,,,,,,,,-0.7726637125015259
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.958838,-0.8137754201889038,False,,,,,,,,,,,,,,,,-0.808646559715271
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.3113134,-0.9142783880233765,False,,,,,,,,,,,,,,,,-0.8574367761611938
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.9105529,-0.7602787017822266,False,,,,,,,,,,,,,,,,-0.7574403285980225
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.52940035,-0.7670607566833496,False,,,,,,,,,,,,,,,,-0.6585948467254639
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.25602436,-0.5888640880584717,False,,,,,,,,,,,,,,,,-0.15872693061828613
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.7608018,-0.6930657625198364,False,,,,,,,,,,,,,,,,-0.660481333732605
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.07758235,-7.2729692459106445,False,,,,,,,,,,,,,,,,-0.011663675308227539
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.8152137,-0.23965871334075928,False,,,,,,,,,,,,,,,,-0.16792738437652588
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.4446133,-0.48638391494750977,False,,,,,,,,,,,,,,,,-0.4841264486312866
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,0.9596505,-0.050547242164611816,False,,,,,,,,,,,,,,,,-0.0023186206817626953
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.09050839,-2.2451283931732178,False,,,,,,,,,,,,,,,,-0.0829843282699585
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.6759621,-1.5005037784576416,False,,,,,,,,,,,,,,,,-1.4393532276153564
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,7.8471355,0.5822091400623322,False,0.09591261439664857,0.006893165533401014,0.0772104675886299,27.388183275577703,17.954581341478562,4.152220726013184,0.20080219209194183,0.4134018361210087,0.0,0.0,0.2025615080696787,10.719664304592355,0.5168969038279791,0.2594153447572447,7.131634344374045,0.6967887878417969
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.45558745,-0.5794782638549805,False,,,,,,,,,,,,,,,,-0.5416152477264404
