,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.67280823,-0.7011759281158447,False,,,,,,,,,,,,,,,,0.28397172689437866
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.3623937,-0.2033824920654297,False,,,,,,,,,,,,,,,,-0.19746291637420654
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7405464,-0.78409743309021,False,,,,,,,,,,,,,,,,-0.7756808996200562
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.2957455,0.15670406818389893,True,0.3401346497885729,0.8702883925326358,0.2538551337641257,9.142395341810404,0.21025931417942048,0.10750263184309006,0.24158260226249695,0.2763571364580046,0.0,0.0,0.4025482469256595,0.28254027126061565,0.7875848754212774,0.722954703559061,2.4592012964579975,0.35951948165893555
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.35751,-0.41642332077026367,False,,,,,,,,,,,,,,,,-0.33855104446411133
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.827458,-7.221758842468262,False,,,,,,,,,,,,,,,,-4.214529991149902
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5100649,-1.0401477813720703,False,,,,,,,,,,,,,,,,0.0318303108215332
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.68415844,-0.4607675075531006,False,,,,,,,,,,,,,,,,-0.4176599979400635
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0076033585,-6.941084861755371,False,,,,,,,,,,,,,,,,0.005387723445892334
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.5493636,-6.517008304595947,False,,,,,,,,,,,,,,,,-6.390316486358643
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.085576266,-0.2983670234680176,False,,,,,,,,,,,,,,,,0.31172919273376465
