,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Cd83,0.12651707053427408,-0.0,0.0607279492157527,0.012786485710767577,-0.0,0.1225402559067304,0.11518010488139344,0.11690756278736544,0.12285640402105262,0.11424740339619395,0.10769402849074516,0.0,0.09680772062734441,-0.0,0.07123438555896763,0.021262212174859053,0.08005651640401025,0.03861856631818561,0.12410697390249739,-0.0
Smad4,0.09697284690643462,0.09458597853957626,0.09685970729525828,0.08465234839729725,0.09385278259933169,0.09029815579547143,0.096376687308931,0.09492749292455431,0.09672013976415329,0.09686883647969827,0.09662151845639402,0.0969599539073566,0.0966929169640862,0.09270481263700311,0.0958783789495167,0.0878026734747052,0.09694160897914728,0.0941435820590967,0.0860749294525405,0.07362164221523412
Notch3,-0.0,-0.0,-0.0025947302404225633,-0.0013351533120992804,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Eng,-0.0,-0.002239368052282765,-0.0096474279412676,0.0,-0.0,-0.0,-0.0029361272901025585,-0.0,-0.004916536255224782,-0.0,-0.0,0.0,-0.0,0.0,-0.003271823549656975,-0.01565784215927124,0.0,-0.0032522410995562685,-0.0,-0.0
Ikbkb,0.07733593969623648,0.06901024865225608,0.07049944148879116,0.06606953067330994,0.06472170125436663,0.07469726827793591,0.07659480820449702,0.07472295910637078,0.07709830606135445,0.07660386482457743,0.07691506259874756,0.07690811815091966,0.0768228750824742,-0.005230159683621283,0.07594614721371813,0.07330868780378608,-0.029223535764403494,0.06220585562033423,0.06645137887085018,0.024203106832011267
Klf3,0.41597403450045056,-0.3711346298268701,0.08411576763726214,0.2340894902393439,-0.37786652454950415,0.28690714130978645,0.38465025881794956,0.2626437539070217,0.2750528166408912,0.38221530028961526,0.39591540031459904,0.39551130426187114,0.25573378391346296,0.12759598901091496,0.39978770358246885,0.30856878730146703,0.20642597924407002,-0.3858001465260605,0.09179686198765968,0.008384349372998812
Setbp1,0.05166542465536267,-0.02865848287554465,0.031731892500699285,0.040381746253364555,0.04440562217294254,0.04995109444285213,0.051455514992003806,0.04862767815295244,0.04595891382852684,0.05137574799937368,0.049868779763619114,0.03195401723930962,0.05122063092477626,0.0010236920607289285,0.05008761191286692,0.04579051693684484,-0.02952865791258126,0.026509321294108254,0.04460490174892756,0.050404023354887945
Wbp11,0.12627756501963866,0.11637218649733991,0.11082371759924725,-0.0275059760400706,0.013635669421918462,0.1253495945995615,0.12582623261645462,0.12500753519376584,0.1106573707681677,0.12608719931190898,0.12400843573407075,0.12560203677448542,0.12395536944934643,0.11080637998396356,0.12304706809058993,0.08853244596194398,0.09639641495140253,0.10761052342824479,0.07978809955178895,0.058859404212500355
Il7r,1.767645614395484,-1.659010304121154,0.3589709371810663,0.25506883336597364,-0.2657221853733063,1.3091046843852616,1.6070491813275085,0.48508039390229335,0.5366613940866332,1.4118707121829068,1.4347479334762405,1.7541672877100347,1.7540327827097189,-1.5821620940111747,1.37185102655148,0.3652124129707809,-1.286307902710826,-1.1994167566299438,0.5843376844089967,0.25286864197269665
Ncam1,0.01135485301276286,0.010781480672106441,-0.0,-0.0,-0.0,0.0,0.0,0.011027251752133496,-0.0,0.0,0.010164895036809765,0.0,0.0,-0.0,-0.0,-0.0,0.010084048996772278,-0.0,-0.0,0.0
Ifngr2,0.14154197796696594,0.09739379881277338,0.11456337420599452,0.0012900482988631328,0.13409475257430847,0.12562320559498732,0.14049210496946163,0.09158784076299187,0.12057763413078079,0.12526675105015014,0.045554422331180205,0.12084288482753339,0.0,0.0031609020512048374,0.13426377647332963,0.12021813532119481,0.12397747593389964,0.081505012604923,-0.0,0.13800853951306907
Ski,0.05871474991039287,0.054987669722027246,0.05174530827177639,0.019613484276891385,0.05021666460320293,0.04735136355295948,0.058586072081223385,0.048434735585615785,0.057564481256002956,0.058256732370389176,0.05866112848857509,0.04509816124994988,0.05541836672738524,0.040813604765350564,0.047378766355874916,0.04658618349464318,0.03752332122511676,0.04703449149625265,0.032023052270598706,0.024314827740022277
Tnfsf11,0.02941597584193578,-0.0,-0.0,0.0018462571396181211,-0.008402166001719624,0.028819935749486658,0.029368371596536713,0.0070350595791277065,0.01910419088312621,0.029178878022980928,0.02867267865769961,0.028266909209576276,0.01739923172594807,-0.0,0.016865230919667414,0.0034252468504509482,0.0,0.01804857548690949,0.029398688923026037,-0.0
Cd22,-0.02953342644670385,0.05645033025181003,-0.0,0.013230141760733092,-0.0,-0.016116020224841637,-0.009290563873946667,-0.022879231791233606,-0.013898686303370317,-0.011794140124456358,-0.030586790784877874,-0.031803730123058226,-0.020846849457698463,0.04869617838079017,-0.0,-0.028645275612262176,0.03641192652088965,-0.0,-0.0,-0.0
Jmy,0.0374138101571459,0.038337570445393696,0.0367998554434955,0.02400007482446562,0.037780577343853615,0.03557055468387077,0.03685077358369783,0.037392046264674364,0.037972350718829845,0.03679067656724033,0.037168723442617374,0.037143304947495626,0.03675089728257298,0.03738082113850088,0.03613513552330365,0.034767692066939485,0.03729767581174429,0.03833347074843775,0.027960603114415707,0.03829628132788984
Jdp2,-0.02019270082288411,0.042586308374977,-0.02679908426089258,-0.033387044034710864,0.02387827343292702,-0.028490453306493704,-0.03183251666186116,-0.032463445329319676,-0.03299267120275726,0.019077745175940852,-0.03272127663154049,0.022708817464118833,-0.032976184379257645,0.0401258223626035,-0.02910287586998192,-0.030893859458156356,0.04016139411717823,0.03985674659244697,0.03615104348386076,0.026407509385203712
