,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Cd55,-0.011758948246868442,-0.01245369666348034,-0.01294038013357493,-0.013611504969815658,-0.014069523812508223,-0.01474684823155043,-0.015134993516082279,-0.015134993516082279,-0.015981256936595818,-0.01690275132206763,-0.01734597801215093,-0.018494096711741296,-0.01874171526776394,-0.019082494641807085,-0.01932508034615855,-0.01960044790664455,-0.019800096283460373,-0.019998562427962534,-0.020914571071705378,-0.020510205253762896,-0.020432792667609653,-0.020183948152729225,-0.019097099238292798,-0.019174534378344498,-0.01905815820480406,-0.016491435240089367,-0.01659258623740479,-0.01618136130892224,-0.015719737940986,-0.015441543804114366,-0.016387486291261088,-0.01667621815391264,-0.016380720990195302,-0.014333779996659277,-0.014653226435082418,-0.014218487720391674,-0.014675122624959035,-0.0151435634755348,-0.014874899781922305,-0.014250113194283069,-0.01446323884779456,-0.013315120148204195,-0.013351204145747215,-0.013304352349596744,-0.013518496486974283,-0.014257583867052198,-0.014451479598292776,-0.01590375073323317,-0.018362822324225925,-0.018816707248373334,-0.019941589734660477,-0.022561595228208057,-0.023166300492379017,-0.019052401331270608,-0.020724686645253673,-0.022945787131557625,-0.023437675597941594,-0.024647643356140912,-0.019437647795196068,-0.02038948070258744,-0.02023965468051006,-0.01996748700926896,-0.02126168023983832,-0.02468884543801532,-0.025839539686610357,-0.026764463244460482,-0.028689384421402963,-0.02925272091539585,-0.02982491830138289,-0.03074768825354516,-0.03137401958523798,-0.03391391704697021,-0.03456416993123298,-0.03529570525178761,-0.03644797299502981,-0.037559557640221834,-0.037643100469658304,-0.038565178351623965,-0.03719950403895504,-0.03258610933447149,-0.03166372538937639,-0.03104959730371738,-0.031264914072836714,-0.03306611106180294,-0.03437518905417884,-0.0333441099738113,-0.03313095762467533,-0.028343306191621936,-0.03516241698945185,-0.0344160732952377,-0.02953674456524301,-0.030687538734378583,-0.02571158860346765,-0.027196477578598163,-0.027554966754052203,-0.02861424145513825,-0.027919652248159694,-0.029542508764706023,-0.031257423590979674,-0.025958597625283686,-0.027929658468771462,-0.027382658439701175,-0.022479428578565462,-0.023538897148475634,-0.024196903231396526,-0.024143639500595147,-0.01930870118593358,-0.013898884596225347,-0.014093483944512082,-0.02037302239150427,-0.02082579299580541,-0.02039349809921617,-0.022520280750131516,-0.027446745388991965,-0.024039472195791535,-0.02246992777080184,-0.02151696965534737,-0.024811636662189683,-0.022963914661802774,-0.02227355993930382,-0.026035964494760047,-0.024173857717602124,-0.027664428311566437,-0.024128190295554214,-0.021841541590389445,-0.019614757627101798,-0.017539645468038666,-0.014885011606923688
Mcm5,-0.06908785631067585,-0.07727582442558663,-0.09201203923746414,-0.0888427429403516,-0.09515985721247228,-0.08337057669542733,-0.08436511600812636,-0.0899791552355988,-0.09009258614085065,-0.097178750889681,-0.10413836694052453,-0.09959696244909777,-0.09637983684341435,-0.10085994735517499,-0.11644531292483713,-0.1276833012006049,-0.12642337494332492,-0.12565883743771136,-0.1434465677849718,-0.14549052084937333,-0.1339633055745688,-0.1391079563927323,-0.1533405626247439,-0.15773316870090048,-0.16120932987639228,-0.16468916483671944,-0.16504989018618785,-0.1753483262062946,-0.17491762447637452,-0.20176360450005612,-0.2084741614240365,-0.20758683598657623,-0.1922423160715876,-0.2012349852742248,-0.20450041722448878,-0.22237245512930434,-0.21950466035850602,-0.22577893947086874,-0.2372552517691428,-0.23070596694172438,-0.2401790663287071,-0.2629170623375973,-0.27750884737131803,-0.273977693629953,-0.2617835355631589,-0.2574682646814774,-0.24504879492806234,-0.23130549943190234,-0.22032093213894308,-0.215443862727432,-0.20627783429211655,-0.21391785461602902,-0.21316764262860882,-0.21241441384273962,-0.20939949757664836,-0.21326669935593304,-0.20383331105875618,-0.20300144002285744,-0.22188637928368862,-0.2052419692785545,-0.21950309389089154,-0.22100523589299015,-0.22985427002346925,-0.228783445094627,-0.22349484197276856,-0.22872750447445733,-0.24081803035870017,-0.23305619614224202,-0.22479287595727807,-0.22412693024464866,-0.21481119208804997,-0.20734451195876918,-0.19307721120539967,-0.19769424798793248,-0.2022912586085073,-0.20340703176654157,-0.2133575422671574,-0.22774414215868935,-0.23079162298953884,-0.2387008531078749,-0.27382790037534865,-0.2773546069345531,-0.2680440596885805,-0.2757846079632713,-0.28356529963300614,-0.2860190639364239,-0.2951226748022073,-0.3045859623511177,-0.294921722269897,-0.31181962970600924,-0.3106343780190833,-0.30898435878079866,-0.3162041997745964,-0.3226561529160506,-0.3295568003748385,-0.322932225777966,-0.3177333006733624,-0.3172249965764656,-0.3176695854705076,-0.3360164462248186,-0.34111822144698617,-0.347371741725934,-0.35346931491550415,-0.35298833051681344,-0.3480723471544685,-0.34334774133286045,-0.3431275211522559,-0.3307922070628119,-0.3275031713349301,-0.31217489902961315,-0.2982688936038557,-0.28933879330303847,-0.28527398307257207,-0.24391388035316375,-0.22563432714239626,-0.20982080509331272,-0.19522784180360003,-0.17681400944455009,-0.16800617139001603,-0.150244169713245,-0.13327815486137234,-0.12612538942010784,-0.11066481939894213,-0.09946031828080557,-0.08826572772149144,-0.08357488242890454,-0.07855653710736457,-0.07493835708088428
Foxp1,-0.03184403588319612,-0.033642466171560165,-0.03552122944315179,-0.03731547269584354,-0.03952946645661298,-0.041121293684281815,-0.04290866036387796,-0.046058784963414215,-0.04792979578564108,-0.04986034732664699,-0.05176881098265007,-0.05392918622520227,-0.05658370640644853,-0.059211437140732404,-0.06227029346484415,-0.06405980870599376,-0.06401433971143816,-0.06401538639549918,-0.06352829137284506,-0.0628751027593956,-0.06284567295765829,-0.06248708613401584,-0.06280233581245974,-0.0636522306064529,-0.0640210122867579,-0.06337799161539956,-0.06375476930646631,-0.06523035737675373,-0.06554022822394291,-0.06558797699374798,-0.06809239629343618,-0.06820087527110069,-0.06900298835388555,-0.07048763345692502,-0.07016881552345913,-0.07136160912284521,-0.07156406741550603,-0.07048435839067961,-0.07094000525406802,-0.07108241734494462,-0.07102910658184287,-0.07068555331733223,-0.07040773956631342,-0.07139427879228394,-0.07031652979768958,-0.07033908907944869,-0.07061363328454227,-0.07025617875432354,-0.07036006372712397,-0.07052526716303532,-0.07211257049831787,-0.07302818111732917,-0.0733035895396383,-0.07297727337346924,-0.07203986904367791,-0.07099499477671861,-0.0712320672536876,-0.06996092760061527,-0.07037415841053278,-0.07083711746012737,-0.06930366835328695,-0.0693524923424129,-0.06903116872335534,-0.06784386664198527,-0.06835377098605647,-0.06799734032939812,-0.06821799052812873,-0.06847629307643044,-0.06818626786839012,-0.06818587694870097,-0.06808438441776679,-0.06831853863464839,-0.06800414800736461,-0.06659920801297214,-0.06654259276487312,-0.06653405655307171,-0.06645242345337253,-0.0662126258821575,-0.06634817658538393,-0.06733318298691982,-0.06663003432521034,-0.0667245171730109,-0.0666847998182899,-0.06658312263295804,-0.06771625650485126,-0.06836446067108837,-0.0681745657328188,-0.06872833184240673,-0.06795268298848989,-0.0676936133050256,-0.06740209923885647,-0.06796364772747601,-0.06835959201073302,-0.06864572643912333,-0.06952359221715564,-0.07044409953482153,-0.07164468281180075,-0.07284528338425168,-0.07410672963298766,-0.0763370228183834,-0.07822576102036168,-0.07935343701850998,-0.08137146793175179,-0.08225720641486442,-0.08359320543733072,-0.08508981942141103,-0.08732726243402424,-0.08905941780040308,-0.0898792255774103,-0.09041077291884994,-0.09014914600376762,-0.09070054047083628,-0.09198840276066808,-0.09328026827993649,-0.09038434470204448,-0.08783839443054844,-0.08554636852727943,-0.08299858994421314,-0.08111299112136913,-0.07916419557166968,-0.07661754093566592,-0.07410025919189187,-0.07134476217331592,-0.06896704147056447,-0.0656840955211574,-0.06233539803309495,-0.05892433958512817,-0.05539502088966568
Atp1b3,-0.009813631785983106,-0.0059699245155534165,-0.015051597082574995,-0.013763607666707048,-0.01980741818462248,-0.012262499238852274,-0.01296820675774904,-0.023552753510078787,-0.022977250151336167,-0.020708413790321185,-0.02568062222054052,-0.011461262646669993,-0.010008815248665703,-0.015170263160314876,-0.025173376202334626,-0.03582547633446396,-0.03743451923994436,-0.04319470248326339,-0.04664159307396855,-0.047599628752073145,-0.04678919848165356,-0.044031249833861585,-0.05854635649193996,-0.06825469746002541,-0.07139275362396137,-0.07172975060021719,-0.0714883183289392,-0.08119062910276471,-0.08367632714744974,-0.09984842779539194,-0.10742675106457128,-0.10829723346332328,-0.10670717051268483,-0.10827135634917721,-0.10568487598747674,-0.12242970669589731,-0.12066089323190869,-0.12078097693157579,-0.12890184551179767,-0.12838129482976457,-0.13339127414891028,-0.1575186490781894,-0.1684339833861613,-0.17004750391039972,-0.17068118214761008,-0.15541583037977363,-0.1598827361221452,-0.15424950665930656,-0.14918695727930795,-0.13741567235080632,-0.13431689632958319,-0.13927086554667079,-0.13748449285538253,-0.1262130775607629,-0.11358291106945882,-0.11029826248319793,-0.10027077348352803,-0.08990923452419823,-0.09169362455890866,-0.08260169781180277,-0.08096311441511365,-0.08369870299624857,-0.07806934253578891,-0.07771000443798025,-0.07571534004374565,-0.06858244143013056,-0.07023441174242491,-0.06251384616319396,-0.0522148006109957,-0.05823599568719845,-0.0441380428880223,-0.03560096295009687,-0.030008501554379508,-0.022227863382977817,-0.01432900073213323,-0.017898014833423462,-0.018250844997674223,-0.021514042906014153,-0.02442976256153713,-0.027420981405307233,-0.03851336803419594,-0.04123653037179455,-0.034073431075025876,-0.043937677877624856,-0.05134215324718572,-0.055866579286391646,-0.06346317598819036,-0.06562402500564282,-0.06179690103269565,-0.07095153545534956,-0.07007816794379826,-0.07388479904713707,-0.07405065622464352,-0.07365129078533024,-0.07575297277871387,-0.08230624720372771,-0.08900665064529334,-0.09312232005409954,-0.1049016742173778,-0.10252406737850131,-0.09769813468689889,-0.09956381707962579,-0.10008664893944424,-0.10794594557996359,-0.1151239996776321,-0.12550026937491668,-0.11759323777318482,-0.11041389281152092,-0.10975235860598007,-0.11753158846894388,-0.11287668162226488,-0.11771666210116755,-0.12529133113245772,-0.11266834695943187,-0.1074379151948478,-0.10246922443313833,-0.09599455238051974,-0.09378625192097134,-0.09447679109193552,-0.0844246811834096,-0.08261030314130935,-0.07904130832851333,-0.07701320199508341,-0.07749570911158093,-0.07393136135621692,-0.0653110737821678,-0.058021805973399676,-0.0509220716918276
Irf8,-0.019841239638628896,-0.01772264533683146,-0.021519795846506234,-0.018385534077092137,-0.022497268455289078,-0.025139668810176975,-0.02575551106374753,-0.02907900407329762,-0.033173223455687614,-0.035453079876791076,-0.03900593169677364,-0.032580848401745424,-0.03648598584831086,-0.04065371005631955,-0.04492556102686001,-0.048345891758776474,-0.04584651655986492,-0.05619953095382861,-0.05783019266452389,-0.05814958948448064,-0.0521226419740395,-0.05180587124117252,-0.06319170211911349,-0.06409885974900875,-0.06367653008910493,-0.06764603372074345,-0.06761825519427475,-0.06810347995090738,-0.06718268507000592,-0.06709380916970434,-0.06956674282207168,-0.07478136014844494,-0.07478394173334807,-0.08090383829385252,-0.07854068580621273,-0.07930206396854753,-0.08102572084703413,-0.08128046275648201,-0.08141697832877355,-0.07613042036086379,-0.07611250764694402,-0.08627051052417316,-0.08659189293548791,-0.08634321555687319,-0.08498524183332923,-0.0833053183663781,-0.08871768967510762,-0.08858706603468752,-0.08846347121273748,-0.08727112683764693,-0.09883275010673186,-0.09988095269055583,-0.09981885736927826,-0.10013446994481635,-0.09287670715835022,-0.09302233391264214,-0.0917742364131978,-0.09176930171543185,-0.09047291388725899,-0.08920699519226305,-0.08872685136987926,-0.08916764720809126,-0.08899756387922171,-0.08940165309836641,-0.09103946168518347,-0.09076051438181279,-0.09203700689726861,-0.09242922660552454,-0.09229140576047934,-0.0986456010688508,-0.09581487159616937,-0.09635687963727771,-0.09597630469502076,-0.09521266729375363,-0.09642406338320451,-0.09571553593488955,-0.09549099725761402,-0.08504515212602813,-0.08448166533509371,-0.07529329989941723,-0.07401417961111113,-0.0732851641453448,-0.07269755282023455,-0.07178800810349124,-0.07916167809461369,-0.07978274247849124,-0.0770559611814249,-0.07689766629935442,-0.07198619395356787,-0.07319526006969217,-0.07195457819795123,-0.07269477805006133,-0.07303842561078272,-0.07283894797446015,-0.07335177844303709,-0.07357385968149399,-0.07339206044952742,-0.07271397722539127,-0.07245130393395705,-0.07329768065799795,-0.07600034898559518,-0.07512905161392577,-0.0754571370227411,-0.07533912214882804,-0.07496192669385213,-0.07730138254613252,-0.0669429392742494,-0.06730912093555155,-0.06776787609903062,-0.07739529991820052,-0.07810620967375176,-0.07869136240650135,-0.07874264399111817,-0.06932700055568608,-0.0654137478401268,-0.061504508403715887,-0.061230866328790275,-0.057694327915708186,-0.06055252642485338,-0.0564509670811374,-0.05390062316234342,-0.049623604447445506,-0.04565030812101575,-0.04246006174710332,-0.03856084080115216,-0.035213928348843265,-0.03177973593329684,-0.028487364530179096
Nap1l1,-0.021255755753918765,-0.02964490497204461,-0.023345160745466786,-0.02059331456021851,-0.010713491992796243,-0.0035163520439824006,0.002998996615455102,0.002998996615455102,-0.012788081178342727,-0.031026606089869083,-0.018324532072519568,-0.018324532072519568,-0.018324532072519568,-0.018324532072519568,-0.018324532072519568,-0.018324532072519568,-0.01751636953753415,-0.04194577067653382,-0.0661435264401326,-0.07282181115507695,-0.0780106026761951,-0.05883128885396628,-0.05202868560641218,-0.06913114805950422,-0.0754545525457346,-0.06324785877944494,-0.07459351816136536,-0.05931443092264811,-0.05610798155564599,-0.054874410784202694,-0.0677859397169995,-0.07814354102098622,-0.08444328524756406,-0.10540854237844784,-0.1246086764376263,-0.13180581638644015,-0.1556103516892049,-0.1556103516892049,-0.13546744136982478,-0.11722891645829842,-0.1266763975757906,-0.14414502672561322,-0.14414502672561322,-0.14414502672561322,-0.14414502672561322,-0.16238787449164926,-0.16935723030488503,-0.17205101449782711,-0.17214205601259686,-0.18981706852417418,-0.2065394286043788,-0.23014957630225724,-0.24938391324558876,-0.2729990851601352,-0.29152470781732087,-0.3143759726041721,-0.338703725049633,-0.36261810405107836,-0.385365994269712,-0.4141937206233058,-0.4234063660143322,-0.4235209462160492,-0.4473834084584763,-0.45220884033596065,-0.46712454478722654,-0.4909816853808206,-0.49801822506874793,-0.5222826014796985,-0.5506088674129342,-0.5743523154118914,-0.5963247622025645,-0.6031766369172176,-0.6270897746467073,-0.651418998295187,-0.6729896338808533,-0.6748320487376872,-0.6735852650969524,-0.673633576904035,-0.6736293529365139,-0.6761901722024092,-0.6823777736936733,-0.680907818063189,-0.6857712069084257,-0.686044644076771,-0.68905529102277,-0.6899038680370599,-0.66578737358928,-0.6650356784325557,-0.6607836398158764,-0.6338179217993544,-0.6349648375983914,-0.639801792620189,-0.6375568037812159,-0.6385401327188049,-0.6308471471819265,-0.6213217843125804,-0.6098378449416748,-0.599190725309377,-0.5880508424765309,-0.5776046328772901,-0.5713642647789797,-0.5660612130863905,-0.5532107428695168,-0.5436277513156734,-0.5359331958581878,-0.5301712094078685,-0.5179589172665231,-0.5048619099665737,-0.49512914734487024,-0.488177171298034,-0.4895039382326428,-0.48233858788691536,-0.47091195960120175,-0.45917381128012713,-0.43763754167694235,-0.4139376998758011,-0.4137264418781203,-0.39056375803339904,-0.3720679064314446,-0.3747045988650712,-0.3514335087422108,-0.3277352229965837,-0.30611774959312965,-0.2820955778324208,-0.26555254742627715,-0.25122076970202906,-0.23837898274168,-0.2247617259630273
Ggt1,0.011596428081977538,0.011184788837193312,0.0069023439973803545,0.010235700026708115,0.0062481205600979995,0.011637689843728663,0.01098942949400657,0.014832591429190143,0.010848337061477462,0.007013846706397636,0.003193686648690152,0.007878275958900323,0.010768460769030038,0.006416275656038395,0.002552389905665191,-0.0001201222114630405,0.002017258456427218,-0.00535416632575837,-0.012593855216026465,-0.012991397086699961,-0.011697092928593854,-0.004237904492772544,-0.009782426123944164,-0.012245956284774866,-0.009294442096328058,-0.00865432217843772,-0.008145857335329399,-0.010197657316679369,-0.008516904628772172,-0.015537681245982558,-0.01691749995267124,-0.020116844625925213,-0.018255196983661712,-0.016113541409850975,-0.014082847094635371,-0.02325183989231674,-0.026756246096759848,-0.02827162598857071,-0.027873233003661107,-0.01980666177385349,-0.020106345398589243,-0.027385725899429753,-0.03353647236682881,-0.03310860940735808,-0.02381546130837561,-0.020453428684665792,-0.024226002442354597,-0.023046658100356467,-0.020417054389731296,-0.019281490540793585,-0.021781348719935277,-0.02649463905814002,-0.027533752959752154,-0.02962765511499459,-0.02956219628045208,-0.03420225498597094,-0.0334108796729656,-0.03369971021081934,-0.039410011581977426,-0.03935005458419648,-0.04601246581929189,-0.045521995998162666,-0.0452257341178197,-0.0523004112354253,-0.05295525791329883,-0.05322280720255845,-0.050501009710106334,-0.05446874234703494,-0.052995814813437785,-0.06091038512267799,-0.05658395011254709,-0.05665810671724686,-0.055459967068112855,-0.053161421091199264,-0.0622315811271764,-0.06462222832534227,-0.06140231976034251,-0.06233333008983509,-0.06284944964695208,-0.0627832650084542,-0.06930348584447084,-0.0706590852446261,-0.06851878296645803,-0.07040968951455176,-0.0733601547851313,-0.07604016746110961,-0.07826210371426366,-0.07845973119803573,-0.07529827989020238,-0.07625347971091187,-0.07617760390054559,-0.07618437374414877,-0.07743076782849004,-0.07660929796175615,-0.0777657800171337,-0.0777213523919423,-0.08075027331692945,-0.08263106323500574,-0.08495306788527529,-0.07580921050438513,-0.07884284255160137,-0.08046246425849664,-0.08287946487848882,-0.08555353203243822,-0.08639204412443978,-0.08915149279502554,-0.09013769777465729,-0.08325799364699361,-0.08535736091909471,-0.08625129448614538,-0.08502352471051926,-0.08410521627520394,-0.0870649001449231,-0.07813264298628866,-0.07406736897132282,-0.07010567839583197,-0.0657650763916593,-0.06342184253984409,-0.0624772534420784,-0.05863447264920735,-0.05490927993527509,-0.05178199599476293,-0.04841106659321518,-0.04763287094548197,-0.043864657060836386,-0.03986211188271746,-0.03540232189601723,-0.03188158138438506
Ruvbl2,0.0020455306048206214,0.002421484762222545,0.002421484762222545,0.003184784314087627,0.004483777644249902,0.00528446549440593,0.006376016162026695,0.006376016162026695,0.0068757697879124205,0.0056430984827101635,0.0056430984827101635,0.0056430984827101635,0.0056430984827101635,0.0056430984827101635,0.0056430984827101635,0.0056430984827101635,0.005572795984019609,0.005281743786593119,0.005331565434124323,0.004302039454388299,0.0035505847488667805,0.004716670187429408,0.0043131309871014155,0.0043131309871014155,0.0031986056932212484,0.004333115694838628,0.004333115694838628,0.003633149319991262,0.0029279938190210054,0.002348183900752064,0.0011004457612127888,-0.0007402255063526199,-0.0007402255063526204,-0.0020562017583156404,-0.0025631018558317335,-0.0033637897059877616,-0.004833566103090811,-0.004833566103090811,-0.0045525166130778874,-0.0033198453078756305,-0.0033198453078756305,-0.0028916984918199913,-0.0028916984918199913,-0.0028916984918199913,-0.0028916984918199913,-0.0033354406477131737,-0.005053869813623399,-0.005055068392114798,-0.006707193183250263,-0.006324770144109838,-0.005976050245347298,-0.007594114674444471,-0.0071630009332038875,-0.008822715590277563,-0.00896037496945047,-0.009384123632666169,-0.01080266046943808,-0.012405185722934935,-0.014063118545581614,-0.015719011222164025,-0.016090735210435143,-0.014597689570947037,-0.016257588733037884,-0.015236874745119821,-0.017678648034230738,-0.019181329787879106,-0.020440030522316254,-0.022074391602871318,-0.024491388069954212,-0.026047656967139454,-0.026809079117610636,-0.028741461127463598,-0.030253867435041548,-0.03191255287301017,-0.03204261434975988,-0.03181955103074308,-0.03142512690559682,-0.02933746982746407,-0.029304921868673853,-0.03131404425765753,-0.033273199868128094,-0.03329942413982866,-0.03534610038755495,-0.03531504152108934,-0.03682188228562823,-0.0380502659465888,-0.036631729109816887,-0.03667332780251525,-0.034645667168704396,-0.03298977449212198,-0.0330138573825571,-0.034562352320187395,-0.03454134331368611,-0.03666794350274448,-0.03636476119095913,-0.03621379868733066,-0.0340766552609472,-0.033586357847614934,-0.03158335653723579,-0.029649054540630528,-0.028467711761320343,-0.02854366090817213,-0.028577851076831723,-0.027523904591162985,-0.028528910663251188,-0.029904245854079237,-0.028931411226510606,-0.031025813329084117,-0.029456058144270072,-0.027510566245081823,-0.02754185533773727,-0.027016482820017507,-0.02642052840971438,-0.02642197587334372,-0.02477747572963192,-0.02312534340545565,-0.02312534340545565,-0.02148121945926043,-0.02185094727042461,-0.02185094727042461,-0.020207402252179107,-0.01868723584387343,-0.017048345688283863,-0.015389782787045614,-0.014043285042366217,-0.012691565792346324,-0.013191782754810364,-0.012047719087587564
Sp100,0.06860248824181558,0.08605033414843821,0.07134694388552154,0.08426177584775256,0.07387884854117735,0.08872983529182892,0.08442615639173254,0.07352826666638743,0.09283181947468164,0.1127691054766771,0.1025295666011032,0.12226755703061369,0.1081066151510501,0.0962239079765031,0.08141211571591309,0.07270047623562892,0.07234853243314404,0.07051090822840053,0.10113893562902646,0.09530568335715818,0.09501444436083939,0.09659828686033256,0.07095113678497492,0.05693227374807353,0.054767117206856834,0.07075774977342231,0.07192754022479979,0.04591748605024647,0.011749533939833497,-0.01020191777461328,-0.01959808799573472,-0.020349118364894288,-0.019455603673372134,-0.014907644034044654,0.009384456177965022,-0.01488836997501517,0.003988011359445615,0.0058906734307564955,-0.025298049380393754,-0.03467954642262623,-0.031104503254612392,-0.06427226857099813,-0.06367651044948341,-0.06210122478533129,-0.05595797452665452,-0.02818163915540815,-0.04490758460167997,-0.07620638298812366,-0.1078515614287304,-0.07303351669395072,-0.07971903229278679,-0.08539216251206738,-0.07466641871943816,-0.07440605527412222,-0.04577030832381845,-0.04134041504839718,-0.04116663679204797,-0.0358173157562292,-0.033948848673474856,-0.0394276244154045,-0.0576524687606826,-0.05524496527241732,-0.05507657256453853,-0.05877092747213501,-0.08656433169577427,-0.0911521297899356,-0.12030582961733371,-0.1261516995654662,-0.10180525301649129,-0.11920143100505216,-0.0946755387396221,-0.09053209229570114,-0.08739429642408758,-0.0917263807696943,-0.0653396975584041,-0.06449217479449036,-0.05211009790567807,-0.021868666654779753,-0.021901179104428257,-0.055864439545799865,-0.08277230551453157,-0.08255238691161626,-0.08190193394606787,-0.055333950198805035,-0.08592790172995482,-0.11614437295416466,-0.08554405342917581,-0.09287300642408995,-0.06077987581920128,-0.03472940342069201,-0.03331798369308645,-0.06712597642906883,-0.06800759794795576,-0.09503728324204573,-0.07038282390709094,-0.07032828863562604,-0.0682314032952589,-0.06624554870244709,-0.09170947643371262,-0.08486908740491474,-0.10326364035837632,-0.1087682687978645,-0.10623571043028276,-0.10381686971294489,-0.1352996634361071,-0.16944878642725367,-0.1740488582608683,-0.18303511267714104,-0.17595602528299242,-0.17521811595253806,-0.1759493433716395,-0.17600141221569063,-0.18695836672835975,-0.19264597573590425,-0.17831006805096075,-0.16456438053517475,-0.18164643686807877,-0.16766662480771916,-0.18684985669701704,-0.19866683652359857,-0.18522909401164306,-0.170525420301389,-0.1560023159189864,-0.1427410673188584,-0.1535112953356084,-0.13955619311058334,-0.12707208105791679,-0.11421683804856189
Ssrp1,0.04517379542109519,0.05483256521605005,0.05007732968225517,0.06163334902582704,0.07258899237454969,0.07258899237454969,0.07258899237454969,0.06848624000324605,0.07799899489321244,0.0800154910751089,0.0918870305346199,0.10169807146843488,0.10169807146843488,0.11557491364913654,0.10880851173768688,0.10266551689202917,0.10573608264979988,0.1049642469835291,0.09345614824072547,0.09109369577188518,0.07737648407350385,0.08173045678949743,0.0646368423625521,0.0423716078219457,0.026172288533052365,0.047314292120997886,0.04787928247529237,0.033949337153376544,0.02382672420812025,0.013895233962813293,0.004336941749225262,0.0040503092236416315,0.02155821739005112,6.989488412635289e-05,-0.009580336458391733,0.0008204870328850089,0.01053815166889598,0.007519159883719485,-0.0003662452824935614,-0.002382741464390026,-0.024079833707273214,-0.044877480663095534,-0.03500172082139402,-0.03620287017545713,-0.033598217786791194,-0.01682868457460554,-0.025458280989020313,-0.026875614193718055,-0.02634261253249353,-0.021117740986049117,-0.028837308643174096,-0.056094615238633946,-0.05951287737053483,-0.06564885530174473,-0.05738810829886783,-0.07376880453407186,-0.06962946901559135,-0.0729796897592542,-0.08173880415458919,-0.08317262113190027,-0.08744466546283143,-0.09717004065769011,-0.12111498841599701,-0.11485422538602219,-0.1288225121325,-0.1457824820572944,-0.16834466855321242,-0.16907934754606882,-0.1708781672311459,-0.17809352940235876,-0.1578729186341296,-0.15766906571925463,-0.17203118540442253,-0.18560482589689198,-0.18574197322481015,-0.19824911862541475,-0.18837924676499213,-0.18899998007091506,-0.19015105622616366,-0.20186804153236662,-0.20763342780109262,-0.20784158664364524,-0.20291949127601433,-0.2043932901997675,-0.2194817650227757,-0.22708107386870066,-0.23607486796935143,-0.24177953446699224,-0.23858589648484418,-0.2390737341962117,-0.23539037028603219,-0.2477759376847147,-0.2501335476253309,-0.2588836123210998,-0.2549482856941525,-0.25962253306904304,-0.25738373349346,-0.2625705576303774,-0.27251651764888796,-0.27763049938863266,-0.29925631623725824,-0.30232025253966466,-0.2992140591645616,-0.30868344087025423,-0.3136662705941722,-0.32259251120528537,-0.3057587142801428,-0.2775689333451706,-0.2751077217854482,-0.2710416233902794,-0.25685562860680794,-0.25546922759633384,-0.2594955583320483,-0.2582050368183798,-0.24444271890908473,-0.23182799572640225,-0.22182981165459373,-0.2084094907411769,-0.2028440143279899,-0.19099086939400436,-0.1808438967596647,-0.1681050914354947,-0.15455520636918627,-0.14213360154103918,-0.1334060534277133,-0.12217265961930507,-0.1115669373349811,-0.0985236900487271
