,AllAct_P2,AllAct_P7,AllAct_P9,AllAct_P10
Foxp1,-0.06597780598235717,-0.09729382301309389,-0.1196474932970736,-0.12377473383408526
Prdm1,0.04002359804517553,0.012529942561844452,-0.08594534148918688,-0.1192990974425049
Itgax,0.23066737953625902,0.07022971342488973,-0.00757299915651786,-0.08168144242675891
Brca1,0.10370657401861137,0.04645251947779492,0.005255121480001519,-0.004063064239102996
Hnrnpd,0.011389925738729234,-0.34409850575665707,-0.3837010896818224,-0.3872857450764941
Mcm4,0.027195042857545527,-0.07845507483347576,-0.08754678994009543,-0.07341637084477276
Tlr1,0.013023483839938814,-0.012647047286630152,-0.015356275150341566,-0.001247411482504538
Pdcd1,0.31597649925624105,0.2862247709023617,0.20546022518883403,0.22550994243541092
Cd96,0.06897012359971103,-0.02470538820532182,-0.005415144052156927,0.10036398457592513
Srrm1,0.009704252261582348,-0.0257393285051722,-0.04089607324947461,-0.04691823246102226
Tox2,0.060624237125395046,0.031466025800987237,0.013868092723626692,0.03759886153409064
Btg2,0.46023136944410953,-0.43657794868290134,-0.266450102588103,-0.07963838012756902
Spn,0.11402537353229535,0.04053904045469306,0.0009641551839125672,0.02599715729356278
Hells,0.10258418786235991,-0.012433548475942215,-0.11291395505905724,-0.11302361644834868
Tnf,0.024358955553690387,-0.03553833456507296,-0.00048016011081678396,0.004335769131729955
Ctcf,0.04404855394814651,-0.022693864308511866,-0.04417656607057051,-0.05315321290283466
Parp1,0.01266813751711658,-0.019037769604459225,-0.03700394738586581,-0.07542449405541901
Ccr7,0.8075486581974055,-0.09364881649758675,0.6989544572354791,0.17130207581858695
Dnmt1,0.23283900590316148,-0.19021545190662734,-0.03730617663670558,-0.1324181074290024
Id2,0.9799053319826806,0.861127025554748,-0.30043397177617964,-0.42665299344063323
Lair1,0.05194180191333812,0.0517405654184541,-0.005669717293560099,-0.02283471342471716
Il21r,0.09560127771890588,0.0709429394897905,-0.008243247341813956,0.0830514117352676
Cd9,0.2522637363011032,0.058350710258120664,-0.10360559191993307,-0.06109375928673953
Tcf7,0.4429012135853305,-0.07206346987200732,0.046869793651345824,-0.0442398196414915
Ccr9,0.08372418730305214,0.03642657556773009,0.03502912994568125,0.026957350770035624
Maml3,0.0019704537563857874,0.0008892975341590146,0.0005557810780623001,0.000489216337540326
Hdac9,0.00015321806924232725,0.0003059622861793643,8.98234637488918e-05,7.920751606723566e-05
Igf1r,0.030331501845675273,0.011300055999031059,0.019813561493008797,0.008893484585278768
Ighd,0.02554896595614048,-0.009378415118905296,0.00012707220608783836,-8.972370460769865e-05
Ruvbl2,-0.0010866064011893536,-0.03074960967895713,-0.014903609759979747,-0.020959272006784137
Jaml,0.11690372725524717,-0.021400913012789576,-0.07906469035995604,0.082833239492235
Chaf1a,0.04809966429942401,-0.011047447599847887,-0.005049153454113308,0.0008972492395987898
Itgb2,0.4291328288825613,0.1867086519080198,-0.3160698819676915,0.15399337931743326
Baz1b,0.10339174262876406,-0.1370707651389567,-0.11549975548422384,-0.17007081914278732
Uhrf1,0.0792363570935545,-0.0678359735667781,-0.03474317464211179,-0.010826825555466319
Dnajc2,-0.038120111427289965,-0.1216151879838594,-0.24145297288077308,-0.28284742713429134
Rbl1,0.06794594935302321,-0.0025018458745254208,-0.05184027576276458,-0.05150098013786988
Sema7a,0.06993904571816277,0.04997342183313495,0.024232806142364567,-0.011245649279361334
Taf15,0.08377158150592909,-0.02053946884222512,-0.06679378039007954,-0.05500436996377902
Trbc1,1.5082980213639228,0.9824236869301817,0.8294427855584148,1.286072372328817
Polr2f,0.026736687414650368,-0.15617182774870636,-0.1613122180479633,-0.15089697582093783
Cxcr6,0.545459433461853,-0.024903259588332734,-0.09746053483892325,-0.07761337523226738
Klf6,1.246819003110486,-0.15480092590960615,0.8879843162683744,0.8880173778833653
Sell,0.4342582998924442,-0.21734692027000427,-0.021754623175374393,0.22089424779556366
Snrpd1,0.0923704833160922,-0.14449296589039048,-0.1493979031143281,-0.1516279206292428
Tnfsf8,0.21830786060376686,0.1665030959305468,-0.032105065034390666,-0.004962817422844883
Tet1,0.02323740617421217,0.010823937223992613,-0.003349277000686353,0.01551424494858641
Nt5e,0.02428004867555674,0.009656418120858276,-0.008434158795421224,-0.01887740497074609
Ddx5,0.9687138302197649,-1.1415156732468332,0.30210465945879666,0.35938144435508207
Pml,0.030529400353484736,-0.007342614965592233,-0.004596935186077663,-0.030970414827506322
E2f1,0.11720177802383283,0.10552991974194645,0.08408581725925514,0.056044370193900496
Daxx,0.06844165364708903,0.021898453623294074,0.0091232441812334,0.052798287556413546
Fosb,0.3494758808909592,0.36337289387307076,0.1894004367260227,0.14345208675787338
Cbx3,0.021281946721465352,-0.0066494826576661975,-0.0032333964800463516,0.003946840520784059
Zfp36l1,0.31950804576097286,-0.004519072062156876,0.10978458248547343,-0.1810054982584908
Espl1,0.06541352582779363,0.04362751375691581,0.009068375062779771,0.004720005123452371
Hmmr,0.8253284552235997,0.42328266064644604,0.11674078281720916,0.30286485743130936
Ncam1,0.0027664105847214084,0.0010592208913408395,0.0015748983047501,0.0005056686406680843
Rel,0.13758126186664568,0.07660039599157145,0.065165472335441,0.03390741011675044
Pbx1,2.7607815799556098e-05,3.3720327346242597e-05,3.204635313731061e-05,4.551426950994556e-05
Ikzf3,0.10499401778774561,0.006807111692148576,0.08596285210249957,0.08544435541715553
Zbtb10,0.036602913775855145,0.017026789278310916,0.030682726413841083,0.006210220417108333
Fhl2,0.11609479805971257,0.10351662699141748,0.07830824059583055,0.10834480374820339
Zfhx2,0.024979571896433815,0.00606704198153987,-0.02219670553616853,-0.03287078937900532
Suz12,0.03586630180033673,-0.018614535305763062,-0.2441494758167822,-0.22408617843291173
L3mbtl3,0.043770890984416326,0.029503338796816894,0.03205026245893573,0.030493265398749546
Klrb1c,0.09147848546964159,-0.010932318935338192,-0.03805708672085419,-0.18016177899556093
Ighm,0.28169095538574984,0.07731626937409453,0.2781884483336376,0.17673927977070403
Nap1l1,-0.13316587684581363,-0.4999448981789385,-0.329235798504991,-0.34885337172836534
Fcgr1,0.00712797427175719,0.0025968756938523877,0.005354190713349953,0.0010826657459863296
E2f8,0.0655350222607047,-0.03302128750548642,-0.010140450531344583,-0.003443418122760585
Ccr6,0.041869411434572394,-0.013504045296637563,0.005644744360484667,0.002911202535931249
Ppargc1b,0.028127217698622108,0.00654992065396091,0.010490370016441297,0.01347712909793015
Slamf6,0.048117055546035174,0.08023044638125065,0.03292961291761518,-0.1827346247586305
Ski,0.046971225689299886,0.04085183115263352,0.03544423068600055,0.012110361691016232
Mybl1,0.01669727556153052,0.00799918604105975,0.009683939714491762,0.0005591392771014867
Icos,0.3330835385874772,0.11005183967913801,-0.053873861396148054,0.24091576795581535
Ctla4,0.5477645201921331,0.29391854559262665,-0.270119345600558,-0.16100796264110392
Adam8,0.04593104446756895,0.03410384415039435,0.0261519227249044,0.01805041136976367
Hnrnpul1,0.06150231487075534,-0.05588347064610103,0.021653090391430534,0.03240043031297157
Cd44,0.22517045774639557,0.1458589069776871,0.05300171718126625,-0.13652097737578164
Cd69,0.4309887045747539,-0.3555458905679944,-0.30857382571582914,-0.39490115205952797
Cbx5,0.13389718083930813,-0.09203755890694594,-0.08049058882514373,-0.06297751178336708
Aurkb,0.45659733409118186,0.013865736428366724,0.2894943742554642,-0.012904558104846968
Batf3,0.11704324671271685,0.10521915210754634,0.07841619385596396,0.0015800606526981515
Gtf2ird1,0.016517511018189962,0.012398554343516537,0.009766736455554363,0.004388215461690488
S1pr1,0.3312142022316905,0.32079961761314785,-0.3391202388366452,-0.36903000266272257
Cd28,0.5999707184277686,0.44795093359653776,0.04909563979500458,0.2179913535114183
Foxm1,0.03356225129055887,0.0148820408261852,0.020162703387619607,0.014947698795386197
Itga4,1.281207142160138,0.7834273918603641,0.5914671302797698,0.4128323799689256
Sp100,0.2623445202484949,-0.0787859421922638,0.08135577703220356,0.22709933948674443
Il1r2,0.019699493976132378,0.012032054153251766,0.008132166980069237,0.008007625559804632
Cenpk,0.08267420528050574,0.028890248279318943,-0.007113188812212444,-0.009242722094030617
Havcr2,0.269784741714165,0.04624293526909389,0.10232077168244397,0.2259180444928543
Crtam,0.11172675426762864,0.043473356565844445,-0.13196364552595982,-0.13175666324562288
Rbbp4,0.12448208009808923,-0.1625625556021846,-0.12995682707287562,-0.024581086707358486
Nr4a2,0.23132264897529736,0.07689580281930386,0.1304364625292995,0.17931949620767565
Cd47,0.5505355946721036,-0.3587487823797185,-0.11932805925300281,-0.3045004969285729
Mcm6,0.40219629795377254,-0.23031502810824753,-0.3175714033533198,-0.3154243143397956
Cd22,0.03161701957323649,0.006120248678943134,0.02136193141525291,-0.0006660354361641155
Phf19,0.028307558234709932,0.0022746104224833823,0.0022298165522260413,0.0063768830759332856
Rarg,0.01898345390382784,0.006284455585341122,-0.014465502979373376,-0.022323824381894588
Cx3cr1,0.10062364301880614,0.11213406040677824,-0.01891389174275203,-0.09799396310443119
Zeb1,0.03544206487666407,0.04536495951154476,0.03403021365320256,0.027808600937794963
Ttf2,0.026988298751171844,0.034109647247282326,-0.003386068897723972,-0.017038855408455313
Ezh2,0.36092764821315454,0.39847662112075893,0.3773594413853662,0.39855884963076904
Kntc1,0.042580150572052826,0.03821939867453652,0.018660607261788902,0.019268525517649775
E2f2,0.07816329208258181,0.10345800987256293,-0.10691503075470832,-0.129447568596329
Klrd1,0.21558146468346978,0.20273876569291555,-0.530390634559514,0.0899829143292606
Eng,0.00847118825364931,0.012868909767823577,0.00022710999197795553,8.03320615251723e-05
Pcmt1,0.06035952868838736,0.06862744467978195,-0.02161076728530631,0.03536045001319522
Fbxo17,-0.0020004011814914536,0.006519643933814169,-0.0017401591892561043,-0.0012590811429863407
Cd180,8.816388078748073e-05,0.0001439731923070408,0.0001013188814783297,4.301706502668434e-05
Mxd3,0.016404027625784304,0.06844891284792094,0.03693491557163791,-0.0039487171586800075
Ikzf1,-0.11244144856197762,-0.08347803446584527,-0.0501250031787043,-0.07042731870753313
Cd55,-0.021965962165190332,-0.018878685413454006,-0.03113117925165929,-0.027743670191749756
E2f3,0.037089478614604626,0.04107808775648199,0.025222944620491513,0.028720881830767223
Izumo1r,0.012068558914145088,0.033175595892391094,0.016953915375702098,0.0016983320445397923
Scml4,0.014126619172702018,0.05824951509668493,0.058761666484460066,0.05218719112278714
Zhx2,0.014910226267393769,0.026621033834783283,0.02680046314451434,0.022455842028864637
Tcerg1,0.02951834585672199,0.10510574856079354,0.039207832424446656,0.06361519687249213
Csf1r,0.0008219052480304718,0.07445874780091478,0.012812877118124882,0.001248034746444409
Sirpa,0.0011819033230601418,0.022309630256461852,0.01024062012789968,0.014137004566426107
Kdm7a,-0.02954131913523968,0.19636067206549057,0.20000898808942302,0.15457165973216935
Tbx21,0.1125054967043292,0.11498953711264644,0.1128340093785376,0.08084699693495093
