,Arm_P2,Arm_P7,Arm_P9,Arm_P10
Foxp1,-0.065808990584908,-0.10905417832084444,-0.1198890545733551,-0.12378990979562225
Parp1,0.01296532113084512,-0.06184491308844728,-0.036826836037759776,-0.0753569158212156
Kntc1,0.04247125357021524,0.02993539667557908,0.01874711084500754,0.019253427890459234
Mcm4,0.02745887287347731,-0.07689632867925943,-0.08740715487266809,-0.07328624295678358
Nt5e,0.024289332359953487,0.01792620784731461,-0.008351591936200635,-0.018917021770264972
Polr2f,0.02588290016965004,-0.14207140693206927,-0.16114108077597458,-0.15087168399390274
Tnfrsf9,0.22439886747722268,0.24282740817713128,0.1407094879609049,0.09469151058860835
Ccr2,0.047380983531343616,0.01524818710213537,-0.0450583006114461,-0.09644269499561167
Cbx3,0.021048397038101116,-0.011382709501672608,-0.0030825425758833945,0.003966572905679201
Trps1,0.06625011688566311,0.05892655498022505,0.06621627360549379,0.06502281965446581
Crtam,0.10747967348902629,0.015226694598155998,-0.1321521942436354,-0.13170130853134088
Chaf1a,0.048437598190494806,-0.005406587387126484,-0.004981719247866305,0.0009125358091064152
Zfp36l1,0.3225166713849449,0.09029903441459786,0.11180167594503783,-0.18094565572957122
Klf6,1.247345228388338,-0.01768844018694419,0.9019882509750881,0.88776960886976
Cd44,0.2249753259996106,0.13975995239322023,0.05160390266710845,-0.13697858904220386
Klf13,-0.18651086276212767,-0.2887484753455384,-0.4972265906009021,-0.22767041668338023
Pml,0.030766717378255655,-0.00531956918718373,-0.004765167980371446,-0.030978213833868236
Hells,0.09539148128874235,0.005246487255325943,-0.11277740425435974,-0.11306360495384418
Jaml,0.11656239645621289,-0.04855662218554237,-0.07984698094560262,0.08282440841255613
Ctcf,0.04441150021609152,-0.020707252786035725,-0.04495384564511158,-0.05321955240858619
Phf19,0.02811257611178971,0.0024784036172439557,0.002261278195569376,0.006367640005820916
Sp100,0.2915984018766925,-0.05518869753383007,0.08616931176806138,0.22722355720098633
Mcm6,0.39690140977615584,-0.14330388300179528,-0.317000711038587,-0.3149313230366648
Itgb2,0.43167447400013126,-0.08727796959183534,-0.3213039081459591,0.15419275417705058
Il21r,0.09470122421695171,0.07343793512193372,-0.009012549234540507,0.08311683595564384
S1pr1,0.33038049391069174,0.19748081197746842,-0.3423649846254405,-0.36901152927744835
Id2,0.9819509125145326,0.7405608446980443,-0.29719148112450855,-0.42649091659199306
Ctla4,0.5435039103253855,0.28366050105751994,-0.27753196978819605,-0.16050917600002473
Cxcr6,0.5340256233111254,-0.10384182149250151,-0.1032825151375043,-0.0765385123719135
Spn,0.1138583450867642,-0.002654806541638371,0.0007612461692462192,0.025967761080981658
Brca1,0.10235056687677545,0.05919190195180123,0.004546240482626296,-0.0040424491300249344
Cd9,0.2473309564865562,-0.005989371232820913,-0.104306974653386,-0.061404797097222553
Ddx5,1.0589685527062234,-0.5745394604315083,0.31409675568486994,0.35907130458670816
Gtf2ird1,0.016432632102426292,0.01172361539934724,0.009749800313923338,0.004362730393324607
Rel,0.13716354563208186,0.06016510846160385,0.06443765595585181,0.033706342465809655
Ski,0.04721915946160571,0.047391895541860476,0.035234699908244474,0.012076660582276895
Fosb,0.3476582983952493,0.30450476891246386,0.18783367570034423,0.1433234550774537
Paxip1,0.013030414594860752,-0.01114990954760353,-0.0364282331980215,-0.05037381456318826
Tox2,0.05901483875634255,0.029162948675965923,0.014303209661931089,0.03764142284968245
Zmynd11,0.07652699725786985,0.06208051446615667,0.03879220737422803,0.03498042569100981
Ppargc1b,0.02823180373468485,0.008336554029893377,0.010613009627210191,0.01345292961207708
Ikzf3,0.10639452615808749,0.025802090550393415,0.0873127772353433,0.08541713845235613
Il1r2,0.020871831268557937,0.011198409210498486,0.007930058533800138,0.007997216791005539
Ccr6,0.040883137110014595,0.00184423283276975,0.005651294374141026,0.0027703966296530923
Tcf7,0.42150478352894344,-0.2060411585509261,0.040469345642312,-0.04489783087585561
Ighd,0.025163339845879363,-0.001757580131820202,0.000150227366636057,-8.991200199407368e-05
Ncam1,0.0027112493112921815,0.001119451833800694,0.0015535487647287346,0.0005067298550241558
Itgax,0.23950860470539972,-0.047661777088657105,-0.007212738160905085,-0.08153816399521453
Suz12,0.03130197130560161,-0.09757217152760668,-0.24451379917291366,-0.22437141091299354
Igf1r,0.027887882669020123,0.009327859596512509,0.01930207359018433,0.008708945208727776
Nr4a2,0.2314605052480089,0.09272630702548029,0.13057834406615135,0.17935592064004868
Klrb1c,0.09437125524931213,-0.01608541816674287,-0.038046670718306544,-0.18035500611318742
Adam8,0.047998623119179275,0.040906001198355996,0.02635812720654428,0.018009496084624488
E2f8,0.06525189982639337,-0.03953730922368826,-0.009928145581956042,-0.0034265715548342478
Zfhx2,0.02486627433746481,-0.008164449070206152,-0.02310750049337847,-0.032912151932387924
E2f2,0.07470256320476201,0.026751013434443915,-0.10667277684766822,-0.12942298242772055
Sema7a,0.06950467510586641,0.049575920095469746,0.023642019559253727,-0.011351209006351276
Rbl1,0.06715502371256564,-0.024672158291637866,-0.05200462321593983,-0.0514678273093941
Dnmt1,0.22795393677723869,-0.19433170237113637,-0.03690567548987185,-0.1322352717675492
Clec12a,0.03313151414066199,0.02532048294682428,0.009412334430897772,0.002316630663609814
Baz1b,0.10239724592135571,-0.13110858742025977,-0.11601235159659924,-0.1700276957530751
