wilcoxon,t-test,t-test_overestim_var
Rps20,Rps20,Rps20
Rps12,Rps12,Rps12
Rplp1,Rplp1,Tcf7
Rps2,Tcf7,Rps2
Rpl28,Rpl15,Rplp1
Rpsa,Rpl28,Rpl28
Rpl15,Rps2,Rpl15
Tcf7,Rps26,Rpsa
Rps26,Rplp0,Rps26
Rplp0,Rps29,Rplp0
Rps8,Rpl10,Rps8
Rpl10,Rps3a1,Rps27a
Rps18,Rpsa,Rpl10
Rps27a,Rps8,Rps3a1
Rpl13,Rps27a,Rpl41
Rps3a1,Rpl35,Rps29
Rpl10a,Eef1b2,Rpl13
Rpl41,Rpl8,Rps18
Rps17,Rpl10a,Rpl10a
Rps29,Rpl36a,Eef1b2
Rpl8,Rpl13,Rps17
Eef1b2,Rps17,Ccr7
Rpl3,Rpl35a,Rpl8
Rpl36a,Eef1a1,Rpl36a
Rpl12,Rps18,Slamf6
Eef1a1,Rplp2,Eef1a1
Rps25,Rpl12,Rpl12
Rpl35,Rps19,Nsg2
Rpl35a,Rpl22,Rps19
Rps19,Rpl41,Rplp2
Slamf6,Rps25,Rpl3
Rplp2,Rps28,Tnfsf8
Actn1,Rpl3,Actn1
Rpl22,Slamf6,Rpl35a
Rps28,Rps5,Id3
Ccr7,Rpl31,Rpl35
mt-Atp6,Rpl7,Rps25
Npm1,mt-Atp6,Cd9
Hsp90ab1,Rpl11,Hsp90ab1
Rpl31,Hsp90ab1,Rpl22
Cd9,Mif,Rps28
Rps5,Ighm,Asap1
Rpl11,Traf1,Ighm
Asap1,Cd9,Mif
Mif,Rpl4,Rps5
Rpl7,Rpl27a,mt-Atp6
Ighm,Asap1,Xcl1
Rpl27a,Rpl32,Rpl11
Rps9,Actn1,Rpl7
Tnfsf8,mt-Nd2,Rpl31
Tmsb10,Npm1,Impdh2
Nsg2,Tmsb10,Adk
Rpl22l1,Rpl6,Npm1
Anp32b,Rpl39,Rpl27a
Rpl37,Ccr7,Tmsb10
Rpl6,Rps9,Anp32b
Rpl32,Hspe1,Traf1
Rpl14,Rpl23,Hmgn1
Gapdh,Rpl37,Rpl32
Rpl23,Anp32b,Rpl23
Impdh2,Rpl22l1,Rps9
Id3,Atp5g2,Gapdh
Adk,Rps4x,Agpat5
Rpl26,Impdh2,Ppa1
Rgs10,Rpl7a,Rgs10
mt-Cytb,Rpl26,Rpl6
Traf1,Nsg2,Hsp90aa1
mt-Nd2,Tnfsf8,Rpl37
Hmgn1,Gapdh,Ccnb2
Agpat5,Rpl14,Rpl22l1
Ppa1,Id3,Ptma
Hsp90aa1,mt-Co3,Pclaf
Rps4x,Cox6c,Hspe1
Crtam,mt-Co2,Crtam
Nme1,Serp1,Rpl39
Rpl4,Atp5j2,Pebp1
Rpl39,Slc25a3,Rpl4
mt-Co2,Rpl5,Rpl14
Hspe1,Ifi27l2a,mt-Nd2
Pebp1,Hmgn1,Rpl26
mt-Co3,mt-Cytb,Nme1
Ptma,Ndufa4,mt-Cytb
Rpl7a,Crtam,Hspd1
mt-Nd1,Hsp90aa1,Dbi
Pgk1,Rpl36,Birc5
Ybx1,Dbi,Rps4x
Selenoh,Nme1,Cenpm
Hspd1,Ppa1,Pgam1
Atp5g2,Pebp1,mt-Co3
Xcl1,Gdi2,mt-Co2
Rilpl2,Adk,Ikzf2
Skp1a,Snrpf,Selenoh
Dbi,Rps16,Pgk1
Rps16,Naca,Stmn1
Rps6,Agpat5,Atp5g2
Pgam1,Hif1a,Fabp5
Dtymk,Pgk1,Serp1
Ifi27l2a,Atp5b,Skp1a
Mrps6,Sptbn1,Sesn3
Atp5a1,Skp1a,Rpl7a
Nap1l1,Rilpl2,Rps16
Serp1,Hnrnpa1,Batf
Atp5j2,Hspd1,Dtymk
Sesn3,Selenoh,Mrps6
Tox,Xcl1,Rilpl2
Inpp4b,Ptma,Asf1b
Rps21,Snrpg,Snrpf
Ikzf2,Anp32a,Atp5b
Snrpf,mt-Nd1,Ran
