wilcoxon,t-test,t-test_overestim_var
Rps20,Rps20,Tcf7
Rps2,Ly6e,Rps20
Rps12,Tcf7,Rps2
Tcf7,Rplp1,Rps12
Ly6e,Rps12,Ly6e
Rplp1,Rps2,Rplp1
Rpsa,Rpl12,Rpsa
Rpl12,Mif,Mif
Rpl28,Rpsa,Slamf6
Rps18,Rpl28,Ltb
Mif,Rpl15,Rpl12
Rpl10,Ltb,Rpl28
Rpl15,Rpl10,Traf1
Rplp0,Traf1,Ctla4
Rpl13,Rps26,Ighm
Rps26,Rplp0,Rplp0
Slamf6,Ly6a,Rps18
Ltb,Rpl22,Rpl10
Rps27a,Rpl10a,Emb
Rpl10a,Rpl36a,Rpl15
Rpl41,Rps27a,Rpl13
Gapdh,Rps19,Ly6a
Rps19,Emb,Rpl41
Ly6a,Rps18,Rps27a
Rpl3,Rplp2,Rpl10a
Traf1,Eef1b2,Gapdh
Emb,Rps28,Rps26
Ctla4,Rpl13,Ifi27l2a
Ifi27l2a,Slamf6,Cxcr3
Ighm,Rpl35,Rps19
Rpl36a,Gapdh,Actn1
Rpl22,Rps29,Cd9
Rplp2,Rpl3,Rpl3
Rpl8,Ifi27l2a,Rpl36a
Eef1b2,Rpl8,Rplp2
Hsp90ab1,Ighm,Hsp90ab1
Rps28,Rpl41,Rpl8
mt-Atp6,Rpl35a,Eef1b2
Rps29,Eef1a1,Rpl22
Actn1,Rps5,Eef1a1
Rps8,Cxcr3,Rps28
Cxcr3,mt-Atp6,Ccr7
Eef1a1,Rps8,mt-Atp6
Rps17,Hsp90ab1,Rps29
Rpl35,Rps17,Rps5
Rps5,Ctla4,Ppa1
Cd9,Limd2,Gpr183
Gpr183,Rps25,Rps8
Rps25,Rps9,Nme1
Rps9,Rpl31,Rps17
Nme1,Rpl27a,Rpl35
Rpl27a,Psmb9,Rps16
Gstp3,Rps16,Rpl27a
Rpl35a,mt-Nd2,Gstp3
Rps16,Nme1,Rgs10
Ptma,Rpl7a,Tnfsf8
Ccr7,Cd9,Nsg2
Rpl37,Hspe1,Rps25
mt-Co3,Atp5j2,Rps9
mt-Nd2,Rpl37,Rpl35a
Rgs10,Rpl11,Ptma
mt-Co2,Gpr183,Cd27
mt-Nd1,Cotl1,Id3
Socs3,Slc25a3,Socs3
Ppa1,mt-Co3,Adk
Cotl1,Actn1,mt-Co3
Rpl7a,Cd27,Batf
Asap1,Hif1a,Asap1
Cd27,mt-Nd1,Impdh2
Tmsb10,Rpl32,Hif1a
Rpl14,Rpl14,Limd2
Rpl31,mt-Co2,Rpl37
Rpl11,Cd69,Cotl1
Batf,Snrpf,Rpl31
Rpl32,Naca,Tmsb10
Rpl23,Rpl23,mt-Co2
Bcl2,Rpl39,Hspe1
Npm1,Gstp3,Rpl32
