wilcoxon,t-test,t-test_overestim_var
Tcf7,Tcf7,Tcf7
Rplp1,Crtam,Rps12
Rps12,Arl5c,Rps27a
Rps27a,Bcl2,Traf1
Rps20,Actn1,Rplp1
Ighm,Ccr7,Rpl15
Rps19,Chfr,Crtam
Rpl15,Brd8,Rps20
Rpl12,Pigp,Rpl36
Traf1,Tnfsf8,Rpl10a
Rpl8,Nsg2,mt-Co1
Rps10,Gnptab,Rpl35a
mt-Co1,Id3,Arl5c
Rpl10a,Bag6,Slamf6
Rpl14,Retreg1,Bcl2
Rpl35a,Thap12,Rps21
Rps21,Il7r,Rps19
Rplp0,Rps27a,Ighm
Rpl13,Jak2,Actn1
Rpl36,Gclm,Rpl8
Rps18,Wdr3,Rpl12
Rpl22,Nrbf2,Tmsb10
Arl5c,Ankrd54,Rplp0
Bcl2,Gbp2,Rpl22
Slamf6,Kbtbd11,Rpl27a
Tmsb10,Asrgl1,Rps29
mt-Atp6,Arl6ip6,Rpl13
Crtam,Chchd5,Rpl14
mt-Co2,Klf3,Rps5
Rpl9,Per1,Rpl9
Rps16,Ttc9c,Gpr183
Ly6e,Josd2,Rps16
Rpl27a,Pabpc4,Rps28
Sfpq,Itgb3bp,Rps3
Rpl29,Xcl1,Rpl24
Rps25,Tex264,Ltb
Rps28,Uhrf1bp1l,Rpl29
Actn1,Rabggtb,Rps18
Rps29,Map3k8,Gramd3
Rplp2,Ikbke,Rpl4
Rpl36a,Tex10,Rplp2
Rps3,Nup54,Rps25
Rps23,Stk11,Jun
Impdh2,Urod,Rpl7
mt-Co3,Triap1,Emb
Gramd3,Utp23,Ly6e
Gpr183,Zc3h12a,Ccr7
Rps2,Asf1b,Rel
Jun,Rpl15,Rps15
Rpl26,Pex13,Chfr
Rpl4,Hsd17b12,mt-Co2
Rps5,Cep97,Rps2
,Rdm1,Brd8
,Rps12,Itgb1
,Lias,Satb1
,Klhdc4,Skap1
,Eif2b1,Sfpq
,Cxcl10,Rasgrp1
,Lipa,Pigp
,Klf4,Rpl37
,Rps21,Rpl28
,Carhsp1,Celf1
,Rpp14,Rps4x
,Gnl3,Gnl3
,Trav14-1,Skp1a
,Cd2ap,Tnfsf8
,Zcchc2,Nsg2
,Vav1,Eef1b2
,Adar,Rps10
,Rpl36,Rps23
,Slc16a1,Cd69
,Birc3,Gnptab
,Hax1,Slc38a1
,Cdca3,Herc4
,Ppan,Rpl18a
,Nelfa,Nfkbia
,Cenpm,Nup153
,Manbal,Rps3a1
,Odf2,mt-Atp6
,Cstf2,Rpl41
,Cpne3,Id3
,Aff3,Rpl23
,Zfp266,Rpl18
,Gnl2,Snrpa
,Traf1,Bag6
,Zbtb25,Rpl35
,Emc9,Kcnn4
,Med19,Sesn3
,Nup62,mt-Co3
,Lap3,Retreg1
,Kif23,Tagap
,Rnf157,Tradd
,Wipi2,Rpl22l1
,Sec24a,Rps7
,Ncapd2,Rpl21
,Kri1,Thap12
,Rpl35a,Il7r
,Tmem41b,Rpl32
,Cebpg,Tagln2
,Nup153,Eef1a1
,Ncoa4,Impdh2
,Bora,Rpl11
,Rasgrp1,Chd3
,Bola1,Cdc25b
,Atg2a,Tecpr1
,Cdca8,Jak2
,Fam110a,Gclm
,Slamf6,Rpl6
,Hspbp1,Wdr3
,Opa1,Nrbf2
,Oxr1,Ankrd54
,Rpl10a,Gbp2
,Apip,Kbtbd11
,Usp36,Slc25a36
,Herc4,Asrgl1
,Sik3,Rpsa
,Rgcc,Rps9
,Isoc1,Arl6ip6
,Bcat2,Chchd5
,Znrf1,Adcy7
,Hdgfl3,Rpl23a
,Hexa,Naca
,Cse1l,Klf3
,Atg16l1,Acin1
,Noa1,Cxcr3
,Abhd17b,Ppih
,Clspn,Xpo6
,Slc25a51,Per1
,Pip4k2c,Ttc9c
,Sgk1,Asap1
,Rnf2,Rpl36a
,Phtf1,Josd2
,Nxn,Pabpc4
,Cinp,Itgb3bp
,Cars2,Xcl1
,Birc5,Tex264
,Strn,Uhrf1bp1l
,Rel,Rabggtb
,Net1,Map3k8
,Tmem42,Hnrnpr
,Vps52,Rpl26
,Fbxo7,mt-Nd2
,Cbx7,Ikbke
,Spata6,Ddx42
,Endog,Tex10
,Bag4,Nup54
,Capn7,Irf2bp2
,Tent5a,Csnk1g2
,Cenpk,Ctsz
,Dalrd3,Cldnd1
,Gclc,Rps24
,Cops7a,Ehd3
,Sft2d2,Stk11
,Pi4ka,Urod
,Ubap1,Triap1
,Grcc10,Etf1
,Cux1,Tgif1
,Hif1an,Luc7l
,Zc3h12d,Utp23
,Map3k4,Zc3h12a
,Shc1,Rpl3
,Trp53i11,Asf1b
,Timeless,Cdv3
,Prep,Birc5
,Isg20,Pex13
,Paip2b,Mrps11
,Hbp1,Rps26
,Creb3,Hsd17b12
,Phpt1,Cep97
,Tcf19,Rdm1
,mt-Co1,Map4k4
,Vps26a,Klf2
,Slfn8,Dgka
,Stambp,Lias
,Pigm,Trappc3
,Uap1,Rpl7a
,Kif11,Klhdc4
,Tradd,Ggnbp2
,Bloc1s6,Eif2b1
,Gzmm,Cxcl10
,Nup155,Rps14
,Paxip1,Esyt2
,Lonp1,Lipa
,Ppcs,Hnrnpc
,Fbxo38,Bod1l
,Tprkb,Zfp36l1
,Slc25a36,Klf4
,Slfn5,Rpl19
,Ppih,Icam1
,Irak2,Klhl6
,Caml,Tespa1
,Tmsb10,Gabpb2
,Sell,Carhsp1
,Parp3,Npm1
,Entpd5,Trp53
,Naa40,Rpp14
,2310009B15Rik,Trav14-1
,Exosc10,Prdx2
,Wdr76,Zfp36
,Slc25a45,Jtb
,Tnfrsf26,Cd2ap
,Hsdl1,Asnsd1
,Slc25a33,Zcchc2
,Ccnb1,Larp4
,Nudt18,Vav1
,Mtfr1,Cct4
,Gpr183,Lbr
,Man2a2,Rpl30
,Wdr46,Adar
,Gnpat,Rpl5
,Vps35l,Slc16a1
,Aurkb,Sod1
,Ighm,Nfatc3
,Phf10,Pdlim1
,Elp2,Zwint
,Sass6,Tnfaip3
,Rrad,Birc3
,Bdh1,Hax1
,Rps16,Tcf12
,Dyrk2,Cdca3
,Mrrf,Ppan
,Smpd4,Nelfa
,Hdhd5,Cenpm
,Pnpla8,Vdac1
,Mtmr14,Bcl10
,Castor1,Manbal
,Tecpr1,Rif1
,Galt,Odf2
,Kif22,Cstf2
,Trim56,Cpne3
,Hmgxb3,Rpl10
,Xpo6,Evl
,Nrros,Mki67
,0610009B22Rik,Crlf3
,Mid1,St13
,Fbxo8,Rack1
,Il12rb2,Pum3
,Traf3,Aff3
,Cdc45,Zfp266
,Cdc27,Ezh2
,Dimt1,Snx6
,Atxn2,Glrx5
,Med25,Gnl2
,Ado,Ifi27l2a
,Cenph,Dguok
,Tmem245,Zbtb25
,Mtmr12,Emc9
,Rplp1,Med19
,Actr8,Zfp622
,Rabggta,Pbrm1
,Nop16,Nup62
,Uckl1,Lap3
,Tmem80,Kif23
,Sfn,Rnf157
,Glb1,Wipi2
,Pik3ip1,Sec24a
,Fdft1,Gar1
,Fam98a,Ncapd2
,Nuf2,Kri1
,Slc30a7,Tmem41b
,Tbc1d5,Cebpg
,Xpo5,Cs
,Phospho2,Tomm70a
,Rcbtb1,Ncoa4
,Grhpr,Sdhd
,Tasor2,Cd5
,Rpl7,Bora
,Tdp1,mt-Cytb
,Pknox1,Cntrl
,Cdc20,Nolc1
,P4ha1,Bola1
,Scpep1,Atg2a
,Rpl29,Cdca8
,Nup43,Fam110a
,Nf2,Hspbp1
,Zdhhc12,Ddx46
,Arhgap11a,Opa1
,Nup107,Oxr1
,Traf2,Lamp1
,Timm21,Rest
,Creg1,Anp32b
,Dcaf1,Apip
,Filip1l,Gpbp1l1
,Elp6,Pcnp
,Pgrmc2,Usp36
,S100pbp,Ccnb2
,P2rx4,Ubtf
,Terf2ip,Tmem134
,Nfkbid,Gsk3b
,Pdk1,Trpm7
,Celf1,Rnf4
,Slc25a40,Sik3
,Map3k7,Cyld
,Pole,Rgcc
,Rcc1,Isoc1
,Echdc1,Ctdnep1
,4931406P16Rik,H2-Q4
,Prxl2a,Cdc73
,Thap2,Dapp1
,Gramd3,Bcat2
,Prcp,Dnmt1
,Sirt1,Znrf1
,Xlr4c,Hdgfl3
,Kat2a,Csnk1a1
,Scap,Selenoh
,Tollip,Ndufs3
,Luc7l,Commd8
,Jun,Hexa
,Shcbp1,Ubald2
,Ccdc125,Cse1l
,Pwp1,Atg16l1
,Patl1,Rps27
,Cmss1,Psmd1
,Rpl12,Noa1
,Pdxdc1,Abhd17b
,Tnfrsf25,Eif4h
,Arhgef7,Clspn
,Ddb2,Bax
,Rpl4,Usp9x
,Dars2,Slc25a51
,E2f8,Pip4k2c
,Sik2,Ddx3x
,Rpl27a,Fos
,Nhlrc2,Sgk1
,Pphln1,Mrpl58
,Mpp7,Eri1
